,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeGrossProfit_qq,,-71.18,63.64,-130.56,1439.39,-6.33,-77.05,110.82,-106.99,514.29,34.48,517.47,-52.86,1.79,-44.25,-237.07,761.34,-74.59,157.00,7.76,15.45,144.43,-42.03,28.14,-59.19,205.44,-57.95,118.67,-28.95,-20.71,-43.11,111.45,-27.63,41.68
IncomeGrossProfit_sq,,-3.90,29.92,27.58,-30.46,-2.02,2.52,113.13,-77.66,11.96,-14.36,154.45,-50.60,31.46,-28.97,45.43,-19.04,1.58,8.35,-7.35,-0.37,25.44,-12.31,28.14,-41.00,17.58,-28.01,51.47,-27.52,12.59,-2.63,35.09,-27.63,14.79
IncomeOtherOperatingIncome,,,,144000,,,,78000,,,174000,-61000,22000,55000,25000,75000,46000,47000,60000,53000,67000,45000,46000,93000,120000,310000,64000,59000,64000,98000,60000,7000,34000,396000
IncomeOtherOperatingIncome_yy,,,,,,,,-45.81,,,,-178.39,,,-85.63,222.02,110.69,-15.63,141.20,-28.73,47.01,-3.00,-23.08,74.86,78.87,583.49,38.21,-36.63,-46.98,-68.37,-5.93,-87.60,-46.35,303.41
IncomeOtherOperatingIncome_sy,,,,,,,,-55.31,,,,115.55,,,14.16,69.32,-5.24,-15.20,-32.24,-40.46,31.10,-3.00,-23.08,44.85,55.26,26.70,163.33,25.81,-44.38,0.44,-5.28,-65.21,-8.50,8.56
IncomeOtherOperatingIncome_qq,,,,,-100.00,,,,-100.00,,,-135.16,135.35,156.61,-54.92,198.44,-38.97,2.76,28.87,-11.82,25.90,-32.20,2.18,100.46,28.79,159.09,-79.34,-8.09,7.76,54.54,-38.54,-87.88,366.09,1062.12
IncomeOtherOperatingIncome_sq,,,,,-84.25,,,,9.68,,,112.48,-12.40,27.00,-3.28,139.99,-75.09,-3.01,5.00,138.10,-24.00,58.62,-52.96,150.36,-20.48,-24.58,-10.43,223.50,-69.75,19.58,-28.57,88.27,18.83,-13.90
IncomeOtherOperatingCosts,,,,86000,,,,35000,,,11000,16000,9000,4000,1000,97000,3000,15000,5000,623000,70000,73000,226000,-27000,39000,145000,88000,674000,7000,44000,128000,219000,100000,163000
IncomeOtherOperatingCosts_yy,,,,,,,,-59.66,,,,-54.80,,,-88.40,519.11,-67.61,243.14,277.90,541.74,2252.59,377.50,4583.10,-104.41,-44.88,97.61,-61.00,2553.42,-82.99,-69.47,44.81,-67.45,1427.30,267.97
IncomeOtherOperatingCosts_sy,,,,,,,,-50.73,,,,103.27,,,-48.08,42.78,-1.15,-23.71,201.33,58.66,96.45,8.70,-40.78,-56.04,-44.88,-1.89,17.13,87.84,117.90,-18.89,4.94,-51.32,16.07,139.11
IncomeOtherOperatingCosts_qq,,,,,-100.00,,,,-100.00,,,42.55,-41.40,-51.37,-71.45,7507.84,-96.93,415.29,-68.56,12819.35,-88.76,4.59,208.39,-112.16,240.49,274.96,-39.13,665.14,-99.03,572.96,188.74,72.00,-54.30,62.13
IncomeOtherOperatingCosts_sq,,,,,-93.32,,,,-85.49,,,340.15,-73.70,36.04,-29.24,609.89,-87.55,32.92,-19.35,124.89,-69.72,-26.64,-10.46,127.46,-63.69,193.74,-39.37,554.66,-65.12,10.12,1.68,815.76,-66.55,62.13
IncomeEBIT,,,,428000,,,,1195000,,,285000,405000,239000,282000,153000,-199000,1211000,328000,818000,252000,946000,2292000,1165000,1844000,784000,2314000,879000,1360000,1460000,1167000,566000,1127000,903000,1606000
IncomeEBIT_yy,,,,,,,,179.12,,,,-66.12,,,-46.45,-149.18,405.56,16.36,436.26,226.74,-21.87,598.13,42.41,630.74,-17.08,0.94,-24.55,-26.23,86.18,-49.57,-35.64,-17.17,-38.19,37.65
IncomeEBIT_sy,,,,,,,,60.56,,,,-36.72,,,8.21,69.69,33.72,-10.14,-5.38,-42.14,-0.32,77.31,54.64,69.23,-1.38,-30.16,-17.83,12.67,8.14,-1.59,2.82,-1.97,45.35,32.54
IncomeEBIT_qq,,,,,-100.00,,,,-100.00,,,42.03,-40.83,17.81,-45.91,-230.45,708.21,-72.88,149.27,-69.17,274.95,142.28,-49.15,58.20,-57.45,194.94,-61.99,54.69,7.37,-20.10,-51.50,99.09,-19.88,77.93
IncomeEBIT_sq,,,,,-40.16,,,,-81.97,,,16.00,-16.62,18.90,-17.16,57.51,-33.31,-0.66,-7.78,14.04,12.62,36.11,-14.74,33.28,-36.57,10.14,-16.34,54.69,-14.24,13.08,-4.91,21.37,-7.21,55.66
IncomeFinanceIncome,,,,18000,,,,25000,,,30000,4000,5000,6000,4000,14000,8000,13000,24000,369000,28000,235000,17000,-192000,26000,18000,9000,33000,23000,14000,9000,36000,26000,13000
IncomeFinanceIncome_yy,,,,,,,,39.22,,,,-85.63,,,-85.54,299.64,53.77,133.94,456.88,2468.09,234.69,1717.67,-28.20,-151.94,-5.92,-92.32,-45.86,117.25,-10.63,-22.02,-4.54,8.81,13.25,-7.44
IncomeFinanceIncome_sy,,,,,,,,91.82,,,,-80.67,,,-59.29,42.42,-18.16,68.81,126.44,25.74,12.96,0.26,-19.66,-54.28,-19.06,-35.71,-76.29,7.88,-36.75,13.46,22.15,8.81,-33.38,-8.72
IncomeFinanceIncome_qq,,,,,-100.00,,,,-100.00,,,-88.00,48.53,3.48,-21.58,231.57,-42.85,57.43,86.67,1429.08,-92.55,755.00,-92.63,-1206.18,113.49,-30.23,-48.01,252.40,-30.09,-39.12,-36.35,301.67,-27.24,-50.25
IncomeFinanceIncome_sq,,,,,13.31,,,,-39.87,,,-8.30,-19.83,-12.50,-46.15,28.12,-27.74,57.43,-34.04,13.57,-35.99,31.35,-27.38,-38.89,21.95,-12.65,-24.97,19.46,-5.56,-6.86,-6.67,,-20.04,28.57
IncomeFinanceCosts,,,,3000,,,,4000,,,5000,2000,0,8000,4000,12000,12000,11000,386000,428000,155000,150000,149000,460000,25000,130000,5000,28000,21000,14000,9000,161000,19000,184000
IncomeFinanceCosts_yy,,,,,,,,47.33,,,,-64.71,,,-12.48,681.60,5897.60,32.91,8712.04,3406.63,1143.72,1326.75,-61.48,7.55,-84.07,-13.55,-96.83,-93.96,-13.48,-89.03,85.05,478.51,-12.94,1190.29
IncomeFinanceCosts_sy,,,,,,,,18.90,,,,50.00,,,-22.03,-3.45,15.20,10.55,3.30,79.17,81.09,-51.37,-35.18,-46.14,-24.00,19.84,34.48,149.00,-20.19,92.56,1.30,32.95,-17.58,2.75
IncomeFinanceCosts_qq,,,,,-100.00,,,,-100.00,,,-68.80,-86.67,3711.54,-44.80,178.63,2.31,-15.54,3559.63,10.88,-63.71,-3.10,-1.19,209.55,-94.63,425.91,-96.38,490.51,-23.00,-33.32,-38.97,1746.09,-88.41,888.15
IncomeFinanceCosts_sq,,,,,-53.75,,,,-14.08,,,16.36,-54.73,32.70,-44.80,166.67,-27.83,55.60,-31.84,46.06,-43.96,-45.45,42.50,39.88,55.19,1.65,1.96,134.17,-17.26,-5.04,-15.84,317.57,-48.66,36.23
IncomeOtherIncome,,,,,,,,,,,,-78000,-65000,67000,1000,284000,7000,-39000,38000,-187000,-43000,-366000,-40000,313000,-27000,26000,0,0,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,465.50,110.62,-158.14,5400.58,-165.88,-721.53,-844.73,-205.99,267.21,37.36,106.99,100.00,-100.00,100.00,-100.00,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,15.22,-100.00,-100.00,-79.73,-314.63,-37.76,,-100.00,85.80,-31.32,-45.19,100.00,-100.00,100.00,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,15.84,201.82,-98.97,41309.62,-97.55,-657.41,197.45,-595.99,76.93,-747.26,89.07,882.49,-108.64,194.58,-100.00,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,75.77,-16.95,52.38,-44.59,-97.55,-75.37,3.15,-153.36,100.00,-88.89,-43.13,147.29,-101.04,35.47,100.00,,,,,,,
IncomeNetGrossProfit,233000,25000,121000,64000,424000,425000,155000,211000,32000,153000,125000,329000,179000,346000,153000,87000,1213000,292000,495000,7000,775000,2011000,994000,1505000,759000,2227000,884000,1366000,1462000,1167000,566000,1002000,910000,1435000
IncomeNetGrossProfit_yy,,,,,81.97,1600.00,28.10,230.09,-92.45,-64.00,-19.35,55.78,460.08,126.38,22.60,-73.51,577.07,-15.70,222.76,-91.90,-36.12,588.77,101.00,21212.90,-2.15,10.75,-11.09,-9.26,92.76,-47.62,-35.96,-26.62,-37.74,23.03
IncomeNetGrossProfit_sy,,,,,30.54,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeNetGrossProfit_qq,,-89.27,384.00,-47.11,562.50,0.24,-63.53,36.30,-84.85,378.12,-18.30,163.28,-45.54,93.25,-55.75,-43.11,1291.80,-75.94,69.41,-98.57,10878.98,159.43,-50.56,51.36,-49.59,193.62,-60.31,54.47,7.08,-20.21,-51.47,76.99,-9.16,57.67
IncomeNetGrossProfit_sq,,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeExtraordinarProfit,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,233000,25000,121000,64000,424000,425000,155000,211000,32000,153000,125000,329000,179000,346000,153000,87000,1213000,292000,495000,7000,775000,2011000,994000,1505000,759000,2227000,884000,1366000,1462000,1167000,566000,1002000,910000,1435000
IncomeBeforeTaxProfit_yy,,,,,81.97,1600.00,28.10,230.09,-92.45,-64.00,-19.35,55.78,460.08,126.38,22.60,-73.51,577.07,-15.70,222.76,-91.90,-36.12,588.77,101.00,21212.90,-2.15,10.75,-11.09,-9.26,92.76,-47.62,-35.96,-26.62,-37.74,23.03
IncomeBeforeTaxProfit_sy,,,,,30.79,-20.98,1.06,75.91,-55.26,31.04,-83.68,-37.55,16.62,-0.06,12.26,17.78,23.97,12.84,0.84,-92.08,-7.17,136.44,-9.04,87.32,-2.15,-45.88,-12.42,2.30,46.91,4.30,37.96,4.42,37.58,32.32
IncomeBeforeTaxProfit_qq,,-89.27,384.00,-47.11,562.50,0.24,-63.53,36.30,-84.85,378.12,-18.30,163.28,-45.54,93.25,-55.75,-43.11,1291.80,-75.94,69.41,-98.57,10878.98,159.43,-50.56,51.36,-49.59,193.62,-60.31,54.47,7.08,-20.21,-51.47,76.99,-9.16,57.67
IncomeBeforeTaxProfit_sq,,18.74,9.26,18.12,-18.09,-20.32,18.04,133.88,-86.01,77.92,-43.20,42.17,-26.73,39.22,-26.74,-9.43,-12.54,5.97,-26.40,-91.36,76.59,137.79,-64.50,33.88,8.08,12.73,-15.67,54.47,-14.58,-2.61,-0.36,-50.52,84.11,78.97
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,188000,5000,89000,26000,325000,344000,107000,171000,22000,150000,49000,271000,140000,218000,146000,1000,976000,165000,274000,-33000,545000,1604000,841000,1060000,561000,1719000,610000,1089000,1122000,670000,302000,738000,566000,994000
IncomeNetProfit_yy,,,,,72.87,6780.00,20.22,557.27,-93.23,-56.40,-54.21,58.84,536.31,45.28,198.20,-99.64,597.30,-24.08,87.63,-3503.29,-44.20,869.81,206.57,3303.96,2.93,7.15,-27.40,2.72,100.04,-61.02,-50.51,-32.22,-49.57,48.30
IncomeNetProfit_sy,,,,,33.04,-6.06,1.80,80.87,-52.84,40.02,-70.33,-28.49,14.87,-2.47,32.85,95.08,6.48,2.81,-5.38,-61.29,-16.11,130.51,1.54,78.95,2.93,-42.93,-27.64,17.40,9.51,7.71,39.50,-37.37,73.72,60.65
IncomeNetProfit_qq,,-97.34,1680.00,-70.79,1150.00,5.85,-68.90,59.71,-87.13,581.82,-67.33,453.98,-48.43,55.67,-32.95,-99.33,100326.03,-83.05,65.72,-112.07,1746.64,194.55,-47.61,26.10,-47.10,206.61,-64.50,78.40,3.03,-40.26,-54.93,144.32,-23.34,75.68
IncomeNetProfit_sq,,-8.32,17.56,-10.20,-19.42,-19.52,58.13,133.31,-82.99,74.38,-47.58,41.38,-33.10,40.36,-32.45,72.95,-1.17,24.24,-49.74,-92.25,71.10,130.56,-69.43,26.10,-3.83,1.98,-17.58,137.62,-47.99,-5.30,-1.60,-46.57,85.88,100.76
IncomeShareholderNetProfit,188000,5000,89000,27000,325000,344000,107000,170000,22000,150000,49000,272000,140000,218000,146000,-48000,822000,84000,169000,-8000,517000,1490000,781000,1002000,521000,1554000,513000,957000,979000,560000,233000,647000,563000,934000
IncomeShareholderNetProfit_yy,,,,,72.87,6780.00,20.22,531.04,-93.23,-56.40,-54.21,59.87,536.32,45.28,198.20,-117.66,486.91,-61.64,15.90,82.80,-37.08,1682.56,361.18,12205.35,0.82,4.32,-34.33,-4.46,87.83,-63.97,-54.52,-32.35,-42.52,66.78
IncomeShareholderNetProfit_sy,,,,,34.45,-22.64,10.88,80.87,-53.18,26.70,-74.67,-21.73,40.24,6.10,55.91,92.64,6.48,1.48,-14.04,-36.80,-16.04,130.51,-1.81,87.62,0.82,-30.09,-34.33,20.35,7.45,-3.11,43.67,-38.16,63.24,69.89
IncomeShareholderNetProfit_qq,,-97.34,1680.00,-69.66,1103.70,5.85,-68.90,59.23,-87.09,581.82,-67.33,455.88,-48.60,55.67,-32.95,-132.92,1808.17,-89.83,102.62,-104.89,6348.34,188.19,-47.58,28.24,-47.96,198.19,-67.00,86.56,2.32,-42.81,-58.35,177.55,-13.07,65.94
IncomeShareholderNetProfit_sq,,-7.86,17.57,-11.21,-19.42,-19.74,55.59,130.17,-86.88,71.21,-47.72,79.30,-33.10,40.36,-32.45,60.08,-1.17,24.97,-49.74,-92.25,71.10,130.56,-71.10,28.24,-5.44,25.71,-17.56,157.78,-47.29,4.22,-0.94,-46.07,84.50,98.47
BalanceNoncurrentAssets,,,,53000,,,,1138000,,,1507000,1413000,1437000,,1365000,1344000,1385000,1655000,10693000,10845000,11159000,2258000,12044000,11968000,11954000,12526000,12515000,13530000,13746000,13637000,14129000,15211000,18120000,23461000
BalanceNoncurrentAssets_yy,,,,,,,,2047.53,,,,24.14,,,-9.45,-4.86,-3.61,,683.60,706.76,705.84,36.43,12.64,10.35,7.12,454.82,3.91,13.06,14.99,8.87,12.90,12.42,31.82,72.04
BalanceNoncurrentAssets_sy,,,,,,,,50.79,,,,9.72,,,-1.69,6.69,8.29,,22.73,-2.86,-2.03,-9.56,-5.14,1.71,6.17,7.34,5.48,1.36,-4.16,-6.33,-5.51,-8.14,-0.47,8.35
BalanceNoncurrentAssets_qq,,,,,-100.00,,,,-100.00,,,-6.24,1.68,-100.00,,-1.49,3.01,19.50,546.21,1.42,2.90,-79.77,433.49,-0.64,-0.12,4.79,-0.08,8.11,1.59,-0.80,3.61,7.66,19.12,29.47
BalanceNoncurrentAssets_sq,,,,,0.28,,,,1.34,,,0.44,-0.54,0.75,,1.99,0.45,0.58,0.10,-2.54,-0.42,0.37,-0.73,-0.08,0.28,-0.01,-0.96,-1.09,-2.14,-1.13,-0.94,0.02,-0.30,1.67
BalanceIntangibleAssets,,,,14000,,,,1089000,,,943000,871000,810000,,677000,614000,589000,673000,9878000,10012000,10156000,829000,10606000,10657000,10582000,11109000,11056000,12098000,12283000,12157000,12406000,13542000,16531000,21543000
BalanceIntangibleAssets_yy,,,,,,,,7678.00,,,,-19.98,,,-28.17,-29.56,-27.31,,1358.22,1531.06,1625.33,23.12,7.37,6.44,4.19,1240.64,4.24,13.52,16.08,9.44,12.21,11.94,34.58,77.21
BalanceIntangibleAssets_sy,,,,,,,,31.44,,,,7.41,,,-1.26,9.51,3.76,,18.53,1.88,-2.23,-1.52,-1.44,1.60,2.07,4.67,2.18,-0.19,-1.75,-2.69,-2.68,-5.37,-4.91,1.87
BalanceIntangibleAssets_qq,,,,,-100.00,,,,-100.00,,,-7.59,-7.07,-100.00,,-9.38,-4.11,14.34,1367.68,1.36,1.43,-91.84,1179.96,0.48,-0.71,4.98,-0.47,9.42,1.53,-1.03,2.05,9.15,22.07,30.32
BalanceIntangibleAssets_sq,,,,,-0.26,,,,0.79,,,1.18,-0.77,0.03,,1.71,-0.24,-0.32,0.49,-1.20,-0.41,1.83,-0.57,-0.32,-1.79,0.01,-0.82,-1.24,-1.14,-1.32,-0.81,-0.20,-0.63,1.27
BalanceProperty,,,,25000,,,,32000,,,84000,94000,122000,,125000,159000,195000,242000,362000,468000,616000,544000,670000,792000,788000,806000,784000,855000,834000,885000,917000,882000,1034000,1277000
BalanceProperty_yy,,,,,,,,27.60,,,,193.20,,,48.82,70.22,60.21,,189.40,193.79,215.61,124.39,85.20,69.37,27.84,48.21,16.95,7.87,5.82,9.80,17.09,3.22,24.03,44.35
BalanceProperty_sy,,,,,,,,18.14,,,,9.14,,,-3.37,-3.11,-5.42,,-5.77,-10.40,-8.08,-11.44,-12.14,-6.89,2.64,-1.05,1.23,2.39,-4.07,-5.29,-4.45,-9.67,-7.35,-3.56
BalanceProperty_qq,,,,,-100.00,,,,-100.00,,,11.35,30.35,-100.00,,27.36,22.68,24.03,49.33,29.30,31.79,-11.82,23.25,18.24,-0.53,2.23,-2.74,9.06,-2.42,6.08,3.71,-3.85,17.26,23.46
BalanceProperty_sq,,,,,4.78,,,,-2.62,,,0.53,-3.66,-2.13,,-1.66,-3.18,-2.36,-3.40,-1.00,-1.37,-2.78,-1.77,-0.67,-0.53,-0.11,-1.55,2.53,-3.50,-1.74,-2.17,-4.44,-2.11,-1.78
BalanceNoncurrentReceivables,8000,8000,8000,8000,8000,8000,,8000,8000,8000,8000,8000,45000,,48000,38000,47000,47000,51000,46000,48000,48000,48000,72000,72000,70000,70000,70000,69000,79000,79000,274000,70000,103000
BalanceNoncurrentReceivables_yy,,,,,,,-100.00,4.38,,,,,465.86,-100.00,505.01,360.68,4.90,,5.40,19.62,1.53,1.53,-5.45,56.89,49.82,45.81,45.42,-2.95,-3.87,13.03,13.28,291.05,0.25,29.10
BalanceNoncurrentReceivables_sy,,,,,,,-38.30,-17.70,,,,,2.62,-13.70,-20.10,360.68,4.90,,-29.35,-38.72,-36.31,2.62,-27.71,28.08,24.91,22.90,45.42,,-3.87,0.11,-43.18,-26.69,-41.64,16.32
BalanceNoncurrentReceivables_qq,,,,,,,-100.00,,-4.19,,,4.38,442.14,-100.00,,-20.52,23.45,,7.42,-9.80,4.78,,0.05,49.66,0.06,-2.68,-0.22,-0.12,-0.88,14.42,,244.79,-74.59,47.35
BalanceNoncurrentReceivables_sq,,,,,,,-100.00,,-1.04,,,,99.78,0.54,,-20.52,9.42,,1.37,-7.99,1.64,,0.42,49.66,1.38,-2.00,0.33,-0.12,-0.88,1.60,,4.88,-14.24,11.99
BalanceNoncurrInvestments,,,,,,,,0,,,464000,431000,445000,,502000,480000,518000,633000,214000,80000,37000,428000,143000,110000,110000,110000,110000,110000,110000,110000,141000,88000,58000,5000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,8.16,11.37,16.28,,-57.29,-83.35,-92.92,-32.42,-33.46,37.89,200.76,-74.29,-22.83,,-0.15,,27.90,-19.95,-47.73,-95.46
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,8.16,4.24,16.28,,59.70,71.60,14.64,-16.86,-19.14,,-23.33,-45.70,-34.94,,-16.98,,-17.82,-6.66,8.41,-15.83
BalanceNoncurrInvestments_qq,,,,,,,,,,,,-7.21,3.38,-100.00,,-4.45,7.93,22.40,-66.16,-62.76,-54.09,1068.07,-66.68,-22.83,0.15,-0.15,,,,,27.90,-37.42,-34.70,-91.31
BalanceNoncurrInvestments_sq,,,,,,,,,,,,1.11,0.17,,,1.97,11.81,22.40,-0.95,-1.17,,2.18,-2.38,-0.68,1.38,-0.01,,,,,-0.63,1.26,,-2.98
BalanceOtherNoncurrentAssets,,,,6000,,,,9000,,,8000,9000,15000,,12000,53000,36000,58000,188000,239000,302000,409000,578000,336000,401000,431000,496000,398000,449000,405000,586000,426000,428000,534000
BalanceOtherNoncurrentAssets_yy,,,,,,,,50.33,,,,0.89,,,49.56,485.01,146.12,,1472.06,349.64,744.52,599.45,207.04,40.31,32.95,5.39,-14.17,18.49,11.92,-5.95,18.12,6.95,-4.74,31.60
BalanceOtherNoncurrentAssets_sy,,,,,,,,1.48,,,,9.26,,,67.71,26.46,11.24,,40.14,120.39,88.24,1.12,19.40,5.00,-2.96,0.27,-4.37,17.15,-0.92,-5.76,-5.98,-13.28,-1.22,-5.10
BalanceOtherNoncurrentAssets_qq,,,,,-100.00,,,,-100.00,,,13.75,59.65,-100.00,,344.93,-32.83,63.58,221.59,27.26,26.15,35.48,41.17,-41.85,19.54,7.40,14.97,-19.72,12.91,-9.75,44.40,-27.31,0.58,24.67
BalanceOtherNoncurrentAssets_sq,,,,,-5.04,,,,8.90,,,7.12,1.13,2.12,,-11.11,0.21,7.53,-8.98,24.48,4.48,-0.36,9.12,-4.69,5.40,-2.25,3.29,-5.02,-3.00,-3.34,-0.26,-9.28,-0.16,-1.29
BalanceCurrentAssets,,,,1194000,,,,2833000,,,2628000,3645000,3532000,,3846000,5415000,6302000,6239000,7706000,8939000,8285000,10193000,10127000,13455000,12594000,14113000,14607000,16092000,15582000,16692000,17248000,19382000,15939000,13226000
BalanceCurrentAssets_yy,,,,,,,,137.25,,,,28.68,,,46.35,48.57,78.43,,100.37,65.07,31.45,63.38,31.41,50.52,52.01,38.46,44.25,19.60,23.72,18.27,18.08,20.44,2.29,-20.77
BalanceCurrentAssets_sy,,,,,,,,0.35,,,,-14.98,,,8.66,2.90,9.46,,10.39,22.36,6.08,13.49,2.85,8.39,3.04,-5.41,-2.34,3.96,9.25,16.92,10.97,4.27,0.88,12.54
