,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowAmortization_sq,,,,,-1.56,,,,1.61,,,,-3.65,,,,2.00,,,1.96,-2.58,5.40,1.42,8.42,0.63,-1.22,0.88,2.73,1.48,-2.73,-0.11,6.93,0.01,-1.60
CashflowInvestingCashflow,,,,-59000,,,,-1281000,,,,-458000,-92000,-111000,-64000,247000,-106000,-429000,-126000,-434000,-1077000,-36000,-475000,-404000,-141000,-890000,-133000,-1373000,-515000,-299000,-882000,-2124000,-1700000,-4272000
CashflowInvestingCashflow_yy,,,,,,,,-2071.64,,,,64.25,,,,154.04,-15.89,-287.82,-96.50,-275.28,-914.64,91.59,-278.26,6.76,86.89,-2364.98,72.04,-239.39,-265.09,66.46,-563.59,-54.76,-229.87,-1331.03
CashflowInvestingCashflow_sy,,,,,,,,-227.40,,,,20.96,,,,-81.48,-176.39,-33.54,8.32,57.26,45.14,48.44,-110.31,6.76,56.77,-23.98,0.27,26.67,12.69,65.44,-5.69,-23.04,-96.11,-108.58
CashflowInvestingCashflow_qq,,,,,100.00,,,,100.00,,,,80.00,-20.91,42.26,487.04,-142.89,-304.61,70.74,-245.25,-148.27,96.65,-1216.26,14.90,65.10,-530.52,85.07,-933.08,62.46,42.07,-195.35,-140.94,19.98,-151.29
CashflowInvestingCashflow_sq,,,,,45.01,,,,64.35,,,,70.84,-47.95,-29.07,-139.43,-38.06,17.71,-19.86,-87.46,-67.76,22.96,-4.37,14.90,-7.41,-99.05,36.98,30.23,-20.16,-10.02,-92.48,27.84,-51.80,-74.84
CashflowCapex,,,,59000,,,,1322000,,,,143000,92000,146000,66000,-135000,129000,429000,-174000,324000,170000,170000,440000,404000,151000,890000,133000,1373000,498000,256000,411000,1484000,945000,5339000
CashflowCapex_yy,,,,,,,,2141.41,,,,-89.19,,,,-194.37,40.46,194.48,-365.20,340.29,31.77,-60.32,352.16,24.74,-10.92,422.33,-69.78,239.39,229.86,-71.24,209.50,8.09,89.67,1984.88
CashflowCapex_sy,,,,,,,,162.40,,,,-38.90,,,,-12.41,33.22,49.31,-17.67,-26.11,-44.89,-56.47,65.17,42.61,-25.83,12.57,-18.92,30.78,6.17,-60.18,-23.07,15.35,42.47,108.96
CashflowCapex_qq,,,,,-100.00,,,,-100.00,,,,-35.95,59.24,-54.92,-305.25,195.34,233.85,-140.60,285.97,-47.72,0.54,157.96,-8.00,-62.67,489.54,-85.07,933.08,-63.71,-48.59,60.60,260.78,-36.33,465.10
CashflowCapex_sq,,,,,-49.48,,,,-85.40,,,,-38.66,19.92,14.84,8.33,9.37,-13.52,1.72,7.56,-12.37,0.54,5.59,-4.98,-25.00,39.28,-36.98,59.53,-26.28,-36.73,0.19,66.67,-23.44,113.72
CashflowFinancingCashflow,,,,-135000,,,,1631000,,,,10000,,117000,62000,396000,9000,-26000,49000,-21000,-57000,-17000,-6000,-13000,-54000,689000,-13000,-267000,-15000,-174000,-25000,-30000,4000,-22000
CashflowFinancingCashflow_yy,,,,,,,,1308.50,,,,-99.39,,,,3859.52,,-122.40,-20.00,-105.34,-705.97,34.84,-112.77,39.84,4.65,4122.23,-108.54,-1996.91,73.01,-125.18,-93.73,88.88,130.18,87.50
CashflowFinancingCashflow_sy,,,,,,,,-28.47,,,,6.32,,,,-15.35,,-174.53,-100.00,60.46,-106.03,67.15,-32.98,-7.62,-3.28,33.84,27.56,-42.83,23.36,-3.31,-66.03,23.90,100.00,71.89
CashflowFinancingCashflow_qq,,,,,100.00,,,,-100.00,,,,-100.00,,-47.46,542.13,-97.63,-380.24,287.64,-142.87,-168.83,69.87,63.24,-102.02,-326.07,1371.16,-101.91,-1931.28,94.52,-1086.27,85.34,-16.59,114.88,-591.48
CashflowFinancingCashflow_sq,,,,,-75.71,,,,7.44,,,,-48.40,,-17.67,-72.57,64.72,-164.05,-35.67,21.96,-29.27,-1.38,35.66,2.19,42.26,52.58,-15.18,-76.96,5.87,-120.10,46.26,-16.59,94.31,-36.04
CashflowShareCapitalCash,,,,150000,,,,1002000,,,,,,,,375000,,,,,,,,,,779000,0,-239000,,,,,,
CashflowShareCapitalCash_yy,,,,,,,,568.05,,,,-100.00,,,,,,,,-100.00,,,,,,,,,,-100.00,,100.00,,
CashflowShareCapitalCash_sy,,,,,,,,568.05,,,,-100.00,,,,,,,,-100.00,,,,,,,,,,-100.00,,-40.59,,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,-100.00,,,,,,,,-100.00,,,,,,,,,,-100.00,,100.00,,,,,
CashflowShareCapitalCash_sq,,,,,-100.00,,,,-100.00,,,,,,,,-100.00,,,,,,,,,,-100.00,,-39.41,,,,,
CashflowDividend,,,,100000,,,,,,,,,,,,,,,,,34000,0,0,0,41000,89000,0,30000,,,160000,0,,
CashflowDividend_yy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,19.74,,,,-100.00,-100.00,,-100.00,,
CashflowDividend_sy,,,,,,,,-100.00,,,,,,,,,,,,,,,,,19.74,,,,-100.00,-100.00,,-100.00,,
CashflowDividend_qq,,,,,-100.00,,,,,,,,,,,,,,,,,-100.00,,,,119.83,-100.00,,-100.00,,,-100.00,,
CashflowDividend_sq,,,,,-100.00,,,,,,,,,,,,,,,,,-100.00,,,,119.83,-99.90,,-100.00,,,-100.00,,
CashflowNetCashflow,,,,-7000,,,,1067000,,,,-565000,162000,161000,-109000,868000,108000,-44000,510000,100000,-1715000,661000,1844000,356000,1199000,-2276000,915000,796000,1788000,-1987000,1030000,-252000,276000,-3594000
CashflowNetCashflow_yy,,,,,,,,15345.71,,,,-152.98,,,,253.57,-33.13,-127.69,568.66,-88.52,-1680.73,1586.22,261.18,256.97,169.94,-444.25,-50.38,123.59,49.06,12.70,12.61,-131.62,-84.55,-80.88
CashflowNetCashflow_sy,,,,,,,,-58.91,,,,-76.07,,,,43.90,-187.41,0.28,43.62,-9.85,-89.35,106.27,-109.76,34.42,13.65,-101.04,-19.84,77.51,83.33,63.20,52.41,-58.90,-21.63,35.22
CashflowNetCashflow_qq,,,,,100.00,,,,-100.00,,,,128.70,-0.98,-167.80,897.15,-87.50,-141.00,1247.55,-80.47,-1820.32,138.55,178.88,-80.70,237.03,-289.76,140.19,-13.02,124.69,-211.13,151.85,-124.42,209.80,-1400.95
CashflowNetCashflow_sq,,,,,-112.15,,,,-100.00,,,,50.37,-57.73,-12.31,154.45,-164.10,30.95,138.24,51.83,-109.12,129.05,-100.57,77.57,-39.64,46.15,91.84,124.82,-71.56,-63.92,30.28,104.00,-23.22,-80.85
