,2005/Q1,2005/Q2,2005/Q3,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
IncomeOtherIncome,237000,248000,136000,128000,202000,183000,152000,57000,622000,382661000,158231000,-6047000,0,0,0,0,436000,0,0,0,0,-5000,-3364000,559000,326000,2467000,28294000,4616000,5259000,4177000,,,,,,6117000,252000,742000,1090000,633000,858000,731000,949000,-41827000,,2178000,11048000,931000,12051000,3385000,5667000,55716000,24331000
IncomeNetGrossProfit,35373000,549606000,36968000,13309000,27620000,28867000,34515000,38794000,50268000,26658000,31586000,-23641000,12985000,19099000,8372000,2103000,38782000,36227000,74246000,38390000,-27278000,49711000,41888000,-9634000,11311000,-2165000,36264000,20418000,31702000,35935000,35308000,27057000,10804000,14798000,-8243000,-1455313000,-9055000,-463796000,-29544000,-222458000,10010000,48409000,2731000,25993000,20531000,,,,,,,,
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2178000,11048000,931000,12051000,3385000,5667000,55716000,24331000
IncomeBeforeTaxProfit,35373000,549606000,36968000,13309000,27620000,28867000,34515000,38794000,50268000,26658000,31586000,-23641000,12985000,19099000,8372000,2103000,38782000,36227000,74246000,38390000,-27278000,49711000,41888000,-9634000,11311000,-2165000,36264000,20418000,31702000,35935000,35308000,27057000,10804000,14798000,-8243000,-1455313000,-9055000,-463796000,-29544000,-222458000,10010000,48409000,2731000,25993000,20531000,,,,,,,,
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,1221000,596000,-117000,51000,-185000,68000,-182000,236000,0,-7133000,-2403000,-57128000,-9419000,-27066000,-2898000,-80808000,474000,-3235000,1401000,-1092000,-1560000,1597000,9700000,-414000,8599000,1800000,4226000,44445000,18680000,28648000
IncomeNetProfit,447061000,33048000,8024000,22252000,24406000,26482000,26525000,38692000,18681000,23437000,-5018000,9687000,14990000,2652000,2901000,29769000,29067000,64558000,29580000,-36486000,46518000,43890000,-1086000,10185000,2692000,29497000,24029000,26117000,32991000,26728000,16897000,7827000,8641000,-9592000,-1478255000,-19804000,-552251000,-33038000,-297615000,7631000,34208000,1980000,22313000,17977000,1557000,9662000,-562000,8806000,2006000,4590000,40775000,16907000,27183000
IncomeShareholderNetProfit,444410000,20848000,8272000,19938000,23918000,21253000,20305000,35392000,16286000,20840000,-5254000,8865000,11959000,409000,2484000,27431000,27133000,60113000,28962000,-36631000,45556000,42637000,-1403000,9741000,2358000,29258000,23921000,25889000,32518000,26307000,16546000,7438000,8448000,-9804000,-1477994000,-19981000,-552513000,-32808000,-296401000,7467000,33797000,1788000,22038000,18019000,,,,,,,,,
BalanceNoncurrentAssets,72166000,94420000,100227000,96608000,99311000,344202000,346153000,260050000,1620240000,1646639000,1728959000,1853044000,1902783000,1912939000,1960391000,1981847000,2070691000,2066414000,2206377000,2242272000,2337438000,2390382000,2340764000,2331370000,2335637000,2340749000,2353734000,2353362000,2351375000,2340298000,2339382000,2350268000,2374188000,2387664000,2392727000,2407258000,1107855000,1092166000,606618000,545473000,470979000,405880000,373346000,354280000,335205000,324386000,1582000,1453000,2331000,2156000,3208000,34295000,34270000
BalanceIntangibleAssets,15780000,1146779000,1154484000,1186518000,1213892000,1246999000,1244705000,1234373000,1237013000,1284111000,1293957000,1291787000,1285709000,1354427000,1329247000,1331797000,1321987000,1338359000,1359716000,1379948000,1390110000,1401064000,1404797000,1412211000,1411926000,1410251000,1404731000,1407646000,1410768000,172226000,170221000,58210000,42266000,21421000,17353000,11397000,8323000,5223000,5154000,51064000,70618000,73111000,70235000,72479000,273351000,278590000,216964000,424799000,431096000,470483000,566782000,574359000,593990000
BalanceProperty,638662000,640436000,701722000,664645000,731168000,775580000,779030000,760930000,774923000,791597000,794045000,780534000,774358000,778258000,779184000,776324000,726409000,702859000,720462000,734166000,735034000,729144000,696019000,692896000,440434000,422064000,330497000,314423000,294875000,294022000,281803000,268442000,1751000,2074000,2057000,2253000,2341000,4701000,4939000,20057000,3687000,4176000,18824000,11620000,960000,12769000,11098000,6107000,8441000,17403000,91468000,90783000,83361000
BalanceNoncurrentReceivables,154227000,129517000,110375000,91592000,73141000,61120000,48817000,37144000,27674000,21834000,16170000,10740000,7021000,8554000,19185000,34070000,27947000,31700000,24470000,19407000,13357000,7391000,2529000,993000,397000,10730000,10598000,12220000,11119000,11004000,14158000,13295000,0,,20914000,32406000,27252000,15540000,23095000,13713000,13876000,44997000,12199000,24197000,19252000,19409000,59645000,64016000,50213000,52529000,55132000,59511000,62145000
BalanceNoncurrInvestments,63798000,54526000,37067000,37537000,44796000,48248000,52876000,53184000,53327000,51325000,50882000,40151000,39660000,,,7039000,9677000,10508000,10845000,10279000,17697000,15059000,7249000,24061000,24477000,25882000,45210000,57370000,47762000,62382000,53294000,64218000,66212000,72702000,70791000,60975000,81962000,54314000,54882000,56509000,67847000,76163000,72379000,79457000,94436000,141391000,174517000,184487000,188870000,188309000,194834000,154215000,150220000
BalanceOtherNoncurrentAssets,36123000,17013000,99654000,60747000,59683000,49406000,47186000,50393000,269655000,225375000,271798000,208595000,204318000,443014000,514886000,1026983000,981702000,923776000,1029617000,1363382000,1318782000,1274189000,1371474000,1395918000,1412352000,1296739000,1416936000,1525614000,1387389000,1443221000,1481050000,1508226000,1389497000,1278504000,1117954000,1150935000,1123889000,1188519000,1133876000,1101799000,1147330000,1201176000,1149935000,1146978000,1020936000,1088000000,925376000,820090000,734503000,625588000,608691000,585649000,611115000
BalanceCurrentAssets,663110000,18338000,19920000,22375000,19341000,16822000,117581000,178010000,234652000,332189000,360113000,439080000,510407000,554910000,502767000,477791000,476670000,547144000,450315000,589122000,612168000,416595000,482711000,478316000,477270000,409214000,392898000,354848000,319032000,296708000,309485000,279020000,280830000,239057000,262324000,275133000,298869000,258892000,265878000,205989000,178377000,110854000,115653000,109720000,98600000,109906000,116864000,199548000,146218000,165995000,125693000,133676000,239281000
BalanceInventory,254533000,184120000,441770000,420370000,429797000,504835000,383202000,529151000,526390000,692677000,611467000,582138000,617454000,641177000,832678000,703086000,867433000,940620000,884985000,778832000,676172000,714913000,728692000,792123000,786768000,742317000,822051000,845894000,788895000,785256000,552588000,746821000,631232000,577293000,395059000,323076000,326952000,295002000,307846000,326873000,2026000,2081000,2824000,6927000,6346000,22483000,12261000,186496000,28688000,17901000,22963000,155000,11659000
BalanceCurrentReceivables,8680000,8586000,2269000,111000,1362000,1431000,2402000,1655000,9921000,3958000,9802000,13715000,6255000,1940000,9109000,9902000,7790000,6028000,5811000,1377000,10172000,5020000,3239000,1984000,209000,266000,26000,30019000,34000,19021000,4026000,35511000,12000,29721000,29656000,62950000,33877000,27705000,35470000,44720000,416303000,149411000,104132000,109632000,164133000,150506000,122256000,143665000,158624000,178312000,164708000,139649000,174307000
BalanceCurrentInvestments,136461000,97305000,131343000,80534000,81583000,100519000,84994000,107881000,88587000,79121000,62060000,72841000,84845000,82786000,80887000,59614000,62288000,75092000,87889000,64394000,108735000,100425000,136058000,178644000,146320000,219361000,20022000,27500000,17654000,22757000,19769000,28199000,25362000,5412000,29644000,21260000,28145000,183852000,218505000,111335000,215042000,65678000,75318000,98216000,69280000,95560000,150198000,,,,,,
BalanceCash,,,,,,,145184000,,,89836000,86400000,16940000,9377000,11532000,,,,,,,,,,,,0,,1497000,11605000,1596000,2768000,1511000,1511000,5140000,883000,654000,573000,511000,283000,4560000,5267000,12890000,6039000,6046000,1000,1000,1000,1000,1000,1000,1000,1000,1000
BalanceOtherCurrentAssets,1000,1000,73101000,49072000,59047000,22320000,23160000,21075000,18663000,18489000,341821000,319795000,372025000,305203000,303629000,787216000,861039000,1287033000,2601942000,2570415000,2760073000,3228031000,3223161000,3189896000,3333376000,3379276000,3488183000,3364036000,3623967000,3768459000,3725338000,3833886000,3826374000,3844863000,3738024000,3625292000,3477734000,3504298000,3475265000,3528818000,3473259000,3452068000,3521519000,3588841000,3542663000,3554237000,2128792000,2180167000,1605095000,1414635000,1264529000,1053788000,1005197000
BalanceAssetsForSale,961004000,964983000,1005985000,92349000,98142000,102310000,104975000,108298000,309537000,335555000,780508000,1976631000,1992355000,2021561000,2031822000,2048844000,2086271000,2259273000,2292201000,2303513000,2297762000,2327182000,2351901000,2447180000,2411721000,2454256000,2494329000,2475971000,2488282000,2486416000,2511905000,2510431000,2538409000,2569580000,2599593000,2611280000,2626826000,2602968000,2582445000,1093989000,1074703000,524026000,487909000,200439000,209938000,242838000,243706000,268019000,285564000,19893000,19893000,19893000,19893000
BalanceTotalAssets,19893000,3267000,3267000,3267000,67633000,67633000,67633000,67633000,67633000,67633000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,74333000,,,,,,,,,,,
BalanceCapital,0,,0,,-400000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,-2979000,53158000,57120000,56457000,56973000,71012000,255337000,251786000,311087000,1411711000,1405679000,1927210000,1887152000,1869100000,1968210000,2148888000,2159104000,2206690000,2222200000
BalanceShareCapital,2214431000,2267831000,1092314000,2294070000,1086187000,1084542000,1080598000,1075848000,1075399000,1073286000,1069693000,1072083000,1071849000,1076418000,1074282000,1084368000,1082507000,1072195000,1065163000,1065973000,430005000,427170000,434319000,435950000,13978000,12317000,13852000,12920000,2438000,2495000,1654000,1478000,1477000,47319000,48827000,4680000,73750000,62914000,69871000,63155000,57717000,59252000,55709000,56615000,77705000,60785000,62504000,64668000,30808000,31685000,9598000,5513000,5542000
BalanceOwnShares,5769000,5801000,7871000,6078000,5528000,6600000,7001000,6527000,6960000,7284000,7480000,8370000,8452000,7999000,7768000,1989000,2173000,2687000,2879000,3161000,3118000,24265000,46465000,47412000,46537000,44787000,92869000,87408000,46893000,57377000,54881000,56773000,197609000,229290000,250552000,266801000,260756000,185425000,119886000,213524000,233576000,237216000,363379000,360058000,344217000,248917000,232003000,152096000,138384000,122383000,105472000,119569000,104588000
BalanceReserve,92458000,84740000,70095000,71673000,69862000,62776000,56256000,51678000,615522000,512791000,511043000,505293000,424369000,428725000,5985000,26821000,26683000,25524000,26301000,46205000,41904000,1525000,14916000,15072000,1197000,718000,3650000,1383000,1975000,5529000,5031000,21633000,9372000,9346000,,,,,,,,,,,,,,,,,,,
BalanceNonshareCapital,,,,,,,,,,,,,,,,,,6607000,136812000,162898000,198165000,206079000,206343000,97257000,34767000,101313000,121516000,199394000,221751000,331019000,315157000,213363000,199181000,121262000,108309000,90775000,74252000,89116000,74068000,13374000,51336000,38405000,38229000,369000,338000,574438000,474330000,475451000,476584000,399479000,400583000,,
BalanceNoncurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceNoncurrentTradeLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46825000,,,39548000,35847000,31236000,27049000,24210000,20146000,16762000,13243000,10865000,7246000,18280000,19644000,20729000
BalanceNoncurrentBorrowings,21013000,18486000,46664000,45504000,45368000,42461000,39809000,48969000,60079000,62742000,51004000,58747000,48884000,83137000,63486000,102839000,102714000,37822000,141628000,29039000,29060000,35554000,32822000,30834000,30075000,31608000,31220000,30453000,30520000,32259000,33404000,31690000,33444000,30314000,26929000,24651000,24291000,16874000,18315000,18830000,15466000,14025000,20896000,222769000,172693000,220649000,152213000,149067000,337491000,389249000,454952000,494184000,460265000
BalanceNoncurrentObligations,611868000,935445000,887310000,793821000,751593000,769704000,921540000,885603000,1020757000,1118314000,1010134000,1027101000,1002462000,1000804000,1007594000,899238000,833421000,846138000,836373000,879409000,777510000,740886000,811254000,870315000,862316000,892639000,956571000,1034236000,988157000,852657000,412917000,316508000,236387000,196082000,257682000,274336000,204269000,150171000,190742000,120567000,115118000,306685000,358766000,441770000,451594000,415400000,192796000,323671000,203660000,192185000,218556000,203610000,225289000
BalanceNoncurrentLeasing,194645000,292102000,301740000,278545000,210782000,196272000,208918000,212616000,153748000,112110000,127251000,212006000,249189000,207673000,126761000,174396000,236721000,218814000,190223000,171630000,175114000,173052000,112030000,79401000,83114000,83170000,63516000,82242000,91649000,,,,,,,,,,,,,,264985000,323855000,351210000,338532000,298371000,351009000,467518000,523211000,541987000,601433000,543812000
BalanceNoncurrentOtherLiabilities,501671000,521463000,476441000,602365000,559160000,547994000,512457000,397032000,387970000,371915000,415894000,351216000,413526000,426431000,511209000,547852000,620477000,608564000,565699000,1885000,1692000,68036000,68331000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentTradePayablesv,,,,,,,,,,36786000,,,26608000,22827000,18993000,16542000,15653000,14766000,14127000,13996000,14210000,13981000,17906000,22423000,29825000,31483000,33701000,30383000,30103000,13108000,42026000,43006000,152265000,243967000,289345000,253641000,204131000,185432000,203818000,136591000,176268000,188056000,154816000,275256000,251710000,271537000,166679000,144814000,142218000,176966000,200021000,210784000,167566000
BalanceCurrentBorrowings,131791000,170503000,141508000,150127000,128017000,139120000,155277000,167282000,136451000,335069000,208330000,126273000,113551000,90704000,97916000,594000,99000,82000,163000,248000,423000,380000,74000,564000,1859000,1822000,43952000,43095000,9463000,30535000,29653000,24915000,31156000,10400000,27085000,32961000,39392000,33017000,43908000,25934000,41516000,31099000,29464000,27314000,31466000,30356000,66440000,78353000,78560000,66944000,63190000,71361000,60541000
BalanceCurrentObligations,48923000,36558000,14571000,20984000,25059000,18063000,14242000,16701000,341821000,319795000,0,372025000,305203000,303629000,0,787216000,861039000,1287033000,0,2601942000,2570415000,2760073000,0,3228031000,3223161000,3189896000,0,3333376000,3379276000,3488183000,0,3364036000,3623967000,3768459000,0,3725338000,3833886000,3826374000,3844863000,3738024000,3625292000,3477734000,3504298000,3475265000,3528818000,3473259000,3452068000,3521519000,3588841000,3542663000,3554237000,2128792000,2180167000
BalanceCurrentLeasing,1576438000,1400012000,1230867000,1041410000,992955000,947960000,953231000,991743000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceCurrentOtherLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceReckoning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceTotalEquityAndLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowOperatingCashflow,-25867000,30025000,19749000,54877000,-10436000,-11143000,-13086000,86902000,-36056000,-151361000,-347825000,269200000,85733000,-48500000,-6308000,21831000,-9631000,-17502000,-33528000,89149000,-2661000,145779000,-75498000,153158000,-45214000,21247000,40770000,86872000,-47755000,83905000,71123000,3103000,79875000,136183000,115238000,182293000,30078000,-3951000,52170000,123023000,24666000,35179000,-19768000,8286000,-12069000,32033000,30945000,148254000,5558000,69064000,52057000,22018000,46127000
CashflowAmortization,1800000,2796000,3263000,3175000,3547000,3382000,25627000,6395000,10019000,9962000,16649000,5655000,13548000,15221000,16144000,16180000,17682000,17691000,17685000,18664000,20501000,20270000,21255000,20902000,23118000,24672000,27031000,27868000,29826000,28964000,33267000,34859000,35804000,36436000,35464000,42414000,37282000,37587000,39540000,37377000,34975000,36662000,39747000,33387000,34583000,62275000,31709000,46256000,30829000,26730000,23614000,25098000,20714000
CashflowInvestingCashflow,-1631000,-13162000,-6226000,-2314000,-5630000,223000,-84252000,-22815000,18064000,283003000,80584000,14052000,-50446000,-99189000,-63245000,-48101000,-58934000,-28456000,-27085000,-83897000,-27752000,-81889000,-37124000,-73061000,19478000,-19609000,-48759000,-147582000,-27020000,-57240000,-21159000,-16842000,15348000,-57098000,-21490000,-48408000,-10199000,-40306000,-63910000,-61048000,-35204000,-35136000,-43985000,-40174000,-31374000,-3064000,-778000,-99939000,93034000,-22098000,-4539000,-36871000,30969000
CashflowCapex,1631000,2111000,4772000,1653000,1851000,3100000,126110000,-22799000,15284000,19607000,107201000,133744000,29902000,40133000,53737000,50364000,29384000,41772000,33255000,18858000,21600000,38710000,13924000,35702000,23728000,33680000,31311000,110644000,28257000,43517000,24419000,66916000,39061000,65263000,40814000,53197000,30365000,67734000,25171000,49488000,37736000,40431000,30463000,42867000,33824000,16760000,13292000,36786000,5168000,9510000,22146000,11625000,10887000
CashflowFinancingCashflow,23063000,-16929000,10072000,-41933000,-12993000,4686000,95488000,3380000,27427000,239788000,98277000,-380664000,-80524000,152681000,78601000,68314000,53429000,21646000,51723000,24054000,43918000,-42104000,78103000,-58388000,-8350000,25208000,-66801000,114538000,35244000,7455000,-101093000,14870000,-75756000,-95553000,-69692000,-152515000,-29875000,26861000,22393000,-50657000,8824000,-2292000,42535000,33597000,57654000,-10226000,-55169000,-2102000,-106608000,-11597000,-5107000,-17124000,-4055000
CashflowShareCapitalCash,,,,,,0,0,0,,50000,32331000,-25090000,1000,560000,93079000,,157450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2467000,0,0,
CashflowDividend,,0,0,0,0,6650000,417000,147000,-278000,-286000,2344000,1130000,0,435000,-276000,475000,-159000,99000,0,0,520000,74000,1363000,-820000,3736000,68000,,,29969000,-326000,136000,0,,2736000,108000,55000,192000,-4435000,-66000,23595000,10630000,-29059000,-6234000,-1850000,67467000,9435000,371430000,-168964000,-97412000,-45237000,4992000,9048000,42044000
CashflowNetCashflow,-15136000,-24312000,-8890000,29306000,13505000,21786000,-34519000,21709000,-34086000,26846000,-80753000,59791000,-39531000,34120000,-51129000,1131000,19467000,-16468000,24056000,-18630000,-9996000,-17396000,10653000,11318000,-1714000,-2249000,-21218000,1709000,14211000,18743000,-25002000,46213000,-8016000,35369000,42411000,-31977000,73041000,,,,,,,,,,,,,,,,
