,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CashflowInvestingCashflow_yy,,,,,,,,-76.63,,,,56.79,,,-1.88,75.34,76.78,-100325100.00,-28.21,-389.12,-516.88,94.34,0.69,-34.44,33.68,-963.44,-43.06,-33.06,14.29,91.67,-407.52,-218.63,-497.78,-515.42
CashflowInvestingCashflow_sy,,,,,,,,-33.61,,,,88.58,,,73.58,-88.42,19.10,-40.74,12.90,-86.01,-98.63,46.89,0.69,73.94,35.40,5.84,37.33,-41.44,5.56,53.59,16.66,11.96,6.99,-37.97
CashflowInvestingCashflow_qq,,,,,100.00,,,,100.00,,,-0.83,-48.14,100.00,-5654675.00,75.59,-39.49,-5111.69,92.77,6.90,-75.93,52.21,-26.87,-26.04,13.22,-666.35,82.93,-17.23,44.10,25.56,-940.30,26.40,-4.87,23.36
CashflowInvestingCashflow_sq,,,,,100.00,,,,100.00,,,79.77,-19.09,17.48,-100.00,-60.44,36.23,-8.84,42.80,-5.98,58.18,20.57,-23.38,70.00,13.22,-19.70,66.54,-21.58,46.30,29.51,-74.47,-10.98,28.62,1.03
CashflowCapex,,,,293000,,,,518000,,,222000,224000,332000,0,226000,55000,146000,343000,290000,270000,475000,227000,288000,363000,315000,335000,412000,478000,270000,201000,2036000,1449000,1666000,1231000
CashflowCapex_yy,,,,,,,,76.63,,,,-56.79,,,1.88,-75.34,-55.97,8575100.00,28.21,389.12,225.34,-33.82,-0.69,34.44,-33.68,47.58,43.06,31.68,-14.29,-40.00,394.17,203.14,517.04,512.44
CashflowCapex_sy,,,,,,,,33.32,,,,-67.10,,,-65.77,-61.65,-26.48,39.10,-32.45,-21.59,20.10,-36.76,-5.76,-63.07,-42.53,-17.86,-66.70,-17.74,-13.44,-51.02,-46.26,13.85,-50.01,-39.72
CashflowCapex_qq,,,,,-100.00,,,,-100.00,,,0.83,48.14,-100.00,5654675.00,-75.59,164.49,134.93,-15.45,-6.90,75.93,-52.21,26.87,26.04,-13.22,6.35,22.99,16.02,-43.51,-25.56,912.94,-28.83,14.98,-26.11
CashflowCapex_sq,,,,,-100.00,,,,-100.00,,,-97.88,-87.98,-64.88,-11.54,50.00,-67.32,-32.97,-48.85,10.81,-26.50,-36.50,26.31,-54.14,50.27,-22.62,-32.86,11.73,-50.00,-25.60,-12.09,-30.34,-31.05,-26.11
CashflowFinancingCashflow,,,,963000,,,,2783000,,,-27000,56000,1615000,-814000,-468000,268000,6409000,-1420000,6000,655000,,-23000,-44000,-28000,-12000,-12000,-50000,-54000,-156000,-16000,4807000,39000,-189000,-14000
CashflowFinancingCashflow_yy,,,,,,,,188.96,,,,-97.98,,,-1633.36,376.59,296.96,-74.53,101.28,144.28,-100.00,98.38,-833.33,-104.27,,47.83,-13.64,-92.86,-1200.00,-33.33,9714.00,172.22,-21.15,12.50
CashflowFinancingCashflow_sy,,,,,,,,-21.24,,,,-92.02,,,-80.15,12.94,22.30,41.99,50.84,-44.30,16.67,-3.96,-100.37,37.48,,-17.28,83.62,-61.14,10.24,3.37,-86.43,-13.82,-21.15,-0.26
CashflowFinancingCashflow_qq,,,,,-100.00,,,,-100.00,,,308.37,2769.73,-150.40,42.48,157.29,2290.24,-122.16,100.42,10816.67,-100.00,,-91.30,36.36,57.14,,-316.67,-8.00,-188.89,89.74,30143.75,-99.19,-584.62,92.59
CashflowFinancingCashflow_sq,,,,,-100.00,,,,-100.00,,,-75.10,39.67,-32.27,-17.99,66.99,55.57,3.30,15.16,-90.22,50.32,,-31.27,42.46,17.93,,-2.18,14.75,1.27,7.84,-116.08,49.96,29.95,74.00
CashflowShareCapitalCash,,,,791000,,,,3177000,,,,,,,,15000,,5900000,0,0,,,,,,,,,,,4869000,0,,
CashflowShareCapitalCash_yy,,,,,,,,301.64,,,,-100.00,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,
CashflowShareCapitalCash_sy,,,,,,,,-100.00,,,,-100.00,,,,,,,,-99.13,,-100.00,,,,,,,,,,,,
CashflowShareCapitalCash_qq,,,,,-100.00,,,,-100.00,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,-100.00,,
CashflowShareCapitalCash_sq,,,,,-100.00,,,,-100.00,,,,,,,,-100.00,,-100.00,,,,,,,,,,,,,-100.00,,
CashflowDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowDividend_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CashflowNetCashflow,,,,340000,,,,1344000,,,-1139000,-32000,278000,-458000,-204000,143000,2058000,1717000,-902000,-27000,124000,-1295000,153000,545000,163000,-2278000,349000,202000,-287000,-243000,4053000,-2904000,-625000,-184000
CashflowNetCashflow_yy,,,,,,,,295.72,,,,-102.40,,,82.09,542.65,640.10,475.14,-342.16,-118.93,-93.97,-175.42,116.96,2118.52,31.45,-75.91,128.10,-62.94,-276.07,89.33,1061.32,-1537.62,-117.77,24.28
CashflowNetCashflow_sy,,,,,,,,-143.12,,,,87.10,,,-67.01,2.39,-27.79,59.17,40.44,85.88,10.61,-3.31,-28.40,47.49,32.58,-89.42,78.17,46.58,6.76,69.75,-23.30,-70.96,-49.65,-56.01
CashflowNetCashflow_qq,,,,,-100.00,,,,-100.00,,,97.17,963.04,-264.60,55.43,169.91,1342.98,-16.57,-152.53,97.01,559.26,-1144.35,111.81,256.21,-70.09,-1497.55,115.32,-42.12,-242.08,15.33,1767.90,-171.65,78.48,70.56
CashflowNetCashflow_sq,,,,,-100.00,,,,100.00,,,97.10,-22.39,-30.81,10.04,46.30,1.95,99.22,-67.56,85.38,-74.48,82.12,-127.79,101.81,-59.80,-27.36,54.29,74.18,-73.72,87.34,-81.72,81.06,21.84,67.65
