,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeOtherOperatingIncome,,,,27000,,,,140000,,,142000,68000,51000,175000,138000,185000,136000,95000,134000,361000,1000,1000,18000,209000,7000,12000,8000,33000,3000,8000,5000,13000,4000,15000
IncomeOtherOperatingIncome_yy,,,,,,,,420.25,,,,-51.24,,,-3.05,170.76,168.03,-45.63,-2.67,95.29,-99.26,-98.95,-86.57,-42.11,600.00,1100.00,-55.56,-84.21,-57.14,-33.33,-37.50,-60.61,33.33,87.50
IncomeOtherOperatingIncome_sy,,,,,,,,-5.00,,,,-35.76,,,-63.40,24.45,-3.25,-13.02,-13.84,-17.04,29.08,134.28,,,-39.37,-13.82,-18.20,-15.46,-0.94,-23.24,-5.25,4.12,1.00,-49.04
IncomeOtherOperatingIncome_qq,,,,,-100.00,,,,-100.00,,,-51.92,-25.68,244.38,-21.21,34.26,-26.43,-30.15,41.05,169.40,-99.72,,1700.00,1061.11,-96.65,71.43,-33.33,312.50,-90.91,166.67,-37.50,160.00,-69.23,275.00
IncomeOtherOperatingIncome_sq,,,,,-100.00,,,,-100.00,,,-51.92,-25.68,4.41,0.33,-16.59,-37.05,,-27.95,73.57,-11.08,,-3.61,1.72,-58.83,0.88,0.36,4.40,-31.61,3.24,-2.75,,-7.28,-30.47
IncomeOtherOperatingCosts,,,,0,,,,118000,,,,11000,2000,7000,51000,2941000,46000,170000,74000,783000,5000,2000,8000,203000,72000,35000,52000,74000,31000,106000,51000,20000,42000,56000
IncomeOtherOperatingCosts_yy,,,,,,,,,,,,-91.00,,,,27590.03,2308.38,2326.15,43.96,-73.37,-89.13,-98.82,-89.19,-74.07,1340.00,1650.00,550.00,-63.55,-56.94,202.86,-1.92,-72.97,35.48,-47.17
IncomeOtherOperatingCosts_sy,,,,,,,,,,,,-25.59,,,,51.42,-2.94,8.33,-8.11,-9.69,-13.68,33.52,8.06,-25.02,-55.09,-58.68,-59.47,3.90,-12.09,-6.29,-25.97,21.38,-38.85,-12.34
IncomeOtherOperatingCosts_qq,,,,,,,,,-100.00,,,,-82.02,266.86,633.58,5620.95,-98.44,269.57,-56.47,958.11,-99.36,-60.00,300.00,2437.50,-64.53,-51.39,48.57,42.31,-58.11,241.94,-51.89,-60.78,110.00,33.33
IncomeOtherOperatingCosts_sq,,,,,,,,,-100.00,,,,-73.77,-16.82,28.39,189.65,-75.79,6.28,-13.56,138.95,-76.93,22.80,-8.20,17.20,-80.25,,-0.20,69.52,-73.48,-35.49,24.85,101.49,-66.94,
IncomeEBIT,,,,-406000,,,,-330000,,,-356000,172000,-41000,70000,9000,-3388000,360000,817000,897000,1063000,677000,207000,372000,72000,523000,287000,568000,396000,667000,376000,653000,-386000,1105000,1051000
IncomeEBIT_yy,,,,,,,,18.72,,,,152.17,,,102.46,-2067.82,971.67,1061.57,10143.23,131.38,88.06,-74.66,-58.53,-93.23,-22.75,38.65,52.69,450.00,27.53,31.01,14.96,-197.47,65.67,179.52
IncomeEBIT_sy,,,,,,,,18.72,,,,-38.10,,,-3.05,1.86,34.38,-14.78,27.90,-1.52,67.27,18.36,-11.54,-3.62,-35.31,38.65,17.44,-21.37,-2.14,4.47,-34.28,-11.00,-36.84,25.76
IncomeEBIT_qq,,,,,100.00,,,,100.00,,,148.36,-123.99,270.31,-87.55,-38786.68,110.63,126.94,9.79,18.51,-36.31,-69.42,79.71,-80.65,626.39,-45.12,97.91,-30.28,68.43,-43.63,73.67,-159.11,386.27,-4.89
IncomeEBIT_sq,,,,,-100.00,,,,-100.00,,,20.91,29.15,44.34,1.96,-37.07,11.37,25.49,40.63,-41.54,17.51,-33.53,21.94,-17.45,32.18,54.55,11.34,-80.52,52.00,-27.84,-11.20,-9.60,43.48,32.42
IncomeFinanceIncome,,,,5000,,,,67000,,,31000,-16000,3000,10000,1000,2000,12000,9000,34000,30000,10000,13000,4000,13000,7000,2000,2000,12000,3000,22000,17000,13000,11000,13000
IncomeFinanceIncome_yy,,,,,,,,1245.38,,,,-123.13,,,-95.72,110.01,352.83,-14.06,2464.10,1832.99,-16.67,44.44,-88.24,-56.67,-30.00,-84.62,-50.00,-7.69,-57.14,1000.00,750.00,8.33,266.67,-40.91
IncomeFinanceIncome_sy,,,,,,,,17.24,,,,-43.05,,,-90.20,-48.70,-63.57,-17.95,19.43,-72.50,-7.83,-44.24,-25.03,-16.77,-10.44,,-70.12,-5.58,-23.11,-15.11,35.08,-46.49,-39.29,-15.87
IncomeFinanceIncome_qq,,,,,-100.00,,,,-100.00,,,-150.00,117.10,295.17,-87.34,17.04,673.20,-25.00,277.78,-11.76,-66.67,30.00,-69.23,225.00,-46.15,-71.43,,500.00,-75.00,633.33,-22.73,-23.53,-15.38,18.18
IncomeFinanceIncome_sq,,,,,-100.00,,,,-100.00,,,-64.84,-82.28,1.05,-41.65,86.70,-80.93,11.38,-20.00,4.69,-40.74,-9.08,65.92,5.66,-52.73,-11.56,,128.26,-64.53,-5.44,17.75,-1.98,-45.05,-3.68
IncomeFinanceCosts,,,,42000,,,,46000,,,40000,-15000,12000,115000,28000,63000,27000,12000,3000,55000,1000,13000,7000,12000,4000,37000,14000,12000,37000,11000,57000,14000,5000,10000
IncomeFinanceCosts_yy,,,,,,,,9.37,,,,-132.37,,,-29.85,525.43,125.00,-89.53,-89.31,-13.18,-96.30,8.33,133.33,-78.18,300.00,184.62,100.00,,825.00,-70.27,307.14,16.67,-86.49,-9.09
IncomeFinanceCosts_sy,,,,,,,,93.31,,,,-47.38,,,-60.68,8.95,-8.88,10.69,35.44,-19.56,-21.54,11.38,-18.30,-14.40,4.32,-16.50,-6.71,,-0.87,6.92,2.07,8.27,-5.99,-24.18
IncomeFinanceCosts_qq,,,,,-100.00,,,,-100.00,,,-137.22,180.59,854.95,-75.51,125.75,-57.38,-55.56,-75.00,1733.33,-98.18,1200.00,-46.15,71.43,-66.67,825.00,-62.16,-14.29,208.33,-70.27,418.18,-75.44,-64.29,100.00
IncomeFinanceCosts_sq,,,,,-100.00,,,,-100.00,,,-46.64,-31.86,6.56,-18.24,170.58,-56.51,11.66,-3.94,21.17,-34.80,32.22,-11.95,17.57,-20.14,3.77,-9.94,19.72,-9.11,3.96,-6.16,24.06,-35.78,-10.26
IncomeOtherIncome,,,,,,,,,,,,,1000,-1000,1000,,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_yy,,,,,,,,,,,,,,,,,-100.00,100.00,-100.00,,,,,,,,,,,,,,,
IncomeOtherIncome_sy,,,,,,,,,,,,,,,,,52.23,100.00,2.14,,,,,,,,,,,,,,,
IncomeOtherIncome_qq,,,,,,,,,,,,,,-199.83,331.72,-100.00,,,,,,,,,,,,,,,,,,
IncomeOtherIncome_sq,,,,,,,,,,,,,,70.86,-33.42,-5.09,,,,,,,,,,,,,,,,,,
IncomeNetGrossProfit,-182000,69000,-115000,-215000,36000,35000,-27000,-353000,-267000,-189000,91000,172000,-50000,-34000,-17000,-3451000,345000,814000,928000,1038000,686000,207000,369000,73000,526000,252000,556000,396000,633000,387000,613000,-387000,1111000,1054000
IncomeNetGrossProfit_yy,,,,,119.78,-49.28,76.52,-64.11,-841.67,-640.00,437.04,148.60,81.25,81.81,-118.23,-2111.65,789.31,2467.38,5694.07,130.08,98.84,-74.57,-60.24,-92.97,-23.32,21.74,50.68,442.47,20.34,53.57,10.25,-197.73,75.51,172.35
IncomeNetGrossProfit_sy,,,,,-52.20,-48.43,14.02,33.82,-29.45,4.64,26.71,-79.69,34.04,43.88,-5.28,2.97,36.80,-44.00,48.89,-14.51,70.49,19.85,8.62,-12.17,-20.61,45.69,15.09,-27.87,-6.64,-7.36,-66.24,-24.99,-35.87,36.14
IncomeNetGrossProfit_qq,,137.91,-266.67,-87.04,116.74,-2.78,-177.14,-1207.41,24.36,29.21,148.15,88.52,-129.18,31.30,51.75,-20702.80,110.00,135.94,14.00,11.85,-33.91,-69.83,78.26,-80.22,620.55,-52.09,120.63,-28.78,59.85,-38.86,58.40,-163.13,387.08,-5.13
IncomeNetGrossProfit_sq,,28.24,82.46,-54.32,-3.10,-5.80,16.50,53.57,-75.52,23.18,13.52,-50.28,33.77,57.40,-0.92,-40.16,35.54,6.52,39.26,-60.99,26.88,-46.93,51.07,-31.88,28.88,45.06,-1.11,-83.33,56.34,-36.74,-8.16,-24.20,55.28,61.30
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-182000,69000,-115000,-215000,36000,35000,-27000,-353000,-267000,-189000,91000,172000,-50000,-34000,-17000,-3451000,345000,814000,928000,1038000,686000,207000,369000,73000,526000,252000,556000,396000,633000,387000,613000,-387000,1111000,1054000
IncomeBeforeTaxProfit_yy,,,,,119.78,-49.28,76.52,-64.11,-841.67,-640.00,437.04,148.60,81.25,81.81,-118.23,-2111.65,789.31,2467.38,5694.07,130.08,98.84,-74.57,-60.24,-92.97,-23.32,21.74,50.68,442.47,20.34,53.57,10.25,-197.73,75.51,172.35
IncomeBeforeTaxProfit_sy,,,,,-52.20,-48.43,14.02,33.82,-29.45,4.64,26.71,-79.69,34.04,43.88,-5.28,2.97,36.80,-44.00,48.89,-19.21,70.49,19.85,8.62,-12.17,-20.61,45.69,15.09,-27.87,-6.64,-7.36,-66.24,-24.99,-35.87,36.14
IncomeBeforeTaxProfit_qq,,137.91,-266.67,-87.04,116.74,-2.78,-177.14,-1207.41,24.36,29.21,148.15,88.52,-129.18,31.30,51.75,-20702.80,110.00,135.94,14.00,11.85,-33.91,-69.83,78.26,-80.22,620.55,-52.09,120.63,-28.78,59.85,-38.86,58.40,-163.13,387.08,-5.13
IncomeBeforeTaxProfit_sq,,28.24,82.46,-54.32,-3.10,-5.80,16.50,53.57,-75.52,23.18,13.52,-50.28,33.77,57.40,-0.92,-37.16,35.54,6.52,39.26,-60.99,26.88,-46.93,51.07,-31.88,28.88,45.06,-1.11,-83.33,56.34,-36.74,-8.16,-24.20,55.28,61.30
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeNetProfit,-182000,69000,-115000,-215000,36000,35000,-27000,-353000,-267000,-189000,91000,172000,-50000,-34000,-17000,-3429000,321000,673000,785000,847000,509000,265000,370000,158000,434000,157000,416000,431000,500000,329000,438000,-324000,914000,793000
IncomeNetProfit_yy,,,,,119.78,-49.28,76.52,-64.11,-841.67,-640.00,437.04,148.60,81.25,81.78,-118.23,-2098.79,741.36,2054.35,4832.05,124.70,58.57,-60.62,-52.87,-81.35,-14.73,-40.75,12.43,172.78,15.21,109.55,5.29,-175.17,82.80,141.03
IncomeNetProfit_sy,,,,,-42.49,-55.30,-1.59,68.80,-17.58,-4.32,7.83,-80.34,36.44,49.95,-10.22,-4.69,35.97,-45.17,48.89,-25.09,61.54,17.96,-6.86,-6.06,-20.61,48.45,,-19.22,,-7.36,-68.33,-10.30,-33.27,36.05
IncomeNetProfit_qq,,137.91,-266.67,-87.04,116.74,-2.78,-177.14,-1207.41,24.36,29.21,148.15,88.52,-129.18,31.20,51.83,-20569.87,109.36,109.66,16.64,7.90,-39.91,-47.94,39.62,-57.30,174.68,-63.82,164.97,3.61,16.01,-34.20,33.13,-173.97,382.10,-13.24
IncomeNetProfit_sq,,30.02,94.28,-55.28,-9.06,-0.47,3.78,61.78,-66.63,-5.43,38.89,-54.52,37.24,57.96,-3.36,-52.06,47.20,7.61,39.58,-74.37,-3.14,-47.94,48.00,-36.88,28.88,23.31,-6.71,-74.20,20.66,-34.61,-5.37,-24.20,49.80,71.80
IncomeShareholderNetProfit,-182000,69000,-115000,-215000,36000,35000,-27000,-319000,-267000,-189000,120000,145000,-48000,-36000,-23000,-3428000,330000,690000,762000,877000,511000,264000,370000,158000,435000,159000,415000,425000,495000,324000,435000,-325000,913000,791000
IncomeShareholderNetProfit_yy,,,,,119.78,-49.28,76.52,-48.26,-841.67,-640.00,544.44,145.30,81.87,81.14,-119.13,-2472.31,781.82,2035.43,3419.25,125.58,54.85,-61.74,-51.44,-81.98,-14.87,-39.77,12.16,168.99,13.79,103.77,4.82,-176.47,84.44,144.14
IncomeShareholderNetProfit_sy,,,,,-42.49,-55.30,-1.59,68.93,-17.58,-4.32,62.95,-79.60,36.44,47.10,-10.56,-2.31,32.32,-45.17,41.85,-25.09,61.54,17.96,-12.23,-6.06,-14.87,48.45,,-20.65,,-7.36,-64.82,-10.30,-27.15,37.49
IncomeShareholderNetProfit_qq,,137.91,-266.67,-87.10,116.73,-2.78,-177.14,-1081.48,16.30,29.21,163.49,20.42,-133.49,26.34,35.61,-14832.23,109.63,109.09,10.43,15.09,-41.73,-48.34,40.15,-57.30,175.32,-63.45,161.01,2.41,16.47,-34.55,34.26,-174.71,380.92,-13.36
IncomeShareholderNetProfit_sq,,30.38,94.35,-55.16,-9.14,-0.47,3.78,54.74,-57.04,-2.72,44.76,-58.56,34.44,57.96,-3.36,-47.70,42.38,7.61,32.12,-74.37,-3.14,-48.30,48.00,-19.53,33.02,23.31,0.72,-74.20,36.10,-36.95,-5.37,-29.44,63.48,57.58
BalanceNoncurrentAssets,,,,600000,,,,1617000,,,2186000,2455000,2856000,2930000,2890000,1004000,4749000,10428000,10575000,11141000,11491000,11636000,11816000,12183000,12445000,19554000,19897000,20339000,20695000,20971000,22642000,24020000,25203000,26313000
BalanceNoncurrentAssets_yy,,,,,,,,169.51,,,,51.80,,,32.22,-59.10,66.29,255.92,265.87,1009.66,141.97,11.58,11.74,9.35,8.30,68.05,68.39,66.95,66.29,7.25,13.80,18.10,21.78,25.47
BalanceNoncurrentAssets_sy,,,,,,,,34.84,,,,-2.04,,,5.32,1.47,-0.03,4.10,16.92,0.44,7.46,7.41,2.26,-3.16,-2.88,0.17,-3.61,0.92,2.20,-0.49,-2.65,-8.48,-4.18,-5.80
BalanceNoncurrentAssets_qq,,,,,-100.00,,,,-100.00,,,12.29,16.35,2.59,-1.35,-65.26,373.01,119.58,1.41,5.35,3.14,1.26,1.55,3.11,2.15,57.12,1.75,2.22,1.75,1.33,7.97,6.09,4.93,4.40
BalanceNoncurrentAssets_sq,,,,,-3.92,,,,-100.00,,,-0.17,-1.80,-1.05,-1.82,3.68,-0.99,-0.23,-0.38,2.24,-0.69,-1.32,-0.52,-0.41,-0.52,-1.11,-0.78,0.56,-1.50,-2.48,-1.73,-3.41,-0.99,-1.71
BalanceIntangibleAssets,,,,156000,,,,515000,,,597000,777000,940000,844000,1041000,862000,4250000,10269000,10429000,10924000,11251000,11422000,11649000,11926000,12176000,19242000,19590000,19891000,20149000,20424000,21846000,23143000,24493000,25591000
BalanceIntangibleAssets_yy,,,,,,,,229.71,,,,50.92,,,74.40,10.90,352.18,1116.69,901.68,1167.29,164.73,11.23,11.70,9.17,8.22,68.46,68.17,66.79,65.48,6.14,11.52,16.35,21.56,25.30
BalanceIntangibleAssets_sy,,,,,,,,-11.77,,,,-16.06,,,-11.39,-6.99,-9.76,-4.91,-7.44,-12.35,-5.37,-7.66,-5.64,-18.49,-18.66,-14.97,-13.37,-11.01,-9.34,-10.20,-13.11,-18.34,-21.08,-19.54
BalanceIntangibleAssets_qq,,,,,-100.00,,,,-100.00,,,30.19,20.92,-10.20,23.36,-17.21,393.04,141.62,1.56,4.75,2.99,1.52,1.99,2.38,2.10,58.03,1.81,1.54,1.30,1.36,6.96,5.94,5.83,4.48
BalanceIntangibleAssets_sq,,,,,-100.00,,,,-100.00,,,-3.74,-5.17,-11.60,-7.38,-3.74,-6.52,-2.46,-5.12,-2.94,-4.30,-5.39,-5.30,-5.12,-6.67,-4.19,-3.86,-3.54,-5.89,-4.60,-6.84,-5.04,-5.11,-7.48
BalanceProperty,,,,133000,,,,151000,,,115000,97000,147000,124000,102000,81000,123000,106000,93000,153000,181000,155000,131000,144000,134000,188000,174000,274000,370000,357000,382000,376000,543000,518000
BalanceProperty_yy,,,,,,,,13.30,,,,-35.62,,,-10.99,-16.68,-16.20,-14.83,-9.14,88.89,47.15,46.23,40.86,-5.88,-25.97,21.29,32.82,90.28,176.12,89.89,119.54,37.23,46.76,45.10
BalanceProperty_sy,,,,,,,,10.90,,,,-12.13,,,-1.86,-0.98,-1.20,-0.23,-0.64,-0.37,0.05,-1.28,-5.03,-15.84,-9.14,-3.58,-2.82,-1.05,-4.28,-1.18,-3.06,-9.58,-7.70,-10.41
BalanceProperty_qq,,,,,-100.00,,,,-100.00,,,-15.46,50.97,-15.21,-17.75,-20.87,51.85,-13.82,-12.26,64.52,18.30,-14.36,-15.48,9.92,-6.94,40.30,-7.45,57.47,35.04,-3.51,7.00,-1.57,44.41,-4.60
BalanceProperty_sq,,,,,-100.00,,,,-100.00,,,-1.49,-1.96,-3.52,-2.06,-0.28,-3.29,-1.96,-0.39,-0.05,-6.12,-2.09,-1.72,-2.91,-4.06,-2.75,-1.66,-0.38,-2.82,-3.51,-1.96,-2.36,-4.55,-5.05
BalanceNoncurrentReceivables,,,,0,,,,,,,,,,,,23000,,,,,,,,,,,,,,,250000,250000,,
BalanceNoncurrentReceivables_yy,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_sy,,,,,,,,,,,,,,,,,,,,-22.63,,,,,,,,,,,,,,
BalanceNoncurrentReceivables_qq,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,-100.00,
BalanceNoncurrentReceivables_sq,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,,,-51.91,
BalanceNoncurrInvestments,,,,0,,,,,,,,,0,,,,275000,,,,,,,,,,,5000,5000,5000,5000,120000,,50000
BalanceNoncurrInvestments_yy,,,,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,2300.00,-100.00,900.00
BalanceNoncurrInvestments_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.38,-6.14,
BalanceNoncurrInvestments_qq,,,,,,,,,,,,,,,,,,-100.00,,,,,,,,,,,,,,2300.00,-100.00,
BalanceNoncurrInvestments_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BalanceOtherNoncurrentAssets,,,,311000,,,,951000,,,1474000,1580000,1769000,1961000,1747000,38000,101000,53000,53000,64000,59000,59000,36000,113000,135000,124000,133000,169000,171000,185000,159000,131000,167000,154000
BalanceOtherNoncurrentAssets_yy,,,,,,,,206.28,,,,66.15,,,18.51,-97.60,-94.29,-97.30,-96.97,68.42,-41.58,11.32,-32.08,76.56,128.81,110.17,269.44,49.56,26.67,49.19,19.55,-22.49,-2.34,-16.76
BalanceOtherNoncurrentAssets_sy,,,,,,,,19.57,,,,21.61,,,18.51,-5.22,-5.10,-17.49,-19.09,-13.97,1.70,7.79,11.16,-3.40,,-1.72,-9.74,7.57,16.18,10.49,10.00,-1.06,-2.34,
BalanceOtherNoncurrentAssets_qq,,,,,-100.00,,,,-100.00,,,7.20,11.97,10.86,-10.94,-97.82,165.79,-47.52,,20.75,-7.81,,-38.98,213.89,19.47,-8.15,7.26,27.07,1.18,8.19,-14.05,-17.61,27.48,-7.78
BalanceOtherNoncurrentAssets_sq,,,,,-100.00,,,,-100.00,,,14.96,,-0.04,,-7.44,-0.32,,,-10.98,,,,-4.22,,,,12.00,,-0.45,,-17.61,,
BalanceCurrentAssets,,,,907000,,,,2352000,,,1079000,853000,1268000,840000,1852000,1349000,5459000,4968000,5707000,5548000,7804000,5865000,5854000,5305000,5842000,3453000,4019000,4134000,4205000,4947000,7878000,5400000,5206000,4708000
BalanceCurrentAssets_yy,,,,,,,,159.19,,,,-63.73,,,71.61,58.12,330.53,491.08,208.21,311.27,42.96,18.06,2.58,-4.38,-25.14,-41.13,-31.35,-22.07,-28.02,43.27,96.02,30.62,23.80,-4.83
BalanceCurrentAssets_sy,,,,,,,,18.26,,,,-1.44,,,1.99,3.28,2.41,1.79,11.77,5.34,18.69,18.12,9.94,-0.59,3.21,-3.16,-0.02,0.11,0.84,9.40,4.38,5.27,4.79,-2.07
BalanceCurrentAssets_qq,,,,,-100.00,,,,-100.00,,,-20.93,48.62,-33.71,120.31,-27.15,304.67,-8.99,14.88,-2.79,40.66,-24.85,-0.19,-9.38,10.12,-40.89,16.39,2.86,1.72,17.65,59.25,-31.45,-3.59,-9.57
BalanceCurrentAssets_sq,,,,,-28.69,,,,-100.00,,,-3.70,4.28,-4.02,1.72,-7.43,1.98,2.34,1.89,-1.37,7.10,7.34,0.65,-3.05,1.94,-1.01,2.41,0.13,2.61,2.44,-0.93,-5.41,0.92,0.11
BalanceInventory,,,,,,,,,,,11000,11000,11000,11000,11000,,2000,,,,5000,,1000,1000,,,,1000,21000,8000,4000,25000,61000,59000
BalanceInventory_yy,,,,,,,,,,,,,,,0.57,-100.00,-81.92,-100.00,-100.00,,150.00,,,,-100.00,,-100.00,,,,,2400.00,190.48,637.50
BalanceInventory_sy,,,,,,,,,,,,,,,,0.11,-7.57,7.24,-2.30,,-3.06,,,,-4.10,,-21.36,,,,,16.76,21.08,-0.36
BalanceInventory_qq,,,,,,,,,,,,0.55,,0.03,,-100.00,,-100.00,,,,-100.00,,,-100.00,,,,2000.00,-61.90,-50.00,525.00,144.00,-3.28
BalanceInventory_sq,,,,,,,,,,,,-14.18,,,,-9.45,,6.72,,,,,,,5.19,,,,3.78,,3.55,-11.92,15.50,-0.72
