,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
IncomeDistributionExpenses_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.38,13560.00,-45.97,423.04,-65.91,13.68,8.16,121.26,147.54,-27.08,49.27,12.05,-8.38,10.68
IncomeDistributionExpenses_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99.38,13560.00,-45.97,423.04,-65.91,13.68,8.16,121.26,147.54,-27.08,49.27,12.05,-8.38,10.68
IncomeAdministrativExpenses,1364000,1487000,1476000,1482000,1629000,2009000,2070000,2101000,2057000,2416000,2140000,2006000,2066000,4648000,2845000,3110000,1378000,1952000,1862000,1969000,1920000,2423000,2015000,1324000,3140000,6659000,2836000,3198000,2940000,2279000,2936000,2601000,2738000,4080000,3406000,3949000,3447000,1806000,3215000,4211000,3366000,5093000,7524000,9108000,7863000,4016000,7516000,8099000
IncomeAdministrativExpenses_yy,,,,,19.43,35.10,40.24,41.77,26.27,20.26,3.38,-4.52,0.44,92.38,32.94,55.03,-33.30,-58.00,-34.55,-36.69,39.33,24.13,8.22,-32.76,63.54,174.82,40.74,141.54,-6.37,-65.78,3.53,-18.67,-6.87,79.03,16.01,51.83,25.89,-55.74,-5.61,6.63,-2.35,182.00,134.03,116.29,133.60,-21.15,-0.11,-11.08
IncomeAdministrativExpenses_sy,,,,,19.43,35.10,40.24,41.77,26.27,20.26,3.38,-4.52,0.44,92.38,32.94,55.03,-33.30,-58.00,-34.55,-36.69,39.33,24.13,8.22,-32.76,63.54,174.82,40.74,141.54,-6.37,-65.78,3.53,-18.67,-6.87,79.03,16.01,51.83,25.89,-55.74,-5.61,6.63,-2.35,182.00,134.03,116.29,133.60,-21.15,-0.11,-11.08
IncomeAdministrativExpenses_qq,,9.02,-0.74,0.41,9.92,23.33,3.04,1.50,-2.09,17.45,-11.42,-6.26,2.99,124.98,-38.79,9.31,-55.69,41.65,-4.61,5.75,-2.49,26.20,-16.84,-34.29,137.16,112.07,-57.41,12.76,-8.07,-22.48,28.83,-11.41,5.27,49.01,-16.52,15.94,-12.71,-47.61,78.02,30.98,-20.07,51.31,47.73,21.05,-13.67,-48.93,87.15,7.76
IncomeAdministrativExpenses_sq,,9.02,-0.74,0.41,9.92,23.33,3.04,1.50,-2.09,17.45,-11.42,-6.26,2.99,124.98,-38.79,9.31,-55.69,41.65,-4.61,5.75,-2.49,26.20,-16.84,-34.29,137.16,112.07,-57.41,12.76,-8.07,-22.48,28.83,-11.41,5.27,49.01,-16.52,15.94,-12.71,-47.61,78.02,30.98,-20.07,51.31,47.73,21.05,-13.67,-48.93,87.15,7.76
IncomeGrossProfit,-206000,-135000,1071000,531000,1272000,-626000,1403000,2051000,3903000,12131000,6273000,-1983000,-1409000,-926000,-4966000,-1424000,-391000,402000,-500000,-863000,573000,218000,1831000,1904000,2166000,555000,874000,80000,482000,-2292000,1864000,3000,3030000,-390000,2428000,3378000,-228000,4052000,-427000,1483000,2588000,855000,-1236000,3554000,5326000,7512000,5499000,8572000
IncomeGrossProfit_yy,,,,,717.48,-363.70,31.00,286.25,206.84,2037.86,347.11,-196.68,-136.10,-107.63,-179.16,28.19,72.25,143.41,89.93,39.40,246.55,-45.77,466.20,320.63,278.01,154.59,-52.27,-95.80,-77.75,-512.97,113.27,-96.25,528.63,82.98,30.26,112500.00,-107.52,1138.97,-117.59,-56.10,1235.09,-78.90,-189.46,139.65,105.80,778.60,544.90,141.19
IncomeGrossProfit_sy,,,,,717.48,-363.70,31.00,286.25,206.84,2037.86,347.11,-196.68,-136.10,-107.63,-179.16,28.19,72.25,143.41,89.93,39.40,246.55,-45.77,466.20,320.63,278.01,154.59,-52.27,-95.80,-77.75,-512.97,113.27,-96.25,528.63,82.98,30.26,112500.00,-107.52,1138.97,-117.59,-56.10,1235.09,-78.90,-189.46,139.65,105.80,778.60,544.90,141.19
IncomeGrossProfit_qq,,34.47,893.33,-50.42,139.55,-149.21,324.12,46.19,90.30,210.81,-48.29,-131.61,28.95,34.28,-436.29,71.33,72.54,202.81,-224.38,-72.60,166.40,-61.95,739.91,3.99,13.76,-74.38,57.48,-90.85,502.50,-575.52,181.33,-99.84,100900.00,-112.87,722.56,39.13,-106.75,1877.19,-110.54,447.31,74.51,-66.96,-244.56,387.54,49.86,41.04,-26.80,55.88
IncomeGrossProfit_sq,,34.47,893.33,-50.42,139.55,-149.21,324.12,46.19,90.30,210.81,-48.29,-131.61,28.95,34.28,-436.29,71.33,72.54,202.81,-224.38,-72.60,166.40,-61.95,739.91,3.99,13.76,-74.38,57.48,-90.85,502.50,-575.52,181.33,-99.84,100900.00,-112.87,722.56,39.13,-106.75,1877.19,-110.54,447.31,74.51,-66.96,-244.56,387.54,49.86,41.04,-26.80,55.88
IncomeOtherOperatingIncome,287000,1131000,32000,403000,1262000,145000,394000,442000,681000,422000,733000,9472000,682000,217000,71000,375000,1067000,-983000,545000,680000,2119000,-42000,402000,1190000,983000,4779000,171000,1378000,402000,12195000,532000,9541000,761000,-3254000,296000,843000,5841000,-1683000,127000,1343000,1353000,1806000,1196000,752000,1721000,-466000,1166000,-483000
IncomeOtherOperatingIncome_yy,,,,,339.72,-87.18,1131.25,9.68,-46.04,191.03,86.04,2042.99,0.15,-48.58,-90.31,-96.04,56.45,-553.00,667.61,81.33,98.59,95.73,-26.24,75.00,-53.61,11478.57,-57.46,15.80,-59.10,155.18,211.11,592.38,89.30,-126.68,-44.36,-91.16,667.54,48.28,-57.09,59.31,-76.84,207.31,841.73,-44.01,27.20,-125.80,-2.51,-164.23
IncomeOtherOperatingIncome_sy,,,,,339.72,-87.18,1131.25,9.68,-46.04,191.03,86.04,2042.99,0.15,-48.58,-90.31,-96.04,56.45,-553.00,667.61,81.33,98.59,95.73,-26.24,75.00,-53.61,11478.57,-57.46,15.80,-59.10,155.18,211.11,592.38,89.30,-126.68,-44.36,-91.16,667.54,48.28,-57.09,59.31,-76.84,207.31,841.73,-44.01,27.20,-125.80,-2.51,-164.23
IncomeOtherOperatingIncome_qq,,294.08,-97.17,1159.38,213.15,-88.51,171.72,12.18,54.07,-38.03,73.70,1192.22,-92.80,-68.18,-67.28,428.17,184.53,-192.13,155.44,24.77,211.62,-101.98,1057.14,196.02,-17.39,386.16,-96.42,705.85,-70.83,2933.58,-95.64,1693.42,-92.02,-527.60,109.10,184.80,592.88,-128.81,107.55,957.48,0.74,33.48,-33.78,-37.12,128.86,-127.08,350.21,-141.42
IncomeOtherOperatingIncome_sq,,294.08,-97.17,1159.38,213.15,-88.51,171.72,12.18,54.07,-38.03,73.70,1192.22,-92.80,-68.18,-67.28,428.17,184.53,-192.13,155.44,24.77,211.62,-101.98,1057.14,196.02,-17.39,386.16,-96.42,705.85,-70.83,2933.58,-95.64,1693.42,-92.02,-527.60,109.10,184.80,592.88,-128.81,107.55,957.48,0.74,33.48,-33.78,-37.12,128.86,-127.08,350.21,-141.42
IncomeOtherOperatingCosts,263000,1454000,60000,649000,144000,1033000,592000,1147000,879000,-944000,120000,9637000,400000,674000,352000,1665000,15386000,4002000,360000,379000,1868000,-83000,778000,1773000,1746000,-7000,45000,1180000,4752000,8117000,11228000,7036000,861000,-2113000,300000,724000,4108000,-2067000,495000,-181000,402000,-326000,106000,343000,201000,2699000,457000,326000
IncomeOtherOperatingCosts_yy,,,,,-45.25,-28.95,886.67,76.73,510.42,-191.38,-79.73,740.19,-54.49,171.40,193.33,-82.72,3746.50,493.77,2.27,-77.24,-87.86,-102.07,116.11,367.81,-6.53,91.57,-94.22,-33.45,172.16,116057.14,24851.11,496.27,-81.88,-126.03,-97.33,-89.71,377.12,2.18,65.00,-125.00,-90.21,84.23,-78.59,289.50,-50.00,927.91,331.13,-4.96
IncomeOtherOperatingCosts_sy,,,,,-45.25,-28.95,886.67,76.73,510.42,-191.38,-79.73,740.19,-54.49,171.40,193.33,-82.72,3746.50,493.77,2.27,-77.24,-87.86,-102.07,116.11,367.81,-6.53,91.57,-94.22,-33.45,172.16,116057.14,24851.11,496.27,-81.88,-126.03,-97.33,-89.71,377.12,2.18,65.00,-125.00,-90.21,84.23,-78.59,289.50,-50.00,927.91,331.13,-4.96
IncomeOtherOperatingCosts_qq,,452.85,-95.87,981.67,-77.81,617.36,-42.69,93.75,-23.37,-207.39,112.71,7930.83,-95.85,68.50,-47.77,373.01,824.08,-73.99,-91.00,5.28,392.88,-104.44,1037.35,127.89,-1.52,-100.40,742.86,2522.22,302.71,70.81,38.33,-37.34,-87.76,-345.41,114.20,141.33,467.40,-150.32,123.95,-136.57,322.10,-181.09,132.52,223.58,-41.40,1242.79,-83.07,-28.67
IncomeOtherOperatingCosts_sq,,452.85,-95.87,981.67,-77.81,617.36,-42.69,93.75,-23.37,-207.39,112.71,7930.83,-95.85,68.50,-47.77,373.01,824.08,-73.99,-91.00,5.28,392.88,-104.44,1037.35,127.89,-1.52,-100.40,742.86,2522.22,302.71,70.81,38.33,-37.34,-87.76,-345.41,114.20,141.33,467.40,-150.32,123.95,-136.57,322.10,-181.09,132.52,223.58,-41.40,1242.79,-83.07,-28.67
IncomeEBIT,-182000,-458000,1043000,285000,2390000,-1514000,1205000,1346000,3705000,13497000,6886000,-2148000,-1127000,-1383000,-5247000,-2714000,-14710000,-4583000,-315000,-562000,824000,259000,1455000,1321000,1403000,5341000,1000000,278000,-3868000,1786000,-8832000,2508000,2930000,-1531000,2424000,3497000,1505000,4436000,-795000,3007000,3539000,2987000,-146000,3963000,6846000,4347000,6208000,7763000
IncomeEBIT_yy,,,,,1413.19,-230.57,15.53,372.28,55.02,991.48,471.45,-259.58,-130.42,-110.25,-176.20,-26.35,-1205.24,-231.38,94.00,79.29,105.60,105.65,561.90,335.05,70.27,1962.16,-31.27,-78.96,-375.69,-66.56,-983.20,802.16,175.75,-185.72,127.45,39.43,-48.63,389.75,-132.80,-14.01,135.15,-32.66,81.64,31.79,93.44,45.53,4352.05,95.89
IncomeEBIT_sy,,,,,1413.19,-230.57,15.53,372.28,55.02,991.48,471.45,-259.58,-130.42,-110.25,-176.20,-26.35,-1205.24,-231.38,94.00,79.29,105.60,105.65,561.90,335.05,70.27,1962.16,-31.27,-78.96,-375.69,-66.56,-983.20,802.16,175.75,-185.72,127.45,39.43,-48.63,389.75,-132.80,-14.01,135.15,-32.66,81.64,31.79,93.44,45.53,4352.05,95.89
IncomeEBIT_qq,,-151.65,327.73,-72.67,738.60,-163.35,179.59,11.70,175.26,264.29,-48.98,-131.19,47.53,-22.72,-279.39,48.28,-442.00,68.84,93.13,-78.41,246.62,-68.57,461.78,-9.21,6.21,280.68,-81.28,-72.20,-1491.37,146.17,-594.51,128.40,16.83,-152.25,258.33,44.27,-56.96,194.75,-117.92,478.24,17.69,-15.60,-104.89,2814.38,72.75,-36.50,42.81,25.05
IncomeEBIT_sq,,-151.65,327.73,-72.67,738.60,-163.35,179.59,11.70,175.26,264.29,-48.98,-131.19,47.53,-22.72,-279.39,48.28,-442.00,68.84,93.13,-78.41,246.62,-68.57,461.78,-9.21,6.21,280.68,-81.28,-72.20,-1491.37,146.17,-594.51,128.40,16.83,-152.25,258.33,44.27,-56.96,194.75,-117.92,478.24,17.69,-15.60,-104.89,2814.38,72.75,-36.50,42.81,25.05
IncomeFinanceIncome,122000,368000,25000,908000,579000,2930000,19987000,1547000,-476000,-689000,287000,209000,642000,223000,590000,-45000,6415000,1245000,462000,-210000,70000,161000,816000,5369000,1028000,-364000,357000,258000,111000,10000,8000,377000,427000,-624000,490000,732000,-309000,286000,186000,602000,-367000,1448000,499000,111000,169000,-480000,413000,23000
IncomeFinanceIncome_yy,,,,,374.59,696.20,79848.00,70.37,-182.21,-123.52,-98.56,-86.49,234.87,132.37,105.57,-121.53,899.22,458.30,-21.69,-366.67,-98.91,-87.07,76.62,2656.67,1368.57,-326.09,-56.25,-95.19,-89.20,102.75,-97.76,46.12,284.68,-6340.00,6025.00,94.16,-172.37,145.83,-62.04,-17.76,-18.77,406.29,168.28,-81.56,146.05,-133.15,-17.23,-79.28
IncomeFinanceIncome_sy,,,,,374.59,696.20,79848.00,70.37,-182.21,-123.52,-98.56,-86.49,234.87,132.37,105.57,-121.53,899.22,458.30,-21.69,-366.67,-98.91,-87.07,76.62,2656.67,1368.57,-326.09,-56.25,-95.19,-89.20,102.75,-97.76,46.12,284.68,-6340.00,6025.00,94.16,-172.37,145.83,-62.04,-17.76,-18.77,406.29,168.28,-81.56,146.05,-133.15,-17.23,-79.28
IncomeFinanceIncome_qq,,201.64,-93.21,3532.00,-36.23,406.04,582.15,-92.26,-130.77,-44.75,141.65,-27.18,207.18,-65.26,164.57,-107.63,14355.56,-80.59,-62.89,-145.45,133.33,130.00,406.83,557.97,-80.85,-135.41,198.08,-27.73,-56.98,-90.99,-20.00,4612.50,13.26,-246.14,178.53,49.39,-142.21,192.56,-34.97,223.66,-160.96,494.55,-65.54,-77.76,52.25,-384.02,186.04,-94.43
IncomeFinanceIncome_sq,,201.64,-93.21,3532.00,-36.23,406.04,582.15,-92.26,-130.77,-44.75,141.65,-27.18,207.18,-65.26,164.57,-107.63,14355.56,-80.59,-62.89,-145.45,133.33,130.00,406.83,557.97,-80.85,-135.41,198.08,-27.73,-56.98,-90.99,-20.00,4612.50,13.26,-246.14,178.53,49.39,-142.21,192.56,-34.97,223.66,-160.96,494.55,-65.54,-77.76,52.25,-384.02,186.04,-94.43
IncomeFinanceCosts,-19000,392000,677000,-16000,360000,439000,607000,491000,501000,14214000,8598000,-2029000,-1173000,-325000,410000,3115000,-561000,1601000,465000,711000,2836000,239000,498000,1115000,1170000,1230000,1196000,1108000,565000,574000,1562000,2606000,2472000,1078000,1719000,1395000,991000,1305000,1439000,1941000,747000,6624000,2435000,1892000,1230000,-514000,1766000,2409000
IncomeFinanceCosts_yy,,,,,1994.74,11.99,-10.34,3168.75,39.17,3137.81,1316.47,-513.24,-334.13,-102.29,-95.23,253.52,52.17,592.62,13.41,-77.17,605.53,-85.07,7.10,56.82,-58.74,414.64,140.16,-0.63,-51.71,-53.33,30.60,135.20,337.52,87.80,10.05,-46.47,-59.91,21.06,-16.29,39.14,-24.62,407.59,69.21,-2.52,64.66,-107.76,-27.47,27.33
IncomeFinanceCosts_sy,,,,,1994.74,11.99,-10.34,3168.75,39.17,3137.81,1316.47,-513.24,-334.13,-102.29,-95.23,253.52,52.17,592.62,13.41,-77.17,605.53,-85.07,7.10,56.82,-58.74,414.64,140.16,-0.63,-51.71,-53.33,30.60,135.20,337.52,87.80,10.05,-46.47,-59.91,21.06,-16.29,39.14,-24.62,407.59,69.21,-2.52,64.66,-107.76,-27.47,27.33
IncomeFinanceCosts_qq,,2163.16,72.70,-102.36,2350.00,21.94,38.27,-19.11,2.04,2737.13,-39.51,-123.60,42.19,72.29,226.15,659.76,-118.01,385.38,-70.96,52.90,298.87,-91.57,108.37,123.90,4.93,5.13,-2.76,-7.36,-49.01,1.59,172.13,66.84,-5.14,-56.39,59.46,-18.85,-28.96,31.69,10.27,34.89,-61.51,786.75,-63.24,-22.30,-34.99,-141.79,443.58,36.41
IncomeFinanceCosts_sq,,2163.16,72.70,-102.36,2350.00,21.94,38.27,-19.11,2.04,2737.13,-39.51,-123.60,42.19,72.29,226.15,659.76,-118.01,385.38,-70.96,52.90,298.87,-91.57,108.37,123.90,4.93,5.13,-2.76,-7.36,-49.01,1.59,172.13,66.84,-5.14,-56.39,59.46,-18.85,-28.96,31.69,10.27,34.89,-61.51,786.75,-63.24,-22.30,-34.99,-141.79,443.58,36.41
IncomeOtherIncome,,100000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21427000,-66000,6441000,-129000,0,358000,-212000
IncomeOtherIncome_yy,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,642.42,-103.29
IncomeOtherIncome_sy,,,,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.00,642.42,-103.29
IncomeOtherIncome_qq,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.31,9859.09,-102.00,100.00,,-159.22
IncomeOtherIncome_sq,,,-100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.31,9859.09,-102.00,100.00,,-159.22
IncomeNetGrossProfit,-41000,-382000,391000,1209000,2609000,977000,20585000,2402000,2728000,-1406000,-1425000,90000,688000,-835000,-5067000,-5874000,-7734000,-4939000,-318000,-1483000,-1942000,181000,1773000,5575000,1261000,3747000,161000,-572000,-4322000,1222000,-10386000,279000,885000,-3233000,1195000,2834000,205000,3417000,-2048000,1668000,2425000,19238000,-2148000,8623000,5656000,4381000,5213000,5165000
IncomeNetGrossProfit_yy,,,,,6463.41,355.76,5164.71,98.68,4.56,-243.91,-106.92,-96.25,-74.78,40.61,-255.58,-6626.67,-1224.13,-491.50,93.72,74.75,74.89,103.66,657.55,475.93,164.93,1970.17,-90.92,-110.26,-442.74,-67.39,-6550.93,148.78,120.48,-364.57,111.51,915.77,-76.84,205.69,-271.38,-41.14,1082.93,463.01,-4.88,416.97,133.24,-77.23,342.69,-40.10
IncomeNetGrossProfit_sy,,,,,6463.41,355.76,5164.71,98.68,4.56,-243.91,-106.92,-96.25,-74.78,40.61,-255.58,-6626.67,-1224.13,-491.50,93.72,74.75,74.89,103.66,657.55,475.93,164.93,1970.17,-90.92,-110.26,-442.74,-67.39,-6550.93,148.78,120.48,-364.57,111.51,915.77,-76.84,205.69,-271.38,-41.14,1082.93,463.01,-4.88,416.97,133.24,-77.23,342.69,-40.10
IncomeNetGrossProfit_qq,,-831.71,202.36,209.21,115.80,-62.55,2006.96,-88.33,13.57,-151.54,-1.35,106.32,664.44,-221.37,-506.83,-15.93,-31.66,36.14,93.56,-366.35,-30.95,109.32,879.56,214.44,-77.38,197.15,-95.70,-455.28,-655.59,128.27,-949.92,102.69,217.20,-465.31,136.96,137.15,-92.77,1566.83,-159.94,181.45,45.38,693.32,-111.17,501.44,-34.41,-22.54,18.99,-0.92
IncomeNetGrossProfit_sq,,-831.71,202.36,209.21,115.80,-62.55,2006.96,-88.33,13.57,-151.54,-1.35,106.32,664.44,-221.37,-506.83,-15.93,-31.66,36.14,93.56,-366.35,-30.95,109.32,879.56,214.44,-77.38,197.15,-95.70,-455.28,-655.59,128.27,-949.92,102.69,217.20,-465.31,136.96,137.15,-92.77,1566.83,-159.94,181.45,45.38,693.32,-111.17,501.44,-34.41,-22.54,18.99,-0.92
IncomeExtraordinarProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeExtraordinarProfit_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeBeforeTaxProfit,-41000,-382000,391000,1209000,2609000,977000,20585000,2402000,2728000,-1406000,-1425000,90000,688000,-835000,-5067000,-5874000,-7734000,-4939000,-318000,-1483000,-1942000,181000,1773000,5575000,1261000,3747000,161000,-572000,-4322000,1222000,-10386000,279000,885000,-3233000,1195000,2834000,205000,3417000,-2048000,1668000,2425000,19238000,-2148000,8623000,5656000,4381000,5213000,5165000
IncomeBeforeTaxProfit_yy,,,,,6463.41,355.76,5164.71,98.68,4.56,-243.91,-106.92,-96.25,-74.78,40.61,-255.58,-6626.67,-1224.13,-491.50,93.72,74.75,74.89,103.66,657.55,475.93,164.93,1970.17,-90.92,-110.26,-442.74,-67.39,-6550.93,148.78,120.48,-364.57,111.51,915.77,-76.84,205.69,-271.38,-41.14,1082.93,463.01,-4.88,416.97,133.24,-77.23,342.69,-40.10
IncomeBeforeTaxProfit_sy,,,,,6463.41,355.76,5164.71,98.68,4.56,-243.91,-106.92,-96.25,-74.78,40.61,-255.58,-6626.67,-1224.13,-491.50,93.72,74.75,74.89,103.66,657.55,475.93,164.93,1970.17,-90.92,-110.26,-442.74,-67.39,-6550.93,148.78,120.48,-364.57,111.51,915.77,-76.84,205.69,-271.38,-41.14,1082.93,463.01,-4.88,416.97,133.24,-77.23,342.69,-40.10
IncomeBeforeTaxProfit_qq,,-831.71,202.36,209.21,115.80,-62.55,2006.96,-88.33,13.57,-151.54,-1.35,106.32,664.44,-221.37,-506.83,-15.93,-31.66,36.14,93.56,-366.35,-30.95,109.32,879.56,214.44,-77.38,197.15,-95.70,-455.28,-655.59,128.27,-949.92,102.69,217.20,-465.31,136.96,137.15,-92.77,1566.83,-159.94,181.45,45.38,693.32,-111.17,501.44,-34.41,-22.54,18.99,-0.92
IncomeBeforeTaxProfit_sq,,-831.71,202.36,209.21,115.80,-62.55,2006.96,-88.33,13.57,-151.54,-1.35,106.32,664.44,-221.37,-506.83,-15.93,-31.66,36.14,93.56,-366.35,-30.95,109.32,879.56,214.44,-77.38,197.15,-95.70,-455.28,-655.59,128.27,-949.92,102.69,217.20,-465.31,136.96,137.15,-92.77,1566.83,-159.94,181.45,45.38,693.32,-111.17,501.44,-34.41,-22.54,18.99,-0.92
IncomeDiscontinuedProfit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IncomeDiscontinuedProfit_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
