,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-55.23,,,,156.14,145.95,98.34,69.66,-17.54,-15.95,-13.70,-12.64,50.38,21.33,17.12,-1.42,-40.59,-28.99,-14.91,-2.26,-7.37,-8.35,-6.73,-7.15,-8.77,-6.48,-14.97
CWKCurrent_sy,,-36.39,,,,133.95,99.61,85.60,22.00,-9.82,0.20,-7.78,-4.43,22.94,21.20,16.36,7.38,-9.09,-26.53,-14.35,-10.27,-12.36,-8.35,-6.73,-7.15,-7.42,3.38,-11.62
CWKCurrent_qq,,,1.29,17.78,9.60,95.88,-2.74,-5.02,-6.24,-4.79,-0.87,-2.47,-5.09,63.89,-20.02,-5.85,-20.12,-1.23,-4.40,12.81,-8.23,-6.40,-5.41,14.80,-8.65,-8.03,-3.04,4.39
CWKCurrent_sq,,,3.55,17.78,39.33,37.67,-11.65,9.52,-8.42,1.77,-1.84,0.80,-5.09,30.92,-3.23,-3.23,-12.42,10.84,-21.79,12.81,-8.23,8.25,-18.21,14.80,-8.65,7.94,-8.67,-1.86
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,19.27,,,,-3.98,16.02,-36.48,20.15,30.41,20.76,12.06,24.02,12.33,43.56,49.86,11.94,17.96,-11.96,-54.69,-10.17,-2.14,1.62,-0.28,10.86,19.14,7.79,18.58
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,-14.32,43.16,-45.58,-9.93,7.67,7.63,14.83,4.20,-5.13,-2.52,26.41,-10.55,32.32,8.92,-29.23,-2.99,7.64,-25.84,7.96,4.52,11.04,-28.28,18.19,13.39,-1.45,-13.26
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,20.43,,,,-7.28,-13.58,-3.46,-6.94,5.43,13.31,23.59,31.55,11.76,9.37,3.36,-15.96,-8.82,-9.73,-5.74,13.56,12.58,14.26,12.11,11.02,9.40,4.66,2.67
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,4.85,-13.21,2.46,-0.56,-2.27,-3.04,-1.23,12.66,5.04,5.75,5.12,-4.29,2.79,-0.06,-14.52,3.84,1.76,4.36,2.98,2.94,3.28,2.39,1.98,1.44,-1.19,0.44
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-16.96,,,,7.86,15.73,3.57,7.46,-5.17,-11.75,-19.09,-23.99,-10.51,-8.57,-3.25,18.97,9.68,10.78,6.09,-11.94,-11.18,-12.49,-10.81,-9.93,-8.59,-4.44,-2.59
CPCurrent_sy,,-12.31,,,,-21.12,-8.28,-10.45,-5.70,-5.17,-16.98,-20.64,-22.29,44.61,-12.94,-8.92,3.83,-2.69,32.30,28.03,15.92,-7.80,-12.49,-10.81,-9.93,-38.58,-28.06,-27.43
CPCurrent_qq,,,-4.64,15.24,-2.41,0.57,2.32,3.14,1.25,-11.25,-4.78,-5.44,-4.88,4.48,-2.71,0.06,16.97,-3.67,-1.74,-4.18,-2.91,-2.84,-3.19,-2.33,-1.95,-1.40,1.20,-0.45
CPCurrent_sq,,,-17.73,1.40,-8.77,3.66,-4.35,-1.00,-3.93,4.24,-16.26,-5.36,-5.94,93.99,-49.59,-0.99,7.23,81.81,-31.46,-4.18,-2.91,44.61,-34.96,-2.33,-1.95,-1.40,-23.81,-1.48
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-81.44,,,,-1110.81,-5991.32,-920.75,-289.28,118.70,118.28,118.26,122.81,-187.45,-126.71,-104.98,-69.05,325.06,799.71,4492.37,581.29,-12.35,-0.37,-17.46,-13.28,3.75,-3.48,16.55
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,-83.65,-625.62,-112.58,-453.25,4.70,8.93,18.93,126.57,-6.83,-9.02,1.27,-201.87,71.55,83.05,729.66,640.92,-11.53,6.43,-2.33,-4.68,0.56,-11.83,2.62,14.03,-6.45,6.47
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,438.83,,,,,,,,,,,,,,,223.10,,,,-85.32,14.08,0.37,21.16,15.30,-3.61,3.60,-14.21
CZCurrent_sy,,7.17,,,,,,,,,,,,,,,-44.61,,,,-2.03,26.71,22.88,3.67,-27.98,-38.82,-25.67,-16.07
CZCurrent_qq,,,511.11,,,,,,,,7.34,9.90,-1.22,,,,,-86.50,13.04,-6.04,2.39,4.91,-0.55,13.42,-2.56,-12.30,6.90,-6.08
CZCurrent_sq,,,235.68,,,,,,,,-23.26,-4.44,3.66,,,,,-4.98,-14.42,13.09,6.53,22.90,-17.01,-4.59,-25.99,4.39,0.84,7.72
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-70.45,,,,-526.10,-826.25,-7180.51,-409.72,119.16,111.47,115.56,115.31,-124.20,-29.64,-18.20,39.80,882.04,359.73,229.65,163.43,8.16,12.41,-13.23,-13.36,7.34,-1.89,24.51
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,-44.62,-89.84,-1150.26,-621.34,5.61,0.98,24.39,127.12,-43.52,34.33,-25.61,-142.87,264.23,56.18,27.15,139.79,-3.45,11.99,1.61,-1.55,0.35,-13.55,1.45,21.97,-8.28,9.71
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,238.41,,,,,,,,,,,,,42.10,22.29,-28.49,,-78.24,-69.67,-62.04,-7.55,-11.05,15.24,15.41,-6.83,1.93,-19.68
CZOCurrent_sy,,-39.69,,,,,,,,,,,,,-32.32,-18.91,-22.50,,-43.83,-33.95,-21.62,4.38,15.91,-3.11,-23.67,-37.89,-26.30,-9.38
CZOCurrent_qq,,,80.58,883.68,,,,,,,77.05,-25.56,34.47,,,-35.94,-21.36,-58.30,3.58,-10.72,-1.57,1.56,-0.34,15.67,-1.42,-18.01,9.03,-8.84
CZOCurrent_sq,,,-2.76,58.68,,,,,,,3.18,-19.67,-6.80,,,-3.75,-10.93,0.35,-34.71,13.18,5.70,33.65,-27.50,-5.39,-16.74,8.76,-13.98,16.34
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-6.00,,,,-2.43,-11.57,1.55,-13.82,-15.43,-8.51,-9.38,-7.34,-8.85,-19.04,-16.30,-7.44,-3.09,7.64,3.62,2.92,1.85,-0.58,0.24,-3.75,-6.77,-5.56,-3.20
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,4.97,-15.94,13.30,-2.40,-4.86,-3.48,-3.85,-4.23,2.93,-4.40,-1.68,-5.79,-8.58,-1.16,8.73,-1.36,1.54,-4.85,8.00,-2.39,-0.88,-4.08,3.70,-5.45,0.41,-1.68
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-21.94,,,,5.22,2.33,5.17,-7.40,-19.79,-19.27,-26.68,-29.57,-18.44,-25.97,-19.03,10.14,6.28,19.25,9.92,-9.36,-9.53,-12.99,-10.59,-13.31,-14.78,-9.76,-5.72
EVPCurrent_sy,,-21.94,,,,5.22,5.38,4.84,-1.17,-9.01,-10.06,-11.64,-13.56,15.04,-18.67,-18.74,-8.68,-7.27,0.06,-6.53,-10.55,-4.98,-12.99,-10.59,-13.31,-15.80,13.86,21.71
EVPCurrent_qq,,,0.11,-3.14,10.57,-1.85,-2.65,-0.46,-2.64,-14.98,-2.02,-9.59,-6.48,-1.55,-11.06,-1.11,27.20,-5.00,-0.21,-8.85,4.89,-5.18,-4.03,-6.33,1.69,-6.79,1.63,-2.13
EVPCurrent_sq,,,-5.34,-0.06,5.75,5.18,-5.20,-0.58,-0.31,-3.16,-6.29,-2.33,-2.47,28.88,-33.75,-2.41,9.60,30.87,-28.51,-8.85,4.89,39.02,-34.54,-6.33,1.69,35.02,-11.48,0.12
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,218.10,,,,-122.89,-112.17,-101.44,83.10,541.24,897.74,682.44,705.49,-476.83,15.04,2.35,-33.81,112.39,-76.58,-68.57,-60.93,-5.84,-11.56,15.51,11.08,-13.14,-3.75,-22.25
EVEBITCurrent_sy,,24.46,,,,75.95,6.65,-14.88,-11.96,13.07,63.83,-8.33,29.70,-69.03,-50.24,-44.57,-56.87,25.24,-49.29,-52.08,-38.78,-28.79,18.71,15.51,11.08,-44.49,-27.20,-14.19
EVEBITCurrent_qq,,,89.55,726.86,-110.80,86.47,-0.80,2.52,-27.18,453.12,82.23,-28.83,32.21,-319.77,155.63,-36.68,-14.50,-58.87,5.18,-15.05,6.31,-0.87,-1.21,10.95,2.23,-22.48,9.47,-10.37
EVEBITCurrent_sq,,,-20.70,80.67,-26.93,68.06,-51.93,44.20,-24.42,115.84,-30.35,-19.31,6.93,-48.45,11.88,-10.11,-16.79,49.66,-54.70,-15.05,6.31,74.06,-24.47,-17.34,2.23,-13.02,-0.94,-2.57
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,88.31,,,,-160.44,-146.75,-131.97,-113.23,267.70,316.05,292.65,256.05,141.33,-4.28,-4.06,-3.89,-71.82,-42.97,-41.28,-43.90,-5.39,-10.35,6.92,3.47,-5.32,4.97,-7.93
EVEBITDACurrent_sy,,34.50,,,,29.66,17.08,-19.51,-63.98,-25.96,-29.73,-13.59,-15.70,23.43,-28.84,-29.65,-29.63,-46.15,-25.29,-13.11,-8.78,-7.95,39.58,12.27,-12.98,-29.94,-30.16,-15.27
EVEBITDACurrent_qq,,,29.80,40.25,229.84,-110.07,-0.41,4.11,-36.52,227.58,29.36,-14.50,10.58,97.30,-48.69,-14.30,10.78,-42.14,3.82,-11.75,5.83,-2.43,-1.62,5.25,2.41,-10.72,9.07,-7.68
EVEBITDACurrent_sq,,,9.97,-2.36,134.78,-48.57,-0.70,-32.87,5.06,5.72,-5.76,-17.45,2.49,54.79,-45.67,-18.39,2.52,18.46,-24.63,-5.08,7.63,19.55,14.28,-23.65,-16.57,-3.76,13.93,-7.37
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-91.70,,,,-2691.34,-14545.21,-1926.89,-560.29,115.42,115.36,115.77,119.92,-231.47,-132.41,-105.77,-69.51,233.74,596.76,3872.29,566.51,-18.81,-8.67,-23.00,-19.46,-5.35,-9.74,-0.91
ROE_sy,,11.35,,,,5.34,76.00,186.79,26.24,-48.39,-47.20,-69.08,-48.64,2.08,100.50,150.76,238.24,342.86,162.59,86.42,39.64,30.35,-13.96,-11.12,-1.90,-29.75,-8.92,7.83
ROE_qq,,,-83.37,-716.44,-133.33,-983.43,7.30,13.50,23.99,125.30,-7.64,-11.23,-3.96,-266.98,77.23,84.19,607.23,632.54,-15.43,20.05,-10.38,-10.76,-4.87,1.22,-6.26,4.87,-9.28,11.12
ROE_sq,,,-47.41,14.15,29.92,35.06,-12.14,86.01,-42.81,-44.78,-10.12,8.94,-5.02,9.76,76.53,36.25,28.12,43.71,4.67,-3.27,-4.03,34.15,-30.91,-0.07,5.93,-3.94,-10.42,18.30
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-87.79,,,,-1912.81,-10437.14,-1462.27,-492.79,121.25,120.12,119.29,122.68,-197.44,-132.69,-105.88,-67.81,298.16,657.56,3533.33,528.24,-16.49,-3.99,-19.57,-14.30,4.12,-3.85,14.58
ROA_sy,,-26.92,,,,30.62,635.71,1112.50,5.03,-40.66,5.10,16.87,117.13,91.98,61.20,44.54,25.29,76.69,120.06,87.09,34.81,39.67,-2.99,-4.69,12.23,3.71,-8.46,-20.29
ROA_qq,,,-82.76,-728.57,-126.82,-637.47,1.68,5.00,13.94,126.44,-6.91,-8.93,1.21,-213.56,68.77,83.61,653.85,599.07,-12.12,0.90,1.34,-7.07,1.03,-15.46,7.99,12.90,-6.70,0.73
ROA_sq,,,-86.60,-185.71,887.50,44.44,-24.54,17.96,-18.31,-18.39,33.64,31.18,51.76,-27.84,12.22,17.62,31.55,1.76,39.76,,-5.21,5.43,-2.93,-1.74,11.61,-2.57,-14.32,-14.44
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-75.46,,,,-559.68,-941.20,-7500.00,-447.04,118.19,110.11,112.60,111.62,-121.75,-35.68,-21.11,66.67,953.26,410.27,250.44,132.06,-3.95,-1.61,-22.53,-22.05,-1.86,-6.28,21.16
OPM_sy,,14.22,,,,0.99,-3.24,32.35,54.99,-17.22,-33.38,-18.52,-12.59,30.50,155.13,147.64,151.23,24.18,17.51,17.33,2.80,1.46,-11.81,-22.53,-26.24,4.96,-10.05,-2.67
OPM_qq,,,-47.23,-88.39,-1135.48,-624.61,3.44,-2.14,23.45,124.09,-46.34,27.31,-29.41,-145.10,258.70,56.16,49.12,130.88,-5.10,7.25,-1.25,-4.44,-2.79,-15.55,-0.65,20.33,-7.16,9.17
OPM_sq,,,-23.81,-33.85,-11.57,126.61,-27.01,-9.52,3.56,21.03,-41.25,10.66,11.09,80.69,14.86,7.41,12.70,-10.68,8.68,7.25,-1.25,-11.85,-5.54,-5.78,-5.98,25.43,-19.04,1.95
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-84.59,,,,-1190.28,-6855.88,-957.35,-318.68,117.75,116.11,114.79,117.33,-178.23,-124.32,-104.70,-63.19,346.79,878.89,4866.67,500.00,-22.18,-12.84,-26.29,-21.83,-5.10,-7.69,13.47
ROS_sy,,8.00,,,,78.70,291.09,381.63,96.77,-54.40,40.00,-5.98,22.04,127.56,129.11,163.97,137.31,7.24,10.66,4.38,-14.72,31.90,-12.84,-26.29,-21.83,1.85,-27.00,-13.47
ROS_qq,,,-84.26,-700.00,-107.35,-456.74,2.46,6.09,17.90,123.60,-11.48,-13.78,-3.76,-206.51,72.48,83.33,853.33,614.16,-13.14,2.00,-5.17,-7.37,-2.71,-13.75,0.57,12.45,-5.37,6.03
ROS_sq,,,-76.62,-294.06,242.35,176.70,-48.83,39.75,-0.54,-35.88,57.10,-6.15,29.09,19.55,58.18,8.13,16.06,-45.97,63.21,2.00,-5.17,-16.45,7.86,-13.75,0.57,8.87,-22.70,2.24
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-75.10,,,,-166.21,-176.92,-322.76,192.00,209.97,181.74,196.35,154.35,-7.47,184.57,136.36,202.56,111.53,36.07,18.75,2.26,-7.63,-10.99,-24.02,-22.51,-3.39,-9.88,14.21
RS_sy,,95.08,,,,-15.15,-26.73,8.15,23.20,-14.19,7.99,68.31,84.30,35.20,97.34,79.63,55.96,27.42,40.00,27.32,12.95,0.70,-10.99,-24.02,-22.51,-6.23,-16.90,0.44
RS_qq,,,-41.94,-58.86,-181.30,-241.00,32.55,-19.13,133.58,307.61,-49.87,40.43,-11.36,48.29,54.18,16.64,13.46,3.67,-0.82,1.79,-2.29,-6.35,-4.42,-13.12,-0.36,16.76,-10.84,10.10
RS_sq,,,-35.34,-46.55,1.69,141.44,-44.16,-21.11,15.84,68.16,-29.73,22.96,26.85,23.36,2.56,11.92,10.14,0.78,12.69,1.79,-2.29,-10.15,-0.38,-13.12,-0.36,8.73,-11.72,5.01
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-85.24,,,,-1233.21,-9441.94,-1335.29,-313.68,110.61,104.90,107.58,106.40,-165.08,30.28,25.23,165.10,508.78,263.78,161.87,81.27,-11.93,7.58,-17.17,-15.78,-2.30,-5.66,25.37
GPM_sy,,-30.58,,,,112.78,147.25,635.66,229.35,-56.11,-27.27,-33.14,-39.44,77.12,198.72,174.24,379.56,35.42,14.94,14.92,-18.64,52.90,7.58,-17.17,-15.78,-16.78,-26.52,-7.79
GPM_qq,,,-88.17,-758.06,-175.98,-427.35,2.46,-1.10,20.46,113.53,-54.92,56.34,-32.88,-237.58,190.24,50.27,42.09,112.15,-19.69,8.17,-1.65,3.07,-1.90,-16.71,,19.57,-5.27,10.69
GPM_sq,,,-51.98,-159.17,242.64,425.00,-44.20,28.20,-12.30,-30.03,-7.55,17.86,-20.56,104.63,55.93,8.20,38.91,-42.22,32.35,8.17,-1.65,8.59,-6.88,-16.71,,7.30,-17.77,4.51
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,-65.98,,,,-17.50,58.96,138.76,53.99,116.85,37.66,13.54,-1.54,-12.52,13.27,24.28,34.50,16.20,-0.43,-4.15,-1.92,0.28,1.38,-4.62,-6.43,-0.64,-2.29,5.51
RBS_sy,,-16.35,,,,-17.03,-13.50,-14.72,-5.94,25.79,20.90,27.64,39.62,13.94,7.39,6.22,-6.39,-12.76,-3.70,-4.02,-2.50,1.28,0.18,-2.52,0.35,0.14,-3.16,1.35
RBS_qq,,,-28.19,-21.86,63.99,-10.35,38.38,17.36,5.76,26.25,-12.16,-3.19,-8.29,12.18,13.73,6.22,-0.75,-3.09,-2.55,2.25,1.56,-0.91,-1.48,-3.80,-0.37,5.23,-3.12,3.89
RBS_sq,,,-3.74,-2.27,-6.65,-5.52,0.36,-3.65,2.95,26.36,-3.55,1.73,12.62,3.11,-9.09,0.62,-0.75,-3.91,0.36,0.28,0.82,-0.18,-0.74,-2.41,3.78,-0.39,-4.01,2.13
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-80.59,,,,-865.05,-1382.25,-10850.00,-675.93,121.77,112.60,116.42,115.21,-127.05,-13.45,-3.00,45.52,786.45,265.03,157.22,142.99,3.06,8.37,-15.43,-14.33,7.79,-2.29,22.35
ROPA_sy,,6.46,,,,-35.84,29.68,167.41,43.06,79.73,35.82,39.47,9.83,12.91,11.23,15.59,56.80,75.25,104.61,59.97,26.57,22.36,4.29,6.12,18.82,11.90,-11.52,-25.61
ROPA_qq,,,-41.89,-87.68,-1211.76,-861.38,2.61,-3.28,19.75,126.97,-43.62,34.53,-25.67,-147.98,280.37,50.78,11.51,126.35,-4.08,6.25,5.34,-3.99,0.86,-17.09,6.71,20.80,-8.58,3.82
ROPA_sq,,,-32.80,-41.94,113.33,-22.92,35.81,19.73,14.13,-3.16,2.63,22.95,-10.13,-0.44,1.11,27.77,21.91,11.28,18.05,-0.11,-3.54,7.57,0.62,1.65,8.00,1.31,-20.44,-14.53
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-72.65,,,,-1686.22,-4508.50,-302.90,-26.26,111.84,126.75,122.70,129.41,-225.91,-119.38,-104.30,-68.04,256.89,934.89,4241.21,389.80,-12.08,-21.83,-10.27,-3.13,1.51,2.15,20.45
ZNPO_sy,,6.48,,,,-43.04,-51.69,520.83,30.08,-35.05,16.07,89.18,65.35,110.37,-6.12,27.05,35.76,-6.22,114.28,31.99,-5.64,0.23,-18.12,-19.65,16.88,20.56,26.84,-3.21
ZNPO_qq,,,-79.06,-1106.97,-148.46,-202.77,41.80,7.97,22.14,128.40,31.45,-21.89,0.88,-221.57,79.77,82.65,848.90,496.85,7.66,-13.94,-11.42,7.13,-4.28,-1.21,-4.38,12.26,-3.68,16.49
ZNPO_sq,,,-15.88,-109.13,487.27,91.53,-28.67,-20.47,19.71,-4.36,27.48,29.63,4.63,21.67,-43.11,75.43,11.80,-15.95,29.99,8.05,-20.07,-10.73,6.18,6.04,16.27,-7.92,11.72,-19.08
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-32.94,,,,-105.34,-199.65,-147.30,1865.64,2806.97,170.11,275.14,-74.73,-50.93,-68.09,-46.34,12.92,33.70,343.54,200.07,104.58,204.47,80.77,87.67,-33.46,-72.55,-13.58,-2573.50
ZFI_sy,,4.50,,,,-1.95,11.83,-11.15,116.49,-11.31,-10.18,-8.86,-16.94,-26.38,-6.27,-57.95,-45.13,20.26,-7.61,136.75,21.58,-47.43,-0.92,19.20,52.39,102.40,54.71,-18.43
ZFI_qq,,,28.14,-30.95,-121.09,71.40,-2291.96,67.23,887.41,-56.15,-38.05,-18.13,13.63,-14.85,-59.72,37.68,139.12,0.82,33.63,-6.86,63.02,50.05,-20.66,-3.31,-42.20,-38.10,149.79,-2867.51
ZFI_sq,,,-4.21,9.16,-52.17,96.04,9.26,-13.27,16.55,-19.69,10.64,-12.00,6.22,-28.82,40.87,-60.52,38.62,56.01,8.23,1.15,-28.81,-32.55,103.99,21.69,-8.99,-10.41,55.93,-35.84
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-21.44,,,,21.60,23.38,21.92,14.94,-11.71,-5.96,-5.84,-2.87,0.03,1.49,0.77,-11.24,-10.23,-18.81,-4.51,1.34,-5.30,-7.41,-2.35,-4.77,-8.90,-5.64,-12.08
DTAR_sy,,18.24,,,,20.54,5.12,12.98,-2.94,-7.00,-1.45,-4.84,0.67,-0.04,1.48,1.80,-4.86,3.84,-18.60,-6.48,-8.08,-0.62,-7.41,-2.35,-4.77,3.83,20.40,5.43
DTAR_qq,,,-3.16,-1.86,-1.15,29.44,-1.74,-3.02,-6.82,-0.57,4.66,-2.89,-3.88,2.41,6.18,-3.59,-15.33,3.57,-3.97,13.39,-10.15,-3.21,-6.11,19.58,-12.37,-7.41,-2.75,11.42
DTAR_sq,,,8.19,-5.20,7.63,9.19,-5.65,1.89,-7.53,4.62,-0.02,-1.62,-2.18,3.89,1.51,-1.31,-8.59,13.39,-20.43,13.39,-10.15,22.58,-25.86,19.58,-12.37,33.64,-14.03,4.71
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-46.46,,,,73.48,72.07,58.04,28.04,-35.90,-28.16,-23.02,-14.67,34.82,0.33,-0.46,-15.86,-39.38,-27.50,4.15,7.38,-7.95,-11.95,-6.53,-10.57,-17.19,-11.40,-23.95
CG_sy,,-28.74,,,,955.30,57.11,121.93,-25.23,-23.42,-18.60,-47.22,-14.21,-18.94,88.37,98.41,90.54,64.78,-35.15,-11.63,-19.24,-2.23,-11.95,-6.53,-10.57,7.77,68.39,25.77
CG_qq,,,-6.60,-3.85,1.58,90.17,-7.36,-11.69,-17.70,-4.80,3.83,-5.37,-8.77,50.40,-22.73,-6.11,-22.89,8.37,-7.59,34.87,-20.50,-7.10,-11.61,43.18,-23.94,-13.97,-5.44,22.90
CG_sq,,,290.68,2.59,65.41,59.18,-41.84,44.92,-44.27,63.01,-38.17,-6.03,-9.42,54.04,43.67,-1.02,-13.01,33.21,-43.46,34.87,-20.50,61.27,-49.08,43.18,-23.94,94.34,-20.43,6.93
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-53.65,,,,-16.54,2.95,14.97,42.76,-3.02,-48.25,-19.58,-36.22,48.97,130.04,73.03,58.62,-44.18,-33.55,-49.13,-22.38,-26.42,-26.56,-43.15,-29.43,-22.71,-57.91,-21.42
LDER_sy,,-48.50,,,,170.07,81.52,-69.64,326.02,-1.35,-6.00,313.84,-16.89,-40.41,496.91,506.96,485.59,561.15,-44.63,-45.48,-16.19,-0.14,27.23,-27.60,-12.71,-54.84,15.69,85.67
LDER_qq,,,-23.39,-26.95,-0.92,50.51,-5.50,-18.41,23.02,2.24,-49.57,26.79,-2.42,138.78,-22.13,-4.64,-10.55,-15.97,-7.30,-26.99,36.48,-20.34,-7.48,-43.48,69.40,-12.75,-49.61,5.51
LDER_sq,,,-17.06,28.27,-66.38,655.10,-44.26,-78.55,371.75,74.85,-46.88,-5.54,-5.26,25.36,432.07,-3.95,-8.59,41.54,-55.44,-5.42,40.51,68.64,-43.23,-46.18,69.40,-12.75,45.43,-13.62
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,20.98,,,,62.39,24.36,5.37,-27.02,-22.42,46.73,-2.43,27.05,-35.92,-67.14,-57.01,-68.08,-15.02,-8.74,48.66,43.57,43.89,38.02,76.66,34.03,21.99,133.57,19.19
PZAT_sy,,6.45,,,,-36.11,-35.03,-48.72,29.27,-56.83,17.11,57.10,18.44,-42.44,-52.43,-48.53,-52.32,-8.95,59.54,68.79,24.47,22.07,-58.08,-19.30,13.19,49.41,36.31,-26.19
