,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_qq,,,,,,-1.73,4.71,-100.00,,-0.06,2.71,-100.00,,-1.59,5.35,-0.31,-0.98,-0.87,0.69,1.12,4.29,-1.14,1.41,1.95,4.89,-1.51,-2.58,-2.13,3.20,-3.79,-3.31,1.46,6.06,-0.93,1.48
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-6.62,-16.78,,-54.37,,,,-12.06,-13.52,-11.83,,-1.27,0.26,-2.25,,-2.27,-2.99,1.51,0.07,-4.99,-4.73,-5.41,-6.18,-6.71,-6.35,-2.53,1.53,3.18,5.62,6.42,2.66,-0.11,-3.00,-7.58
CWKCurrent_sy,,-30.98,-11.23,,-17.10,,,,16.43,3.40,0.18,,-2.47,1.64,-1.01,,2.97,-3.64,-4.92,-8.22,-8.12,-4.73,-3.77,-4.15,-10.66,-16.49,-6.35,-0.81,5.21,11.91,2.49,1.66,2.38,1.07,13.10
CWKCurrent_qq,,,,,,1.76,-4.51,,,0.07,-2.64,,,1.62,-5.08,0.31,1.00,0.87,-0.68,-1.11,-4.11,1.15,-1.39,-1.91,-4.65,1.54,2.64,2.17,-3.10,3.95,3.42,-1.44,-5.72,0.94,-1.47
CWKCurrent_sq,,,,,,12.64,4.86,,,0.03,1.59,,,4.25,-1.06,-3.28,3.22,-2.45,-2.37,-6.63,3.33,1.15,-1.39,-7.00,-3.69,-5.46,10.59,-1.50,2.16,0.56,1.28,-2.29,2.89,-0.73,13.34
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-107.79,-6100.66,,135.39,,,,59.17,211.07,122.93,,-84.77,-29.05,-9.96,,490.35,7.50,-40.35,-27.48,51.00,76.51,141.98,154.36,13.74,13.87,-3.03,-19.34,-12.87,-26.38,-49.86,-34.60,-22.24,-21.58,25.07
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,-50.60,55.87,-100.00,,-3.46,11.71,-100.00,,349.74,41.76,-17.15,11.77,-18.10,-21.34,0.72,132.73,-4.27,7.83,5.87,4.06,-4.16,-8.17,-11.93,12.40,-19.01,-37.46,14.87,33.65,-18.32,-0.25
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,-37.17,-67.85,-55.14,,556.60,40.94,11.06,,-83.06,-6.97,67.65,37.90,-33.78,-43.35,-58.68,-60.69,-12.08,-12.18,3.12,23.97,14.77,35.83,99.44,52.92,28.60,27.52,-20.04
CWKGrahamCurrent_sy,,,,,,,,,30.57,71.38,9.49,,13.17,-17.89,-4.85,,-12.02,-5.78,-9.72,-32.54,-10.57,-3.02,6.59,30.97,7.70,-16.55,-0.41,-7.61,-0.19,43.59,19.73,14.58,19.10,16.89,18.55
CWKGrahamCurrent_qq,,,,,,102.42,-35.84,,,3.58,-10.48,,,-77.77,-29.45,20.70,-10.53,22.11,27.13,-0.72,-57.03,4.46,-7.27,-5.55,-3.90,4.34,8.89,13.55,-11.04,23.48,59.89,-12.94,-25.18,22.44,0.25
CWKGrahamCurrent_sq,,,,,,-19.66,25.25,,,5.45,-19.98,,,-23.49,-7.27,22.17,1.51,-18.07,-11.15,-8.70,34.55,-11.15,-2.34,12.17,10.65,-31.16,16.55,4.06,19.54,-0.96,-2.81,-0.42,24.25,-2.79,-1.44
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,26.01,-20.25,,42.76,,,36.08,33.89,35.81,8.75,-6.08,-1.37,-11.13,-20.09,-14.60,-24.31,-9.95,17.61,27.17,56.90,29.03,3.57,-3.41,-15.84,-14.95,-17.99,-32.67,-36.73,-33.19,-29.99,-5.96,35.65,63.36,109.41
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-2.02,4.38,23.99,7.31,-3.59,5.87,-0.71,-7.33,1.24,-4.60,-10.72,-0.96,-10.27,13.49,16.61,7.09,10.70,-6.67,-6.40,-0.12,-3.54,-5.69,-9.75,-18.00,-9.35,-0.41,-5.42,10.14,30.76,19.93,21.24
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-20.64,25.36,,-29.95,,,-26.52,-25.32,-26.39,-8.07,6.47,1.43,12.54,25.15,17.09,32.07,11.05,-14.98,-21.34,-36.24,-22.48,-3.45,3.48,18.81,17.56,21.92,48.57,58.01,49.66,42.85,6.32,-26.29,-38.77,-52.25
CPCurrent_sy,,-19.38,21.43,,-5.62,,,-26.59,-24.86,-24.96,-10.96,1.87,32.02,50.99,61.96,54.27,4.13,-22.94,-37.93,-39.84,-36.24,-23.27,-18.07,-14.81,-5.87,-9.11,-4.50,-3.97,51.22,79.88,83.42,98.79,-2.79,15.55,-24.27
CPCurrent_qq,,,,,2.06,-4.18,-19.34,-6.84,3.72,-5.55,0.73,7.90,-1.20,4.80,12.02,0.95,11.45,-11.89,-14.24,-6.60,-9.67,7.13,6.82,0.10,3.72,6.00,10.78,21.98,10.31,0.40,5.74,-9.21,-23.53,-16.59,-17.55
CPCurrent_sq,,,,,-4.80,-3.20,-13.37,-8.04,-2.56,-3.33,2.79,5.20,26.29,10.56,10.26,0.20,-14.76,-18.18,-11.19,-2.88,-9.67,-1.52,-5.17,0.99,-0.18,-4.92,-0.35,1.55,57.18,13.10,1.61,10.06,-23.14,34.43,-33.41
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-50.94,-32.50,,41.49,,,25.21,26.52,28.70,3.22,-29.86,-92.49,-107.56,-78.58,-70.22,339.53,610.55,-90.22,-49.22,45.03,30.96,2860.30,561.23,61.43,12.15,-4.62,-70.32,-95.30,-127.75,-196.60,-214.67,-61.54,263.33,228.06
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,0.35,8.43,11.05,3.62,1.41,10.29,-10.94,-29.59,-89.14,-211.02,352.36,-2.11,60.27,28.96,-95.16,408.04,357.76,16.44,9.32,13.48,11.76,-19.10,-7.03,-64.69,-82.31,-577.78,-223.67,58.09,105.93,1928.89,153.78
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,103.82,48.14,,-29.33,,,-20.14,-20.97,-22.29,-3.12,42.56,1231.50,,366.85,235.84,-77.25,,924.07,96.83,-31.06,-23.65,-96.63,-84.87,-38.05,-10.83,4.84,236.88,2026.81,,,,160.97,,
CZCurrent_sy,,-15.90,20.27,,56.43,,,36.25,-2.96,30.65,40.30,30.51,66.51,,59.40,58.36,-10.55,,-24.09,-45.99,14.23,36.15,-13.86,-2.31,-43.96,-47.91,-21.88,-40.95,19.60,,,,19.08,,
CZCurrent_qq,,,,,-0.36,-7.78,-9.94,-3.50,-1.39,-9.33,12.28,42.00,820.98,,,2.15,-37.61,-22.46,1972.19,-80.37,-78.15,-14.12,-8.52,-11.88,-10.52,23.62,7.56,183.15,464.90,,,,,-95.09,-60.59
CZCurrent_sq,,,,,28.68,-11.45,-1.75,21.69,-8.35,19.22,5.51,13.20,16.94,,,12.46,-33.95,-13.07,17.55,-19.98,39.70,3.61,-25.63,-9.25,-19.86,-3.70,11.53,-31.39,62.32,,,,,-23.93,14.11
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,46.75,-62.92,,11.05,,,-0.43,12.02,14.67,0.73,-26.59,-90.07,-104.41,-68.98,-54.64,133.90,747.86,-124.02,-106.28,100.56,78.79,1001.32,3709.52,61.30,6.01,-21.78,-79.72,-99.32,-126.81,-186.27,-191.92,964.18,277.80,245.98
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-3.82,7.09,-2.65,-0.70,8.20,9.62,-14.48,-27.64,-85.37,-148.73,701.11,5.83,-24.54,34.96,-122.28,72.34,2510.71,20.31,12.34,10.78,7.73,-20.93,-17.10,-71.28,-96.37,-3200.00,-166.78,69.39,142.04,417.95,119.04
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-31.86,169.68,,-9.95,,,0.43,-10.73,-12.79,-0.73,36.23,907.22,,222.38,120.46,-57.25,,,,-50.14,-44.07,,,-38.00,-5.66,27.84,392.99,14554.57,,,,-90.62,,
CZOCurrent_sy,,-34.71,18.63,,57.68,,,34.05,18.95,21.37,2.06,19.73,59.79,,121.08,86.02,-22.70,,,,11.01,-1.42,,,-47.59,-43.44,-41.70,-37.09,25.41,,,,24.72,,
CZOCurrent_qq,,,,,3.98,-6.63,2.72,0.70,-7.58,-8.78,16.93,38.19,583.33,,,-5.50,32.50,-25.90,,,,-16.88,-10.98,-9.72,-7.18,26.47,20.63,248.13,2659.09,,,,,-80.70,-54.35
CZOCurrent_sq,,,,,23.27,-6.63,25.80,-7.43,9.39,-4.73,5.79,8.60,45.99,,,-8.63,-39.33,-2.71,,,,-13.60,-1.92,-17.20,-25.31,-6.76,1.09,-10.65,48.90,,,,,-8.50,16.44
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-3.48,109.57,,-36.87,,,,-6.47,11.99,-9.75,,-6.10,-7.81,-11.32,19.57,3.51,-15.34,-22.65,-32.30,-49.67,-28.89,-1.01,30.81,-162.82,-112.20,-87.81,-77.16,302.71,1159.89,884.31,270.83,-71.36,16.33,18.82
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,12.31,-6.87,40.05,-31.73,5.05,11.50,12.86,-24.35,-1.36,9.48,8.56,1.99,-14.61,-10.46,-0.82,-10.73,-36.51,26.52,38.05,17.97,-130.49,75.44,237.96,121.03,170.62,28.44,28.12,-16.73,-79.10,421.74,30.87
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-23.39,162.76,,-55.79,,,-26.52,-30.13,-17.54,-17.02,6.47,-4.82,3.73,10.98,40.02,36.81,-5.99,-34.23,-46.77,-67.92,-44.90,-4.44,35.45,-174.58,-114.38,-85.15,-66.10,420.57,1682.76,1307.92,294.41,-78.88,-28.79,-43.26
EVPCurrent_sy,,-18.10,6.65,,23.43,,,-18.16,-11.75,-2.89,-34.14,61.69,99.81,25.71,37.75,13.81,-4.64,-16.03,12.29,-11.77,-6.14,-1.08,-29.27,-37.15,-53.23,-38.13,-36.57,26.82,65.59,66.64,68.77,0.92,-20.32,-18.27,-9.08
EVPCurrent_qq,,,,,14.61,-10.75,12.93,-36.38,8.97,5.33,13.63,-18.37,-2.58,14.79,21.58,2.99,-4.82,-21.12,-14.94,-16.65,-42.65,35.50,47.52,18.15,-131.58,73.87,252.30,169.81,198.60,28.99,35.48,-24.42,-84.01,334.81,7.96
EVPCurrent_sq,,,,,0.26,16.02,46.89,-52.10,8.11,27.66,-0.38,17.60,33.60,-19.68,9.17,-2.85,11.94,-29.27,45.98,-23.67,19.08,-25.45,4.38,-32.17,-11.37,-1.39,6.99,35.63,15.71,-0.76,8.36,-18.90,-8.64,1.80,20.54
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-34.23,465.14,,-43.15,,,0.43,-16.51,-2.34,-10.40,36.23,845.81,-2188.01,185.89,163.60,-55.75,113.08,-422.20,-1176.29,-74.90,-60.23,110.98,103.63,-138.95,-111.51,-84.42,12.58,29806.35,-3852.54,-1240.95,-503.31,-97.31,165.45,181.39
EVEBITCurrent_sy,,2.33,-12.74,,22.83,,,7.92,46.22,21.43,-8.51,14.47,-30.11,-72.70,66.05,45.05,70.64,290.61,-13.97,7.93,-5.89,1.25,1.89,10.81,-18.98,-40.29,-49.48,-58.60,-14.90,16.87,119.15,239.27,-14.42,13.20,-58.61
EVEBITCurrent_qq,,,,,16.78,-13.04,43.86,-31.25,-2.92,1.71,31.97,4.54,574.02,-324.55,118.07,-3.61,13.15,-33.65,-545.25,-221.98,102.64,5.16,22.88,6.50,-128.30,68.93,266.41,669.36,7366.81,-104.13,51.96,-171.96,149.76,0.68,-40.26
EVEBITCurrent_sq,,,,,3.84,53.26,4.56,-35.14,40.69,27.28,-21.23,-18.85,-14.10,-50.29,379.21,-29.11,1.06,13.78,5.54,-11.06,-11.89,22.41,6.21,-3.27,-35.57,-9.79,-10.13,-20.74,32.43,23.89,68.53,22.70,-66.59,63.87,-38.37
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-34.11,421.38,,-49.83,,,2.29,-14.91,-0.55,-8.75,31.52,230.60,494.65,86.95,86.21,-24.60,-69.25,120.23,54.14,-67.77,-52.61,-79.44,-67.12,-144.75,-111.51,-85.87,-49.72,763.02,6124.84,-7669.17,777.50,-75.71,-69.86,112.94
EVEBITDACurrent_sy,,-13.09,2.41,,37.32,,,44.31,5.08,26.73,-27.64,-3.43,-19.50,-15.34,70.33,45.71,94.06,32.28,-11.41,5.59,-14.74,2.26,-8.98,-11.64,-33.21,-39.88,-38.15,-42.42,58.79,38.46,119.01,153.46,-40.53,1.54,-32.12
EVEBITDACurrent_qq,,,,,20.16,-11.55,41.21,-31.84,-0.04,3.38,29.56,-1.76,151.25,85.95,-59.27,-2.15,1.73,-24.16,191.71,-31.51,-78.73,11.51,26.59,9.51,-128.94,71.31,255.36,289.72,281.64,160.74,-295.18,145.18,-89.43,223.49,-16.20
EVEBITDACurrent_sq,,,,,29.48,21.76,32.15,-30.73,-5.72,46.84,-24.54,-7.56,-21.41,54.44,51.82,-20.93,4.66,5.27,1.68,-5.76,-15.49,26.27,-9.49,-8.52,-36.12,13.66,-6.88,-14.83,76.15,-0.89,47.29,-1.43,-58.67,69.22,-1.53
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-54.18,-43.82,,-35.46,,,,11.27,11.30,-9.00,,-92.61,-107.59,-79.01,,331.46,594.06,-90.08,-48.95,37.76,24.85,2700.00,518.18,50.66,4.98,-6.99,-69.92,-95.11,-129.36,-202.72,-217.78,-61.54,258.33,218.38
ROE_sy,,-9.80,-22.76,,-41.20,,,,8.38,-30.94,-18.03,,-55.31,-29.44,-60.84,,8.32,6.91,87.22,103.50,45.12,33.17,9.97,43.98,16.81,42.86,-15.86,-26.45,-35.68,-42.31,12.41,13.92,26.62,68.22,8.96
ROE_qq,,,,,,10.34,6.03,,,10.37,-13.31,,,-213.48,339.60,-2.07,62.03,29.95,-95.19,404.17,337.19,17.77,7.87,11.31,6.55,-17.94,-4.43,-64.00,-82.67,-592.31,-234.38,58.72,105.66,1926.67,150.00
ROE_sq,,,,,,0.70,-2.41,,,-35.83,15.82,,,1.32,-35.72,-18.86,105.00,,12.56,-11.81,46.19,-8.24,-7.05,15.47,18.60,12.23,-45.26,0.94,3.71,0.67,6.67,2.29,15.27,33.75,-30.91
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-64.87,-40.18,,-24.77,,,,24.44,,-15.28,,-93.19,-108.80,-74.43,,441.18,619.15,-91.07,-46.32,41.30,34.84,3160.00,558.82,56.15,17.33,4.91,-64.29,-94.58,-131.09,-206.14,-211.67,-72.73,216.67,192.29
ROA_sy,,-12.65,-14.72,,-34.90,,,,-14.70,,-39.12,,-87.33,-107.77,-91.75,,454.67,1294.74,1051.28,289.09,9.38,-0.22,9.35,51.17,13.41,42.16,17.31,-26.74,-20.93,-39.44,-27.43,-33.76,6.86,18.46,-39.23
ROA_qq,,,,,,33.17,-3.18,,,7.01,-17.98,,,-238.24,338.30,-15.18,93.68,32.61,-95.90,410.00,409.80,26.54,-0.91,3.07,20.83,-4.93,-11.40,-64.91,-81.67,-645.45,-202.50,63.09,104.48,2233.33,139.29
ROA_sq,,,,,,22.62,-8.70,,,-17.40,-3.27,,,-150.67,202.63,182.05,278.18,9.13,-1.10,-4.68,6.31,-0.44,8.39,31.77,-20.25,24.81,-10.56,-17.71,-13.92,-4.41,7.18,-24.88,38.85,5.96,-45.02
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,16.45,-53.52,,-22.17,,,-26.77,-16.39,-15.52,-7.41,-21.97,-89.93,-104.95,-61.19,-46.84,209.09,821.43,-120.63,-104.95,27.65,38.61,961.54,3830.00,91.71,24.64,-4.46,-69.97,-99.04,-140.11,-223.05,-198.21,775.00,208.57,169.62
OPM_sy,,2.71,-1.71,,-8.20,,,-21.89,-30.50,-34.52,-17.77,-35.67,-46.48,-58.60,-50.00,-40.59,26.10,64.53,41.85,3.33,-2.93,4.95,17.62,114.25,60.38,49.66,29.64,-14.68,-18.59,-26.43,-20.85,-28.53,-43.64,-53.52,-93.33
OPM_qq,,,,,-1.80,2.60,-21.49,-7.41,12.11,3.66,-13.96,-21.97,-85.53,-150.91,775.00,6.88,-15.84,18.82,-119.31,74.36,2270.00,29.03,20.00,11.01,11.53,-16.11,-8.02,-65.11,-96.43,-3600.00,-182.14,72.15,131.82,334.29,80.92
OPM_sq,,,,,-3.48,9.02,-29.47,5.25,-14.12,2.72,-11.43,-17.66,-28.55,-20.55,6.98,-2.17,51.67,3.66,-7.77,-28.74,42.47,12.08,3.37,29.80,6.65,4.59,-10.46,-14.57,1.76,-5.49,-3.67,-22.86,-19.75,-22.05,-86.18
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-61.02,-15.46,,-0.93,,,-7.89,-5.37,-5.17,-5.03,-25.45,-92.35,-108.53,-73.28,-65.16,477.42,663.89,-92.08,-60.00,-7.82,1.48,2912.50,585.00,92.12,32.04,16.18,-55.84,-92.43,-141.54,-238.21,-221.49,-70.83,200.00,161.24
ROS_sy,,0.87,-16.92,,-18.06,,,-12.67,-6.92,-40.79,-17.53,-44.46,-77.85,-101.30,-82.62,-57.02,160.27,6866.67,274.47,89.54,12.11,-5.42,13.07,55.17,34.98,61.72,60.05,18.44,-12.35,-24.64,-40.97,-24.58,-39.29,-23.93,-44.68
ROS_qq,,,,,2.39,3.97,-10.56,-3.27,5.19,4.20,-10.43,-24.07,-89.20,-216.13,380.56,-0.99,79.00,13.41,-96.06,400.00,312.50,24.85,16.99,13.69,15.69,-14.20,2.94,-56.79,-80.17,-570.83,-242.48,62.02,104.76,1514.29,109.73
ROS_sq,,,,,-3.54,10.45,-16.11,-2.29,2.81,-29.74,16.85,-34.20,-58.99,-104.11,1666.67,62.77,148.37,6.84,-13.30,-17.61,46.90,-9.86,3.65,13.07,27.78,8.00,2.58,-16.33,-5.44,-7.14,-19.66,6.91,-23.88,16.34,-41.57
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,16.45,-53.84,,-22.53,,,-27.55,-21.77,-18.38,-9.35,-25.21,-82.31,-98.69,-49.47,-38.48,-19.10,1514.29,-157.08,-122.37,256.94,162.83,378.10,995.92,82.49,37.71,-16.80,-85.19,-121.96,-145.23,-242.90,-324.62,86.41,161.08,156.07
RS_sy,,30.01,8.28,,-15.43,,,-43.33,-42.70,-45.57,-25.98,-19.88,-67.73,-24.12,-14.72,-19.66,143.05,-4.91,19.03,28.27,27.31,98.91,26.39,37.04,25.07,14.34,-12.06,13.11,-30.01,-28.08,-16.39,-53.17,-10.93,-29.24,-65.20
RS_qq,,,,,-2.13,1.56,-19.75,-9.16,5.67,5.96,-10.88,-25.05,-75.00,-92.13,3328.57,-8.75,-67.12,56.94,-221.24,64.23,624.49,15.56,28.28,15.22,6.83,-12.79,-22.49,-79.50,-258.46,-79.61,-144.86,67.77,90.41,907.14,124.78
RS_sq,,,,,4.51,-22.31,-23.59,-8.66,5.66,-26.19,3.92,-1.13,-57.44,73.54,16.80,-6.86,28.74,-32.10,46.20,0.37,27.78,6.09,-7.10,8.82,16.62,-3.01,-28.55,39.97,-27.84,-0.33,-16.94,-21.60,37.24,-20.82,-59.15
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-60.52,-15.11,,-1.10,,,-13.66,-3.53,-3.73,-2.40,-19.20,-86.54,-99.82,-58.61,-39.95,160.00,20400.00,-125.74,-112.61,20.33,36.10,742.31,1372.41,89.04,25.45,3.59,-60.98,-90.82,-134.86,-231.50,-213.89,-50.00,220.49,164.62
GPM_sy,,7.12,-12.85,,-18.90,,,-12.09,-14.21,-39.48,-21.53,-39.19,-66.99,-92.06,-59.48,-71.63,85.24,808.00,64.89,188.61,7.17,21.59,11.83,28.07,48.70,43.12,39.23,,-19.00,-22.78,-19.61,-6.51,-48.15,-51.80,-92.10
GPM_qq,,,,,-1.82,4.45,-11.19,-5.20,9.70,4.23,-9.96,-21.52,-81.72,-98.57,20100.00,13.86,-20.87,12.64,-125.37,44.23,855.17,27.40,19.71,10.48,12.20,-15.46,-1.14,-58.38,-73.61,-421.05,-272.95,63.96,111.59,673.68,100.00
GPM_sq,,,,,-8.16,8.78,-14.79,3.27,-10.37,-23.26,10.48,-19.97,-51.35,-81.55,464.00,-43.97,217.72,-9.56,2.42,-1.94,17.98,2.60,-5.80,12.31,36.99,-1.25,-8.35,-19.34,10.96,-5.86,-4.59,-6.19,-38.46,-12.50,-84.35
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,13.09,-37.42,,-20.06,,,-36.39,-16.37,-15.96,-2.76,-7.00,-49.71,-55.33,-19.61,-8.09,28.90,43.04,-67.33,-60.24,-3.98,9.36,245.07,217.18,66.29,42.79,8.44,-27.20,-44.96,-50.88,-79.42,-27.93,-15.64,10.29,233.54
RBS_sy,,19.89,-3.73,,-7.75,,,-40.84,-27.98,-26.10,3.58,-8.51,-27.78,-20.42,-28.48,0.46,42.75,40.07,58.45,44.01,0.87,-1.89,-8.60,-9.69,0.80,12.77,1.43,13.19,4.43,-7.91,0.35,-9.69,-6.09,7.19,-15.44
RBS_qq,,,,,-15.84,-0.49,-17.83,-7.55,10.64,,-4.92,-11.59,-40.17,-11.19,71.13,1.07,-16.08,-1.45,-60.92,23.00,102.67,12.24,23.32,13.06,6.26,-3.62,-6.35,-24.09,-19.67,-13.99,-60.77,165.85,-5.96,12.44,18.66
RBS_sq,,,,,-3.71,-12.00,-23.76,-8.43,17.22,,6.85,-19.11,-7.47,-0.49,-3.97,13.62,31.49,-2.37,8.63,3.26,-7.90,-5.03,1.20,2.02,2.80,6.24,-8.97,13.85,-5.15,-6.30,-0.81,2.46,-1.37,6.94,-21.75
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,5.07,-67.16,,-40.91,,,,10.15,-10.93,-17.30,,-90.94,-105.16,-62.94,,186.89,754.05,-122.49,-106.81,94.86,84.71,1068.09,3615.38,56.30,10.74,-14.07,-75.71,-99.25,-130.10,-194.63,-190.09,725.00,226.85,205.41
ROPA_sy,,-7.61,-3.22,,-32.65,,,,-2.28,-34.59,-6.66,,-60.21,-56.04,-55.14,,39.85,62.99,-15.66,-42.71,25.00,61.17,136.86,322.22,12.73,12.50,-5.67,-14.25,-12.41,-13.33,-22.76,-37.85,-33.14,-55.94,-95.03
ROPA_qq,,,,,,31.75,-15.28,,,6.54,-21.34,,,-160.66,664.86,-8.61,-8.38,38.29,-119.42,72.34,2723.08,31.09,1.79,0.44,16.63,-7.13,-21.01,-71.61,-96.40,-3825.00,-148.32,72.97,133.00,472.73,106.35
ROPA_sq,,,,,,10.74,-14.94,,,-25.88,21.39,,,-18.09,23.88,-9.16,51.72,-4.55,-35.90,-38.29,231.02,23.08,-5.80,10.01,-11.62,22.83,-21.01,,-9.72,21.53,-29.60,-19.54,-2.88,-19.92,-92.06
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-79.69,62.36,,-181.31,,,-161.81,343.43,-74.81,362.02,80.98,-87.20,96.44,-89.50,115.63,508.03,361.42,-93.72,-65.45,-79.47,2.92,16645.45,-2331.37,-0.97,-50.62,-92.86,104.40,-113.84,-36.52,32.88,137.66,177.00,-362.66,3694.02
