,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CRN_yy,,-31.00,-33.33,,345.65,,,300.00,-35.61,-9.09,10.22,27.34,16.67,6.43,-5.96,-4.29,5.84,0.67,-5.63,-21.15,-31.29,-24.00,-9.70,4.88,4.46,-4.39,-19.83,-39.53,-25.64,-5.50,19.59,48.72,25.29,3.88,-25.00
CRN_sy,,-16.32,4.40,,7.23,,,21.88,8.99,10.61,-0.51,11.79,23.71,11.62,13.33,9.17,-10.00,-7.69,-7.24,-5.04,-0.93,1.96,5.37,-11.50,-8.41,-6.25,-12.50,-8.00,-3.06,2.56,5.82,8.70,-3.16,-8.00,-4.00
CRN_qq,,,,,540.62,-24.88,-11.04,-6.57,3.12,6.06,7.86,7.95,-5.52,-3.25,-4.70,9.86,4.49,-7.98,-10.67,-8.21,-8.94,1.79,6.14,6.61,-9.30,-6.84,-11.01,-19.59,11.54,18.39,12.62,,-6.03,-1.83,-18.69
CRN_sq,,,,,11.25,0.56,9.50,-0.51,-0.51,2.06,-1.52,11.79,10.09,-7.92,,7.69,-9.24,-5.56,0.49,10.24,-5.31,-2.80,3.85,-7.41,-2.00,-0.51,-3.08,-2.65,3.26,5.26,,,-8.00,,4.35
CPZ,99000,98000,59000,41000,196000,153000,124000,115000,117000,126000,141000,152000,155000,149000,142000,151000,147000,128000,118000,110000,103000,111000,118000,122000,126000,128000,132000,143000,144000,138000,140000,131000,127000,126000,119000
CPZ_yy,,-1.01,-39.80,,232.20,,,180.49,-40.31,-17.65,13.71,32.17,32.48,18.25,0.71,-0.66,-5.16,-14.09,-16.90,-27.15,-29.93,-13.28,,10.91,22.33,15.32,11.86,17.21,14.29,7.81,6.06,-8.39,-11.81,-8.70,-15.00
CPZ_sy,,10.58,13.04,,-11.15,,,12.68,5.19,5.28,9.41,25.83,38.27,17.37,17.92,5.96,-7.14,-0.66,-8.81,-3.12,-8.97,-11.26,,-20.65,-8.10,1.12,2.27,15.85,11.88,9.23,14.07,6.67,2.05,1.35,3.25
CPZ_qq,,,,,378.05,-21.94,-18.95,-7.26,1.74,7.69,11.90,7.80,1.97,-3.87,-4.70,6.34,-2.65,-12.93,-7.81,-6.78,-6.36,7.77,6.31,3.39,3.28,1.59,3.12,8.33,0.70,-4.17,1.45,-6.43,-3.05,-0.79,-5.56
CPZ_sq,,,,,8.45,6.49,3.66,-5.88,1.25,6.58,7.72,8.24,11.26,-9.52,8.22,-2.74,-2.50,-3.21,-0.66,3.33,-8.39,-5.63,-1.49,-6.82,6.10,3.83,-0.37,5.56,2.46,1.37,4.05,-1.30,-1.97,0.67,6.00
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-22.49,114.34,,-32.56,,,-70.87,-55.31,-26.62,-34.14,-42.94,-17.65,-9.20,-26.19,-24.56,-27.77,-20.29,17.09,34.56,48.85,5.72,-25.20,-41.64,-50.66,-33.18,-11.52,6.42,26.09,16.59,-10.73,-23.96,-18.68,-12.37,26.76
RZ_sy,,-38.24,58.26,,-25.16,,,28.97,-16.77,-34.58,-16.48,-25.72,-11.30,-3.49,-14.09,-13.99,-25.03,-16.50,-2.94,21.68,67.10,70.99,38.60,20.67,-2.93,-22.40,1.91,14.33,25.53,31.68,10.72,-22.26,-32.33,-34.93,-29.29
RZ_qq,,,,,-54.05,-44.90,6.49,8.05,-29.51,-9.53,-4.43,-6.38,1.74,-0.25,-22.31,-4.31,-2.59,10.09,14.12,9.96,7.75,-21.81,-19.26,-14.21,-8.90,5.89,6.92,3.18,7.94,-2.09,-18.13,-12.12,15.44,5.51,18.43
RZ_sq,,,,,24.60,18.27,-16.07,4.28,-19.59,-7.04,7.15,-7.26,-3.98,1.15,-4.62,-7.16,-16.30,12.65,10.87,16.39,14.95,15.27,-10.13,1.33,-7.53,-7.85,18.03,13.68,1.53,-3.33,-0.75,-20.19,-11.63,-7.04,7.85
CRZ,6000,8000,4000,3000,6000,10000,10000,9000,13000,14000,15000,16000,15000,16000,20000,21000,21000,19000,17000,16000,14000,18000,23000,27000,29000,28000,26000,25000,23000,24000,29000,33000,28000,27000,23000
CRZ_yy,,33.33,-50.00,,50.00,,,200.00,116.67,40.00,50.00,77.78,15.38,14.29,33.33,31.25,40.00,18.75,-15.00,-23.81,-33.33,-5.26,35.29,68.75,107.14,55.56,13.04,-7.41,-20.69,-14.29,11.54,32.00,21.74,12.50,-20.69
CRZ_sy,,51.61,-36.17,,30.00,,,-20.83,23.08,50.00,20.00,34.21,12.50,3.92,14.58,19.61,31.48,20.75,1.82,-21.31,-40.85,-43.75,-28.57,-20.83,4.76,36.11,-5.00,-5.26,-22.73,-26.53,-5.26,27.78,52.94,52.78,44.44
CRZ_qq,,,,,100.00,66.67,,-10.00,44.44,7.69,7.14,6.67,-6.25,6.67,25.00,5.00,,-9.52,-10.53,-5.88,-12.50,28.57,27.78,17.39,7.41,-3.45,-7.14,-3.85,-8.00,4.35,20.83,13.79,-15.15,-3.57,-14.81
CRZ_sq,,,,,-18.75,-12.82,,-5.00,26.32,6.25,-5.88,6.25,5.88,-1.85,3.77,10.91,,-9.86,-12.50,-14.29,-12.50,-14.29,11.11,-5.00,15.79,11.36,-22.45,-5.26,-5.56,5.88,,27.78,13.04,5.77,-5.45
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-5.01,56.84,,-64.97,,,-60.67,57.03,17.41,-14.56,-26.21,-22.18,-12.96,-3.55,-1.86,-5.78,2.08,16.72,34.23,49.54,23.62,2.10,-8.64,-19.13,-16.28,-15.90,-22.54,-21.71,-14.62,-8.46,13.60,32.88,35.94,45.89
RMO_sy,,-0.99,-8.59,,3.53,,,-9.00,-2.49,3.90,-0.79,0.40,-8.13,-3.27,-5.60,-13.90,-7.67,-8.36,-2.82,5.69,8.87,7.55,2.02,1.06,-3.41,-5.15,-3.27,-5.24,-8.46,-5.17,-2.63,2.68,2.39,1.67,3.32
RMO_qq,,,,,-75.96,23.96,22.97,7.31,-4.00,-7.31,-10.52,-7.33,1.24,3.68,-0.85,-5.70,-2.80,12.33,13.36,8.45,8.29,-7.14,-6.38,-2.96,-4.14,-3.86,-5.96,-10.62,-3.12,4.85,0.82,10.92,13.32,7.26,8.20
RMO_sq,,,,,-4.95,-9.55,4.03,1.74,1.86,-3.62,-0.67,2.96,-6.79,1.47,-3.06,-6.09,-0.06,0.72,2.79,2.14,2.95,-0.50,-2.50,1.18,-1.60,-2.29,-0.57,-0.89,-4.93,1.23,2.08,4.52,-5.21,0.52,3.74
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-20.59,-68.64,,62.55,,,46.80,26.20,36.10,11.35,-3.83,-8.20,-21.27,-30.92,-25.57,-19.42,-1.08,27.67,34.86,53.51,29.82,12.34,12.41,-4.93,-7.44,-16.13,-36.01,-39.49,-36.34,-34.68,-12.75,23.48,46.41,91.76
RMT_sy,,-0.74,-41.16,,9.11,,,-1.30,-9.29,-8.94,-8.56,-12.20,-13.79,-15.77,-18.72,-11.95,-2.67,4.47,11.75,-8.49,8.69,-5.89,-11.85,8.19,0.37,17.46,15.42,5.27,-12.53,-17.86,-9.12,1.28,25.28,37.68,10.82
RMT_qq,,,,,11.57,-0.03,22.66,7.31,-4.09,7.82,0.35,-7.33,-8.45,-7.53,-11.95,-0.16,-0.87,13.51,13.64,5.46,12.84,-4.00,-1.66,5.53,-4.57,-6.53,-10.89,-19.49,-9.77,-1.66,-8.57,7.54,27.69,16.61,19.74
RMT_sq,,,,,1.84,-1.30,-1.19,-0.63,-6.39,-0.93,-0.77,-4.58,-8.09,-3.21,-4.24,3.36,1.59,3.90,2.43,-15.36,20.67,-10.04,-4.05,3.88,11.94,5.28,-5.72,-5.26,-6.99,-1.14,4.32,5.58,15.06,8.65,-16.04
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-9.77,-29.36,,-24.03,,,-20.93,45.25,23.18,-6.76,-19.47,-17.45,-15.59,-13.84,-10.42,-10.66,0.93,20.71,34.47,50.98,25.83,5.63,-1.80,-14.50,-13.34,-15.98,-27.50,-28.55,-23.31,-19.56,2.23,29.10,39.95,62.34
RM_sy,,-10.23,-19.02,,5.57,,,-9.41,-4.08,-5.09,-5.28,-6.40,-15.37,-8.39,-19.08,-24.28,-5.31,-11.49,4.66,7.30,15.72,17.14,7.21,8.99,-5.87,-4.51,-1.98,1.21,-1.50,0.27,-2.85,-6.98,9.71,4.90,3.18
RM_qq,,,,,-47.86,15.10,22.77,7.31,-4.21,-2.39,-7.07,-7.32,-1.82,-0.19,-5.14,-3.63,-2.09,12.76,13.46,7.35,9.93,-6.02,-4.76,-0.20,-4.29,-4.74,-7.66,-13.88,-5.68,2.25,-3.15,9.45,19.11,10.84,12.35
RM_sq,,,,,-11.20,-4.59,3.22,3.59,-5.98,-5.59,3.02,2.37,-14.99,2.19,-9.00,-4.21,6.31,-4.48,7.60,-1.79,14.65,-3.31,-1.52,-0.17,-0.97,-1.92,1.08,3.08,-3.62,-0.15,-2.07,-1.30,13.67,-4.53,-3.68
COP,106000,77000,50000,35000,211000,164000,147000,137000,145000,154000,166000,179000,169000,165000,162000,177000,184000,169000,151000,139000,126000,132000,144000,156000,146000,137000,123000,103000,110000,127000,145000,149000,137000,134000,110000
COP_yy,,-27.36,-35.06,,322.00,,,291.43,-31.28,-6.10,12.93,30.66,16.55,7.14,-2.41,-1.12,8.88,2.42,-6.79,-21.47,-31.52,-21.89,-4.64,12.23,15.87,3.79,-14.58,-33.97,-24.66,-7.30,17.89,44.66,24.55,5.51,-24.14
COP_sy,,-0.42,16.10,,-1.46,,,-3.52,1.48,4.55,6.77,25.51,17.15,16.67,15.49,13.23,1.56,-6.21,-9.76,-16.81,-7.36,-5.96,-2.70,-11.99,-12.58,-8.10,-14.24,-7.39,-3.79,-2.68,9.31,22.69,7.09,10.24,
COP_qq,,,,,502.86,-22.27,-10.37,-6.80,5.84,6.21,7.79,7.83,-5.59,-2.37,-1.82,9.26,3.95,-8.15,-10.65,-7.95,-9.35,4.76,9.09,8.33,-6.41,-6.16,-10.22,-16.26,6.80,15.45,14.17,2.76,-8.05,-2.19,-17.91
COP_sq,,,,,5.47,-2.22,0.76,-7.14,10.93,0.73,2.90,9.15,3.55,0.31,1.86,7.01,-7.12,-7.36,-1.99,-1.35,3.42,-5.96,1.41,-10.76,2.72,-1.14,-5.36,-3.64,6.72,,6.30,8.15,-6.85,2.94,-3.57
CSP,7000,-21000,-9000,-6000,15000,11000,23000,22000,28000,28000,25000,27000,14000,16000,20000,26000,37000,41000,33000,29000,23000,21000,26000,34000,20000,9000,-9000,-40000,-34000,-11000,5000,18000,10000,8000,-9000
CSP_yy,,-400.00,57.14,,266.67,,,466.67,86.67,154.55,8.70,22.73,-50.00,-42.86,-20.00,-3.70,164.29,156.25,65.00,11.54,-37.84,-48.78,-21.21,17.24,-13.04,-57.14,-134.62,-217.65,-270.00,-222.22,155.56,145.00,129.41,172.73,-280.00
CSP_sy,,20.00,316.67,,24.00,,,-31.58,-9.68,36.36,-18.75,,-50.00,-43.33,-69.23,-123.08,-100.00,-100.00,275.00,500.00,,,20.00,-20.83,-52.94,-67.86,-77.78,-57.89,-112.50,-233.33,-50.00,-75.00,-650.00,-50.00,-1000.00
CSP_qq,,,,,350.00,-26.67,109.09,-4.35,27.27,,-10.71,8.00,-48.15,14.29,25.00,30.00,42.31,10.81,-19.51,-12.12,-20.69,-8.70,23.81,30.77,-41.18,-55.00,-200.00,-344.44,15.00,67.65,145.45,260.00,-44.44,-20.00,-212.50
CSP_sq,,,,,-18.42,-29.03,45.45,-18.75,7.69,,-13.33,,-46.15,21.43,-52.94,-175.00,100.00,,,-20.00,41.67,-17.65,28.57,-47.22,-15.79,-43.75,-11.11,,-125.00,-500.00,133.33,-50.00,-850.00,-20.00,-100.00
