,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q4,2017/Q4
RMO_yy,-15.12,1436.99,,227.78,,,-56.52,-14.97,-12.69,,,-29.50,,366.19,754.46,154.60,-19.65,-3.34,-68.00,-47.45,-21.19,-83.68,-70.59,-81.04,-84.34,-33.52,-62.37,37.00,95.52,14.51,100.37,-87.84,-83.95,269.31,841.63,9383.61,38.59,1.27
RMO_sy,9.56,18.84,,-10.42,,,-11.89,0.86,-5.98,,,3.79,,15.74,12.39,-13.92,10.66,0.22,-12.51,6.18,-14.85,-11.07,-2.62,3.01,-3.01,1.85,5.20,7.86,10.53,2.77,2.47,14.97,-5.10,-16.11,-8.31,-10.89,16.45,-12.74
RMO_qq,,,,-50.47,23.85,-21.47,-9.74,-3.15,,,0.15,113.10,102.51,7.87,83.56,-36.50,-36.09,29.76,-39.24,4.29,-4.15,-73.13,9.50,-32.77,-20.82,14.05,-38.02,144.76,13.00,-33.20,8.45,-85.15,49.18,1437.09,176.51,49.57,,
RMO_sq,,,,-5.04,-15.67,7.02,2.81,8.71,,,7.10,-1.52,5.01,4.50,4.00,-24.58,35.00,-5.36,-9.20,-8.47,8.27,-1.16,-0.58,-3.17,1.93,3.80,2.68,-0.73,4.46,-3.48,2.38,11.38,-13.77,-14.68,11.90,8.25,,
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,120.78,417.06,,828.33,,,78.89,2.19,-65.66,,,-40.22,,508.05,1014.79,484.40,167.16,291.63,29.62,-14.54,-37.38,-90.64,-83.13,-85.81,-86.40,-52.36,-76.70,-33.72,-14.22,-45.60,-5.94,-93.28,-90.45,138.88,900.97,32864.81,52.10,-18.21
RMT_sy,-6.59,-18.09,,-17.26,,,5.68,-1.87,-17.34,,,0.69,,-13.93,-8.38,-3.64,2.69,31.32,18.03,-4.22,5.32,-5.84,4.38,7.60,13.20,16.44,-3.61,-1.33,-1.38,5.80,17.39,9.20,12.28,-14.11,-23.79,-14.45,-3.42,9.61
RMT_qq,,,,64.85,45.99,-17.64,-9.74,-5.83,,,0.13,122.05,125.70,21.17,83.58,16.40,3.18,77.62,-39.24,-23.26,-24.40,-73.44,9.49,-35.48,-27.54,-6.94,-46.45,83.56,-6.22,-40.98,-7.42,-86.89,33.33,1376.39,287.96,331.64,,
RMT_sq,,,,12.06,-3.61,-3.35,1.24,4.05,,,4.20,12.39,-13.69,-14.85,10.92,18.22,-8.03,8.89,-0.31,-4.06,1.13,-2.65,10.51,-1.10,6.39,0.14,-8.52,1.23,6.34,7.44,1.50,-5.82,9.33,-17.81,-9.94,5.72,,
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,62.71,626.04,,573.03,,,14.22,-5.88,-51.94,,,-37.75,,469.17,944.67,350.72,69.39,110.28,-30.39,-34.13,-32.14,-87.37,-77.24,-83.07,-85.02,-44.21,-71.30,-13.55,13.20,-32.02,15.44,-92.33,-92.05,36.63,227.66,4379.55,377.83,39.81
RM_sy,13.19,5.57,,-5.47,,,1.62,-2.38,-16.49,,,-8.74,,4.10,11.51,14.52,7.37,8.26,9.54,-1.24,0.52,-2.33,-2.20,4.77,1.94,2.62,-3.41,3.70,10.97,14.73,12.24,4.65,-8.53,-16.46,-12.76,-10.63,6.47,-3.69
RM_qq,,,,15.83,35.66,-19.47,-9.74,-4.56,,,,120.17,119.83,17.60,83.54,-5.01,-17.38,45.98,-39.24,-10.11,-14.89,-72.83,9.48,-33.13,-24.70,1.20,-43.68,101.40,-1.39,-39.22,-4.36,-86.63,2.27,944.44,129.36,82.84,,
RM_sq,,,,4.30,-7.70,-0.75,6.34,0.20,,,,0.46,6.01,0.25,4.43,3.17,-0.60,1.09,5.67,-6.98,1.17,-1.79,5.82,-0.36,-1.56,-1.13,-0.41,6.98,5.35,2.22,-2.57,-0.26,-7.92,-6.64,1.74,2.18,,
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
