,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-46.99,,-19.82,,,,5.78,6.53,22.72,,0.58,1.04,-24.10,-21.08,-17.43,-17.08,-13.62,-11.93,-9.10,3.54,-10.28,0.57,59.79,29.14,55.55,43.26,-7.81,7.74,3.23
CWKCurrent_sy,,-21.06,,-12.77,,,,11.36,-0.25,3.31,,5.89,5.81,10.21,10.38,-2.71,4.24,1.05,1.96,1.24,1.60,7.06,7.26,9.04,5.80,1.92,3.39,-0.18,3.66,5.72
CWKCurrent_qq,,,,,-5.91,7.19,,,-5.25,23.47,-7.87,-6.69,-4.81,-7.25,-4.21,-2.36,-4.41,-3.38,-2.33,0.78,8.88,-16.28,9.47,60.12,-12.00,0.84,0.82,3.04,2.84,-3.38
CWKCurrent_sq,,,,,3.19,0.14,,,-7.57,3.72,-3.12,14.01,-7.64,8.03,-2.97,0.49,-1.04,4.73,-2.10,-0.21,-0.69,10.35,-1.92,1.44,-3.63,6.30,-0.50,-2.07,0.08,8.41
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,-139.36,,576.00,,,,-4.49,-13.92,-85.92,,0.04,-171.14,-370.78,-126.37,-99.04,137.56,238.16,660.41,8292.00,-611.53,-182.60,-230.46,-389.85,42.17,158.34,134.18,110.20,117.16,158.76
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,36.46,-19.95,-100.00,,22.99,-86.91,250.36,77.29,-187.46,50.15,65.88,106.43,3336.00,83.35,38.41,-3.76,-309.44,70.39,-118.60,-113.82,58.21,129.87,28.06,-36.21,-29.68,350.46
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,4.70,16.17,609.26,,-0.02,,,,10348.26,,,,-98.81,,,,,,,,,,-61.36
CWKGrahamCurrent_sy,,,,,,,,25.62,22.41,3.83,,-6.35,,,,21.26,,,,-21.42,,,,,,,,,,-38.99
CWKGrahamCurrent_qq,,,,,-26.71,24.93,,,-18.68,662.74,-71.43,-43.58,,,,,-97.09,-45.45,-27.76,3.90,,,,,,,-21.93,56.88,42.07,-77.79
CWKGrahamCurrent_sq,,,,,-11.46,10.80,,,-13.73,-6.02,33.05,-13.20,,,,,5.33,-1.82,-27.22,4.40,,,,,,,-38.90,-0.31,4.51,-4.15
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,7.67,,103.95,,,23.69,3.56,-13.63,-11.73,-5.07,10.14,19.64,25.44,27.29,16.28,17.39,9.00,-1.80,-5.18,-11.01,-14.36,-12.33,-17.79,-30.93,-26.50,-25.68,-10.01,8.07,11.38
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,13.37,13.92,-1.33,-2.93,-5.09,-4.99,0.85,4.39,10.12,3.20,5.74,5.93,0.60,4.19,-1.82,-4.56,-2.87,-2.21,-5.52,-2.31,-8.92,-17.85,0.55,-1.23,10.29,-1.35,3.64
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-7.12,,-50.97,,,-19.15,-3.45,15.77,13.31,5.35,-9.19,-16.41,-20.29,-21.45,-14.01,-14.82,-8.25,1.83,5.48,12.36,16.75,14.07,21.63,44.79,36.05,34.57,11.12,-7.47,-10.22
CPCurrent_sy,,-13.90,,-13.58,,,-20.60,-18.28,-8.75,-13.93,-6.78,14.66,6.19,9.56,10.92,-0.80,2.00,11.98,6.55,-1.77,1.66,-1.77,4.95,7.23,-3.12,23.72,10.23,-14.99,-9.34,-17.47
CPCurrent_qq,,,,-11.79,-12.21,1.33,3.03,5.35,5.26,-0.83,-4.21,-9.19,-3.10,-5.43,-5.61,-0.58,-4.01,1.86,4.76,2.97,2.25,5.84,2.36,9.80,21.71,-0.54,1.24,-9.33,1.36,-3.51
CPCurrent_sq,,,,-6.17,-6.63,-4.19,-5.41,-3.43,4.27,-9.63,2.45,18.77,-3.43,-6.76,3.71,6.22,-0.70,2.36,-1.31,-2.08,2.76,-1.09,5.44,0.05,-7.16,26.32,-6.06,-22.84,-0.98,15.00
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-82.74,,1241.80,,,203.13,21.33,-10.11,-15.99,-18.46,1.01,14.88,16.06,4.69,-16.28,-34.09,-35.59,-37.24,-44.31,-58.86,-76.13,-170.33,-602.21,-759.21,-1345.58,-262.42,111.10,88.14,97.10
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,114.73,29.14,3.66,5.45,-14.05,-4.32,-3.12,2.35,6.47,8.82,-2.13,-7.67,-14.86,-14.34,-4.35,-10.04,-24.45,-36.71,-44.49,-365.03,-439.44,16.93,-4.88,22.89,116.53,-188.74,74.34
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,479.51,,-92.55,,,-67.02,-17.59,11.26,19.05,22.67,-0.99,-12.95,-13.85,-4.49,19.48,51.71,55.25,59.36,79.54,142.97,319.11,,,,,,,,
CZCurrent_sy,,12.95,,-23.02,,,-14.00,-11.53,9.00,9.92,13.20,26.22,2.12,-4.69,-1.12,-19.04,-4.76,3.84,5.31,3.23,-2.85,9.25,,,,,,,,
CZCurrent_qq,,,,-53.44,-22.57,-3.53,-5.17,16.34,4.54,3.23,-2.29,-6.10,-8.09,2.16,8.33,17.47,16.70,4.54,11.20,32.34,57.93,80.33,,,,,,,,
CZCurrent_sq,,,,14.88,-14.45,-10.06,-2.70,18.17,5.41,-9.31,0.20,31.78,-14.72,-15.36,3.96,7.88,0.33,-7.72,5.43,5.76,-5.58,3.78,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-78.23,,694.78,,,71.03,17.59,-16.98,-17.88,-5.95,7.76,16.70,13.45,8.84,-12.55,-25.54,-28.11,-33.80,-47.10,-52.20,-59.83,-145.88,-450.47,-573.64,-745.06,-377.52,90.09,88.06,97.54
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,42.30,33.11,1.53,-11.07,-2.16,-6.03,0.44,1.84,12.11,1.77,-2.36,-2.31,-9.92,-13.35,-5.72,-10.04,-28.01,-21.70,-20.78,-202.76,-449.86,-5.82,-7.89,23.93,88.59,-27.50,77.76
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,359.65,,-87.42,,,-41.54,-14.97,20.46,21.77,6.34,-7.19,-14.30,-11.86,-8.12,14.33,34.30,39.09,51.07,89.03,109.13,148.93,,,,,,,,
CZOCurrent_sy,,5.28,,-14.05,,,-25.72,-11.25,16.53,-3.70,5.21,27.20,-5.86,-6.12,-4.48,-20.11,-16.67,3.50,7.81,2.12,21.90,8.51,,,,,,,,
CZOCurrent_qq,,,,-29.74,-24.88,-1.49,12.44,2.19,6.42,-0.42,-1.80,-10.81,-1.74,2.42,2.36,10.99,15.43,6.06,11.18,38.87,27.70,26.25,,,,,,,,
CZOCurrent_sq,,,,-7.63,-11.13,5.52,-14.24,10.36,16.69,-12.80,-6.31,33.42,-13.64,-13.04,-4.67,11.60,-9.93,8.02,-0.71,5.71,7.52,-3.85,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,11.24,,2.21,,,,2.02,31.88,42.12,37.66,40.73,49.32,50.33,7.77,-4.69,-1.21,16.37,-3.67,7.76,16.05,26.54,28.69,20.41,-20.46,-41.91,-34.66,-40.98,-39.40,-19.68
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,4.05,-19.03,-23.65,55.46,6.16,4.66,-17.72,50.59,8.52,11.05,-17.16,7.96,-4.03,15.10,-2.42,-10.63,7.36,23.95,6.40,-9.11,0.46,-18.13,-22.30,2.24,-9.26,-15.93,2.99
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,3.31,,-49.88,,,-19.15,-1.49,52.72,61.02,45.01,27.77,24.82,19.85,-15.34,-18.04,-15.84,6.76,-1.90,13.66,30.39,47.73,46.80,46.46,15.16,-20.97,-12.08,-34.40,-43.92,-27.89
EVPCurrent_sy,,13.13,,-20.23,,,3.40,10.12,22.07,16.81,25.12,16.29,1.02,2.37,-5.84,-1.99,-6.76,2.57,1.38,-1.97,17.30,11.85,12.88,13.94,4.32,6.51,-1.85,-20.91,-19.20,-26.75
EVPCurrent_qq,,,,-8.20,-28.95,-22.61,60.17,11.86,10.15,-18.40,44.25,-1.45,7.60,-21.65,1.90,-4.59,10.49,-0.61,-6.37,10.54,26.75,12.61,-6.96,10.29,-0.33,-22.73,3.51,-17.72,-14.79,-0.64
EVPCurrent_sq,,,,11.89,-7.21,-1.78,1.40,19.17,2.86,-6.02,8.61,10.76,-10.65,-4.76,-0.10,15.29,-15.00,4.77,-1.25,11.48,1.71,-0.10,-0.34,12.52,-6.87,2.00,-8.17,-9.33,-4.86,-7.53
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,411.31,,-87.15,,,-41.54,-13.25,58.86,73.04,46.39,30.61,27.97,32.51,-0.98,8.97,32.68,61.84,45.53,103.71,142.70,214.99,-380.49,-134.37,-116.80,-109.01,86.32,-495.95,-407.33,-3169.39
EVEBITCurrent_sy,,14.29,,-4.60,,,-15.26,9.22,8.22,-12.07,-3.83,10.15,-4.74,-0.37,-9.54,-1.76,-2.47,20.47,21.29,-12.53,3.07,7.88,2.39,26.12,45.01,37.91,48.90,-5.60,-18.71,-24.48
EVEBITCurrent_qq,,,,-26.90,-39.18,-24.78,74.78,8.48,11.38,-18.06,47.87,-3.21,9.12,-15.15,10.50,6.51,32.87,3.49,-0.64,49.09,58.30,34.32,-188.48,81.73,22.64,27.98,-34.43,-695.65,34.14,-364.13
EVEBITCurrent_sq,,,,-10.20,-3.36,1.72,-4.01,15.73,-4.24,-17.35,4.99,32.56,-17.19,-13.55,-4.68,43.95,-17.78,6.79,-4.03,3.81,-3.12,11.77,-8.91,27.87,11.39,6.30,-1.65,-18.93,-4.08,-1.25
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,151.69,,-73.56,,,-34.98,-10.58,54.97,68.49,44.88,31.31,26.25,27.41,-7.14,-3.88,15.83,40.12,24.95,61.70,83.88,117.06,3476.70,-173.06,-137.85,-122.21,-101.95,1135.14,4713.11,790.56
EVEBITDACurrent_sy,,2.02,,-1.60,,,,-3.24,18.64,19.90,-1.95,11.24,0.13,6.86,11.63,-4.75,-9.21,-3.68,0.10,-9.41,-5.99,3.26,-0.38,21.32,24.00,8.82,17.71,9.27,-9.77,-7.42
EVEBITDACurrent_qq,,,,-21.28,-36.31,-24.58,71.95,8.26,10.38,-18.00,47.86,-1.88,6.12,-17.25,7.76,1.56,27.89,0.10,-3.91,31.44,45.44,18.16,1483.42,-102.68,24.65,30.66,-39.28,1522.45,235.80,-89.62
EVEBITDACurrent_sq,,,,5.33,-11.27,-8.00,16.29,1.92,8.80,-7.02,-4.90,15.63,-2.06,-0.78,-0.66,-1.33,-6.65,5.26,3.24,-10.71,-3.12,15.62,-0.39,8.75,-0.99,1.46,7.75,0.95,-18.25,4.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-90.86,,977.17,,,,28.41,-4.23,3.10,,1.57,16.08,-11.89,-17.38,-30.87,-45.37,-44.34,-44.72,-49.36,-57.35,-78.57,-170.79,-902.10,-950.32,-2035.17,-418.79,110.24,87.22,97.01
ROE_sy,,-14.02,,44.95,,,,8.94,-4.15,-13.17,,-8.36,3.60,-6.85,12.71,18.88,11.93,14.33,6.34,-18.50,-26.29,-37.59,-51.62,-36.66,-18.92,-19.84,-15.24,-40.91,-36.11,-14.81
ROE_qq,,,,,21.54,11.08,,,-9.35,19.59,-5.73,-0.62,3.60,-9.22,-11.60,-16.85,-18.13,-7.52,-12.20,-23.82,-31.05,-53.53,-390.00,-763.14,26.90,-5.77,22.26,117.03,-191.25,75.22
ROE_sq,,,,,8.52,9.48,,,-4.52,-0.82,-14.23,12.83,7.94,-10.83,3.79,19.01,1.62,-8.93,-3.46,-8.79,-8.08,-22.89,-25.16,19.42,17.66,-23.77,-20.86,-16.75,27.22,1.63
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-92.49,,1216.48,,,,40.15,0.13,-14.53,,-18.58,-21.58,-10.95,-18.75,-30.65,-38.57,-41.13,-37.72,-44.62,-66.04,-80.87,-155.63,-545.14,-939.04,-2242.55,-528.86,118.83,81.01,96.59
ROA_sy,,-10.31,,-8.15,,,,47.02,3.20,-23.27,,-29.42,-20.04,-2.83,33.33,58.55,62.31,32.66,4.30,-26.81,-58.06,-46.88,-57.20,-44.30,9.45,-20.00,-38.55,-43.84,-49.40,-17.86
ROA_qq,,,,,27.88,7.38,,,-8.64,-8.34,-0.21,-2.57,-12.00,4.07,-8.95,-16.84,-22.05,-0.27,-3.66,-26.06,-52.19,-43.82,-380.14,-491.65,9.88,-43.45,17.78,117.71,-190.91,74.25
ROA_sq,,,,,32.81,9.70,,,-6.78,-18.44,0.43,-7.58,5.62,-0.89,37.81,9.90,8.12,-18.99,8.35,-22.88,-38.04,2.61,-12.70,0.36,21.74,-25.00,-32.94,-8.28,9.68,21.76
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-79.81,,290.14,,,38.30,13.58,-3.87,-6.94,-0.96,-2.17,-2.46,-9.56,-14.49,-24.76,-36.59,-34.05,-32.58,-44.23,-46.28,-53.13,-152.34,-526.36,-785.83,-978.38,-542.50,89.00,88.96,97.80
OPM_sy,,-25.88,,55.16,,,9.17,12.34,7.97,-22.62,-25.47,-31.19,-19.34,25.78,21.00,27.71,14.67,-5.81,-11.66,-17.62,-8.25,-6.44,4.83,-35.85,-29.84,-38.37,-36.10,-6.86,-10.04,13.70
OPM_qq,,,,25.54,16.87,2.87,-8.36,3.09,-1.09,-0.42,-2.47,1.83,-1.38,-7.67,-7.79,-10.40,-16.88,-3.98,-5.73,-25.89,-19.92,-16.22,-205.26,-503.75,-28.81,-7.30,23.00,89.66,-29.30,78.59
OPM_sq,,,,9.52,-6.91,8.10,-0.95,12.70,-10.53,-22.52,-4.60,4.04,4.88,20.82,-8.22,9.82,-5.83,-0.76,-13.93,2.42,4.87,1.20,-3.56,-37.33,14.71,-11.11,,-8.65,10.79,12.35
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-83.95,,556.83,,,145.24,17.24,4.02,-4.84,-14.15,-8.30,-3.92,-7.46,-17.74,-28.07,-43.85,-40.92,-36.10,-41.20,-53.74,-72.08,-180.25,-710.47,-1053.30,-1791.86,-387.55,112.35,89.01,97.39
ROS_sy,,-1.64,,28.10,,,-19.83,13.75,11.13,-26.28,-7.84,-17.81,-16.38,27.78,32.15,18.39,28.96,-4.89,-17.71,-22.25,-29.08,-40.19,-19.35,-34.99,-25.97,-23.57,-46.09,3.65,-26.77,18.75
ROS_qq,,,,89.45,13.41,5.03,8.67,-9.43,0.63,-3.92,-1.95,-3.26,5.43,-7.46,-12.85,-15.41,-17.69,-2.63,-5.74,-22.16,-35.25,-41.23,-370.93,-492.13,-1.11,-4.30,21.92,114.99,-190.02,75.22
ROS_sq,,,,-6.03,-4.00,13.46,-21.67,33.33,-6.21,-24.74,-2.08,18.91,-4.57,15.00,1.27,6.53,3.95,-15.19,-12.38,0.65,-5.18,-28.47,18.15,-18.87,7.97,-26.15,-16.67,56.00,-23.72,19.75
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-94.28,,1280.62,,,45.73,15.95,-8.01,-17.02,-21.94,-9.83,-23.59,-22.60,-21.86,-41.25,-16.82,-16.58,-24.24,-30.80,-53.26,-77.66,-143.16,-333.29,-522.86,-1058.17,-325.17,84.82,87.49,98.73
RS_sy,,-18.91,,36.05,,,2.76,21.48,4.88,-14.61,-22.95,-33.21,-11.77,8.85,23.43,29.43,14.74,14.88,-6.59,0.07,-0.50,-34.05,-5.66,-36.89,-34.78,-26.11,-42.11,-36.57,-25.22,44.38
RS_qq,,,,20.66,17.74,4.77,-2.09,-4.00,-6.59,-5.50,-7.90,10.90,-20.84,-4.27,-7.02,-16.62,12.07,-4.00,-15.55,-23.84,-24.31,-54.10,-263.12,-311.66,-37.20,-4.00,27.62,85.31,-13.06,89.44
RS_sq,,,,-5.38,-1.80,6.94,3.42,11.85,-15.22,-12.94,-6.68,-3.04,11.99,7.41,5.83,1.67,-0.71,7.54,-13.95,8.92,-1.28,-28.72,23.08,-27.14,2.03,-19.25,-3.56,-20.17,20.28,55.92
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-80.43,,464.10,,,158.53,10.05,-2.03,-11.42,-21.51,-9.18,-8.00,-11.69,-21.03,-32.24,-41.71,-36.98,-32.30,-37.43,-52.70,-70.70,-161.67,-521.57,-696.01,-1137.76,-282.65,119.54,85.44,98.15
GPM_sy,,-6.47,,25.74,,,-28.88,21.42,-12.86,-17.53,3.75,-34.44,0.84,14.81,22.45,30.41,25.67,1.44,-18.64,-16.25,-26.55,-32.98,-6.70,-33.67,-28.80,-26.79,-46.11,-2.29,-28.50,20.73
GPM_qq,,,,99.80,12.17,5.67,9.16,-14.95,-0.14,-4.46,-3.27,-1.59,1.16,-8.29,-13.51,-15.55,-12.98,-0.86,-7.09,-21.95,-34.21,-38.59,-295.58,-433.48,6.98,-6.93,27.89,127.24,-169.32,86.43
GPM_sq,,,,-6.71,-0.15,2.28,-25.36,59.29,-28.34,-3.20,-6.10,0.65,10.23,10.20,0.15,7.20,6.22,-11.04,-19.67,10.34,-6.84,-18.84,11.83,-21.56,,-16.54,-17.68,42.22,-26.82,40.93
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,-44.15,,60.48,,,23.54,9.38,0.74,-11.65,-16.35,-11.91,-17.04,-9.80,-6.14,-12.28,-2.39,-5.43,-9.60,-14.16,-24.75,-37.19,-61.69,-114.76,-146.59,-163.55,-138.55,410.51,208.00,224.25
RBS_sy,,-7.94,,14.46,,,-1.68,-4.12,-10.24,-4.29,-2.77,3.86,2.66,-12.32,-4.15,-7.10,-3.31,6.33,2.39,-5.80,-4.63,-6.56,-13.94,-5.22,0.23,-10.30,2.74,-9.89,-10.85,1.72
RBS_qq,,,,10.06,5.90,6.41,-0.39,-2.55,-2.46,-6.68,-5.69,2.62,-8.14,1.46,-1.86,-4.10,2.22,-1.70,-6.18,-8.95,-10.39,-17.94,-42.77,-135.08,-182.80,-11.94,65.29,382.61,-1.64,28.78
RBS_sq,,,,0.74,1.97,2.07,-6.23,-1.77,-4.53,8.83,-4.73,4.92,-5.63,-7.05,4.14,1.70,-1.78,2.21,0.28,-6.43,-0.56,0.14,-7.63,3.04,5.16,-10.38,5.79,-9.62,4.04,2.26
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-90.54,,681.14,,,,35.77,-7.50,-16.42,,-13.09,-20.35,-12.95,-15.53,-27.59,-30.60,-34.33,-34.21,-47.35,-60.59,-67.73,-136.20,-410.41,-703.86,-1207.53,-730.06,83.18,80.89,97.12
ROPA_sy,,-34.39,,62.80,,,,21.51,-6.68,-4.34,,-26.55,-9.95,-6.37,13.78,21.31,10.68,19.67,8.55,-3.60,-8.18,-36.16,-37.66,-53.90,-46.23,-28.32,-25.05,1.40,3.50,26.80
ROPA_qq,,,,,31.75,5.16,,,-10.24,-4.98,-0.76,2.67,-17.73,3.84,-3.70,-11.98,-21.15,-1.74,-3.54,-29.55,-40.98,-19.56,-208.22,-504.11,-14.82,-47.54,18.89,87.76,-30.53,77.80
ROPA_sq,,,,,8.60,-8.66,,,-16.59,-6.37,-12.61,7.62,2.26,-2.65,6.20,14.74,-6.70,5.26,-3.67,1.90,-11.14,-26.81,-5.94,-24.63,3.63,-2.43,-1.66,1.97,5.79,19.53
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-70.58,,-1687.98,,,202.54,130.39,-53.39,18.80,138.12,538.58,9.67,-8.57,-46.74,-86.95,89.15,-294.30,52.37,-1403.44,-92.97,115.79,-143.94,59.22,1790.83,-2037.48,832.05,145.70,-111.12,98.30
ZNPO_sy,,-25.28,,138.93,,,-6.41,-31.70,-20.77,-34.01,-15.79,40.50,22.27,27.20,9.77,-10.70,16.80,-25.05,14.87,-25.01,-64.45,-16.14,-32.01,-24.40,42.27,-25.97,-37.29,-28.43,6.70,18.51
ZNPO_qq,,,,-195.02,206.94,-63.48,-11.01,-12.55,64.00,-6.91,78.36,134.52,-71.83,-22.40,3.91,-42.55,308.35,-179.71,181.49,-591.44,102.20,79.06,-326.82,-356.03,202.09,-283.47,185.70,-71.53,-124.85,71.88
ZNPO_sq,,,,-2.06,-9.83,13.69,-6.78,-28.52,4.59,-5.30,18.95,19.25,-8.98,-1.48,2.66,-2.99,19.04,-36.78,57.32,-36.66,-43.58,49.15,27.55,-29.57,6.18,-22.40,8.05,-19.61,58.30,-13.81
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,2376.26,,,,,-240.00,,-117.04,-351.15,-2589.47,-1621.85,805.78,570.14,137.93,139.09,83.55,34.60,-24.70,33.97,-51.65,-38.14,28.12,-40.07,-50.26,,,,,
ZFI_sy,,36.73,,,,,-16.66,,-8.21,-10.08,-7.91,9.73,19.55,15.59,17.24,21.04,7.87,-3.57,9.39,-12.85,-16.57,-7.98,-11.55,-9.47,8.03,,,,,
ZFI_qq,,,,,,-88.12,-200.57,-36.34,-4.66,-75.00,-977.01,12.71,142.90,16.57,-13.11,-10.05,101.47,-14.51,-51.39,60.03,-27.28,9.37,0.67,-25.14,-39.65,,,,,
ZFI_sq,,,,,,3.34,-7.11,-12.37,9.12,1.24,-4.88,4.42,18.88,-2.11,-3.51,7.80,5.94,-12.49,9.46,-14.12,1.42,-3.48,5.20,-12.09,21.02,,,,,
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,26.81,,-21.74,,,,-14.00,-8.05,27.19,,38.41,64.46,-1.10,1.95,-0.32,-10.10,-6.12,-14.45,-10.63,20.77,12.48,31.92,61.61,-31.50,-9.82,-18.79,-39.89,0.27,-15.72
DTAR_sy,,24.83,,10.24,,,,-11.57,1.50,9.55,,10.30,11.16,1.34,4.17,-3.44,-4.53,-0.05,-1.47,3.03,2.52,4.49,12.05,13.07,7.16,-1.15,-0.37,0.39,-3.12,6.53
DTAR_qq,,,,,-7.99,5.88,,,-1.62,46.45,-6.02,2.21,16.90,-11.93,-3.11,-0.06,5.43,-8.04,-11.71,4.40,42.47,-14.35,3.55,27.90,-39.61,12.75,-6.74,-5.34,0.74,-5.24
DTAR_sq,,,,,-10.76,3.40,,,2.44,11.61,-6.72,3.43,3.23,1.75,-4.13,-4.12,2.06,6.53,-5.49,0.26,1.55,8.58,1.35,1.18,-3.76,0.16,2.15,1.95,-7.12,10.13
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,54.23,,-35.96,,,,-21.24,-12.09,53.35,,72.61,143.35,-2.14,3.66,-0.58,-19.99,-11.25,-24.14,-18.31,51.64,25.56,67.89,191.34,-30.59,-18.26,-32.99,-67.34,-32.48,-25.72
CG_sy,,40.53,,21.04,,,,-20.08,-3.79,15.27,,19.01,19.46,0.14,2.23,-6.91,-7.53,-1.09,-2.22,5.98,5.91,10.22,25.90,26.21,14.20,-1.31,-2.23,0.78,-6.25,6.83
CG_qq,,,,,-12.57,9.57,,,-2.40,91.12,-11.16,4.17,37.59,-23.14,-5.89,-0.10,10.73,-14.74,-19.57,7.57,105.56,-29.40,7.55,86.67,-51.03,-16.87,-11.84,-9.01,1.24,-8.54
CG_sq,,,,,-13.79,4.83,,,3.78,25.59,-10.50,2.01,4.18,5.28,-8.62,-7.11,3.49,12.61,-9.67,0.67,3.43,17.18,3.19,0.92,-6.41,1.27,2.22,4.02,-12.93,15.40
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
