,2005/Q4,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
CRN_qq,,,-3.12,-9.68,,10.71,19.35,,2.70,-7.89,-2.86,-2.94,-3.03,-21.88,-28.00,55.56,17.86,15.15,5.26,-5.00,-2.63,,2.70,15.79,-4.55,4.76,,-2.27,11.63,-6.25,-11.11,-5.00,-5.26,-2.78,5.71,-2.70,-5.56,,2.94,-5.71,-3.03,3.12,-9.09,,3.33,3.23,3.12,87.88,-12.90,9.26,-16.95
CRN_sq,,,,,,13.21,-3.33,,2.70,-7.89,5.71,-8.11,-5.88,-6.25,,46.67,-20.45,2.86,-11.11,18.75,-3.95,,3.95,-8.86,-9.72,-12.31,,10.71,-9.68,,-7.14,15.38,-23.33,2.17,-2.13,2.17,8.51,,1.82,1.79,-1.75,-3.57,-3.70,,10.20,,7.41,,3.45,,31.67
CPZ,52000,61000,64000,63000,67000,76000,91000,97000,110000,109000,110000,103000,90000,70000,54000,65000,74000,82000,86000,80000,75000,53000,51000,69000,77000,101000,117000,111000,115000,106000,96000,98000,101000,99000,98000,93000,84000,82000,80000,77000,77000,74000,72000,74000,74000,78000,80000,81000,80000,76000,75000
CPZ_yy,,,,21.15,,24.59,42.19,53.97,64.18,43.42,20.88,6.19,-18.18,-35.78,-50.91,-36.89,-17.78,17.14,59.26,23.08,1.35,-35.37,-40.70,-13.75,2.67,90.57,129.41,60.87,49.35,4.95,-17.95,-11.71,-12.17,-6.60,2.08,-5.10,-16.83,-17.17,-18.37,-17.20,-8.33,-9.76,-10.00,-3.90,-3.90,5.41,11.11,9.46,8.11,-2.56,-6.25
CPZ_sy,,,,-5.97,,16.67,3.08,11.11,19.42,19.73,31.34,47.14,8.43,-20.45,-31.82,8.25,2.22,61.43,85.00,-23.77,10.87,-7.08,-9.91,-18.82,-24.02,-20.00,-37.00,-5.80,-17.42,-17.86,3.97,-1.54,-7.03,-15.94,-10.69,-5.47,-4.20,-6.90,-10.26,-2.48,-8.77,5.56,14.29,11.02,13.46,8.77,30.00,14.50,36.44,21.77,-5.13
CPZ_qq,,,4.92,-1.56,6.35,13.43,19.74,6.59,13.40,-0.91,0.92,-6.36,-12.62,-22.22,-22.86,20.37,13.85,10.81,4.88,-6.98,-6.25,-29.33,-3.77,35.29,11.59,31.17,15.84,-5.13,3.60,-7.83,-9.43,2.08,3.06,-1.98,-1.01,-5.10,-9.68,-2.38,-2.44,-3.75,,-3.90,-2.70,2.78,,5.41,2.56,1.25,-1.23,-5.00,-1.32
CPZ_sq,,,3.17,-3.08,10.32,5.76,-8.84,4.48,18.57,6.02,,17.05,-12.62,-22.22,-14.29,85.83,-17.49,22.83,-1.77,-23.42,20.00,2.94,-4.76,-31.00,12.32,8.39,-25.00,3.17,-1.54,7.81,-5.07,-2.29,-7.03,-2.52,0.86,3.42,-5.79,-5.26,-2.78,12.38,,9.62,5.26,9.17,,5.08,25.81,-3.85,7.33,-6.21,-1.99
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,-5.23,,-3.29,6.04,9.17,6.34,6.76,1.75,-4.40,0.19,-4.21,8.74,14.69,11.56,10.32,-0.23,-2.23,0.11,8.20,6.32,-4.14,-4.92,-3.95,3.34,28.88,64.68,55.46,48.92,11.32,-36.67,-28.84,-37.78,-33.42,-10.54,-32.64,-22.18,-12.77,-9.95,8.85,12.36,15.08,12.53,-0.57,-4.61,-9.51,-12.79,3.17,7.01
RZ_sy,,,,5.99,,4.24,5.74,11.48,11.83,10.43,19.84,7.61,2.62,-1.66,-10.56,-4.42,22.53,17.79,12.65,7.14,-34.53,-14.25,-18.33,-10.73,20.57,4.48,14.80,21.31,22.04,16.14,13.14,4.67,-9.30,-26.40,-26.69,-18.22,-24.37,-11.59,-20.25,-15.97,2.59,9.31,21.39,12.45,4.39,-2.09,-3.82,-8.77,-22.47,-18.44,35.13
RZ_qq,,,-8.74,2.34,0.35,3.19,0.06,5.36,-2.25,3.60,-4.64,-1.01,2.44,-0.94,8.25,4.41,-0.36,-2.04,-2.10,2.32,2.03,5.88,-3.80,-7.75,1.20,6.96,3.50,15.04,29.31,0.97,-0.85,-14.01,-26.43,13.45,-13.32,-7.97,-1.16,-14.57,0.15,3.15,2.04,3.25,3.39,5.65,-0.22,-8.77,-0.82,0.22,-3.84,7.94,2.87
RZ_sq,,,4.48,-1.93,-0.39,2.13,5.98,3.40,-0.08,0.86,15.00,-7.14,-4.72,-3.35,4.59,-0.77,22.15,-7.09,0.03,-5.62,-25.36,21.70,-4.73,3.16,0.81,5.46,4.68,9.01,1.41,0.37,1.96,0.85,-12.13,-18.55,1.57,12.50,-18.73,-4.79,-8.37,18.53,-0.78,1.44,1.75,9.81,-7.89,-4.86,-0.04,4.15,-21.72,0.08,65.63
CRZ,4000,4000,4000,4000,4000,4000,4000,4000,4000,3000,4000,4000,4000,4000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2000,2000,2000,2000,3000,3000,3000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
CRZ_yy,,,,,,,,,,-25.00,,,,33.33,-25.00,-25.00,-25.00,-25.00,,,,,,,,,,,-33.33,-33.33,-33.33,-33.33,50.00,50.00,50.00,100.00,33.33,33.33,33.33,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,-11.11,,,,,,,-25.00,-12.50,,,,,,,,,,,-11.11,-11.11,,-12.50,,12.50,25.00,28.57,25.00,11.11,20.00,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,-25.00,33.33,,,,-25.00,,,,,,,,,,,,,,-33.33,,,,50.00,,,33.33,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.29,,,-10.00,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,-51.54,,-71.57,-22.04,59.28,315.98,432.74,290.63,147.76,21.98,11.60,117.83,49.47,37.98,6.33,-45.75,-29.85,-27.40,-20.71,-22.96,-23.81,-17.46,-14.17,-4.03,23.92,20.70,32.42,28.87,9.55,13.67,9.45,8.28,11.97,13.65,-0.60,-12.84,-23.09,-35.20,-33.89,-29.79,-28.56,-25.33,-27.86,-28.27,-39.59,-46.33,-47.36,-51.53
RMO_sy,,,,-23.46,,-2.48,27.06,-35.60,-9.28,11.68,-14.53,46.00,21.98,5.77,8.93,-13.78,-22.60,-23.39,-17.81,-12.09,-7.74,-3.15,-2.79,2.76,12.88,4.28,9.82,20.64,19.74,27.47,17.79,10.04,9.90,5.39,5.99,3.59,10.33,0.74,-11.27,-14.14,-28.60,-25.00,-16.74,-0.52,-3.86,-1.90,-1.56,0.58,-12.92,-22.28,-59.08
RMO_qq,,,-52.09,-20.42,-22.51,-3.76,31.37,62.58,102.38,23.25,-3.67,3.12,-0.37,12.76,88.02,-29.24,-8.03,-13.10,-4.07,-8.51,-4.81,-5.09,-6.79,-9.52,3.13,-1.31,4.22,16.83,0.45,8.28,1.42,-0.69,4.23,4.25,0.34,2.70,5.79,-8.82,-12.01,-9.38,-10.87,-6.98,-6.56,-7.79,-6.84,-10.13,-7.09,-22.34,-17.24,-11.85,-14.45
RMO_sq,,,-3.84,22.53,-15.35,-2.22,25.28,-37.90,19.26,20.37,-4.12,6.08,-0.37,4.37,-1.26,-16.03,-10.57,3.31,5.94,-10.19,-6.15,8.45,6.34,-5.07,3.10,0.19,11.99,4.28,2.33,6.66,3.49,-2.58,2.20,2.29,4.08,-4.79,8.85,-6.60,-8.33,-7.87,-9.49,-1.89,1.77,10.08,-12.53,0.11,2.12,12.47,-24.27,-10.65,-46.24
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,-7.95,,-19.84,-25.35,-30.89,-33.89,-24.53,-16.58,-10.40,2.15,4.44,9.54,6.26,-1.60,-7.96,-13.38,-8.98,-4.41,1.58,5.42,-0.86,-6.80,-12.98,-14.29,-9.52,-5.37,-3.09,-0.99,-3.37,-6.02,-1.74,-0.64,5.33,13.36,10.08,12.54,10.49,7.02,9.31,7.23,5.85,4.25,3.98,3.33,5.61,7.02,6.74,4.37
RMT_sy,,,,-14.54,,-13.43,31.04,-5.81,45.26,43.24,-4.90,-2.26,5.90,15.52,27.38,-27.08,21.49,14.47,8.33,26.55,-57.42,-67.12,-67.69,-42.88,30.49,79.72,84.53,27.96,20.03,16.02,20.58,8.80,30.72,34.22,32.79,75.81,10.66,-1.62,-11.01,-13.77,-26.62,-21.20,-14.20,1.60,9.48,13.10,9.46,4.08,-24.89,-28.44,-70.69
RMT_qq,,,-5.62,-0.31,-3.86,-11.39,-12.11,-7.71,-8.03,1.16,-2.84,-0.87,4.85,3.42,1.91,-3.84,-2.91,-3.26,-4.09,1.04,1.97,2.80,-0.46,-4.97,-4.14,-4.02,-1.97,0.32,0.25,-1.71,0.16,-2.09,-2.50,2.77,1.28,3.79,4.93,-0.21,3.55,1.90,1.64,1.92,1.58,0.59,0.11,1.65,0.94,2.81,1.44,1.40,-1.30
RMT_sq,,,-2.64,42.16,-36.55,-1.43,47.38,2.18,-2.15,-2.79,-2.16,5.02,6.02,6.04,7.89,-39.88,76.64,-0.09,2.10,-29.77,-40.57,-22.83,0.30,24.19,35.75,6.28,2.98,-13.88,27.34,2.73,7.04,-22.29,52.99,5.48,5.89,2.88,-3.70,-6.23,-4.21,-0.31,-18.05,0.69,4.30,18.05,-11.69,4.03,0.93,12.26,-36.27,-0.89,-58.66
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,-18.84,,-34.09,-24.67,-19.53,-12.35,-1.19,-0.77,-2.55,3.18,4.79,12.45,7.81,-0.11,-7.37,-14.74,-9.93,-5.53,0.40,3.82,-2.21,-7.38,-13.01,-13.76,-8.04,-4.22,-1.68,0.17,-2.89,-5.34,-1.38,-0.34,5.58,13.41,9.71,11.37,8.75,4.54,6.52,4.68,3.28,1.89,1.14,0.29,0.03,-0.87,-2.22,-6.07
RM_sy,,,,-16.26,,-12.01,35.19,-4.74,39.67,39.05,-6.75,-2.85,8.37,13.55,23.38,-28.22,6.53,3.62,-0.10,25.05,-51.53,-59.82,-60.57,-35.69,28.30,59.06,64.29,18.93,18.43,21.84,27.26,13.00,34.64,33.85,28.73,56.98,6.92,-5.30,-12.49,-11.87,-22.30,-16.83,-9.70,3.42,9.61,13.50,8.21,0.56,-29.18,-32.26,-71.36
RM_qq,,,-15.39,-5.32,-9.31,-9.28,-3.29,1.14,-1.22,2.26,-2.88,-0.66,4.59,3.86,4.22,-4.77,-3.10,-3.69,-4.07,0.60,1.64,2.35,-0.80,-5.24,-3.73,-3.87,-1.65,1.04,0.27,-1.33,0.20,-2.04,-2.26,2.80,1.26,3.77,4.99,-0.56,2.79,1.33,0.92,1.33,1.02,-0.03,-0.43,0.58,0.17,-0.29,-1.33,-0.79,-3.77
RM_sq,,,-5.41,43.50,-34.51,-1.03,45.33,1.12,-3.98,-1.47,-2.53,5.35,7.12,3.23,5.90,-38.71,58.98,0.42,2.10,-23.28,-38.38,-16.75,0.18,25.14,22.93,3.21,3.47,-9.41,22.42,6.18,8.07,-19.55,45.86,5.56,3.93,-1.90,-0.65,-6.51,-3.96,-1.20,-12.41,0.06,4.27,13.16,-7.16,3.61,-0.58,5.15,-34.62,-0.90,-57.96
COP,24000,36000,35000,32000,32000,35000,41000,41000,42000,38000,38000,37000,36000,29000,21000,31000,36000,41000,43000,41000,40000,40000,41000,47000,45000,47000,47000,46000,50000,47000,42000,40000,39000,38000,40000,40000,38000,38000,39000,37000,36000,37000,34000,34000,35000,36000,37000,66000,58000,63000,53000
COP_yy,,,,33.33,,-2.78,17.14,28.12,31.25,8.57,-7.32,-9.76,-14.29,-23.68,-44.74,-16.22,,41.38,104.76,32.26,11.11,-2.44,-4.65,14.63,12.50,17.50,14.63,-2.13,11.11,,-10.64,-13.04,-22.00,-19.15,-4.76,,-2.56,,-2.50,-7.50,-5.26,-2.63,-12.82,-8.11,-2.78,-2.70,8.82,94.12,65.71,75.00,43.24
COP_sy,,,,10.53,,5.88,16.42,25.40,30.77,9.72,5.13,-2.53,-16.47,-18.99,-32.93,-10.39,,18.75,30.91,13.04,2.63,-31.58,13.89,,-5.13,23.08,-21.95,-20.51,-21.62,,-21.88,-19.35,-17.24,-3.85,,,2.08,,4.00,13.04,-30.61,-34.62,-26.92,-5.77,11.76,23.53,10.53,10.20,131.58,85.71,152.38
COP_qq,,,-2.78,-8.57,,9.38,17.14,,2.44,-9.52,,-2.63,-2.70,-19.44,-27.59,47.62,16.13,13.89,4.88,-4.65,-2.44,,2.50,14.63,-4.26,4.44,,-2.13,8.70,-6.00,-10.64,-4.76,-2.50,-2.56,5.26,,-5.00,,2.63,-5.13,-2.70,2.78,-8.11,,2.94,2.86,2.78,78.38,-12.12,8.62,-15.87
COP_sq,,,-1.47,-5.97,,10.77,8.33,,7.59,-7.06,,-6.10,-7.79,-9.86,-14.06,25.45,10.14,,-5.26,8.33,,,57.69,-4.88,-5.13,-13.51,,-3.12,-6.45,-10.34,-3.85,,-4.00,4.17,,,6.52,,,,-34.62,,11.76,,-22.45,10.53,,28.57,62.96,-11.36,35.90
CSP,-28000,-25000,-29000,-31000,-35000,-41000,-50000,-56000,-68000,-71000,-72000,-66000,-54000,-41000,-33000,-34000,-38000,-41000,-43000,-39000,-35000,-13000,-10000,-22000,-32000,-54000,-70000,-65000,-65000,-59000,-54000,-58000,-62000,-61000,-58000,-53000,-46000,-44000,-41000,-40000,-41000,-37000,-38000,-40000,-39000,-42000,-43000,-15000,-22000,-13000,-22000
CSP_yy,,,,-10.71,,-64.00,-72.41,-80.65,-94.29,-73.17,-44.00,-17.86,20.59,42.25,54.17,48.48,29.63,,-30.30,-14.71,7.89,68.29,76.74,43.59,8.57,-315.38,-600.00,-195.45,-103.12,-9.26,22.86,10.77,4.62,-3.39,-7.41,8.62,25.81,27.87,29.31,24.53,10.87,15.91,7.32,,4.88,-13.51,-13.16,62.50,43.59,69.05,48.84
CSP_sy,,,,-8.06,,-19.35,-14.75,-2.99,-8.57,-21.62,-30.00,-56.52,-42.11,-21.11,-25.27,-37.04,-62.04,,-73.68,1.35,37.14,-17.35,60.61,41.10,23.64,53.04,,,-9.52,-1.85,-25.64,-9.30,6.52,30.91,22.45,12.77,22.09,25.00,30.26,26.83,-1.49,-29.82,-47.17,,-17.65,-13.51,-10.26,-16.05,-20.00,-13.10,48.84
CSP_qq,,,-16.00,-6.90,-12.90,-17.14,-21.95,-12.00,-21.43,-4.41,-1.41,8.33,18.18,24.07,19.51,-3.03,-11.76,-7.89,-4.88,9.30,10.26,62.86,23.08,-120.00,-45.45,-68.75,-29.63,7.14,,9.23,8.47,-7.41,-6.90,1.61,4.92,8.62,13.21,4.35,6.82,2.44,-2.50,9.76,-2.70,-5.26,2.50,-7.69,-2.38,65.12,-46.67,40.91,-69.23
CSP_sq,,,1.61,-9.84,-4.48,-5.71,5.41,1.43,-10.14,-18.42,-1.11,-18.68,,-0.93,-4.59,-29.82,-18.24,-12.00,-1.02,26.26,24.66,-109.09,66.09,-10.26,2.33,-28.57,27.78,-10.26,,-19.57,10.91,4.08,8.51,11.63,,-7.89,18.29,14.93,7.02,-13.21,-13.33,-8.82,-5.41,-3.85,1.23,-5.00,-2.38,-9.30,-2.13,1.04,53.68
