,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,10.41,4.91,6.46,-51.75,13.97,8.90,26.27,-8.47,6.18,1.49,1.56,12.11,-4.59,-0.19,3.66,-1.97,3.68,3.68,1.35,-7.01,2.93,11.38,-2.37,-12.08,2.85,1.91,0.60,-21.16,2.22,0.66,2.75,-16.59,6.05,0.05,5.26,-11.92
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-24.69,-23.59,,,-17.30,,68.07,62.84,56.85,32.26,-30.28,-25.17,-19.71,-0.18,-18.50,-9.30,-7.77,-9.63,3.34,-4.90,-8.46,-6.36,-1.28,-0.57,-7.44,-3.93,1.62,1.69,11.15,7.87,20.28,21.03,22.53,19.97,13.40,9.31,9.97,7.34,1.65
CWKCurrent_sy,,-9.68,-17.80,,,7.99,,-0.35,56.76,49.50,13.60,-1.63,1.81,2.69,34.27,30.39,-65.77,4.58,-3.82,-6.48,16.97,-7.48,12.77,20.71,1.99,-10.11,-11.02,-10.84,-8.49,-3.21,-2.11,-0.49,-1.64,-9.47,-16.12,-12.34,-5.16,-2.61,3.40,0.27
CWKCurrent_qq,,,,,-9.44,-4.67,-6.07,107.26,-12.26,-8.17,-20.80,9.25,-5.82,-1.47,-1.53,-10.80,4.81,0.19,-3.53,2.01,-3.55,-3.55,-1.32,7.54,-2.85,-10.22,2.43,13.75,-2.78,-1.87,-0.60,26.84,-2.17,-0.65,-2.68,19.89,-5.71,-0.05,-5.00,13.53
CWKCurrent_sq,,,,,102.48,-50.31,-11.86,12.36,218.55,-52.61,-33.03,-2.70,229.67,-52.20,-12.44,-5.51,-13.45,46.05,-19.47,-8.12,8.25,15.52,-1.85,-1.66,-8.54,1.81,-2.84,-1.46,-6.13,7.69,-1.74,0.18,-7.21,-0.90,-8.95,4.69,0.39,1.77,-3.32,1.52
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,137.62,2.29,,,71.39,,39.12,71.65,-110.45,-67.67,174.35,324.21,430.34,5.43,276.02,136.22,133.33,123.38,-16.30,8.04,30.82,-2.54,-24.74,-56.62,-31.10,-68.54,-84.66,88.32,13.57,215.92,314.16,-41.66,-39.98,-32.26,-6.51,0.26,-17.50,-7.53,5.78
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,-6.26,270.51,14.91,-129.24,50.51,37.16,455.56,-32.77,49.25,-7.42,13.49,139.78,-6.24,-8.55,8.64,-10.15,21.03,10.74,-19.06,-30.63,-30.24,75.88,-63.04,-66.18,756.58,6.06,2.81,-55.66,20.66,9.11,16.04,-38.81,29.41,-10.21,30.06,-30.00
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-57.92,-2.23,,,-41.65,,,,,209.31,,,,-5.15,-73.41,-57.67,-57.14,-55.23,19.48,-7.44,-23.56,2.61,32.89,130.53,45.14,217.83,551.96,-46.90,-11.94,-68.34,-75.85,71.40,66.61,47.62,6.96,-0.26,21.21,8.14,-5.47
CWKGrahamCurrent_sy,,-49.03,-16.38,,,-5.99,,,,,61.07,,,,-18.90,-37.01,-23.20,20.45,-29.41,3.89,-11.66,-2.34,-1.79,8.40,32.79,-14.43,68.21,103.21,167.50,28.64,109.53,-18.27,-43.66,-2.91,-44.11,2.54,-0.76,-17.26,-7.20,-13.67
CWKGrahamCurrent_qq,,,,,,,-12.98,,,,,48.74,-33.00,8.02,-11.89,-58.30,6.65,9.35,-7.96,11.30,-17.38,-9.69,23.55,44.15,43.34,-43.14,170.56,195.68,-88.33,-5.72,-2.73,125.53,-17.13,-8.35,-13.82,63.42,-22.73,11.37,-23.11,42.86
CWKGrahamCurrent_sq,,,,,,,20.46,,,,,3.93,-19.36,6.62,-9.24,-19.28,-1.67,67.21,-46.81,18.80,-16.39,84.86,-46.51,31.11,2.43,19.13,5.14,58.39,34.83,-42.71,71.24,-38.22,-7.05,-1.27,-1.42,13.35,-10.04,-17.68,10.56,5.44
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-0.51,-5.17,,,-5.53,,0.75,17.97,10.29,8.08,2.65,-4.41,-12.42,-4.95,-4.88,-4.91,-5.16,-0.79,-2.92,-2.08,-1.86,-15.48,-8.23,-3.49,-14.18,-5.55,-12.95,-16.37,15.44,16.68,18.57,17.32,2.68,6.10,10.29,19.38,19.20,19.36,16.04
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-10.19,12.64,-4.87,4.69,5.16,5.30,-6.77,-0.57,-2.07,-3.53,1.18,-0.49,-2.10,-3.78,5.85,-2.63,-1.26,-3.57,-8.84,5.72,3.84,-14.25,0.34,-2.56,-0.24,18.37,1.41,-0.99,-1.29,3.60,4.78,2.93,6.84,3.44,4.92,0.07
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,0.51,5.45,,,5.85,,-0.75,-15.23,-9.33,-7.48,-2.58,4.61,14.19,5.20,5.13,5.16,5.45,0.79,3.01,2.13,1.89,18.31,8.97,3.61,16.53,5.87,14.87,19.57,-13.38,-14.29,-15.66,-14.76,-2.60,-5.75,-9.34,-16.23,-16.11,-16.22,-13.81
CPCurrent_sy,,-7.29,6.28,,,45.41,,-4.84,-26.31,-2.81,-31.60,-28.48,0.39,-7.08,8.85,-3.76,-26.46,-4.85,-18.19,6.91,53.69,-7.09,63.76,47.50,20.80,16.76,10.56,3.44,-20.25,-24.01,-23.40,-28.24,-7.91,-8.14,-14.36,-7.33,-18.17,-18.54,-7.77,-8.59
CPCurrent_qq,,,,,11.33,-11.22,5.13,-4.49,-4.91,-5.04,7.27,0.57,2.11,3.65,-1.17,0.50,2.15,3.93,-5.53,2.71,1.28,3.69,9.69,-5.41,-3.70,16.62,-0.34,2.64,0.24,-15.52,-1.38,0.99,1.31,-3.47,-4.57,-2.85,-6.39,-3.33,-4.69,-0.07
CPCurrent_sq,,,,,11.33,12.38,-16.95,-8.43,-13.78,48.22,-41.55,-4.26,21.03,37.19,-31.53,-15.34,-7.52,77.51,-41.13,10.63,32.94,7.31,3.76,-0.35,8.88,3.72,-1.75,-6.76,-16.06,-1.17,-0.96,-12.66,7.71,-1.42,-7.67,-5.48,-4.89,-1.86,4.53,-6.32
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-27.68,78.93,,,-8.46,,8.38,-3.91,-5.53,-15.48,-21.95,-24.58,-41.52,-40.70,3.25,11.38,42.15,66.32,-49.15,-50.81,-42.15,-54.08,-25.96,-29.31,-132.49,-181.16,-171.21,-179.17,191.10,185.65,203.07,186.65,-1.32,-24.44,3.13,76.01,149.68,101.47,21.38
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,4.26,4.21,-2.26,2.05,-7.56,2.45,-12.55,-5.77,-10.67,-20.56,-11.32,64.07,-3.64,1.39,3.76,-49.84,-6.78,19.24,-17.65,-19.12,-11.01,-154.81,-105.68,29.03,1.06,163.08,93.38,-14.60,-16.83,-28.17,48.08,16.56,41.95,1.90,19.49,-29.77
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,38.28,-44.12,,,9.24,,-7.73,4.07,5.86,18.31,28.13,32.59,70.99,68.62,-3.16,-10.22,-29.66,-39.87,96.68,103.29,72.87,117.81,35.05,41.48,,,,,,,,,1.35,32.33,-3.02,-43.18,-59.94,-50.36,-17.60
CZCurrent_sy,,0.75,71.34,,,7.35,,-25.95,-25.45,108.18,72.74,110.56,71.48,-59.58,-55.17,-62.15,-41.01,89.57,162.79,51.30,25.70,-32.20,-38.81,15.64,13.74,,,,,,,,,-26.47,-11.60,1.00,22.12,12.90,12.43,-12.03
CZCurrent_qq,,,,,-4.09,-4.04,2.31,-2.01,8.18,-2.39,14.35,6.12,11.94,25.88,12.76,-39.05,3.77,-1.37,-3.62,99.37,7.26,-16.13,21.44,23.62,12.37,,,,,,-48.28,17.07,20.25,39.19,-32.46,-14.21,-29.55,-1.86,-16.31,42.40
CZCurrent_sq,,,,,-3.55,-7.36,-17.91,0.95,-2.89,158.69,-31.88,23.05,-20.92,-39.03,-24.44,3.90,23.24,95.93,4.74,-40.18,2.39,5.68,-5.47,13.06,0.71,,,,,,-24.09,-1.95,-4.64,3.60,-8.73,12.02,15.29,-4.22,-9.12,-12.35
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-36.60,108.38,,,-10.86,,195.91,2261.54,-1.51,-29.30,-43.97,-61.11,-46.39,-44.17,-2.71,7.95,58.11,76.69,-47.70,-48.77,-43.90,-54.94,-25.64,-23.83,-116.15,-154.57,-138.89,-137.30,315.16,224.59,290.54,261.00,-26.12,-25.47,2.78,84.12,196.16,117.58,27.00
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-84.40,1207.98,22.83,18.06,24.50,-45.45,-11.83,-6.43,-13.60,-24.79,-8.18,63.04,-4.12,10.16,2.61,-51.74,-6.09,20.63,-17.58,-20.36,-3.80,-125.57,-178.54,43.25,7.72,247.50,61.30,-13.22,-22.03,-32.31,62.72,19.67,39.68,8.88,19.55,-30.15
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,57.73,-52.01,,,12.18,,-66.20,-95.77,1.54,41.45,78.47,157.17,86.51,79.11,2.79,-7.36,-36.75,-43.40,91.18,95.19,78.23,121.92,34.48,31.28,,,,,,,,,35.39,34.18,-2.69,-45.70,-66.25,-54.05,-21.27
CZOCurrent_sy,,9.93,29.81,,,15.75,,-16.26,-31.14,58.78,-10.71,-32.68,-21.72,-42.60,-17.25,-4.66,7.74,32.30,89.43,144.85,93.98,6.92,-12.56,-21.60,-13.78,,,,,,,,,-19.88,1.94,32.34,42.08,5.72,-3.65,-17.83
CZOCurrent_qq,,,,,541.23,-92.36,-18.59,-15.30,-19.68,83.32,13.42,6.87,15.74,32.95,8.91,-38.67,4.31,-9.22,-2.55,107.19,6.49,-17.11,21.34,25.55,3.96,,,,,,-37.99,15.22,28.26,47.75,-38.55,-16.44,-28.42,-8.15,-16.34,43.15
CZOCurrent_sq,,,,,12.17,-29.28,-2.05,7.77,-7.76,63.06,-44.92,-18.75,7.27,19.56,-20.59,-6.39,21.22,46.81,13.70,21.00,-3.96,-19.08,-7.02,8.49,5.61,,,,,,-14.12,-16.76,4.07,7.70,9.26,8.07,11.74,-19.86,-0.43,-7.84
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-27.32,-24.35,,,-52.76,,-16.20,-14.57,231.89,178.82,-17.33,-17.60,-17.69,3.78,-10.23,-4.25,-0.78,0.25,-0.29,-18.80,-11.78,-6.07,37.52,70.75,114.47,69.05,67.12,-28.33,-51.47,-39.91,-41.03,23.29,31.25,27.38,7.41,17.03,27.52,23.33,7.04
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,-76.78,-7.04,288.25,1.93,-9.78,-21.91,15.12,1.60,-9.88,-1.54,-0.43,8.37,-6.61,-0.52,-0.96,-11.74,1.45,5.93,44.99,9.59,27.43,-16.51,43.33,-53.00,-13.71,3.37,40.67,-1.75,-8.13,0.33,18.61,7.05,0.10,-2.97,2.95
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-26.94,-20.23,,,-50.00,,-16.83,-27.58,200.98,157.94,-19.47,-13.80,-6.01,9.17,-5.63,0.69,4.60,1.07,2.72,-17.08,-10.10,11.12,49.86,76.95,149.91,78.98,91.95,-14.30,-57.95,-48.50,-50.26,5.09,27.81,20.07,-2.61,-1.96,6.97,3.32,-7.75
EVPCurrent_sy,,-15.99,-7.37,,,84.59,,-7.49,-27.58,9.11,-18.33,6.01,-15.97,-11.93,-0.50,-18.61,4.18,-8.37,-8.91,6.15,39.25,-7.69,31.72,41.98,22.10,17.48,18.52,5.94,-12.26,-14.27,-11.33,-16.55,-7.27,-6.70,-14.39,-11.55,0.63,-6.90,-9.42,-2.06
EVPCurrent_qq,,,,,11.33,-79.39,-2.27,270.81,-3.06,-14.32,-16.25,15.77,3.76,-6.58,-2.71,0.07,10.72,-2.96,-5.99,1.70,-10.63,5.22,16.19,37.16,5.53,48.60,-16.79,47.10,-52.89,-27.09,1.93,42.05,-0.45,-11.33,-4.24,15.23,0.20,-3.25,-7.51,2.88
EVPCurrent_sq,,,,,15.70,17.12,-17.42,-17.34,-9.43,76.47,-38.19,7.30,-28.21,84.95,-30.17,-12.23,-8.10,62.68,-30.58,2.28,20.55,7.84,-0.94,10.25,3.67,3.77,-0.07,-1.46,-14.14,1.39,3.36,-7.25,-4.59,2.01,-5.16,-4.18,8.55,-5.62,-7.73,3.60
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,14.63,-63.69,,,-47.01,,-71.68,-96.38,236.97,294.37,47.53,111.91,53.53,85.88,-7.73,-11.30,-37.24,-43.26,90.63,58.50,57.23,108.45,84.94,124.16,-1428.34,-409.75,-529.90,-292.19,122.56,148.24,130.94,176.57,77.70,70.92,4.52,-36.45,-56.96,-43.33,-15.73
EVEBITCurrent_sy,,-21.29,44.95,,,12.31,,-12.72,-56.76,37.55,-18.11,-19.75,37.47,-23.36,-21.91,10.92,23.29,51.04,213.02,194.99,96.52,-9.78,-37.19,-40.01,-20.70,-13.68,-25.29,-18.63,-5.41,-3.17,-14.85,-19.12,-38.38,-24.37,-7.05,-2.62,36.88,-1.20,-9.87,-10.67
EVEBITCurrent_qq,,,,,541.23,-98.23,-24.32,228.85,-18.13,65.39,-11.43,23.02,17.59,19.82,7.23,-38.93,13.04,-15.22,-3.05,105.18,-6.01,-15.90,28.53,82.04,13.92,-598.35,70.03,-152.65,49.07,158.48,-35.90,62.07,26.02,35.74,-38.35,-0.89,-23.38,-8.06,-18.82,47.37
EVEBITCurrent_sq,,,,,15.85,-21.72,26.60,-23.99,-42.60,149.01,-24.62,-25.52,-1.67,38.82,-23.20,5.81,9.28,70.08,59.16,-0.29,-27.19,-21.92,10.80,-4.76,-3.75,-15.01,-4.11,3.74,11.88,-12.99,-15.67,-1.47,-14.76,6.79,3.63,3.23,19.81,-22.92,-5.46,2.31
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-14.72,-57.93,,,-50.60,,-69.23,-90.30,228.61,283.84,41.37,95.34,32.72,56.06,-8.75,-9.94,-28.43,-30.95,69.66,41.60,46.65,78.02,73.01,108.56,1282.58,-2876.13,809.93,150.25,-88.93,103.63,-90.19,-66.37,29.08,37.12,0.47,-13.34,-18.89,-16.48,-7.21
EVEBITDACurrent_sy,,12.82,66.80,,,-12.73,,-25.26,7.29,41.50,23.07,9.63,-15.18,-32.99,-40.07,-20.73,-9.10,18.57,103.75,78.93,51.67,2.19,-22.63,-21.28,-10.81,10.40,1.73,14.15,-5.00,-23.55,-26.82,-39.30,-21.55,-6.21,7.96,14.86,-1.74,-16.82,-17.98,-17.29
EVEBITDACurrent_qq,,,,,161.53,-95.22,-24.80,227.39,-17.53,61.83,-12.16,20.58,13.96,9.95,3.29,-29.50,12.47,-12.62,-0.35,73.23,-6.12,-9.51,20.96,68.36,13.17,499.89,-342.89,155.18,-68.88,-73.47,-20.35,49.15,6.73,1.80,-15.38,9.29,-7.95,-4.71,-12.87,21.42
EVEBITDACurrent_sq,,,,,-18.13,-4.88,1.16,-5.13,17.53,25.45,-12.02,-15.49,-9.07,-0.89,-21.32,11.78,4.28,29.28,35.21,-1.83,-11.61,-12.89,2.36,-0.12,0.16,7.82,-5.68,12.07,-16.64,-13.23,-9.72,-7.05,7.73,3.75,3.92,-1.10,-7.84,-12.18,2.47,-0.28
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-45.54,36.75,,,-24.30,,82.17,56.42,48.17,11.81,-45.59,-43.55,-53.06,-40.80,-15.86,1.00,31.17,50.31,-47.44,-53.22,-47.06,-57.03,-26.93,-29.76,-130.11,-178.01,-172.35,-180.55,201.17,192.36,224.10,204.83,20.81,-9.32,16.92,92.49,174.88,116.25,23.37
ROE_sy,,-1.95,-27.22,,,-17.83,,14.45,-50.03,-6.65,-8.01,37.45,54.02,79.79,49.78,48.14,3.61,-19.85,-50.54,-59.35,-42.84,-22.02,14.66,24.68,0.88,-28.41,-11.84,13.13,19.14,27.46,6.39,1.28,1.92,11.24,23.75,13.98,6.53,0.57,3.44,2.32
ROE_qq,,,,,-5.54,-0.68,-8.21,111.53,-18.90,-5.91,-30.73,2.94,-15.86,-21.76,-12.65,46.33,1.00,1.61,0.09,-48.84,-10.10,14.98,-18.75,-13.00,-13.57,-149.28,-110.53,19.31,3.79,161.90,92.20,8.42,-18.72,-28.67,44.26,39.80,33.81,1.86,13.49,-20.25
ROE_sq,,,,,162.82,-48.92,22.25,-30.27,14.75,-4.57,20.47,4.19,28.59,11.40,0.36,3.05,-10.07,-13.83,-38.07,-15.31,26.48,17.55,-8.93,-7.91,2.34,-16.59,12.16,18.16,7.78,-10.77,-6.38,12.48,8.46,-2.60,4.15,3.60,1.37,-8.05,7.11,2.48
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-31.24,38.83,,,-17.44,,-3.59,-13.08,5.82,-9.57,-30.63,-26.72,-41.10,-36.91,16.82,28.46,65.16,80.78,-46.38,-52.98,-45.17,-57.08,-37.96,-43.95,-120.63,-157.10,-156.10,-187.15,223.03,218.51,251.45,199.12,11.87,-13.52,16.99,88.69,175.51,114.29,18.81
ROA_sy,,25.86,-54.40,,,-33.71,,-19.59,-2.56,26.88,74.91,127.35,55.26,106.75,64.87,43.89,-6.32,-19.06,-49.46,-60.55,-43.09,-36.45,4.30,7.12,10.26,-21.57,-19.17,6.49,-2.49,36.25,34.98,43.40,13.17,9.50,-11.01,0.30,11.28,-18.33,-9.88,-0.91
ROA_qq,,,,,-4.70,-15.24,-6.34,27.44,-14.08,3.19,-19.96,-2.24,-9.24,-17.06,-14.27,81.03,-0.20,6.64,-6.16,-46.31,-12.48,24.35,-26.54,-22.40,-20.93,-145.76,-103.37,23.76,-22.83,164.60,95.89,-2.56,-19.62,-27.08,51.43,31.81,29.65,6.47,17.78,-26.92
ROA_sq,,,,,47.42,-31.93,-7.19,-13.65,78.63,-11.36,27.94,12.24,21.99,18.03,2.02,-2.05,-20.57,1.97,-36.29,-23.54,14.57,13.87,4.57,-21.48,17.93,-19.00,7.77,3.45,7.98,13.17,6.77,9.90,-14.78,9.50,-13.23,23.88,-5.45,-19.64,-4.25,36.20
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-36.26,119.62,,,-5.66,,193.80,1901.17,-10.68,-34.57,-45.42,-59.32,-38.80,-41.26,2.28,13.51,66.73,78.07,-46.10,-47.66,-42.84,-46.69,-18.97,-21.04,-118.86,-157.75,-144.68,-144.56,286.15,206.85,260.63,237.11,-28.10,-29.81,-6.92,54.39,148.66,82.47,9.55
OPM_sy,,-4.42,-24.31,,,-8.58,,-11.21,21.78,-21.30,37.28,39.96,63.41,60.40,39.95,45.64,-23.32,-38.60,-43.47,-57.64,-41.77,-16.82,-8.63,9.95,37.60,15.04,-3.15,3.16,-4.35,27.22,43.95,26.53,28.04,-4.38,-5.69,-0.33,-5.37,-3.00,-6.28,-11.99
OPM_qq,,,,,-82.62,1060.82,29.12,12.80,18.37,-48.19,-5.41,-5.90,-11.79,-22.05,-9.22,63.86,-2.11,14.49,-3.04,-50.40,-4.94,25.03,-9.57,-24.60,-7.38,-129.86,-176.92,41.67,7.62,224.74,58.95,-12.31,-21.15,-34.59,55.17,16.30,30.79,5.36,13.87,-30.18
OPM_sq,,,,,-25.74,55.69,-26.23,4.09,1.86,0.61,28.69,6.12,18.93,-1.24,12.28,10.43,-37.38,-20.92,3.38,-17.26,-13.91,12.95,13.56,-0.43,7.74,-5.57,-4.39,6.05,-0.11,25.61,8.17,-6.78,1.09,-6.20,6.70,-1.49,-4.02,-3.84,3.09,-7.49
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-27.29,88.68,,,-3.11,,7.57,-18.57,-14.33,-21.82,-23.98,-21.11,-33.20,-37.62,8.58,17.18,49.80,67.73,-47.64,-49.75,-41.07,-45.70,-19.34,-26.79,-137.91,-185.93,-181.77,-194.64,178.74,173.39,186.95,173.89,-3.80,-28.69,-6.47,47.40,109.49,68.72,4.69
ROS_sy,,14.35,-40.53,,,-33.97,,-43.67,58.86,-4.47,75.95,145.99,119.72,102.34,50.84,53.26,4.81,-31.98,-39.75,-53.76,-44.64,-26.37,-11.35,-2.76,6.88,-11.22,-8.33,20.66,8.04,40.52,60.88,31.11,13.40,23.28,-1.01,-13.66,0.84,-26.82,-12.54,-0.81
ROS_qq,,,,,16.07,-7.48,2.75,-2.51,-12.14,-2.67,-6.22,-5.21,-8.81,-17.59,-12.42,64.99,-1.60,5.36,-1.94,-48.50,-5.56,23.56,-9.65,-23.49,-14.29,-163.98,-104.79,27.19,0.80,153.24,90.87,-13.75,-15.70,-30.68,41.50,13.13,32.84,-1.49,13.96,-29.80
ROS_sq,,,,,-52.41,98.10,-24.28,-21.10,34.22,19.12,39.46,10.31,19.89,9.70,3.97,12.08,-18.01,-28.81,-7.90,-13.98,-1.84,-5.31,10.89,-5.65,7.89,-21.35,14.50,24.19,-3.40,2.30,31.08,1.21,-16.45,11.22,5.26,-11.72,-2.42,-19.29,25.81,0.12
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-23.65,157.39,,,-27.92,,-12.44,-15.38,-15.71,-13.63,-23.82,-29.00,-17.09,-26.24,-34.19,-28.12,-52.30,-38.49,-30.21,-34.99,28.97,-7.40,30.13,78.79,-188.83,-246.61,-243.81,-243.52,90.29,103.91,99.53,95.61,-57.35,78.95,2666.67,549.28,453.27,769.12,284.42
RS_sy,,1.34,5.60,,,-36.34,,-45.14,-22.31,-10.04,131.37,134.78,101.95,59.16,42.66,18.87,-19.22,-41.30,-57.52,-56.86,-42.88,-23.24,11.32,24.17,6.27,16.11,-5.08,-8.72,1.84,16.99,21.42,20.22,12.79,3.58,18.56,5.91,18.61,2.96,-2.94,6.93
RS_qq,,,,,-1.18,-16.07,-0.33,5.91,-4.50,-16.40,2.14,-6.59,-10.99,-2.36,-9.13,-16.67,-2.78,-35.21,17.18,-5.45,-9.45,28.55,-15.86,32.88,24.40,-163.87,-38.86,-30.35,-24.15,95.68,155.88,-115.79,-1050.00,-55.07,163.55,126.47,101.30,21.94,56.35,0.17
RS_sq,,,,,-2.94,5.48,-51.43,10.33,37.46,22.14,24.90,11.96,18.23,-3.73,11.95,-6.71,-19.65,-30.05,-18.98,-5.26,6.39,-6.01,17.50,5.67,-8.95,2.70,-3.95,1.62,1.59,17.97,-0.31,0.62,-4.69,8.34,14.12,-10.12,6.74,-5.95,7.57,-0.98
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
