,2004/Q4,2005/Q4,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
RZ_sy,2.95,16.65,11.88,,,-10.20,-10.05,4.31,-14.52,-2.32,,,0.80,,-5.24,8.57,12.83,9.35,9.73,11.70,35.14,14.40,-5.05,-7.90,-24.43,-13.88,-3.38,-9.40,-10.79,5.06,16.47,24.79,30.75,8.04
RZ_qq,,,,,-18.53,77.89,,,,,,-52.75,8.88,-19.10,48.74,137.37,7.96,61.67,-15.62,-66.08,6.46,17.83,-1.80,81.92,-53.84,11.09,9.48,27.74,199.73,26.03,42.07,-39.53,-31.98,-7.80
RZ_sq,,,,,-6.87,26.77,,,,,,-10.41,-2.37,2.63,5.57,2.65,1.45,-0.53,5.94,4.48,22.74,-15.80,-12.07,1.35,0.71,-4.05,-1.34,-4.97,-0.84,13.00,9.38,1.81,3.90,-6.62
CRZ,15000,13000,15000,22000,27000,15000,11000,7000,9000,11000,9000,19000,18000,22000,15000,6000,6000,4000,4000,12000,12000,10000,10000,6000,12000,11000,10000,8000,3000,2000,1000,2000,4000,4000
CRZ_yy,-25.00,-13.33,15.38,,,,-26.67,-36.36,28.57,22.22,,,63.64,,66.67,-68.42,-66.67,-81.82,-73.33,100.00,100.00,150.00,150.00,-50.00,,10.00,,33.33,-75.00,-81.82,-90.00,-75.00,33.33,100.00
CRZ_sy,-6.67,-14.29,-8.33,,,,13.89,-2.44,15.00,,,,2.17,,,-17.39,-14.89,-11.11,-10.00,-10.53,-22.50,-10.00,16.67,20.59,,19.44,,9.76,12.50,-6.98,-16.28,-20.00,-22.22,-7.50
CRZ_qq,,,,,22.73,-44.44,,,,,,111.11,-5.26,22.22,-31.82,-60.00,,-33.33,,200.00,,-16.67,,-40.00,100.00,-8.33,-9.09,-20.00,-62.50,-33.33,-50.00,100.00,100.00,
CRZ_sq,,,,,6.98,-21.74,,,,,,15.00,2.17,-4.26,-11.11,-5.00,,,,-5.56,,16.13,,-2.38,-2.44,7.50,,4.65,,-11.11,-10.00,,-2.78,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,115.21,-15.86,-9.74,,,63.08,-51.21,-10.01,55.76,-11.79,,,2.35,,2.50,32.69,-0.05,0.96,-15.92,-27.22,-19.28,-20.95,-16.07,-10.12,-6.99,4.31,13.64,12.58,12.07,2.29,8.01,2.13,14.31,20.22
RMO_sy,2.87,4.41,-7.58,,,-7.24,-4.53,-8.10,0.58,-0.92,,,-2.05,,14.64,17.06,18.46,3.74,1.11,-1.96,-5.69,3.71,-0.52,-3.43,-9.75,-8.28,-13.35,-10.52,-0.61,-5.87,6.98,16.06,18.31,12.76
RMO_qq,,,,,-20.05,73.42,,,,,,-15.62,14.84,-2.81,8.83,9.23,-13.50,-1.82,-9.36,-5.45,-4.07,-3.84,-3.77,1.26,-0.73,7.83,4.84,0.31,-1.18,-1.58,10.71,-5.15,10.60,3.52
RMO_sq,,,,,-10.57,-0.20,,,,,,0.89,0.04,9.28,3.94,3.02,1.24,-4.30,1.30,-0.11,-2.62,5.24,-2.82,-3.03,-8.99,6.96,-8.20,0.14,1.09,1.30,4.33,8.63,3.06,-3.45
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,38.77,-27.49,-54.54,,,80.96,-58.93,-8.63,22.42,6.96,,,-1.49,,61.87,113.51,64.88,68.05,-4.39,-15.35,-8.10,-12.37,0.11,6.73,-3.98,-0.94,-5.78,-18.07,-17.31,-22.88,-1.31,17.59,55.12,53.05
RMT_sy,46.54,10.65,-40.59,,,-15.60,-12.59,-42.03,37.22,10.87,,,-2.75,,-3.04,-3.57,-15.67,-4.75,-22.87,-1.76,20.95,-4.79,11.03,-18.55,-17.33,-22.57,-13.80,-20.64,-33.83,-8.96,-3.89,6.25,1.68,1.40
RMT_qq,,,,,-26.07,73.06,,,,,,-13.95,21.75,4.65,47.63,13.51,-5.98,6.67,-16.01,0.50,2.07,1.70,-4.04,7.15,-8.18,4.93,-8.73,-6.83,-7.32,-2.14,16.79,11.02,22.26,-3.45
RMT_sq,,,,,3.17,-8.52,,,,,,-0.97,5.64,-10.13,3.13,-1.51,-7.62,1.51,-16.48,25.44,13.72,-20.08,-2.61,-7.98,15.42,-25.15,8.43,-15.28,-3.75,2.97,14.47,-6.34,-7.89,2.68
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,106.42,-17.38,-20.06,,,66.88,-53.08,-9.68,46.20,-7.13,,,1.37,,13.81,47.62,11.15,11.76,-13.93,-25.28,-17.55,-19.68,-13.68,-7.75,-6.53,3.50,10.27,6.94,6.37,-2.61,6.28,4.67,20.45,25.46
RM_sy,17.76,-5.73,-9.61,,,-10.22,-7.78,-20.91,29.78,-4.18,,,-7.96,,0.34,7.22,1.16,-5.70,-5.97,3.16,5.18,15.86,8.83,-10.63,-24.43,-22.26,-23.78,-19.87,-18.07,-20.02,-9.25,-2.08,16.52,16.60
RM_qq,,,,,-21.33,73.35,,,,,,-15.17,16.60,-1.00,16.22,10.03,-12.21,-0.45,-10.50,-4.48,-3.12,-3.02,-3.81,2.09,-1.84,7.38,2.49,-1.00,-2.37,-1.68,11.84,-2.50,12.35,2.40
RM_sq,,,,,6.61,-1.50,,,,,,-6.66,6.89,1.20,-0.62,-0.26,0.84,-5.66,-0.91,9.42,2.82,3.91,-6.92,-10.14,-13.06,6.91,-8.74,-5.53,-11.11,4.37,3.54,1.94,5.76,4.45
COP,71000,101000,106000,77000,87000,46000,90000,102000,66000,81000,69000,87000,71000,78000,77000,66000,77000,75000,71000,78000,80000,83000,87000,83000,87000,85000,85000,82000,76000,75000,60000,76000,75000,72000
COP_yy,-56.44,42.25,4.95,,,-56.60,95.65,13.33,-35.29,22.73,,,-12.35,,11.59,-24.14,8.45,-3.85,-7.79,18.18,3.90,10.67,22.54,6.41,8.75,2.41,-2.30,-1.20,-12.64,-11.76,-29.41,-7.32,-1.32,-4.00
COP_sy,-15.54,5.66,-5.36,,,7.55,2.63,2.99,-2.90,-4.27,,,1.79,,-0.46,-12.07,-0.88,2.75,-2.30,3.92,-9.73,-8.93,7.55,8.02,20.59,10.78,-7.02,-9.61,-8.94,-1.77,-1.42,-1.93,-12.50,-11.71
COP_qq,,,,,12.99,-47.13,,,,,,26.09,-18.39,9.86,-1.28,-14.29,16.67,-2.60,-5.33,9.86,2.56,3.75,4.82,-4.60,4.82,-2.30,,-3.53,-7.32,-1.32,-20.00,26.67,-1.32,-4.00
COP_sq,,,,,-9.49,-0.44,,,,,,6.42,-1.72,-4.39,-0.46,-5.99,10.78,-0.88,-5.36,,-3.77,,11.76,0.44,7.42,-8.13,,-2.36,8.21,-0.89,-5.86,-2.87,-3.45,
CSP,46000,37000,37000,10000,8000,-1000,-3000,-21000,-25000,-8000,-10000,-7000,-10000,-4000,-6000,-6000,-6000,-11000,-17000,-15000,-18000,-21000,-20000,-30000,-29000,-22000,-26000,-24000,-29000,-37000,-35000,-31000,-23000,-21000
CSP_yy,6.98,-19.57,,,,-102.70,-200.00,-600.00,-19.05,68.00,,,-25.00,,40.00,14.29,40.00,-175.00,-183.33,-150.00,-200.00,-90.91,-17.65,-100.00,-61.11,-4.76,-30.00,20.00,,-68.18,-34.62,-29.17,20.69,43.24
CSP_sy,22.22,40.91,,,,-29.03,31.82,5.17,-11.48,7.41,,,-6.90,,-8.00,-48.48,-18.52,-9.43,-13.04,,-27.27,-37.50,5.00,50.00,31.25,46.67,-52.38,-109.80,,-111.36,-135.00,-180.00,-300.00,140.00
CSP_qq,,,,,-20.00,-112.50,,,,,,30.00,-42.86,60.00,-50.00,,,-83.33,-54.55,11.76,-20.00,-16.67,4.76,-50.00,3.33,24.14,-18.18,7.69,-20.83,-27.59,5.41,11.43,25.81,8.70
CSP_sq,,,,,-14.63,25.71,,,,,,32.00,-18.18,-1.85,-13.21,,,9.09,-16.67,-15.00,-5.88,-6.25,40.00,21.43,-17.65,4.76,-54.55,-125.00,20.00,-25.00,-40.00,-100.00,-14.29,112.50
