,2013/Q4,2014/Q4,2015/Q4,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PCurrent_qq,,,,,4.59,5.63,-11.65,-0.70,2.87,-0.21,0.25,-0.32
PCurrent_sq,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,
CPCurrent_yy,,-13.37,-12.30,,,-16.70,,3.15,4.81,10.96,-2.13,-2.35
CPCurrent_sy,,-21.04,1.16,,,-14.24,,-7.12,-7.05,-4.39,7.29,2.87
CPCurrent_qq,,,,,-4.36,-5.32,13.10,0.71,-2.82,0.24,-0.24,0.48
CPCurrent_sq,,,,,1.31,0.57,-10.82,2.22,1.39,3.44,0.07,-1.98
ZCurrent,,,,,,,,,,,,
ZCurrent_yy,,129.71,-38.14,,,-19.43,,-130.17,-183.86,-348.01,-1279.67,-555.11
ZCurrent_sy,,,,,,,,,,,,
ZCurrent_qq,,,,,-17.46,-3.01,-78.06,-271.72,-129.45,-186.85,-4.37,4.64
ZCurrent_sq,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,
CZCurrent_yy,,-56.46,61.65,,,24.09,,,,,,
CZCurrent_sy,,11.27,-15.36,,,26.29,,,,,,
CZCurrent_qq,,,,,21.16,3.08,355.56,,,,,
CZCurrent_sq,,,,,-1.21,33.68,-0.60,,,,,
ZOCurrent,,,,,,,,,,,,
ZOCurrent_yy,,68.33,-0.67,,,-21.04,,-123.80,-173.07,-262.12,-651.39,-379.15
ZOCurrent_sy,,,,,,,,,,,,
ZOCurrent_qq,,,,,-14.51,-6.68,-70.65,-201.63,-162.48,-107.03,0.16,11.68
ZOCurrent_sq,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,
CZOCurrent_yy,,-40.58,0.67,,,26.64,,,,,,
CZOCurrent_sy,,7.40,-7.17,,,-17.62,,,,,,
CZOCurrent_qq,,,,,16.98,7.16,240.78,,,,,
CZOCurrent_sq,,,,,-10.33,-4.90,62.19,,,,,
EVCurrent,,,,,,,,,,,,
EVCurrent_yy,,20.07,-0.78,,,13.97,,-23.70,-4.29,-4.27,29.32,39.75
EVCurrent_sy,,,,,,,,,,,,
EVCurrent_qq,,,,,-3.60,-7.13,3.39,-17.57,20.92,-7.11,39.68,-10.92
EVCurrent_sq,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,
EVPCurrent_yy,,4.17,-13.08,,,-5.04,,-21.30,0.41,6.24,26.53,36.18
EVPCurrent_sy,,-18.64,-0.01,,,-0.04,,2.10,-10.53,-6.95,3.58,1.49
EVPCurrent_qq,,,,,-7.85,-12.05,16.96,-16.97,17.56,-6.94,39.30,-10.64
EVPCurrent_sq,,,,,9.82,-6.25,-0.72,-0.11,-3.77,-2.50,10.51,-2.12
EVEBITCurrent,,,,,,,,,,,,
EVEBITCurrent_yy,,-28.66,-0.12,,,44.33,,-420.55,-230.97,-159.06,-123.45,70.83
EVEBITCurrent_sy,,-14.00,-8.33,,,-27.33,,31.71,18.63,10.05,-39.44,-46.89
EVEBITCurrent_qq,,,,,12.77,-0.48,252.33,-181.07,53.92,55.13,-39.89,-0.86
EVEBITCurrent_sq,,,,,0.25,-22.47,80.42,-6.07,-9.70,-28.08,-0.72,-17.62
EVEBITDACurrent,,,,,,,,,,,,
EVEBITDACurrent_yy,,-21.10,-1.98,,,25.94,,808.89,-513.14,-216.42,-178.41,-119.93
EVEBITDACurrent_sy,,-10.63,0.64,,,-20.66,,52.88,-1.84,7.26,-26.74,-52.72
EVEBITDACurrent_qq,,,,,8.07,-7.76,109.56,335.09,-149.12,74.01,-41.14,-10.59
EVEBITDACurrent_sq,,,,,8.98,-29.06,55.84,26.88,-30.02,-22.48,6.44,-18.11
ROE,,,,,,,,,,,,
ROE_yy,,-6.90,-53.19,,,-48.93,,-126.06,-183.68,-726.44,-3935.88,-2069.20
ROE_sy,,31.71,33.14,,,-31.37,,-53.09,-34.53,-9.52,31.80,34.51
ROE_qq,,,,,-18.63,-41.93,-69.57,-281.23,-161.23,-334.77,-86.36,-2.49
ROE_sq,,,,,-27.43,-4.07,-36.11,5.47,1.30,32.56,-6.93,7.63
ROA,,,,,,,,,,,,
ROA_yy,,82.01,-47.44,,,-48.82,,-122.35,-175.47,-378.78,-1307.57,-670.03
ROA_sy,,-2.13,6.13,,,-11.64,,-9.16,-38.04,14.75,42.60,15.94
ROA_qq,,,,,-29.83,-18.42,-74.83,-255.14,-136.93,-201.32,-9.03,1.07
ROA_sq,,,,,8.77,-14.04,-30.24,39.27,-25.81,59.21,-13.31,13.24
OPM,,,,,,,,,,,,
OPM_yy,,45.90,-12.92,,,-34.18,,-124.55,-176.61,-279.73,-638.36,-367.11
OPM_sy,,-0.46,-12.10,,,6.16,,12.92,0.68,-21.85,7.42,3.71
OPM_qq,,,,,-18.29,-11.49,-66.74,-202.05,-155.03,-107.63,0.38,11.45
OPM_sq,,,,,4.78,-7.53,-10.12,29.67,-6.57,-28.23,23.54,25.19
ROS,,,,,,,,,,,,
ROS_yy,,99.16,-45.77,,,-32.94,,-131.16,-188.00,-375.29,-1246.51,-537.84
ROS_sy,,18.52,-6.41,,,-1.84,,-17.70,-9.15,7.31,19.57,41.64
ROS_qq,,,,,-21.05,-8.27,-75.00,-272.09,-122.97,-186.97,-4.12,4.26
ROS_sq,,,,,-7.87,-10.37,-4.42,4.27,1.71,5.87,6.50,23.51
RS,,,,,,,,,,,,
RS_yy,,50.68,-14.56,,,-33.33,,-132.62,-176.10,-275.11,-650.36,-229.29
RS_sy,,-8.96,3.28,,,-6.01,,8.25,8.56,11.70,14.91,16.79
RS_qq,,,,,-17.30,-11.95,-68.55,-242.45,-92.93,-102.62,1.16,14.77
RS_sq,,,,,-6.70,14.50,-17.49,22.81,-6.43,17.81,-15.12,24.81
GPM,,,,,,,,,,,,
GPM_yy,,33.09,-12.22,,,-34.02,,-128.38,-184.98,-312.71,-856.03,-396.99
GPM_sy,,31.93,-8.91,,,19.27,,3.08,-4.11,-6.85,-1.91,14.46
GPM_qq,,,,,-20.34,-10.52,-72.18,-243.10,-138.55,-123.99,1.13,5.93
GPM_sq,,,,,3.21,1.74,-10.16,9.26,-3.99,-1.17,-5.39,27.50
RBS,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,
ROPA,,,,,,,,,,,,
ROPA_yy,,33.39,-15.59,,,-49.84,,-117.65,-165.75,-282.18,-665.08,-462.41
ROPA_sy,,40.88,2.34,,,-5.10,,-18.61,-51.20,-17.65,0.17,20.49
ROPA_qq,,,,,-27.33,-21.52,-66.38,-192.06,-170.69,-117.45,-4.28,8.37
ROPA_sq,,,,,0.12,-4.99,-26.54,16.47,-39.97,60.34,-10.64,40.10
ZNPO,,,,,,,,,,,,
ZNPO_yy,,-159.59,236.79,,,-61.58,,-128.51,-278.47,1752.86,7585.31,2854.82
ZNPO_sy,,5.27,31.63,,,-46.91,,0.95,-24.57,76.03,22.01,-21.02
ZNPO_qq,,,,,-27.77,-37.80,-55.60,-242.91,-352.18,745.77,84.16,-48.77
ZNPO_sq,,,,,-35.98,-14.72,10.74,66.99,-52.17,99.02,-23.25,8.10
ZFI,,,,,,,,,,,,
ZFI_yy,,2385.97,-89.60,,,19.30,,-21.29,-15.15,23.38,10.05,21.84
ZFI_sy,,-25.54,69.62,,,-18.24,,-9.78,22.17,3.65,1.72,12.97
ZFI_qq,,,,,-8.57,-8.02,-2.12,-4.38,-1.43,33.73,-12.69,5.87
ZFI_sq,,,,,-18.78,6.29,15.65,-9.63,9.98,-9.82,13.50,0.36
DTAR,,,,,,,,,,,,
DTAR_yy,,-19.42,-6.06,,,-0.11,,6.30,3.55,32.83,30.35,23.03
DTAR_sy,,-6.41,-8.89,,,4.78,,1.44,3.27,5.37,11.12,0.67
DTAR_qq,,,,,6.09,-14.55,10.28,6.33,3.34,9.61,8.22,0.37
DTAR_sq,,,,,0.27,-2.35,3.81,-0.20,2.08,-0.37,9.47,-9.58
CG,,,,,,,,,,,,
CG_yy,,-58.79,-16.34,,,-0.34,,23.95,14.83,198.55,313.66,246.70
CG_sy,,-12.58,-19.75,,,15.18,,10.20,6.66,-6.58,-2.79,-4.99
CG_qq,,,,,23.03,-39.18,33.50,24.08,13.99,58.12,84.97,3.99
CG_sq,,,,,4.84,-1.94,4.71,2.37,1.48,-14.11,8.96,0.05
LDER,,,,,,,,,,,,
LDER_yy,,-81.05,-54.48,,,-88.80,,-82.07,-78.75,160.09,250.73,289.45
LDER_sy,,43.57,4.48,,,-10.40,,-4.64,-23.84,-45.03,-33.30,-17.43
LDER_qq,,,,,-26.48,-74.50,20.18,-20.44,-12.84,212.11,62.06,-11.65
LDER_sq,,,,,3.39,6.89,7.24,-19.54,-17.43,-22.85,30.12,-0.39
PZAT,,,,,,,,,,,,
PZAT_yy,,127.04,138.56,,,1068.52,,691.31,599.32,-13.68,-12.72,-23.48
PZAT_sy,,-4.99,-2.47,,,21.22,,6.55,7.45,60.32,63.99,30.18
PZAT_qq,,,,,47.05,279.20,4.94,35.23,29.96,-53.19,6.10,18.55
PZAT_sq,,,,,9.16,-27.05,9.41,22.29,10.09,8.84,11.91,-2.92
PELDR,,,,,,,,,,,,
PELDR_yy,,-41.13,-16.47,,,-22.11,,-28.03,-33.24,-55.09,-65.71,-64.83
PELDR_sy,,-6.78,5.50,,,2.83,,9.07,11.98,6.52,2.89,-3.95
PELDR_qq,,,,,-8.99,12.17,-23.16,-8.25,-15.57,-24.54,-41.34,-5.90
PELDR_sq,,,,,-0.30,8.78,-2.50,3.14,2.36,3.47,-5.83,-3.71
TSF,,,,,,,,,,,,
TSF_yy,,-15.76,-6.61,,,-14.83,,-21.88,-15.65,-53.91,-66.39,-62.31
TSF_sy,,-4.95,5.97,,,-2.64,,-2.42,3.94,4.84,-2.55,8.05
TSF_qq,,,,,-16.25,31.89,-17.02,-14.77,-9.56,-27.93,-39.50,-4.43
TSF_sq,,,,,-1.97,3.94,-3.16,-1.11,4.42,4.84,-9.99,9.64
ZKO,,,,,,,,,,,,
ZKO_yy,,-9.65,-0.27,,,3.27,,10.78,16.55,34.99,29.10,28.34
ZKO_sy,,0.83,-1.93,,,-1.06,,6.34,-4.04,-5.33,-6.57,-9.88
ZKO_qq,,,,,2.19,-7.71,15.26,1.91,7.51,6.89,10.23,1.31
ZKO_sq,,,,,2.81,-3.17,7.54,-0.67,-7.23,-4.47,6.13,-4.19
OSF,,,,,,,,,,,,
OSF_yy,,23.44,0.19,,,-5.30,,-12.38,-16.78,-41.67,-58.66,-57.68
OSF_sy,,2.38,2.41,,,-3.06,,-5.67,-4.42,-3.85,5.12,4.33
OSF_qq,,,,,-4.24,10.36,-11.84,-5.95,-9.05,-22.64,-37.53,-3.72
OSF_sq,,,,,-3.81,2.40,-6.77,2.72,-2.53,3.00,1.93,1.96
NetDebt,48725820000,52626575000,62559226000,85756000000,107573000000,102737000000,117664000000,138469000000,138219000000,143156000000,151327000000,146096000000
NetDebt_yy,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,
NetDebtEBITDA_yy,,-29.02,17.43,,,81.46,,1593.33,-588.27,-249.19,-177.97,-115.05
NetDebtEBITDA_sy,,-29.24,-18.12,,,-10.22,,9.24,-6.49,-11.09,-37.52,-46.82
NetDebtEBITDA_qq,,,,,40.63,-5.15,104.37,521.15,-140.55,71.02,-6.81,-19.86
NetDebtEBITDA_sq,,,,,6.50,-38.22,71.71,-3.30,-8.83,-41.26,20.65,-17.69
DebtFin,15721122000,21712292000,21432322000,31139000000,29511000000,26399000000,31546000000,23184000000,31394000000,28021000000,45505000000,38781000000
DebtFin_yy,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,
DebtFinEBITDA_yy,,-9.24,-2.48,,,36.09,,680.82,-504.25,-213.65,-187.45,-123.85
DebtFinEBITDA_sy,,64.14,5.28,,,-39.65,,35.55,15.70,-26.72,-24.43,-29.51
DebtFinEBITDA_qq,,,,,6.25,-11.16,113.24,287.91,-155.01,75.02,-64.09,-5.81
DebtFinEBITDA_sq,,,,,15.48,-53.49,163.79,-4.32,-1.43,-70.55,172.04,-10.75
SP1,,,,,,,,,,,,
SP1_yy,,36.60,0.48,,,-8.30,,-20.90,-28.60,-56.79,-67.98,-67.03
SP1_sy,,0.59,5.90,,,-5.07,,2.19,6.38,9.97,15.28,6.07
SP1_qq,,,,,-6.30,19.58,-23.51,-7.72,-15.41,-27.63,-43.32,-4.97
SP1_sq,,,,,0.69,4.46,-4.10,1.31,4.81,7.98,0.54,-6.78
SP2,,,,,,,,,,,,
SP2_yy,,-41.15,-16.45,,,-22.06,,-27.94,-33.21,-55.24,-65.85,-65.00
SP2_sy,,-5.15,8.12,,,1.14,,7.73,6.27,4.61,0.32,-4.13
SP2_qq,,,,,-8.98,12.27,-23.17,-8.22,-15.63,-24.77,-41.37,-5.94
SP2_sq,,,,,3.64,3.26,-1.28,1.98,2.23,1.65,-5.33,-2.55
CAR,,,,,,,,,,,,
CAR_yy,,-76.12,26.43,,,-41.35,,36.24,96.49,-46.61,-33.12,-25.00
CAR_sy,,-32.56,1.00,,,-3.71,,-0.39,-24.76,45.23,40.82,92.67
CAR_qq,,,,,-25.33,347.95,-58.62,-1.58,7.69,21.73,-48.17,10.38
CAR_sq,,,,,40.19,-3.75,-43.79,31.34,5.88,85.80,-45.50,79.71
QR,,,,,,,,,,,,
QR_yy,,-38.78,-32.06,,,33.61,,10.64,-48.59,-70.09,-40.04,-55.13
QR_sy,,-36.42,13.98,,,-2.56,,2.30,-19.67,12.70,-4.97,-11.58
QR_qq,,,,,12.11,78.76,-67.54,70.08,-47.91,4.01,-34.93,27.29
QR_sq,,,,,11.01,-5.47,-4.68,2.26,-12.83,32.62,-19.62,-4.85
CR,,,,,,,,,,,,
CR_yy,,-26.07,-11.19,,,-13.62,,-13.92,-16.46,-26.05,-22.69,-22.00
CR_sy,,-7.42,2.42,,,1.91,,-2.27,-5.38,1.42,3.25,1.36
CR_qq,,,,,-4.34,6.30,-13.36,-2.30,-7.16,-5.90,-9.42,-1.44
CR_sq,,,,,1.67,-1.11,-3.57,0.81,-1.56,5.99,-1.83,-1.04
PP,,,,,,,,,,,,
PP_yy,,-47.55,-42.44,,,-41.35,,36.24,96.49,-46.61,-33.12,-25.00
PP_sy,,-9.08,-22.64,,,-4.66,,-1.48,-23.14,42.03,74.46,99.11
PP_qq,,,,,-25.33,347.95,-58.62,-1.58,7.69,21.73,-48.17,10.38
PP_sq,,,,,41.28,-3.41,-44.79,30.77,10.21,78.50,-32.19,49.25
RCLR,,,,,,,,,,,,
RCLR_yy,,6.27,-19.10,,,200.73,,16.21,-67.18,-80.90,-45.13,-65.82
RCLR_sy,,-18.39,15.33,,,-18.03,,-15.14,1.38,3.63,-0.11,-18.98
RCLR_qq,,,,,24.17,57.48,-72.61,116.99,-64.93,-8.37,-21.32,35.16
RCLR_sq,,,,,-14.70,-0.21,-1.70,1.42,1.90,2.01,-5.25,-17.74
KP,,,,,,,,,,,,
KP_yy,,-47.91,-38.20,,,-74.77,,-513.00,-1235.00,-722.82,-322.86,-235.23
KP_sy,,-15.34,13.16,,,-0.03,,22.94,8.17,7.39,-1.97,-11.09
KP_qq,,,,,-150.00,398.00,-311.41,-31.11,-61.62,-39.03,-43.53,-3.94
KP_sq,,,,,11.22,8.43,-1.24,3.22,-2.14,7.64,-9.84,-6.39
PKKO,,,,,,,,,,,,
PKKO_yy,,33.91,34.89,,,73.03,,466.84,847.33,531.30,222.05,132.02
PKKO_sy,,-17.94,79.61,,,-15.73,,4.74,-28.98,49.19,-16.95,96.48
PKKO_qq,,,,,155.64,-377.87,280.62,31.37,43.68,26.51,34.87,-5.36
PKKO_sq,,,,,63.44,-60.28,67.13,-3.45,10.81,-16.57,-6.96,128.42
RN,,,,,,,,,,,,
RN_yy,,-28.69,-1.06,,,-57.20,,-49.31,-25.64,55.01,56.19,172.00
RN_sy,,-3.89,23.92,,,6.04,,6.52,14.33,2.18,13.75,2.22
RN_qq,,,,,-19.58,-29.83,5.46,-14.82,17.98,46.27,6.26,48.33
RN_sq,,,,,4.26,0.43,7.37,-5.26,11.91,-10.24,19.52,-14.86
CRN,4000,6000,6000,7000,9000,13000,13000,15000,12000,9000,8000,5000
CRN_yy,,50.00,,,,116.67,,114.29,33.33,-30.77,-38.46,-66.67
CRN_sy,,6.06,,,,-5.36,,-5.45,-13.21,-1.89,-8.33,-1.92
CRN_qq,,,,,28.57,44.44,,15.38,-20.00,-25.00,-11.11,-37.50
CRN_sq,,,,,-3.64,,,8.33,-11.54,13.04,-15.38,15.91
CPZ,50000,66000,76000,79000,85000,92000,101000,116000,121000,130000,138000,140000
CPZ_yy,,32.00,15.15,,,21.05,,46.84,42.35,41.30,36.63,20.69
CPZ_sy,,3.85,6.17,,,1.16,,-5.08,-6.90,-6.32,-5.88,-2.98
CPZ_qq,,,,,7.59,8.24,9.78,14.85,4.31,7.44,6.15,1.45
CPZ_sq,,,,,-1.69,,-2.30,-1.18,-3.57,0.62,-1.84,1.88
RZ,,,,,,,,,,,,
RZ_yy,,,,,,,,,,,,
RZ_sy,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,
CRZ,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,
RMO,,,,,,,,,,,,
RMO_yy,,2.47,1.45,,,-6.71,,-20.43,-17.68,-13.46,-8.98,5.54
RMO_sy,,14.97,-10.89,,,16.45,,-3.82,-5.65,-12.74,-2.45,4.19
RMO_qq,,,,,-3.27,-4.94,-4.37,-9.51,0.07,-0.07,0.59,4.92
RMO_sq,,,,,2.67,10.83,-7.91,-8.22,0.73,2.49,2.95,-1.97
RMT,,,,,,,,,,,,
RMT_yy,,-36.16,-9.62,,,-10.64,,-32.01,-35.19,-29.50,-18.25,-5.47
RMT_sy,,9.20,-14.45,,,-3.42,,-20.71,-0.39,9.61,-6.41,-12.43
RMT_qq,,,,,-2.74,-9.12,-12.70,-11.90,-7.28,-1.14,1.23,1.87
RMT_sq,,,,,-12.33,-17.20,2.16,6.91,10.14,-8.89,-12.77,0.04
RM,,,,,,,,,,,,
RM_yy,,-8.61,-2.37,,,-7.75,,-24.17,-23.80,-19.22,-12.36,1.45
RM_sy,,4.65,-10.63,,,6.47,,1.38,3.72,-3.69,-3.35,-1.08
RM_qq,,,,,-3.07,-6.11,-7.07,-10.34,-2.60,-0.46,0.82,3.79
RM_sq,,,,,1.38,2.69,-0.15,-2.47,3.71,-4.64,0.21,-0.18
COP,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,
CSP,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,
