,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
DTAR,650,580,650,680,680,690,,830,850,920,,920,940,800,,770,810,790,,830,810,790,,670,,660,,750,,540,610,450,440,450,460,450,460,230,210,300,590,550,580,680,690,720
CG,1870,1640,2110,2730,2740,2920,,6710,8340,20260,,33870,37790,5010,,4850,4970,4990,,5440,5040,3820,,2130,,2080,,5010,,2029,1440,820,790,830,870,830,860,310,270,450,1430,1240,1370,2390,2500,3270
LDER,950,1290,1480,2160,2210,2230,,4820,6100,12310,,18050,20190,2640,,2980,3050,1620,,1960,1790,1710,,1370,,1160,,2790,,1190,830,680,640,590,600,430,440,110,120,390,1310,1140,1250,2029,2110,2470
PZAT,1980,1660,1430,1250,1260,1220,,1070,1010,1150,,1310,1290,1600,,1280,1260,2280,,2020,2080,1670,,1470,,1760,,1600,,1000,1000,1800,1860,2009,1980,2750,2730,7720,6850,1510,440,580,520,390,380,320
PELDR,1050,1040,1140,1080,1060,1090,,1040,1050,870,,770,770,830,,1000,980,640,,650,670,810,,990,,900,,750,,1140,1090,1000,970,930,920,820,820,1050,1180,1070,1010,1030,1030,910,910,840
TSF,670,810,760,790,800,760,,720,730,610,,520,520,580,,630,660,410,,450,450,560,,750,,680,,570,,580,770,920,910,860,860,770,770,850,880,930,950,960,950,870,860,760
ZKO,2500,2600,1970,2520,2760,2330,,2710,2810,3160,,3040,3100,2890,,2600,2510,2760,,2780,2760,2600,,2810,,2760,,3490,,1470,2040,5980,7770,8970,6840,10220,8330,1220,850,3460,9390,8060,7030,13550,12720,7570
OSF,1280,1180,900,860,910,780,,480,410,210,,120,110,660,,650,610,680,,610,670,770,,1180,,1150,,690,,770,1220,3560,4590,5220,3930,5870,4730,1150,890,2660,4120,3860,3230,4080,3730,1830
NetDebt,184361000000,350563000000,816790000000,1711833000000,1762789000000,1951924000000,,1952149000000,1984486000000,1903284000000,,1856059000000,1880309000000,1541131000000,,1416101000000,1425410000000,1396615000000,,1350030000000,1345045000000,1233760000000,,911785000000,,865465000000,,789634000000,,149887000000,207976000000,154666000000,165600000000,165189000000,171172000000,166354000000,170327000000,30546000000,8850000000,144409000000,554985000000,558665000000,626462000000,1332633000000,1424390000000,1760693000000
NetDebtEBITDA,4980,4440,5900,8820,8260,11520,,-9850,-10230,-4670,,-11260,-10110,47170,,23170,23210,37270,,22350,20660,22570,,33940,,28970,,-29010,,-2430,2040,-12580,41180,-10260,-3780,-11060,-12050,7260,4350,17350,45030,68480,115490,430990,-22513590,-7046580
DebtFin,101082000000,254035000000,550710000000,1221775000000,1292206000000,1434737000000,,1481957000000,1539868000000,1524393000000,,1491986000000,1510231000000,1190320000000,,1106723000000,1121938000000,1123426000000,,1082140000000,1089012000000,977557000000,,666896000000,,622849000000,,577983000000,,153897000000,149393000000,138635000000,137785000000,145156000000,147147000000,149630000000,148380000000,61198000000,9054000000,160074000000,565600000000,561359000000,623371000000,1213253000000,1235464000000,1741161000000
DebtFinEBITDA,2730,3220,3980,6290,6050,8470,,-7480,-7940,-3740,,-9050,-8119,36430,,18110,18270,29980,,17910,16730,17880,,24820,,20850,,-21230,,-2490,1470,-11280,34260,-9010,-3250,-9950,-10500,14550,4450,19230,45890,68810,114920,392380,-19527470,-6968410
SP1,510,450,460,340,330,340,,180,150,70,,40,40,230,,250,240,250,,220,240,300,,420,,420,,200,,520,600,600,590,580,570,570,570,950,1050,770,440,480,460,300,290,240
SP2,1000,1040,1140,1080,1060,1090,,1040,1050,870,,770,770,830,,1000,980,640,,650,670,810,,990,,900,,750,,1140,1090,1000,970,930,920,820,820,1050,1180,1070,1010,1030,1030,910,910,840
CAR,160,570,350,620,480,210,,150,110,90,,60,50,80,,90,80,40,,70,40,60,,70,,80,,230,,100,50,240,150,80,60,40,50,160,770,80,150,30,30,60,40,220
QR,390,1130,830,1130,810,600,,390,340,210,,170,160,210,,260,300,120,,140,110,160,,210,,200,,350,,770,330,640,390,210,350,110,150,1120,1890,1770,1100,1400,1520,460,470,530
CR,810,1770,1700,1910,1900,1830,,1310,1330,810,,700,690,730,,1000,1030,540,,560,560,700,,1000,,820,,650,,1630,1150,970,670,380,480,200,240,1290,2110,2020,1230,1540,1620,500,500,540
PP,160,570,500,700,600,310,,160,130,100,,70,60,80,,90,90,40,,70,40,60,,70,,80,,230,,700,50,450,150,90,60,40,50,1040,1590,1550,900,910,740,100,40,280
RCLR,220,60,330,430,210,280,,60,220,30,,40,40,40,,60,100,40,,40,40,40,,70,,50,,50,,40,180,80,110,80,60,40,40,60,60,180,190,480,630,360,390,240
KP,-60,100,140,130,120,130,,70,70,-70,,-130,-130,-100,,0,10,-250,,-230,-230,-130,,0,,-50,,-120,,140,40,0,-30,-80,-70,-170,-170,40,130,40,10,20,30,-50,-50,-80
PKKO,-490,-32040,-49160,-22220,-19840,-7430,,-950,-1080,610,,2960,2720,-18160,,60,-1850,83910,,19250,18230,5060,,20,,2250,,820,,-330,-80,-30,-270,-560,-720,-38300,-39160,-5280,29620,-934030,-383840,-461450,-1266990,,-123695460,-4623110
RN,3190,9070,1820,1670,2330,2320,2390,3520,2520,4820,4500,4310,9250,9090,9220,9930,7400,5140,4600,3670,4650,4710,1410,8670,8870,11220,13110,3270,2620,1030,8100,10380,11430,9990,50,3980,3570,3280,3790,4190,2610,1190,450,160,170,180
CRN,114000,40000,201000,218000,156000,157000,153000,104000,145000,76000,81000,85000,39000,40000,40000,37000,49000,71000,79000,100000,79000,77000,258000,42000,41000,33000,28000,112000,139000,354000,45000,35000,32000,37000,6971000,92000,102000,111000,96000,87000,140000,308000,804000,2329000,2096000,2053000
CPZ,509000,629000,607000,507000,484000,511000,496000,588000,791000,798000,854000,1075000,1160000,1112000,1096000,860000,772000,1140000,1273000,1884000,2094000,2045000,6814000,958000,818000,551000,471000,2150000,2688000,7303000,651000,335000,304000,283000,88109000,1418000,1929000,2305000,1997000,1293000,1234000,1298000,1995000,5861000,5061000,6259000
RZ,1380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,880,330,350,380,400,380,390,380,310,410,390,380,430,460,470,540,520,400,360,290,320,300,90,550,560,740,860,230,190,60,640,820,970,1500,10,670,620,320,240,250,190,170,120,70,100,100
RMT,340,90,170,140,140,140,150,150,140,180,170,170,190,200,200,230,230,190,170,130,140,130,40,220,210,230,270,70,60,20,240,290,250,200,0,40,40,30,40,40,30,20,10,0,10,10
RM,230,70,120,100,100,100,110,110,90,120,120,110,130,140,140,160,160,120,110,90,90,90,30,160,170,190,220,50,50,20,170,180,190,170,0,40,30,30,30,30,20,20,10,0,10,10
COP,379000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,-130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
