,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PP,910,240,30,450,,1330,,150,,100,120,90,,220,200,220,,200,130,100,,230,180,90,,240,80,50,,80,70,140,260,410,390,220,400,340,130,100,230,190,190,150,330,460,340,200,190,160,150,80
RCLR,1090,650,620,1180,,1580,,880,,530,860,610,,520,670,690,,560,610,550,,540,540,550,,440,550,580,,480,570,710,760,620,640,520,540,490,610,470,460,610,790,580,630,520,560,460,480,350,440,460
KP,540,430,400,350,,420,,400,,210,370,300,,350,360,340,,270,280,280,,290,300,300,,230,200,330,,340,340,420,440,480,470,420,440,490,470,390,420,530,530,450,450,440,440,400,410,340,360,310
PKKO,440,480,440,470,,570,,1140,,330,450,300,,370,400,360,,240,260,280,,320,350,440,,390,380,430,,480,510,630,620,620,620,580,620,660,670,570,620,720,740,650,590,560,560,490,500,410,460,410
RN,9670,5450,5490,7060,7580,6920,7140,4380,6820,5520,6390,6660,7470,7550,7930,7590,7280,7380,7090,7130,6970,6680,6630,5630,5250,4900,4500,5560,5490,5980,7230,7300,7450,7900,8680,9490,9930,10280,10170,10020,9850,9920,9810,9970,10140,9620,9490,9450,9670,10070,10300,9740
CRN,38000,67000,67000,52000,48000,53000,51000,83000,53000,66000,57000,55000,49000,48000,46000,48000,50000,49000,51000,51000,52000,55000,55000,65000,70000,75000,81000,66000,67000,61000,50000,50000,49000,46000,42000,38000,37000,35000,36000,36000,37000,37000,37000,37000,36000,38000,38000,39000,38000,36000,35000,37000
CPZ,35000,125000,132000,81000,64000,54000,37000,82000,53000,106000,81000,84000,75000,74000,76000,76000,79000,77000,83000,89000,91000,96000,101000,119000,128000,146000,158000,128000,130000,113000,92000,85000,79000,70000,61000,61000,64000,65000,66000,69000,74000,71000,68000,63000,56000,62000,67000,72000,75000,78000,82000,86000
RZ,3340,1680,1730,2290,2610,2780,3130,1470,2290,2130,2660,2870,3280,2680,2570,2600,2500,2980,3050,2910,2660,2560,2390,1880,1770,1500,1420,1790,1820,1620,1590,1620,1650,1700,1700,1660,1620,1570,1510,1500,1420,1410,1410,1440,1590,1700,1800,1830,1790,1800,1770,1750
CRZ,109000,218000,211000,159000,140000,131000,117000,247000,159000,171000,137000,127000,111000,136000,142000,140000,146000,122000,120000,126000,137000,143000,153000,194000,206000,244000,257000,204000,200000,225000,230000,225000,221000,215000,215000,220000,226000,232000,242000,243000,257000,259000,258000,254000,229000,215000,202000,199000,204000,203000,206000,209000
RMO,2400,1370,1420,1920,2120,2009,2080,1290,2009,1770,2160,2260,2530,2260,2190,2110,2029,2260,2300,2300,2250,2110,1990,1670,1560,1440,1410,1720,1700,1740,1830,1820,1850,1870,1880,1880,1830,1800,1780,1800,1740,1760,1750,1760,1850,1840,1850,1850,1860,1920,1930,1930
RMT,5650,3880,4030,3690,3480,2590,2110,1800,2800,2550,3420,3560,4000,3720,3520,3480,3340,3740,3880,3900,3820,3740,3630,3160,2950,2930,2880,3880,3830,3990,4730,4870,5040,5190,5300,5250,5170,4650,4650,4790,4720,4880,4550,4180,4010,3890,3910,3930,4019,4010,4030,4059
RM,1690,1010,1050,1250,1300,1110,1020,740,1150,1040,1320,1380,1550,1410,1350,1310,1260,1410,1440,1450,1420,1350,1280,1090,1020,940,890,1070,1050,1070,1150,1160,1190,1210,1240,1240,1220,1210,1200,1210,1180,1200,1210,1210,1270,1250,1260,1260,1270,1300,1280,1260
COP,147000,285000,278000,211000,188000,184000,168000,330000,212000,237000,194000,182000,160000,184000,188000,188000,196000,171000,171000,177000,189000,198000,208000,259000,276000,319000,338000,270000,267000,286000,280000,275000,270000,261000,257000,258000,263000,267000,278000,279000,294000,296000,295000,291000,265000,253000,240000,238000,242000,239000,241000,246000
CSP,112000,160000,146000,130000,124000,130000,131000,248000,159000,131000,113000,98000,85000,110000,112000,112000,117000,94000,88000,88000,98000,102000,107000,140000,148000,173000,180000,142000,137000,173000,188000,190000,191000,191000,196000,197000,199000,202000,212000,210000,220000,225000,227000,228000,209000,191000,173000,166000,167000,161000,159000,160000
