,2006/Q4,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
SP2_sq,,,,,,,-3.59,-1.45,,,10.40,0.89,,,0.68,-3.21,1.73,0.38,-3.77,2.34,-0.02,4.08,-5.33,-5.07,3.94,2.17,0.91,-1.92,-0.01,0.88,-0.04,-3.79,-6.07,2.93,8.38,-5.09,-7.19,-3.01,3.15,10.65
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,,3.12,73.45,,,214.92,,2687.57,,89.45,-63.20,-37.31,,-98.44,-52.58,-78.86,,446.88,-49.21,-3.82,1835.00,-11.05,13.84,-82.03,-38.11,-37.04,-32.94,506.19,-71.71,-45.92,-54.97,-85.11,-69.37,53.46,16.88,202.94,171.08,72.95,154.44,18.45
CAR_sy,,162.36,-18.55,,,18.42,,27.29,,-19.17,-36.45,-47.77,,-17.42,-28.08,-1.42,,16.62,53.72,-3.49,48.24,-40.98,-10.98,-3.72,-38.44,-16.72,-2.88,-19.48,7.70,41.67,7.75,1.54,-4.54,-31.16,-25.33,-4.43,-15.08,18.64,-0.81,-9.09
CAR_qq,,,,,,,-22.25,95.25,,,-84.90,232.58,,,359.38,48.30,-87.77,556.25,-57.33,180.80,146.10,-69.83,-45.40,-55.69,747.79,-69.31,-41.84,300.58,-60.44,-41.33,-51.57,32.47,-18.63,193.98,-63.11,243.33,-27.18,87.56,-45.73,59.83
CAR_sq,,,,,,,-14.28,19.98,,,-32.61,-1.40,,,-41.31,35.15,-32.54,117.95,-22.64,-15.15,3.62,-13.23,16.69,-8.23,-33.75,17.38,36.08,-23.91,-11.39,54.40,3.50,-28.30,-16.69,11.34,12.27,-8.22,-25.98,55.54,-6.13,-15.88
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,-22.90,40.34,,,81.72,,57.63,,-8.26,-14.13,-30.15,,-33.13,-37.23,-49.97,,-4.52,-6.74,-1.59,-15.95,-32.23,-36.97,10.57,-16.89,0.34,33.83,-23.03,-14.66,11.77,0.86,20.24,5.00,-11.17,-8.45,12.90,24.05,13.10,27.21,0.13
QR_sy,,8.76,-7.52,,,16.49,,-5.46,,-15.78,-13.23,-9.37,,-13.42,-10.38,-0.58,,19.70,2.76,-2.98,3.76,-10.45,-13.14,-5.88,-19.12,-3.21,0.71,-8.84,4.07,5.57,-3.77,-7.66,-16.87,-12.10,-11.33,7.40,15.00,5.10,22.55,3.22
QR_qq,,,,,,,1.57,15.84,,,-4.93,-5.77,,,-10.75,-24.90,47.93,-3.71,-12.82,-20.76,26.34,-22.36,-18.91,39.01,-5.03,-6.26,8.15,-20.05,5.30,22.77,-2.41,-4.69,-8.05,3.86,0.58,17.54,1.03,-5.31,13.13,-7.48
QR_sq,,,,,,,5.54,-11.34,,,8.75,-7.40,,,12.56,2.73,0.14,3.37,-3.36,-3.01,7.09,-10.78,-6.27,5.10,-7.97,6.76,-2.47,-4.87,5.06,8.30,-11.10,-8.71,-5.42,14.51,-10.32,10.58,1.27,4.66,4.56,-6.87
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,2.91,23.22,,,24.60,,44.85,,-11.84,7.14,-26.11,,-31.86,-40.18,-34.04,,6.83,-11.54,4.08,16.88,-13.12,-4.11,-14.69,-17.62,-1.62,0.13,4.03,-1.54,-2.60,0.70,-6.26,-2.71,11.81,-2.68,-0.74,2.75,-8.62,0.10,17.31
CR_sy,,6.80,2.31,,,-5.11,,-20.14,,-20.75,-17.86,-6.63,,-2.60,-14.58,-9.57,,8.68,-1.59,-3.96,5.92,-9.00,-4.47,-0.83,-11.06,-3.21,1.24,-1.54,-1.07,0.57,-1.22,-5.12,-7.82,-9.54,-7.86,-3.76,0.68,4.21,4.14,9.91
CR_qq,,,,,,,-3.06,24.81,,,17.81,-13.93,,,3.43,-5.10,-5.84,15.59,-14.36,11.66,5.74,-14.08,-5.48,-0.66,2.11,2.61,-3.80,3.22,-3.36,1.50,-0.54,-3.92,0.30,16.65,-13.43,-2.00,3.83,3.73,-5.16,14.85
CR_sq,,,,,,,12.49,-17.35,,,16.59,-6.05,,,2.25,-0.54,-0.57,7.48,-7.42,-2.93,9.66,-7.65,-2.81,0.77,-1.65,0.49,1.66,-2.00,-1.18,2.16,-0.16,-5.87,-3.99,0.25,1.70,-1.69,0.44,3.77,1.63,3.76
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,3.12,73.45,,,214.92,,2687.57,,89.45,-63.20,-37.31,,-98.44,-52.58,-78.86,,446.88,-49.21,-3.82,1835.00,-11.05,13.84,-82.03,-38.11,-37.04,-32.94,506.19,-71.71,-45.92,-54.97,-85.11,-69.37,53.46,16.88,202.94,171.08,72.95,154.44,18.45
PP_sy,,106.29,-12.78,,,4.13,,-40.86,,1.46,-44.04,-57.99,,-35.91,-31.19,1.77,,35.66,38.29,-3.24,32.41,-49.19,-38.61,-11.94,-36.52,8.08,46.25,-9.02,19.35,8.76,-6.96,-3.30,-16.61,-29.91,-20.13,-7.90,-1.61,31.73,-3.56,-13.52
PP_qq,,,,,,,-22.25,95.25,,,-84.90,232.58,,,359.38,48.30,-87.77,556.25,-57.33,180.80,146.10,-69.83,-45.40,-55.69,747.79,-69.31,-41.84,300.58,-60.44,-41.33,-51.57,32.47,-18.63,193.98,-63.11,243.33,-27.18,87.56,-45.73,59.83
PP_sq,,,,,,,20.48,6.04,,,-33.55,-20.40,,,-28.66,17.72,-28.09,124.61,-27.27,-17.64,-1.59,-13.81,-12.14,18.15,-29.06,46.75,18.90,-26.50,-6.94,33.73,1.71,-23.61,-19.74,12.39,15.91,-11.91,-14.26,50.48,-15.14,-21.01
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,-24.62,37.34,,,66.52,,23.10,,-29.35,-6.42,-28.01,,4.67,-36.28,-42.49,,-8.42,-4.78,-1.40,-29.35,-33.33,-38.22,18.16,-14.75,0.13,36.57,-30.09,-4.63,17.16,2.10,33.24,8.46,-12.29,-8.50,10.58,22.28,11.02,25.60,-0.56
RCLR_sy,,2.17,4.10,,,-0.59,,12.39,,4.46,-3.62,7.15,,-4.30,-10.60,-7.72,,8.89,0.01,-9.51,-23.12,-14.09,-9.72,-1.68,4.85,3.94,5.52,5.18,-0.55,-5.63,-17.03,-12.11,-21.84,-1.45,-3.03,-4.81,-1.21,-9.74,9.03,-2.35
RCLR_qq,,,,,,,6.72,3.33,,,41.36,-20.51,,,-13.94,-28.26,60.82,-7.76,-10.52,-25.71,15.23,-12.96,-17.08,42.09,-16.87,2.24,13.09,-27.27,13.42,25.59,-1.44,-5.09,-7.68,1.57,2.82,14.70,2.09,-7.78,16.32,-9.19
RCLR_sq,,,,,,,16.42,-11.51,,,7.41,-1.62,,,0.34,1.55,18.46,-9.79,-7.85,-8.11,0.64,0.81,-3.16,0.07,7.33,-0.06,-1.70,-0.25,1.48,-5.16,-13.57,5.66,-9.75,19.58,-14.96,3.73,-6.33,9.25,2.72,-7.10
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,3.96,26.64,,,28.04,,17.68,,-0.74,-3.70,-19.83,,-42.14,-43.74,-37.41,,-1.90,-7.38,-2.95,-6.64,-36.42,-40.17,-34.70,-36.54,-10.50,6.66,-14.73,-11.30,3.71,0.92,-4.01,-8.82,13.64,-10.95,-6.62,11.59,-0.94,35.65,85.45
KP_sy,,-22.39,5.69,,,1.52,,1.97,,-30.89,-10.68,-23.64,,-3.77,-22.55,-10.87,,23.87,4.58,1.76,-4.07,-18.30,-22.06,-15.16,-20.73,-6.26,3.75,12.48,7.38,-6.68,0.10,-11.97,-16.47,-16.82,-9.28,-18.78,-10.73,12.38,-8.89,33.25
KP_qq,,,,,,,-1.90,8.42,,,-4.83,-9.73,,,-7.45,0.42,5.24,0.29,-12.61,5.23,1.24,-31.70,-17.77,14.85,-1.62,-3.67,-2.01,-8.19,2.34,12.64,-4.64,-12.68,-2.79,40.38,-25.28,-8.43,16.17,24.63,2.32,25.19
KP_sq,,,,,,,-1.37,-2.94,,,27.49,-17.03,,,2.61,-4.52,10.10,14.84,-13.37,-7.09,3.79,-2.20,-17.35,1.13,-3.02,15.65,-8.52,9.64,-7.42,0.50,-1.88,-3.58,-12.14,0.08,7.02,-13.68,-3.43,25.97,-13.23,26.24
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,6.76,6.03,,,46.73,,37.02,,12.17,-9.88,-25.34,,-44.06,-45.25,-26.27,,-7.72,3.58,-16.22,-4.04,-16.36,-22.06,-0.74,0.63,10.54,20.46,13.57,23.03,41.91,39.13,-11.22,-30.22,5.98,-12.44,11.29,33.58,6.63,24.36,44.29
PKKO_sy,,64.24,-4.74,,,11.43,,5.81,,-41.74,-38.17,-13.17,,-3.19,-10.47,-8.08,,16.54,9.45,-19.61,-10.44,-27.96,-33.18,-0.74,-21.18,18.59,5.93,-6.45,5.29,-23.98,-16.98,-27.62,-27.48,-16.72,2.58,-18.45,-8.22,4.09,-13.42,60.64
PKKO_qq,,,,,,,9.63,4.05,,,-11.92,-13.80,,,-13.80,16.08,-3.16,-4.78,-3.24,-6.11,10.93,-17.01,-9.83,19.58,12.45,-8.84,-1.73,12.73,21.82,5.16,-3.66,-28.07,-4.25,59.72,-20.41,-8.57,14.92,27.50,-7.17,6.08
PKKO_sq,,,,,,,9.53,-22.23,,,16.24,9.22,,,7.50,12.14,-0.43,-2.91,0.95,-17.63,10.93,-21.90,-6.35,22.35,-11.92,17.51,-16.35,8.05,-0.86,-15.16,-8.65,-5.79,-0.67,-2.58,12.52,-25.11,11.80,10.49,-6.41,38.95
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,27.01,3.19,,,-32.42,,-29.55,-29.02,-14.63,13.46,20.98,30.49,9.26,-3.80,-22.53,-23.72,-11.99,-12.15,6.53,13.08,9.63,37.08,22.93,-8.00,-2.81,-21.86,-25.57,-16.27,-19.03,-20.06,-13.34,-12.93,-19.01,-1.06,2.72,4.55,5.93,-7.64,-5.83
RN_sy,,-2.96,0.22,,,-10.12,,-13.60,-7.08,-7.50,-6.28,-1.94,-2.43,4.08,3.46,4.53,3.82,6.26,8.85,12.05,9.41,-3.11,-4.97,-8.67,-2.85,5.87,6.09,4.08,-2.81,-4.02,-5.60,-5.35,-4.97,-6.77,-0.83,-0.58,0.90,2.18,0.15,2.50
RN_qq,,,,,-0.95,-14.22,-19.58,3.10,-0.21,3.18,6.89,9.94,7.63,-13.61,-5.89,-11.47,5.98,-0.33,-6.06,7.36,12.50,-3.37,17.45,-3.72,-15.80,2.08,-5.57,-8.29,-5.28,-1.28,-6.78,-0.59,-4.82,-8.18,13.89,3.21,-3.13,-6.97,-0.70,5.23
RN_sq,,,,,-4.07,-2.39,-3.91,-3.98,3.18,-2.84,-2.63,0.47,2.65,3.65,-3.21,1.51,1.95,6.09,-0.86,4.48,-0.45,-6.05,-2.75,0.41,5.90,2.37,-2.55,-1.49,-1.10,1.09,-4.16,-1.23,-0.71,-0.82,1.96,-0.98,0.77,0.44,-0.07,1.34
CRN,95000,75000,72000,91000,92000,107000,133000,129000,129000,125000,117000,107000,99000,115000,122000,138000,130000,131000,139000,129000,115000,119000,101000,105000,125000,122000,130000,141000,149000,151000,162000,163000,171000,187000,164000,159000,164000,176000,178000,169000
CRN_yy,,-21.05,-4.00,,,48.61,,41.76,40.22,16.82,-12.03,-17.05,-23.26,-8.00,4.27,28.97,31.31,13.91,13.93,-6.52,-11.54,-9.16,-27.34,-18.60,8.70,2.52,28.71,34.29,19.20,23.77,24.62,15.60,14.77,23.84,1.23,-2.45,-4.09,-5.88,8.54,6.29
CRN_sy,,3.23,,,,11.25,,14.97,7.51,7.87,6.49,2.08,2.69,-4.17,-3.55,-4.08,-3.14,-5.43,-7.37,-10.64,-9.19,2.87,4.55,9.52,3.57,-5.59,-5.43,-4.35,2.30,4.14,5.75,5.68,5.62,7.95,1.09,1.08,-1.06,-2.11,,-3.19
CRN_qq,,,,,1.10,16.30,24.30,-3.01,,-3.10,-6.40,-8.55,-7.48,16.16,6.09,13.11,-5.80,0.77,6.11,-7.19,-10.85,3.48,-15.13,3.96,19.05,-2.40,6.56,8.46,5.67,1.34,7.28,0.62,4.91,9.36,-12.30,-3.05,3.14,7.32,1.14,-5.06
CRN_sq,,,,,3.59,2.89,3.93,3.78,,3.23,2.60,-0.51,-2.55,-3.66,3.26,-1.05,-1.60,-5.95,1.15,-4.55,,6.55,2.79,,-5.43,-2.87,2.96,1.15,1.14,-1.12,4.55,1.09,1.08,1.06,-2.11,1.08,-1.06,,,-2.15
CPZ,109000,113000,80000,81000,82000,81000,90000,81000,82000,90000,87000,87000,81000,94000,113000,150000,132000,136000,147000,137000,135000,153000,151000,148000,183000,179000,177000,210000,224000,216000,230000,220000,226000,254000,229000,216000,212000,223000,211000,201000
CPZ_yy,,3.67,-29.20,,,1.25,,,,11.11,-3.33,7.41,-1.22,4.44,29.89,72.41,62.96,44.68,30.09,-8.67,2.27,12.50,2.72,8.03,35.56,16.99,17.22,41.89,22.40,20.67,29.94,4.76,0.89,17.59,-0.43,-1.82,-6.19,-12.20,-7.86,-6.94
CPZ_sy,,3.89,1.07,,,15.87,,,,3.20,-2.63,0.91,0.47,-3.98,-3.15,-1.35,-2.33,-13.36,-7.91,0.46,10.48,28.72,25.25,2.73,-2.59,-9.92,-6.05,5.31,6.64,8.72,5.58,5.04,0.41,4.64,2.44,,9.09,3.23,3.97,3.20
CPZ_qq,,,,,1.23,-1.22,11.11,-10.00,1.23,9.76,-3.33,,-6.90,16.05,20.21,32.74,-12.00,3.03,8.09,-6.80,-1.46,13.33,-1.31,-1.99,23.65,-2.19,-1.12,18.64,6.67,-3.57,6.48,-4.35,2.73,12.39,-9.84,-5.68,-1.85,5.19,-5.38,-4.74
CPZ_sq,,,,,9.55,0.46,4.11,-3.51,-2.73,5.61,-1.77,,-3.15,0.93,-0.92,1.86,-4.11,-10.48,5.32,11.11,5.45,4.31,2.48,-8.87,,-3.54,6.88,2.15,1.26,-1.66,3.80,1.63,-3.20,2.48,1.61,-0.79,5.60,-3.03,2.34,-1.53
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-24.74,31.27,,,23.02,,16.12,16.66,7.29,-4.40,-0.91,7.97,6.43,14.94,-20.93,-4.80,-15.70,-15.90,20.17,-21.30,-26.83,-31.06,-26.46,-25.29,-6.46,10.82,-19.98,-18.35,-15.33,-24.17,6.88,25.37,-3.15,1.15,-5.75,-4.08,13.66,31.36,16.21
RZ_sy,,-2.66,-12.02,,,5.52,,8.18,6.36,7.30,-1.75,8.05,16.17,8.08,13.91,7.41,3.13,-7.82,12.07,17.48,-6.45,5.85,-22.69,-24.91,-11.68,-6.91,5.42,1.37,4.72,-1.26,-11.26,-2.28,4.36,4.50,12.75,1.69,8.22,2.99,5.14,11.83
RZ_qq,,,,,-1.17,12.58,1.30,3.02,-0.70,3.53,-9.73,6.78,8.19,2.06,-2.52,-26.54,30.27,-9.63,-2.75,4.96,-14.68,-15.98,-8.37,11.96,-13.32,5.19,8.56,-19.16,-11.56,9.07,-2.76,13.94,3.74,-15.74,1.56,6.17,5.58,-0.15,17.37,-6.07
RZ_sq,,,,,2.38,5.42,6.04,-5.48,0.66,6.35,-2.90,3.95,8.23,-1.06,2.33,-1.98,3.91,-11.56,24.42,2.75,-17.25,0.06,-9.13,-0.20,-2.68,5.47,2.91,-4.03,0.54,-0.56,-7.51,5.68,7.37,-0.42,-0.21,-4.69,14.26,-5.24,1.88,1.38
CRZ,109000,145000,110000,100000,101000,90000,88000,86000,86000,83000,92000,87000,80000,78000,80000,110000,84000,93000,96000,91000,107000,127000,139000,124000,143000,136000,125000,155000,175000,161000,165000,145000,140000,166000,163000,154000,146000,146000,124000,132000
CRZ_yy,,33.03,-24.14,,,-18.18,,-14.00,-14.85,-7.78,4.55,1.16,-6.98,-6.02,-13.04,26.44,5.00,19.23,20.00,-17.27,27.38,36.56,44.79,36.26,33.64,7.09,-10.07,25.00,22.38,18.38,32.00,-6.45,-20.00,3.11,-1.21,6.21,4.29,-12.05,-23.93,-14.29
CRZ_sy,,15.23,13.79,,,-5.56,,-7.88,-6.06,-6.42,2.27,-6.95,-13.98,-8.00,-12.22,-6.90,-2.50,9.32,-11.39,-14.81,6.41,-5.11,30.00,31.88,13.25,7.19,-4.95,-1.10,-4.79,1.12,12.14,2.22,-3.91,-4.97,-11.34,-1.09,-8.14,-2.33,-4.65,-10.99
CRZ_qq,,,,,1.00,-10.89,-2.22,-2.27,,-3.49,10.84,-5.43,-8.05,-2.50,2.56,37.50,-23.64,10.71,3.23,-5.21,17.58,18.69,9.45,-10.79,15.32,-4.90,-8.09,24.00,12.90,-8.00,2.48,-12.12,-3.45,18.57,-1.81,-5.52,-5.19,,-15.07,6.45
CRZ_sq,,,,,-2.46,-5.56,-5.88,6.25,,-5.91,2.86,-3.33,-8.05,0.62,-1.86,2.53,-3.70,12.82,-20.45,-1.43,20.29,0.60,8.98,,3.30,-4.79,-3.35,4.05,-0.56,1.12,7.18,-5.15,-6.52,,,5.81,-13.19,,-2.38,-1.22
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-6.97,15.01,,,-12.79,,-19.94,-19.35,-17.71,-5.15,5.53,13.82,23.35,15.87,-10.71,-3.39,-10.41,-10.37,13.24,-5.25,-10.12,-3.75,-3.61,-16.02,-5.33,-6.43,-26.46,-18.60,-17.23,-23.33,-2.39,1.37,-15.33,0.96,0.65,4.63,16.07,10.30,5.09
RMO_sy,,-14.90,4.94,,,-8.27,,-8.92,-7.75,-0.01,1.36,11.80,15.04,9.27,14.24,3.21,4.71,7.43,-0.64,-1.42,-8.47,-12.54,-5.69,-1.39,9.89,7.80,8.98,0.89,-7.79,-0.70,-8.45,-1.81,4.10,-2.81,-2.36,-2.93,-3.53,-4.70,8.70,2.80
RMO_qq,,,,,-0.95,-6.49,-11.86,-1.93,-0.22,-4.59,1.59,9.10,7.63,3.40,-4.57,-15.92,16.45,-4.11,-4.52,6.22,-2.56,-9.04,2.25,6.37,-15.11,2.53,1.07,-16.41,-6.03,4.25,-6.39,6.43,-2.40,-12.93,11.63,6.10,1.46,-3.41,6.08,1.09
RMO_sq,,,,,-2.24,-1.87,-4.68,-0.40,-0.98,6.37,-3.38,9.85,1.90,1.03,1.02,-0.76,3.38,3.65,-6.57,-1.54,-4.01,-0.96,0.74,2.95,6.98,-2.84,1.85,-4.69,-2.22,4.62,-6.10,2.22,3.67,-2.33,-5.66,1.62,3.03,-3.51,7.61,-3.90
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-7.24,16.68,,,1.80,,-16.56,-15.94,-13.90,-8.22,2.70,10.77,4.90,-2.52,-22.10,-6.71,-11.48,0.16,20.67,-22.10,-28.50,-39.75,-39.51,-40.67,-29.01,-14.31,-35.99,-28.61,-22.51,-29.96,1.89,8.68,-15.77,-1.25,-7.10,-1.51,21.00,34.29,43.69
RMT_sy,,-16.34,-25.08,,,-16.76,,-15.21,-7.38,-9.90,2.15,2.13,2.11,24.90,15.40,12.79,9.35,-3.80,-2.87,-0.33,-4.06,-6.26,-6.63,-2.64,-3.22,-2.18,-0.22,-4.35,-2.06,3.02,-3.49,-0.72,-0.90,-10.11,-3.01,-4.98,-2.76,0.33,-1.79,1.93
RMT_qq,,,,,-0.95,-1.30,-9.43,-5.77,-0.21,1.09,-3.45,5.44,7.63,-4.26,-10.28,-15.74,28.89,-9.16,1.53,1.51,-16.80,-16.62,-14.45,1.93,-18.40,-0.23,3.27,-23.86,-9.00,8.30,-6.66,10.75,-2.93,-16.06,9.43,4.20,2.90,3.12,21.46,11.49
RMT_sq,,,,,-2.98,-3.62,-6.32,-3.20,5.97,-6.24,6.21,-3.22,5.95,14.70,-1.88,-5.41,2.72,0.90,-0.92,-2.94,-1.13,-1.41,-1.31,1.20,-1.71,-0.36,0.67,-2.99,0.65,4.81,-5.69,-0.21,0.47,-4.93,1.75,-2.23,2.81,-1.91,-0.40,1.48
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-7.12,15.92,,,-5.43,,-18.22,-17.61,-15.83,-6.71,4.07,12.25,13.50,5.77,-16.96,-5.13,-11.00,-4.88,17.20,-14.89,-21.01,-26.62,-26.77,-32.14,-20.98,-11.59,-32.90,-25.45,-20.80,-27.81,0.46,6.27,-15.62,-0.55,-4.65,0.44,19.37,25.56,28.74
RM_sy,,-16.63,-6.96,,,-9.71,,-13.59,-12.10,-3.35,5.47,5.91,14.88,11.79,7.19,14.02,7.18,0.81,-4.79,-2.10,-12.14,-10.16,-4.76,-12.36,1.19,1.41,10.88,8.81,7.40,9.24,0.07,3.53,-1.19,-7.90,-2.90,-5.55,-1.19,2.94,0.12,3.05
RM_qq,,,,,-0.95,-3.87,-10.65,-3.88,-0.21,-1.79,-0.97,7.23,7.63,-0.69,-7.71,-15.82,22.96,-6.83,-1.37,3.71,-10.71,-13.53,-8.37,3.51,-17.26,0.70,2.52,-21.44,-8.08,6.99,-6.56,9.31,-2.76,-15.05,10.13,4.81,2.44,0.96,15.84,7.46
RM_sq,,,,,-3.09,-2.16,-7.04,-1.96,-1.42,7.59,1.44,-1.55,6.92,4.69,-2.74,4.73,0.50,-1.53,-8.14,7.69,-9.81,0.69,-2.62,-0.89,4.14,0.91,6.47,-2.74,2.79,2.64,-2.47,0.62,-1.90,-4.33,2.82,-2.13,2.63,-0.33,0.01,0.74
COP,204000,220000,182000,191000,193000,197000,221000,215000,215000,208000,209000,194000,179000,193000,202000,248000,214000,224000,235000,220000,222000,246000,240000,229000,268000,258000,255000,296000,324000,312000,327000,308000,311000,353000,327000,313000,310000,322000,302000,301000
COP_yy,,7.84,-17.27,,,8.24,,12.57,11.40,5.58,-5.43,-9.77,-16.74,-7.21,-3.35,27.84,19.55,16.06,16.34,-11.29,3.74,9.82,2.13,4.09,20.72,4.88,6.25,29.26,20.90,20.93,28.24,4.05,-4.01,13.14,,1.62,-0.32,-8.78,-7.65,-3.83
COP_sy,,10.64,-1.10,,,9.44,,12.64,2.85,2.54,4.27,-5.37,-12.09,-8.17,-6.51,1.55,-2.29,-4.85,-7.73,-4.31,11.73,8.50,17.88,10.34,1.84,-5.48,-11.37,-11.06,-2.32,0.83,-3.74,-3.24,-2.37,6.30,,13.41,6.49,3.09,-11.27,-8.37
COP_qq,,,,,1.05,2.07,12.18,-2.71,,-3.26,0.48,-7.18,-7.73,7.82,4.66,22.77,-13.71,4.67,4.91,-6.38,0.91,10.81,-2.44,-4.58,17.03,-3.73,-1.16,16.08,9.46,-3.70,4.81,-5.81,0.97,13.50,-7.37,-4.28,-0.96,3.87,-6.21,-0.33
COP_sq,,,,,6.04,2.07,1.02,3.02,,1.76,2.72,-6.51,-10.05,6.30,4.58,1.55,-13.45,3.52,1.42,5.31,1.06,0.52,10.18,-1.42,-6.73,-6.70,3.31,-1.07,2.43,-3.69,-1.37,-0.56,3.35,4.86,7.47,-2.64,-2.96,1.52,-7.50,0.54
CSP,95000,107000,102000,110000,111000,116000,131000,134000,133000,118000,122000,107000,98000,99000,89000,98000,82000,88000,88000,83000,87000,93000,89000,81000,85000,79000,78000,86000,100000,96000,97000,88000,85000,99000,98000,97000,98000,99000,91000,100000
CSP_yy,,12.63,-4.67,,,13.73,,21.82,19.82,1.72,-6.87,-20.15,-26.32,-16.10,-27.05,-8.41,-16.33,-11.11,-1.12,-15.31,6.10,5.68,1.14,-2.41,-2.30,-15.05,-12.36,6.17,17.65,21.52,24.36,2.33,-15.00,3.12,1.03,10.23,15.29,,-7.14,3.09
CSP_sy,,-2.08,42.55,,,11.94,,9.72,-6.08,-20.00,-28.05,-32.91,-20.14,-4.17,-5.08,15.09,-14.41,-36.52,-3.57,-11.48,13.68,73.97,1.85,-1.85,-14.81,-35.43,-27.27,-7.55,17.39,19.51,17.50,6.12,-12.96,-6.12,5.32,-1.92,6.38,,-9.09,-13.73
CSP_qq,,,,,0.91,4.50,12.93,2.29,-0.75,-11.28,3.39,-12.30,-8.41,1.02,-10.10,10.11,-16.33,7.32,,-5.68,4.82,6.90,-4.30,-8.99,4.94,-7.06,-1.27,10.26,16.28,-4.00,1.04,-9.28,-3.41,16.47,-1.01,-1.02,1.03,1.02,-8.08,9.89
CSP_sq,,,,,2.78,1.35,9.33,-3.66,-12.03,-13.67,-1.67,-10.17,4.72,3.60,-2.61,8.93,-22.13,-23.16,,,,17.59,-13.39,-3.64,-13.21,-10.87,-2.44,22.50,10.20,-9.26,-4.08,10.64,-9.62,-2.13,7.61,3.03,-1.96,-8.00,-2.17,-2.22
