,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CPZ,104000,189000,131000,170000,173000,205000,199000,206000,173000,158000,201000,197000,221000,247000,214000,219000,200000,185000,210000,232000,1357000,1279000,940000,-13078000,575000,1128000,-2158000,1707000,6403000,9845000,11045000,11757000,13691000,16022000,2172000
CPZ_yy,,81.73,-30.69,,32.06,,,21.18,,-22.93,1.01,-4.37,27.75,56.33,6.47,11.17,-9.50,-25.10,-1.87,5.94,578.50,591.35,347.62,-5737.07,-57.63,-11.81,-329.57,113.05,1013.57,772.78,611.82,588.75,113.82,62.74,-80.33
CPZ_sy,,10.58,13.04,,-11.15,,,12.68,,5.28,9.41,25.83,38.27,17.37,17.92,5.96,-7.14,-0.66,-8.81,-3.12,-8.97,-11.26,-12.00,-20.65,-8.10,1.12,2.27,15.85,11.88,9.23,14.07,6.67,2.05,1.35,3.25
CPZ_qq,,,,,1.76,18.50,-2.93,3.52,-16.02,-8.67,27.22,-1.99,12.18,11.76,-13.36,2.34,-8.68,-7.50,13.51,10.48,484.91,-5.75,-26.51,-1491.28,104.40,96.17,-291.31,179.10,275.10,53.76,12.19,6.45,16.45,17.03,-86.44
CPZ_sq,,,,,8.45,6.49,3.66,-5.88,1.25,6.58,7.72,8.24,11.26,-9.52,8.22,-2.74,-2.50,-3.21,-0.66,3.33,-8.39,-5.63,-1.49,-6.82,6.10,3.83,-0.37,5.56,2.46,1.37,4.05,-1.30,-1.97,0.67,6.00
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-51.73,34.61,,-35.25,,,-24.06,-24.45,0.52,-54.22,-78.76,-15.20,-26.69,163.13,400.67,28.48,49.12,-10.18,-27.96,-88.20,-90.58,-84.02,-125.03,213.17,69.08,-243.29,150.05,-90.36,-91.47,106.39,-96.24,-97.39,-89.24,1264.59
RZ_sy,,-38.24,58.26,,-25.16,,,28.97,-16.77,-34.58,-16.48,-25.72,-11.30,-3.49,-14.09,-13.99,-25.03,-16.50,-2.94,21.68,67.10,70.99,38.60,20.67,-2.93,-22.40,1.91,14.33,25.53,31.68,10.72,-22.26,-32.33,-34.93,-29.29
RZ_qq,,,,,-29.43,-19.44,-3.35,38.20,-29.78,7.17,-55.98,-35.89,180.39,-7.34,57.98,21.98,-28.05,7.54,-4.84,-2.17,-88.22,-14.16,61.44,-253.29,247.42,-53.65,-236.81,153.54,-71.60,-58.99,2.39,-68.48,-80.25,68.75,12888.89
RZ_sq,,,,,24.60,18.27,-16.07,4.28,-19.59,-7.04,7.15,-7.26,-3.98,1.15,-4.62,-7.16,-16.30,12.65,10.87,16.39,14.95,15.27,-10.13,1.33,-7.53,-7.85,18.03,13.68,1.53,-3.33,-0.75,-20.19,-11.63,-7.04,7.85
CRZ,74000,152000,113000,123000,175000,217000,225000,163000,231000,216000,491000,765000,273000,295000,186000,153000,212000,198000,208000,212000,1801000,2097000,1300000,-848000,575000,1241000,-907000,1694000,5963000,14552000,14210000,44899000,227892000,137240000,1041000
CRZ_yy,,105.41,-25.66,,54.87,,,32.52,32.00,-0.46,118.22,369.33,18.18,36.57,-62.12,-80.00,-22.34,-32.88,11.83,38.56,749.53,959.09,525.00,-500.00,-68.07,-40.82,-169.77,299.76,937.04,1072.60,1666.70,2550.47,3721.77,843.10,-92.67
CRZ_sy,,51.61,-36.17,,30.00,,,-20.83,23.08,50.00,20.00,34.21,12.50,3.92,14.58,19.61,31.48,20.75,1.82,-21.31,-40.85,-43.75,-28.57,-20.83,4.76,36.11,-5.00,-5.26,-22.73,-26.53,-5.26,27.78,52.94,52.78,44.44
CRZ_qq,,,,,42.28,24.00,3.69,-27.56,41.72,-6.49,127.31,55.80,-64.31,8.06,-36.95,-17.74,38.56,-6.60,5.05,1.92,749.53,16.44,-38.01,-165.23,167.81,115.83,-173.09,286.77,252.01,144.04,-2.35,215.97,407.57,-39.78,-99.24
CRZ_sq,,,,,-18.75,-12.82,17.65,-5.00,26.32,6.25,-5.88,6.25,5.88,-1.85,3.77,10.91,16.39,-9.86,-12.50,-14.29,-12.50,-14.29,11.11,-5.00,15.79,11.36,-22.45,-5.26,-5.56,5.88,,27.78,13.04,5.77,-5.45
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-40.31,34.04,,-32.73,,,-32.31,-9.31,13.64,-8.54,2.98,-19.55,-27.17,6.33,1.59,16.77,26.79,-0.92,-6.06,-83.94,-81.08,-68.87,-102.59,230.84,47.19,-160.92,1384.03,-82.22,-71.90,139.86,-77.70,-42.34,-43.06,377.36
RMO_sy,,-0.99,-8.59,,3.53,,,-9.00,-2.49,3.90,-0.79,0.40,-8.13,-3.27,-5.60,-13.90,-7.67,-8.36,-2.82,5.69,8.87,7.55,2.02,1.06,-3.41,-5.15,-3.27,-5.24,-8.46,-5.17,-2.63,2.68,2.39,1.67,3.32
RMO_qq,,,,,-9.70,-17.36,-0.54,-8.79,20.98,3.55,-19.95,2.69,-5.48,-6.26,16.86,-1.89,8.64,1.78,-8.67,-6.98,-81.43,19.93,50.29,-107.73,2473.76,-46.64,-162.20,262.98,-67.13,-15.68,-11.75,-8.84,-15.01,-16.72,639.77
RMO_sq,,,,,-4.95,-9.55,4.03,1.74,1.86,-3.62,-0.67,2.96,-6.79,1.47,-3.06,-6.09,-0.06,0.72,2.79,2.14,2.95,-0.50,-2.50,1.18,-1.60,-2.29,-0.57,-0.89,-4.93,1.23,2.08,4.52,-5.21,0.52,3.74
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-18.27,46.87,,-80.28,,,-93.06,-66.22,-35.02,-22.52,14.80,-4.83,-10.53,17.14,3.84,12.18,13.39,-11.56,-13.46,-83.23,-78.09,-63.00,-102.81,161.11,-7.86,-126.12,535.83,-93.83,-91.21,118.94,-84.07,-43.96,-17.70,605.02
RMT_sy,,-0.74,-41.16,,9.11,,,-1.30,-9.29,-8.94,-8.56,-12.20,-13.79,-15.77,-18.72,-11.95,-2.67,4.47,11.75,-8.49,8.69,-5.89,-11.85,8.19,0.37,17.46,15.42,5.27,-12.53,-17.86,-9.12,1.28,25.28,37.68,10.82
RMT_qq,,,,,-76.07,-46.38,-25.65,-27.23,16.44,3.15,-11.34,7.82,-3.48,-3.03,16.07,-4.42,4.28,-1.99,-9.47,-6.47,-79.79,28.05,52.88,-107.10,1979.78,-54.82,-143.34,218.38,-73.40,-35.58,-6.61,-0.46,-6.42,-5.39,700.00
RMT_sq,,,,,1.84,-1.30,-1.19,-0.63,-6.39,-0.93,-0.77,-4.58,-8.09,-3.21,-4.24,3.36,1.59,3.90,2.43,-15.36,20.67,-10.04,-4.05,3.88,11.94,5.28,-5.72,-5.26,-6.99,-1.14,4.32,5.58,15.06,8.65,-16.04
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-39.08,34.70,,-40.14,,,-51.93,-28.17,-2.52,-12.87,6.53,-15.20,-22.37,9.46,2.25,15.38,22.61,-4.25,-8.37,-83.74,-80.24,-67.24,-102.65,206.76,26.06,-144.49,917.30,-89.22,-84.79,126.17,-81.75,-43.41,-28.21,505.59
RM_sy,,-10.23,-19.02,,5.57,,,-9.41,-4.08,-5.09,-5.28,-6.40,-15.37,-8.39,-19.08,-24.28,-5.31,-11.49,4.66,7.30,15.72,17.14,7.21,8.99,-5.87,-4.51,-1.98,1.21,-1.50,0.27,-2.85,-6.98,9.71,4.90,3.18
RM_qq,,,,,-20.04,-23.79,-7.46,-14.75,19.47,3.42,-17.28,4.23,-4.89,-5.33,16.63,-2.63,7.32,0.60,-8.92,-6.81,-80.95,22.24,51.01,-107.53,2307.03,-49.77,-153.29,238.33,-70.90,-29.09,-8.33,-3.50,-9.78,-10.04,673.21
RM_sq,,,,,-11.20,-4.59,3.22,3.59,-5.98,-5.59,3.02,2.37,-14.99,2.19,-9.00,-4.21,6.31,-4.48,7.60,-1.79,14.65,-3.31,-1.52,-0.17,-0.97,-1.92,1.08,3.08,-3.62,-0.15,-2.07,-1.30,13.67,-4.53,-3.68
COP,126000,220000,159000,194000,260000,318000,325000,268000,311000,310000,599000,860000,366000,384000,267000,239000,303000,294000,304000,312000,2265000,2429000,1541000,-3941000,698000,1460000,-1197000,1857000,6483000,15138000,14855000,45515000,228559000,137978000,1140000
COP_yy,,74.60,-27.73,,63.52,,,38.14,19.62,-2.52,84.31,220.90,17.68,23.87,-55.43,-72.21,-17.21,-23.44,13.86,30.54,647.52,726.19,406.91,-1363.14,-69.18,-39.89,-177.68,147.12,828.80,936.85,1341.02,2351.00,3425.51,811.47,-92.33
COP_sy,,-0.42,16.10,,-1.46,,,-3.52,1.48,4.55,6.77,25.51,17.15,16.67,15.49,13.23,1.56,-6.21,-9.76,-16.81,-7.36,-5.96,-2.70,-11.99,-12.58,-8.10,-14.24,-7.39,-3.79,-2.68,9.31,22.69,7.09,10.24,
COP_qq,,,,,34.02,22.31,2.20,-17.54,16.04,-0.32,93.23,43.57,-57.44,4.92,-30.47,-10.49,26.78,-2.97,3.40,2.63,625.96,7.24,-36.56,-355.74,117.71,109.17,-181.99,255.14,249.11,133.50,-1.87,206.40,402.16,-39.63,-99.17
COP_sq,,,,,5.47,-2.22,0.76,-7.14,10.93,0.73,2.90,9.15,3.55,0.31,1.86,7.01,-7.12,-7.36,-1.99,-1.35,3.42,-5.96,1.41,-10.76,2.72,-1.14,-5.36,-3.64,6.72,,6.30,8.15,-6.85,2.94,-3.57
CSP,22000,31000,28000,24000,87000,113000,126000,62000,138000,152000,398000,663000,145000,137000,53000,20000,103000,109000,94000,80000,908000,1150000,601000,9137000,123000,332000,961000,150000,80000,5293000,3810000,33758000,214868000,121956000,-1032000
CSP_yy,,40.91,-9.68,,210.71,,,158.33,58.62,34.51,215.87,969.35,5.07,-9.87,-86.68,-96.98,-28.97,-20.44,77.36,300.00,781.55,955.05,539.36,11321.25,-86.45,-71.13,59.90,-98.36,-34.96,1494.28,296.46,22405.33,268485.01,2204.10,-127.09
CSP_sy,,20.00,316.67,,24.00,,,-31.58,-9.68,36.36,-18.75,,-50.00,-43.33,-69.23,-123.08,-100.00,-100.00,275.00,500.00,,,20.00,-20.83,-52.94,-67.86,-77.78,-57.89,-112.50,-233.33,-50.00,-75.00,-650.00,-50.00,-1000.00
CSP_qq,,,,,262.50,29.89,11.50,-50.79,122.58,10.14,161.84,66.58,-78.13,-5.52,-61.31,-62.26,415.00,5.83,-13.76,-14.89,1035.00,26.65,-47.74,1420.30,-98.65,169.92,189.46,-84.39,-46.67,6516.25,-28.02,786.04,536.50,-43.24,-100.85
CSP_sq,,,,,-18.42,-29.03,45.45,-18.75,7.69,7.14,-13.33,,-46.15,21.43,-52.94,-175.00,100.00,,,-20.00,41.67,-17.65,28.57,-47.22,-15.79,-43.75,-11.11,,-125.00,-500.00,133.33,-50.00,-850.00,-20.00,-100.00
