,2007/Q4,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_qq,,,,-6.67,-11.85,9.46,45.02,9.87,3.67,0.78,35.04,8.61,11.28,2.33,-5.96,5.43,-17.99,12.17,14.61,13.18,42.26,5.29,-6.40,11.63,4.61,2.53,11.14,1.68,-4.64,0.10,-5.13,-0.64,-2.21,-0.28,-0.36,3.39,-1.00,1.22,-0.24
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-36.70,,,18.79,,-23.43,-34.96,-44.70,-39.93,-35.49,-34.74,-39.21,-40.13,-14.02,-11.43,20.19,9.64,-10.04,-16.21,-51.69,-48.53,-36.98,-36.10,-13.11,-10.78,-24.85,-17.50,-9.50,-7.30,8.61,11.14,8.38,8.79,3.58,-0.45,-1.68,-3.12,-3.24
CWKCurrent_sy,,-62.10,,,-25.07,,-48.41,-33.36,26.03,-5.12,7.45,-36.31,-17.70,-20.72,-13.11,1.61,6.08,-0.11,-7.20,-9.11,-27.77,-26.57,-21.13,-20.68,-10.54,-9.33,-15.08,-11.73,-11.51,-5.89,-2.92,-3.33,3.48,-1.37,-0.72,-1.36,-6.50,-7.53,17.99
CWKCurrent_qq,,,,7.15,13.44,-8.65,-31.04,-8.99,-3.54,-0.78,-25.95,-7.93,-10.14,-2.28,6.34,-5.15,21.93,-10.86,-12.74,-11.65,-29.70,-5.02,6.83,-10.41,-4.40,-2.48,-10.02,-1.65,4.86,-0.10,5.42,0.64,2.26,0.28,0.37,-3.28,1.00,-1.20,0.25
CWKCurrent_sq,,,,7.15,-57.16,38.04,-18.57,38.40,-18.98,3.92,-7.78,-17.97,4.69,0.11,1.07,-4.07,9.29,-5.73,-6.10,-6.05,-13.14,-4.17,0.85,-5.50,-2.05,-2.87,-5.55,-1.77,-1.80,3.30,-2.57,-2.19,5.11,-1.53,-1.93,-2.82,-0.37,-2.61,25.13
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,268.26,,,-275.62,,75.16,516.59,268.64,956.03,253.95,149.22,189.48,128.55,-3.68,-9.72,-60.00,-40.10,-29.04,-4.90,282.21,185.23,118.49,98.38,6.93,6.12,39.39,20.09,-110.52,-104.23,-134.07,-135.96,-467.57,-1375.27,-101.76,-14.58,16.88,20.95,15.69
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,-53.46,-451.04,75.88,544.38,63.84,-3.99,22.46,83.74,15.36,11.52,-3.32,-22.57,8.13,-50.59,44.78,-8.28,44.92,98.60,8.04,-29.74,31.58,7.05,7.22,-7.71,13.36,-109.38,56.87,-642.97,-19.62,-48.05,-12.11,-1.61,32.07,-7.41,-6.62,-8.36
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,-42.90,-83.78,,,-71.75,-59.87,-65.45,-56.24,3.83,10.77,150.00,66.95,40.93,5.15,-73.84,-64.94,-54.23,-49.59,-6.48,-5.77,-28.26,-16.73,,,,,,,,,,,
CWKGrahamCurrent_sy,,,,,,,-42.90,-71.23,,,-71.75,-77.37,-65.45,-56.24,3.83,10.77,150.00,66.95,40.93,5.15,-73.84,-64.94,-54.23,-49.59,-6.48,-5.77,-28.26,-16.73,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,114.80,,,,-38.98,4.16,-18.34,-45.58,-13.31,-10.33,3.43,29.14,-7.52,102.38,-30.93,9.01,-31.00,-49.65,-7.44,42.32,-24.00,-6.59,-6.74,8.36,-11.79,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,114.80,,,,8.21,-41.26,-18.34,-45.58,-13.31,-10.33,3.43,29.14,-7.52,102.38,-30.93,9.01,-31.00,-49.65,-7.44,42.32,-24.00,-6.59,-6.74,8.36,-11.79,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,11.36,,,-35.22,,-13.68,50.20,103.89,60.57,39.20,48.68,84.87,149.95,125.89,8.34,-44.14,-57.36,-31.51,48.31,138.63,160.12,53.42,-7.08,-37.21,-38.73,-32.07,-25.57,-16.61,-12.48,-18.48,-14.73,-3.46,-4.95,-4.88,1.96,16.71,24.03,47.50
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,-25.41,-16.59,13.27,22.49,29.79,13.23,-10.79,6.19,38.63,40.79,20.61,-4.04,-33.51,-27.41,-7.93,54.13,43.99,16.80,0.35,-9.09,-12.79,-21.08,-2.07,0.79,-4.45,-11.59,2.78,-6.12,-0.04,0.09,1.20,-6.06,7.15,14.57,7.55,11.72
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-10.20,,,54.36,,15.84,-33.42,-50.95,-37.72,-28.16,-32.74,-45.91,-59.99,-55.73,-7.70,79.03,134.53,46.01,-32.58,-58.10,-61.56,-34.82,7.62,59.27,63.22,47.21,34.35,19.92,14.26,22.68,17.27,3.58,5.21,5.13,-1.92,-14.31,-19.38,-32.20
CPCurrent_sy,,-43.63,,,12.69,,-44.55,-37.14,20.63,10.96,41.96,-21.30,-27.68,-37.74,-32.55,-4.62,32.78,38.01,14.93,-21.96,-39.63,-40.54,-29.21,-6.92,13.09,18.46,11.65,5.02,-1.14,-0.86,6.78,5.90,3.89,3.13,3.31,0.34,-11.04,-14.93,-15.16
CPCurrent_qq,,,,34.06,19.89,-11.71,-18.36,-22.94,-11.69,12.10,-5.82,-27.86,-28.97,-17.09,4.21,50.40,37.76,8.62,-35.12,-30.55,-14.38,-0.36,10.00,14.67,26.72,2.11,-0.79,4.66,13.11,-2.71,6.52,0.04,-0.10,-1.18,6.44,-6.67,-12.72,-7.02,-10.49
CPCurrent_sq,,,,34.06,-52.15,16.01,-25.49,51.99,-8.18,6.71,-4.66,-15.75,-15.62,-8.14,3.28,19.15,17.46,-4.52,-14.00,-19.10,-9.13,-5.97,2.39,6.38,10.40,-1.50,-3.49,0.06,3.93,-1.22,3.95,-0.76,1.96,-1.95,4.13,-3.61,-9.60,-6.24,3.86
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,339.68,,,-207.94,,-142.64,-76.55,349.83,390.41,335.63,1003.02,341.50,379.99,273.96,66.97,-71.57,-61.14,-12.20,9.68,641.49,439.81,115.72,71.35,-37.59,-49.44,-40.33,-52.19,-65.78,-54.07,-87.59,-112.70,-102.12,-153.72,-522.13,-482.75,-9593.65,-236.96,13.49
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,-16.96,-138.53,14.55,-55.97,145.67,310.44,-0.67,26.55,113.79,64.28,7.99,-1.40,-4.54,-72.03,47.63,122.76,19.25,89.08,7.47,-10.98,-5.28,-31.13,-12.93,5.06,-24.11,-50.71,16.87,-71.61,-177.66,91.76,-2858.73,-123.07,-7.22,-36.99,-2.85,42.73
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-77.25,,,,,,326.73,,,,-90.94,-77.35,-79.17,-73.26,-40.11,251.77,157.36,13.89,-8.82,-86.51,-81.48,-53.64,-41.64,60.23,97.79,67.58,109.18,192.27,117.72,705.41,,,,,,,,
CZCurrent_sy,,-79.29,,,,,,45.79,,,,69.75,112.62,-43.19,-67.46,-76.26,-55.97,-23.54,-43.43,29.34,-51.97,-47.01,-27.43,-83.79,-63.95,-49.53,-50.65,109.18,184.19,144.90,636.16,,,,,,,,
CZCurrent_qq,,,,20.46,,,,,-75.66,0.68,-20.99,-53.23,-39.12,-7.41,1.44,4.74,257.56,-32.26,-55.11,-16.14,-47.11,-6.96,12.34,5.57,45.21,14.85,-4.82,31.78,102.89,-14.44,252.09,,,,,,,,
CZCurrent_sq,,,,20.46,,,,,-24.31,60.24,67.70,-16.53,-5.20,-57.18,-3.94,-39.12,75.85,-25.64,-28.93,39.18,-34.70,-17.96,-2.67,-68.91,45.21,14.85,-4.82,31.78,97.28,-1.03,186.11,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,415.64,,,-129.26,,-115.75,-39.40,944.09,1264.94,768.12,342.12,265.11,351.85,252.77,75.00,-72.29,-72.64,-20.43,-0.04,676.35,629.25,125.67,49.92,-51.12,-61.72,-57.86,-56.85,-66.14,-61.62,-76.44,-72.20,-58.99,-100.07,-141.76,-208.62,-433.95,-221700.00,-701.24
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,-22.66,-114.10,31.50,-110.92,397.55,96.34,-5.46,20.97,96.90,62.14,17.00,-5.56,-2.32,-74.33,15.54,174.66,22.71,99.37,8.53,-15.00,-18.48,-34.99,-15.00,-6.45,-16.52,-48.99,-3.66,-42.57,-1.49,-24.75,-100.17,-32100.00,-156.21,-131.33,-16.22,-16.32
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,,,,,65.04,,,,-77.38,-72.62,-77.87,-71.65,-42.85,260.88,265.56,25.67,0.03,-87.12,-86.29,-55.69,-33.30,104.57,161.21,137.31,131.75,195.39,160.51,324.39,259.63,143.71,,,,,,
CZOCurrent_sy,,,,,,,,10.39,,,,-42.90,-4.89,-46.33,-12.92,-27.99,-11.62,-19.23,-45.98,6.84,-57.10,-56.70,-29.46,-41.67,-38.13,-12.52,-7.15,16.60,132.23,110.03,196.34,149.82,190.61,,,,,,
CZOCurrent_qq,,,,29.27,,,,,-49.06,5.76,-17.34,-49.22,-38.32,-14.53,5.89,2.38,289.50,-13.43,-63.60,-18.50,-49.84,-7.86,17.65,22.67,53.83,17.66,6.89,19.79,96.08,3.76,74.13,1.51,32.88,,,,,,
CZOCurrent_sq,,,,29.27,,,,,-11.09,59.84,-43.03,-29.47,48.09,-9.80,-7.57,-41.67,81.76,-17.57,-38.18,15.36,-27.02,-16.79,0.70,-4.61,-22.60,17.66,6.89,19.79,54.15,6.41,50.81,0.99,79.32,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-0.87,,,-1.57,,-1.77,-3.47,-9.85,-0.73,-15.41,1.03,-9.32,-18.94,6.00,-10.19,31.57,26.27,12.48,16.64,2.41,0.22,7.04,4.34,44.21,6.05,-1.40,25.83,14.20,24.70,42.65,17.24,-10.09,18.12,8.03,0.67,-11.94,-5.90,-2.55
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,-1.99,0.69,-1.10,0.65,-3.69,-5.96,8.90,-14.24,15.02,-15.58,-2.65,12.15,-2.54,23.66,-6.57,-0.10,1.06,8.58,-8.57,6.69,-1.48,50.07,-32.77,-0.79,25.72,36.19,-26.59,13.48,3.33,4.45,-3.56,3.79,-3.71,-8.64,3.05,7.49
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-10.99,,,51.94,,13.79,-35.73,-55.78,-38.17,-39.23,-32.05,-50.95,-67.57,-53.07,-17.10,135.53,196.14,64.23,-21.36,-57.09,-61.47,-30.23,12.29,129.70,73.06,45.14,69.06,36.95,42.49,74.99,37.49,-6.86,24.27,13.57,-1.27,-24.55,-24.13,-33.93
EVPCurrent_sy,,-51.76,,,82.17,,-30.62,-37.83,-18.06,10.65,3.08,-20.64,-39.44,-43.30,-26.56,-7.69,85.42,76.61,34.09,14.52,-17.20,-24.16,-8.99,-2.15,28.53,16.31,8.32,10.91,4.75,4.71,17.10,10.34,-4.36,11.03,7.42,2.35,-17.47,-16.96,-18.86
EVPCurrent_qq,,,,31.39,20.72,-12.69,-17.83,-25.79,-16.94,22.08,-19.23,-17.03,-40.04,-19.29,16.88,46.58,70.35,1.48,-35.19,-29.81,-7.04,-8.89,17.36,12.96,90.16,-31.35,-1.57,31.57,54.04,-28.58,20.89,3.38,4.35,-4.70,10.48,-10.13,-20.25,-4.18,-3.79
EVPCurrent_sq,,,,31.39,-33.02,-17.53,-4.42,17.73,-11.71,11.37,-10.96,-9.35,-32.62,4.26,15.33,13.94,35.34,-0.70,-12.43,-2.69,-2.15,-9.05,5.09,4.62,28.53,-17.69,-2.12,7.11,21.40,-17.73,9.47,0.92,5.22,-4.49,5.91,-3.84,-15.16,-3.89,3.48
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,131.44,,,-436.97,,-723.12,59.31,110.67,108.54,112.67,-77.15,-75.17,-82.06,-69.95,-48.67,374.80,361.56,41.35,16.67,-86.81,-86.26,-52.57,-30.40,195.01,177.00,134.01,191.61,237.33,224.86,505.38,321.63,119.13,-199716.64,-358.60,-192.69,-126.38,99.97,87.83
EVEBITCurrent_sy,,310.79,,,-73.00,,-78.94,7.96,438.13,130.45,532.22,-41.40,18.36,-41.16,-19.22,2.72,-3.80,-6.85,-28.25,19.39,-33.59,-24.35,7.30,-22.83,-41.94,-32.78,-25.63,14.12,192.44,153.58,200.00,163.63,18.39,-251.40,-101.90,-105.76,-97.35,103.02,2866.54
EVEBITCurrent_qq,,,,26.70,-815.37,-43.93,52.24,132.39,-52.09,15.17,-29.10,-41.59,-47.93,-16.80,18.75,-0.22,381.66,-19.12,-63.64,-17.64,-45.54,-15.76,25.53,20.85,130.85,-20.90,6.04,50.60,167.04,-23.82,97.61,4.89,38.78,-69493.05,99.74,62.41,60.50,11.33,7.60
EVEBITCurrent_sq,,,,26.70,-82.52,-3032.42,103.24,549.63,-12.90,65.93,-32.66,-39.79,75.92,-17.50,-7.57,-23.43,64.75,-20.12,-28.80,27.41,-8.35,-9.02,1.00,-8.37,-31.04,5.32,11.75,40.60,76.73,-8.67,32.20,23.55,-20.64,-216.80,98.34,-274.24,136.54,33.18,1419.30
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,102.26,,,4210.00,,-3211.39,41.19,-99.15,-95.18,102.39,-74.63,-74.41,-81.15,-69.14,-49.71,257.22,251.02,30.98,11.32,-82.78,-82.08,-48.94,-27.46,171.64,146.89,107.50,153.25,161.62,156.26,332.84,203.23,64.87,361.91,173.27,289.68,-181.05,-133.09,-125.37
EVEBITDACurrent_sy,,165.73,,,128.79,,-82.48,-37.20,-33.58,-92.87,307.68,-51.11,-35.13,-40.53,-38.02,8.92,70.61,49.61,17.36,33.95,-29.48,-22.47,1.51,-13.15,-7.47,-1.09,1.85,18.41,51.94,27.14,35.60,34.44,7.39,28.34,71.28,35.82,-27.39,-32.80,-60.03
EVEBITDACurrent_qq,,,,25.40,8624.55,-80.22,-243.78,105.69,-47.47,12.23,-28.70,-39.65,-47.00,-17.33,16.74,-1.67,276.45,-18.77,-56.44,-16.43,-41.76,-15.47,24.11,18.72,118.10,-23.17,4.31,44.90,125.30,-24.74,76.18,1.51,22.50,110.85,4.23,44.75,-125.48,13.91,20.09
EVEBITDACurrent_sq,,,,25.40,-14.13,906.59,-98.38,349.56,-9.19,8.06,-7.58,-46.08,20.48,-0.95,-3.67,-5.25,88.71,-13.14,-24.43,8.15,-0.65,-4.51,-1.06,-7.48,5.85,2.08,1.88,7.56,35.84,-14.58,8.65,6.64,8.50,2.09,45.00,-15.43,-42.00,-5.52,-13.74
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,178.57,,,-228.21,,-132.64,-84.74,238.31,274.75,252.01,619.82,168.30,187.36,221.57,47.92,-65.84,-57.38,-21.02,-8.11,258.25,177.70,35.91,9.50,-45.77,-54.90,-55.15,-60.57,-69.02,-57.40,-86.54,-114.08,-102.22,-158.38,-537.57,-481.48,-9781.82,-226.63,16.25
ROE_sy,,-25.30,,,6.78,,-21.22,-45.46,-64.85,-71.46,-79.48,101.36,-56.08,125.31,357.30,-16.03,109.57,-31.94,9.30,-16.29,73.86,112.46,41.24,52.24,1.87,-44.50,-55.43,-63.60,-87.00,-73.60,-85.90,-95.21,-26.13,-112.31,-226.67,-245.90,-149.19,-277.46,682.89
ROE_qq,,,,-11.06,-143.68,22.00,-7.69,141.58,296.04,-1.45,-6.32,96.87,47.61,5.56,4.83,-9.44,-65.91,31.67,94.29,5.36,32.91,2.07,-4.91,-15.11,-34.17,-15.12,-5.45,-25.37,-48.28,16.73,-70.12,-178.03,91.85,-2972.73,-123.96,-3.70,-38.47,-1.56,42.57
ROE_sq,,,,-11.06,50.20,-5.23,-37.77,-38.43,-3.20,-23.04,-55.25,504.07,-78.89,294.78,-9.18,10.91,-47.30,28.22,45.85,-15.05,9.45,56.68,-3.05,-8.43,-26.77,-14.64,-22.14,-25.21,-73.84,73.27,-58.41,-74.58,303.28,-128.86,-328.17,70.72,-35.96,-121.49,761.19
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,236.45,,,-203.33,,-136.61,-80.97,302.96,366.67,274.59,637.06,181.85,190.82,220.75,31.89,-73.36,-67.37,-33.66,-15.93,328.75,241.53,25.78,5.90,-53.19,-61.20,-54.03,-60.65,-71.18,-60.75,-86.97,-113.71,-102.13,-157.11,-516.81,-517.39,-11228.57,-269.23,6.45
ROA_sy,,88.78,,,-10.64,,-39.53,-40.72,5.01,-63.26,-72.58,136.67,-76.08,-27.52,84.16,-72.14,124.18,79.96,21.58,-17.68,9.77,53.34,49.19,109.76,94.29,-41.97,-54.43,-67.50,-81.41,-50.59,-75.43,-90.53,-56.25,-93.33,-166.67,86.05,-15.13,-768.00,858.33
ROA_qq,,,,-10.85,-135.94,20.97,-44.56,146.35,283.25,3.84,-5.36,95.69,46.56,7.14,4.39,-19.54,-70.39,31.22,112.23,1.96,50.99,4.52,-21.84,-14.15,-33.26,-13.36,-7.40,-26.51,-51.12,17.99,-69.25,-177.31,92.39,-3057.14,-124.43,-14.52,-39.61,-2.90,43.14
ROA_sq,,,,-10.85,-41.16,46.14,-21.12,-12.61,4.24,-48.87,-41.13,654.29,-89.46,54.90,49.58,14.10,-15.20,24.34,1.06,-22.74,13.06,73.71,-1.68,8.63,4.72,-48.12,-22.79,-22.53,-40.09,37.87,-61.60,-70.14,176.74,-78.99,-484.00,183.33,26.25,-265.35,535.93
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,382.92,,,-145.16,,-118.25,-59.67,513.93,822.48,579.95,197.43,97.51,80.83,56.10,61.51,-50.39,-35.85,16.20,-32.60,225.34,180.41,47.11,61.33,-22.14,-37.52,-37.97,-42.01,-59.41,-56.14,-71.09,-67.41,-57.52,-100.07,-143.89,-206.62,-386.16,-196600.00,-443.24
OPM_sy,,139.39,,,-10.40,,-46.12,-52.85,-5.70,-32.25,-15.49,6.64,-32.96,10.08,-0.86,36.59,71.65,91.36,49.62,-27.17,3.91,-12.52,-9.21,21.73,-6.62,-18.46,-25.23,-35.20,-27.00,-11.66,-7.98,16.34,0.69,-45.34,-51.53,-35.62,-34.00,11.43,223.39
OPM_qq,,,,3.71,-116.89,39.28,-71.56,329.14,73.40,5.99,13.97,42.01,15.14,-2.96,-1.62,46.93,-64.63,25.48,78.22,-14.77,70.70,8.15,-6.50,-6.53,-17.62,-13.20,-7.19,-12.62,-42.33,-6.21,-38.82,-1.51,-24.82,-100.16,-37600.00,-139.26,-101.77,-8.08,-4.12
OPM_sq,,,,3.71,-46.71,-8.83,6.92,-9.24,6.59,-34.50,33.38,14.52,-32.99,7.54,20.13,57.78,-15.79,19.89,-6.07,-23.19,20.13,0.94,-2.52,2.98,-7.84,-11.87,-10.61,-10.75,3.82,6.66,-6.89,12.84,-10.15,-42.10,-17.44,49.88,-7.88,-2.25,139.61
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,293.02,,,-266.67,,-149.39,-84.42,222.60,281.00,269.21,643.86,138.71,92.11,65.57,54.10,-49.09,-8.89,28.22,-26.05,210.64,107.53,40.59,84.40,-0.61,-17.48,-12.14,-35.78,-58.97,-47.51,-84.76,-114.89,-102.19,-156.50,-543.35,-471.83,-8220.00,-171.71,41.33
ROS_sy,,151.96,,,-2.64,,-47.32,-62.77,-1.60,-48.45,-57.27,-47.36,-40.86,33.56,50.81,178.80,53.86,100.10,59.50,-37.47,15.41,7.86,19.49,90.24,41.72,-30.95,-44.43,-57.70,-57.44,-33.72,-46.28,-74.55,-63.14,-69.80,-58.58,162.89,79.36,53.77,604.18
ROS_qq,,,,11.25,-146.20,24.62,-27.47,135.10,263.51,11.29,19.17,54.29,16.65,-10.43,2.71,43.60,-61.46,60.29,44.55,-17.18,61.88,7.08,-2.08,8.63,-12.75,-11.09,4.25,-20.59,-44.25,13.73,-69.74,-177.60,91.78,-2828.57,-137.46,-0.08,-19.54,4.36,48.73
ROS_sq,,,,11.25,-55.60,-12.44,21.80,-21.36,17.33,-54.13,0.95,-3.11,31.80,3.60,13.99,79.12,-27.26,34.73,-9.14,-29.78,34.24,25.92,0.66,11.80,,-38.65,-18.99,-14.89,0.60,-4.45,-34.33,-59.69,45.70,-21.72,-9.93,155.89,-0.59,-32.88,312.47
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,703.55,,,-113.12,,-105.96,-59.93,820.51,1452.87,1137.86,133.60,167.08,144.77,94.43,-3.35,-25.52,-6.46,37.17,98.13,93.34,74.62,11.30,-12.71,-20.89,-36.27,-34.73,-32.62,-43.07,-38.88,-57.19,-56.84,-42.84,-75.01,-88.71,-122.79,-215.45,-424.67,-1257.35
RS_sy,,798.29,,,-31.34,,-67.87,-59.69,-0.33,-51.09,-44.37,-56.03,-32.26,46.52,114.88,183.67,73.27,69.17,38.95,-23.74,11.11,-7.18,-12.04,29.35,-3.80,-19.17,-22.98,-41.90,-30.95,-34.48,-15.48,11.72,4.76,3.89,-12.67,-47.88,-57.34,-42.78,67.78
RS_qq,,,,5.87,-106.27,44.23,-60.92,812.14,12.74,4.72,23.45,60.29,28.90,-4.03,-1.94,-20.32,-0.67,20.53,43.78,15.10,-3.07,8.86,-8.35,-9.74,-12.15,-12.31,-6.14,-6.82,-25.77,-5.86,-34.26,-6.06,-1.68,-58.85,-70.31,-289.71,-398.06,-15.72,-5.85
RS_sq,,,,5.87,-63.81,17.38,-28.57,32.85,-10.52,-42.40,-18.76,5.00,37.87,24.59,19.14,38.61,-15.79,21.64,-2.15,-23.92,22.69,1.62,-7.27,11.88,-8.75,-14.61,-11.65,-15.60,8.44,-18.97,13.97,11.56,1.69,-19.64,-4.20,-33.41,-16.77,7.77,180.91
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,244.57,,,-219.40,,-146.07,-77.63,274.11,356.87,304.91,467.53,135.89,89.30,63.18,56.27,-61.05,-26.82,17.87,-31.33,299.17,153.08,49.79,92.97,-0.72,-18.02,-15.17,-37.22,-54.74,-41.27,-67.45,-85.25,-76.75,-135.30,-284.51,-639.92,-646.34,-178.07,42.57
GPM_sy,,146.26,,,-1.96,,-42.00,-58.83,-5.80,-41.80,-58.57,-52.98,-37.33,28.88,48.32,194.29,51.61,110.45,67.65,-33.14,14.92,-16.63,-19.34,31.19,-9.58,-18.78,-25.71,-44.56,-24.37,-20.36,-6.70,-21.44,-27.74,-74.43,-72.10,-9.72,-16.44,98.77,551.45
GPM_qq,,,,12.02,-136.41,24.04,-48.70,154.39,183.44,12.06,18.62,50.63,17.81,-10.07,2.25,44.25,-70.64,68.95,64.71,-15.96,70.69,7.12,-2.51,8.26,-12.19,-11.54,0.87,-19.87,-36.69,14.78,-44.08,-63.70,-0.20,-274.26,-192.27,-6.22,-0.99,11.31,39.64
