,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
EVEBITDACurrent,21310,17340,17120,12200,12030,10690,10250,10200,10740,9410,77510,63170,127890,209620,12540,14040,12590,10910,11180,10750,10890,9730,12860,11970,11720,12420,13120,14120,11840,11160,9320,8850,9160,9670,16630,16960,12610,11900,5550,5280,5210,4280,4590,4400,4300,4310,4580,4280,4300
DTAR,390,370,400,220,230,,390,370,290,,390,410,380,,320,310,310,,320,290,290,,270,270,270,320,320,330,310,330,340,280,300,280,300,280,270,260,280,230,250,230,260,330,280,290,270,230,250
CG,640,590,660,280,310,,630,580,400,,630,700,610,,470,440,450,,460,410,400,,370,370,370,460,470,490,460,490,510,400,430,380,420,390,360,350,390,310,330,300,360,500,390,400,370,310,340
LDER,70,60,90,20,40,,280,270,230,,280,270,250,,230,260,240,,230,210,190,,180,160,150,150,160,140,130,110,100,100,80,70,70,60,50,40,40,30,30,30,40,80,80,70,60,70,80
PZAT,3890,2380,1930,2840,2410,,1440,1550,1820,,1950,1960,2120,,2150,1890,1960,,2100,2190,2310,,2420,2490,2660,2960,2800,2950,3210,3590,3520,3650,4410,4980,4940,5420,6680,7580,7560,8930,9580,10840,7190,3370,3330,3610,4070,3590,3520
PELDR,1020,900,870,1530,1510,,1380,1390,1320,,1030,1020,1040,,1130,1210,1250,,1260,1290,1290,,1290,1330,1340,1260,1230,1230,1270,1260,1240,1240,1260,1250,1180,1210,1190,1270,1460,1310,1310,1340,1340,1250,1320,1350,1290,1340,1390
TSF,650,670,660,800,790,,780,800,880,,780,750,770,,840,870,850,,840,860,850,,860,850,840,790,790,770,770,750,730,760,760,780,750,760,770,770,750,790,770,790,770,720,780,760,770,820,810
ZKO,1070,1600,1590,460,490,,900,870,870,,1640,1530,1470,,1240,1090,980,,950,870,840,,810,750,720,840,880,880,800,810,820,730,750,730,820,770,750,660,620,610,610,590,630,880,730,710,710,620,620
OSF,1030,1310,1270,680,720,,970,950,920,,1310,1230,1230,,1130,1050,990,,970,930,910,,890,850,840,920,940,940,900,910,920,820,870,850,900,870,850,810,820,760,780,750,800,940,850,850,840,760,780
NetDebt,1644000000,1892000000,2921000000,-612000000,1229000000,,7431000000,9098000000,6610000000,,9277000000,10202000000,8791000000,,6748000000,6544000000,6465000000,,7607000000,6265000000,6793000000,,6454000000,6536000000,5754000000,7680000000,7479000000,8331000000,7468000000,8706000000,8354000000,6635000000,8199000000,7591000000,7550000000,6827000000,6023000000,5270000000,3585000000,3353000000,4395000000,3229000000,4675000000,10576000000,8381000000,10076000000,8143000000,6698000000,6774000000
NetDebtEBITDA,1360,1260,1280,-220,420,,1900,2200,1530,,14770,13030,23320,,1850,1980,1770,,1840,1480,1630,,1840,1740,1540,2180,2240,2660,2070,2260,1870,1390,1760,1670,2910,2750,1840,1540,530,450,580,370,550,1160,880,1050,900,710,710
DebtFin,-244000000,-49000000,588000000,-4730000000,-3536000000,,1480000000,3493000000,5354000000,,7590000000,8375000000,7129000000,,4625000000,5364000000,4816000000,,5029000000,4249000000,4208000000,,4015000000,3779000000,2599000000,2720000000,2749000000,3078000000,1709000000,1928000000,624000000,1118000000,1639000000,2942000000,2114000000,1088000000,266000000,-379000000,-3473000000,-2004000000,-1914000000,-3582000000,-1765000000,-818000000,-261000000,275000000,547000000,-682000000,209000000
DebtFinEBITDA,-200,-30,260,-1700,-1210,,380,850,1240,,12090,10700,18910,,1270,1620,1320,,1220,1010,1010,,1140,1010,700,770,820,980,470,500,140,230,350,650,810,440,80,-110,-510,-270,-250,-410,-210,-90,-30,30,60,-70,20
SP1,960,820,800,1490,1460,,1080,1090,1070,,800,800,840,,920,970,1010,,1030,1070,1080,,1100,1150,1170,1100,1070,1070,1130,1130,1130,1130,1170,1170,1100,1140,1140,1220,1310,1240,1270,1270,1270,1070,1170,1200,1180,1230,1260
SP2,1020,870,870,1530,1510,,1380,1390,1320,,1030,1020,1040,,1130,1210,1250,,1260,1290,1290,,1290,1330,1340,1260,1230,1230,1270,1260,1240,1240,1260,1250,1180,1210,1190,1270,1360,1280,1310,1300,1320,1160,1260,1290,1260,1320,1360
CAR,140,30,20,1250,840,,500,150,230,,20,20,40,,180,50,130,,40,100,40,,40,50,260,200,170,150,240,160,270,290,160,120,140,170,260,350,670,590,530,660,600,320,350,240,360,420,430
QR,940,510,700,2290,1920,,1740,1870,2340,,750,760,800,,1250,1650,1730,,1530,1820,1720,,1740,1790,1760,1380,1350,1280,1460,1280,1270,1450,1330,1380,1200,1240,1250,1320,1340,1420,1470,1430,1480,910,1200,1140,1330,1680,1670
CR,1040,700,730,2380,2300,,2000,2130,2750,,1100,1060,1140,,1590,2210,2170,,2060,2350,2270,,2360,2380,2330,1760,1700,1620,1720,1610,1520,1810,1650,1700,1480,1550,1540,1700,1780,1810,1800,1860,1790,1360,1730,1720,1700,2090,2130
PP,140,30,20,1250,840,,500,150,300,,20,20,70,,180,160,260,,80,240,90,,110,130,310,220,260,180,290,200,290,330,180,160,140,200,290,380,690,630,530,660,600,320,370,260,390,460,460
RCLR,750,540,470,810,470,,450,690,990,,580,710,700,,900,1210,1180,,1420,1470,1590,,1590,1610,1420,1130,980,1010,1140,1060,970,1080,1120,1200,1020,960,940,920,850,870,930,840,900,680,920,940,990,1220,1260
KP,10,-100,-90,280,270,,220,220,210,,20,20,30,,100,150,170,,170,190,190,,190,210,210,160,150,140,160,150,140,170,160,160,120,130,120,160,200,170,180,180,190,100,160,170,160,200,220
PKKO,10,-120,-230,1730,1630,,1080,970,770,,60,40,80,,200,300,350,,340,350,320,,300,330,320,250,230,220,250,240,210,260,240,250,180,210,220,290,390,310,330,330,340,200,280,280,230,270,280
RN,6850,6880,5870,3860,3890,4830,4870,5110,4970,5070,4680,4480,4240,4450,4750,5190,5180,5250,4600,4280,4000,4160,4090,3960,4019,4120,4040,3990,3950,3780,3770,3680,3570,3430,3270,3400,3660,3860,4260,4520,4470,4770,4810,4780,5120,5020,5180,5130,4820
CRN,53000,53000,62000,95000,94000,76000,75000,71000,73000,72000,78000,81000,86000,82000,77000,70000,70000,69000,79000,85000,91000,88000,89000,92000,91000,89000,90000,91000,92000,96000,97000,99000,102000,106000,111000,107000,100000,95000,86000,81000,82000,77000,76000,76000,71000,73000,70000,71000,76000
CPZ,71000,98000,113000,140000,158000,127000,134000,132000,111000,109000,108000,112000,129000,123000,102000,80000,65000,64000,62000,63000,61000,59000,58000,58000,59000,63000,73000,82000,86000,92000,93000,94000,97000,98000,101000,100000,97000,98000,93000,90000,91000,87000,86000,93000,87000,86000,81000,71000,70000
RZ,43000,25300,49430,26320,7460,8740,6420,5460,6490,6530,7220,6910,6690,7180,7990,8630,9380,9810,8400,8530,8330,8690,8920,8550,8350,9050,9020,9240,10330,10120,10710,10130,9310,9150,8780,9040,9220,8590,8790,9530,9560,10150,10170,9620,10010,9410,10120,10820,10790
CRZ,8000,14000,7000,14000,49000,42000,57000,67000,56000,56000,51000,53000,55000,51000,46000,42000,39000,37000,43000,43000,44000,42000,41000,43000,44000,40000,40000,39000,35000,36000,34000,36000,39000,40000,42000,40000,40000,42000,42000,38000,38000,36000,36000,38000,36000,39000,36000,34000,34000
RMO,4970,5340,3620,1620,1190,1470,1240,1300,1480,1510,1790,2270,2580,2700,2930,2980,2860,2900,2760,2660,2690,2800,2730,2700,2610,2670,2530,2450,2490,2400,2440,2350,2290,2240,2180,2300,2410,2370,2370,2370,2250,2310,2350,2360,2550,2620,2810,2880,2780
RMT,2830,1620,1530,1130,930,1160,1040,1020,970,990,890,880,880,930,1040,1080,1150,1170,1250,1310,1360,1420,1380,1430,1450,1520,1480,1450,1500,1490,1600,1560,1540,1460,1350,1400,1400,1390,1540,1560,1570,1600,1590,1570,1650,1720,1780,1830,1810
RM,1800,1240,1070,660,520,650,570,570,590,600,600,640,660,690,770,790,820,830,860,880,900,940,920,940,930,970,930,910,940,920,970,940,920,880,830,870,890,880,930,940,920,950,950,940,1000,1040,1090,1120,1100
COP,61000,67000,69000,109000,143000,118000,132000,138000,129000,128000,129000,134000,141000,133000,123000,112000,109000,106000,122000,128000,135000,130000,130000,135000,135000,129000,130000,130000,127000,132000,131000,135000,141000,146000,153000,147000,140000,137000,128000,119000,120000,113000,112000,114000,107000,112000,106000,105000,110000
CSP,-10000,-31000,-44000,-31000,-15000,-9000,-2000,6000,18000,19000,21000,22000,12000,10000,21000,32000,44000,42000,60000,65000,74000,71000,72000,77000,76000,66000,57000,48000,41000,40000,38000,41000,44000,48000,52000,47000,43000,39000,35000,29000,29000,26000,26000,21000,20000,26000,25000,34000,40000
