,2009/Q4,2010/Q4,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-85.94,,-79.47,,,-40.95,-36.41,-55.38,,,-52.66,-48.92,,,-43.37,-16.84,-8.02,5.19,11.26,21.77,39.91,34.77,72.41,57.94,56.55,60.13,33.77,37.43,31.19
CWKCurrent_sy,,-11.82,,-16.10,,,-75.35,13.38,2.52,,,-20.01,-24.39,,,-16.89,4.81,17.01,33.02,3.32,2.15,-9.28,-10.78,8.13,4.95,19.38,21.25,4.24,-3.93,-5.25
CWKCurrent_qq,,,,-21.80,-11.85,-13.61,-0.84,-15.80,-38.14,,,,-33.25,-11.12,-5.60,1.12,-1.99,-1.69,7.96,6.96,7.27,12.95,3.99,36.84,-1.74,11.96,6.37,14.31,0.95,6.88
CWKCurrent_sq,,,,-70.38,-3.12,9.00,-21.17,36.21,-12.40,,,,-17.19,-3.34,-14.80,21.87,4.43,7.92,-3.15,-5.34,3.25,-4.16,-4.75,14.71,0.21,9.02,-3.25,-1.38,-7.64,7.53
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,987.63,,352.09,,,-58.99,-124.01,1.02,-100.00,-100.00,420.28,201.55,,,102.03,-63.90,-41.53,-58.24,-85.15,-107.57,-154.13,-196.07,-356.72,-130.31,50.70,76.21,16.44,10.92,30.70
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,40.10,23.48,-23.51,-69.00,-182.02,619.55,-100.00,,,389.17,-45.23,-14.38,-11.93,-12.60,-11.28,-38.86,-68.68,-144.55,-534.55,-8.51,16.30,60.04,-35.83,47.64,-193.98,57.39,-5.68
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-90.79,,-77.88,,,143.84,,-1.01,,,,-66.84,,,-50.50,177.02,71.04,139.50,573.35,,,,,,,,,,
CWKGrahamCurrent_sy,,168.37,,-30.26,,,-71.24,,5.56,,,,-26.49,,,-8.07,117.71,49.85,19.76,-24.01,,,,,,,,,,
CWKGrahamCurrent_qq,,,,-28.62,-19.02,30.74,222.65,,,,,,-79.56,82.56,16.80,13.55,14.41,12.72,63.54,219.26,,,,,,,,,,
CWKGrahamCurrent_sq,,,,-30.81,-27.48,35.14,-57.58,,,,,,-54.97,36.67,27.80,16.87,6.64,-5.93,2.14,-25.84,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,138.50,,151.97,,,135.32,71.38,34.52,16.97,20.42,73.58,53.73,48.72,45.83,-8.01,33.58,33.39,14.02,9.20,-25.14,-42.92,-26.26,-13.45,23.21,65.59,29.86,36.73,26.13,24.62
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,42.92,16.94,28.40,9.65,4.09,-8.21,11.64,12.89,50.04,-18.71,8.01,10.70,-5.35,18.05,7.85,-5.38,-9.36,-19.07,-17.76,22.24,6.38,15.21,10.53,-4.14,12.01,6.28,9.20
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-58.07,,-60.31,,,-57.50,-41.65,-25.67,-14.51,-16.96,-42.39,-34.95,-32.76,-31.43,8.71,-25.15,-25.04,-12.30,-8.43,33.58,75.20,35.61,15.55,-18.84,-39.61,-23.00,-26.87,-20.72,-19.76
CPCurrent_sy,,-40.13,,-39.08,,,-53.42,93.27,65.47,-3.47,-9.56,-42.39,-27.01,-27.97,-24.86,8.71,1.71,-1.62,7.59,-29.72,-26.15,-11.09,-14.59,-0.54,1.81,-8.60,-8.34,-6.58,3.45,6.14
CPCurrent_qq,,,,-30.03,-14.49,-22.12,-8.80,-3.93,8.94,-10.43,-11.42,-33.35,23.02,-7.42,-9.66,5.66,-15.29,-7.28,5.69,10.32,23.56,21.60,-18.19,-6.00,-13.21,-9.53,4.32,-10.73,-5.91,-8.43
CPCurrent_sq,,,,-65.16,-16.54,66.51,-3.79,44.56,-28.55,-2.86,-9.86,-7.92,-9.47,-4.14,-5.97,33.22,-15.29,-7.28,2.83,-12.98,-11.00,11.63,-1.22,1.35,-8.90,0.23,-0.95,3.30,0.88,2.84
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,229.96,,184.15,,,146.47,17.27,25.09,-29.09,-4.56,57.09,10.81,124.62,120.35,13.48,52.20,-62.25,-120.25,-155.54,-201.28,-471.31,-391.23,-278.54,-73.52,4.08,-13.17,61.89,52.87,62.44
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,79.50,-1.05,53.03,-9.32,-14.59,5.55,-13.25,22.04,40.57,-25.55,75.86,19.72,-27.60,-0.14,-56.38,-164.22,-98.55,-82.09,-59.91,15.04,-53.00,16.53,11.60,-0.24,48.48,-3.23,29.55
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,-64.81,,,-59.43,-14.74,-20.06,41.02,4.77,-36.34,-9.75,-55.48,-54.62,-11.88,-34.30,164.87,,,,,,,,,,,,
CZCurrent_sy,,,,-7.31,,,-15.85,39.80,-12.44,12.53,-19.99,-35.54,18.29,12.01,28.01,60.39,145.43,48.19,,,,,,,,,,,,
CZCurrent_qq,,,,-44.29,1.05,-34.65,10.28,17.08,-5.26,15.28,-18.06,-28.86,34.31,-43.13,-16.47,38.13,0.14,129.25,,,,,,,,,,,,
CZCurrent_sq,,,,-13.80,-13.26,-13.39,29.94,43.20,-45.67,11.32,-7.61,15.37,-0.30,5.40,5.58,44.56,52.55,-36.36,,,,,,,,,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,229.55,,196.18,,,161.43,32.36,38.93,-16.78,9.84,68.67,26.87,7.31,18.35,-63.29,-53.74,-33.76,-133.92,-229.41,-374.94,-460.65,-360.27,-340.20,-71.91,-3.93,-16.15,67.47,59.90,68.46
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,86.11,-1.07,55.77,-8.85,-5.77,3.85,-6.69,20.31,44.69,-21.89,-21.08,32.69,-55.12,-1.56,13.00,-167.94,-71.25,-109.13,-48.22,13.29,-63.78,18.33,10.39,3.10,54.14,-0.69,29.52
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,-66.24,,,-61.75,-24.45,-28.02,20.17,-8.96,-40.71,-21.18,-6.81,-15.51,172.39,116.14,50.96,,,,,,,,,,,,
CZOCurrent_sy,,,,0.32,,,-43.03,0.50,-26.13,-27.97,-5.97,-23.39,-7.19,26.88,57.99,68.03,64.41,-15.16,,,,,,,,,,,,
CZOCurrent_qq,,,,-46.27,1.08,-35.81,9.71,6.13,-3.70,7.17,-16.88,-30.89,28.03,26.70,-24.64,122.81,1.59,-11.50,,,,,,,,,,,,
CZOCurrent_sq,,,,-33.04,5.41,6.75,-24.39,18.12,-22.52,4.09,-1.31,-3.75,-6.14,42.30,22.89,2.37,-8.16,-26.56,,,,,,,,,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-2.10,,-2.09,,,14.48,8.94,-21.44,3.85,-4.12,-24.96,-62.23,-41.61,-40.50,-28.13,116.28,19.22,27.71,46.81,42.39,41.34,34.10,25.06,16.62,3.11,-3.10,-1.16,2.68,9.10
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,4.87,1.92,-1.11,8.31,-0.21,-26.50,30.72,,-21.89,-63.01,102.10,1.92,-5.65,11.30,11.40,9.18,8.46,7.94,10.58,3.58,1.15,0.66,-2.23,-2.66,3.18,4.57,3.88
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-58.95,,-61.14,,,-51.35,-36.43,-41.60,-11.22,-20.38,-56.77,-75.44,-60.74,-59.20,-21.88,61.91,-10.63,12.01,34.46,90.23,147.63,81.84,44.51,-5.35,-37.73,-25.39,-27.71,-18.59,-12.46
EVPCurrent_sy,,-38.77,,-45.53,,,-47.45,111.33,25.66,-5.61,-13.26,-55.86,-34.69,-42.86,-39.31,-11.06,-1.28,4.13,7.33,7.86,7.50,10.43,24.45,48.19,25.31,21.91,4.97,-18.33,-8.84,-15.32
EVPCurrent_qq,,,,-26.62,-12.85,-22.98,-1.22,-4.13,-19.93,17.08,-11.42,-47.94,-54.51,87.13,-7.93,-0.33,-5.72,3.29,15.39,19.65,33.39,34.46,-15.26,-4.92,-12.64,-11.54,1.54,-7.88,-1.61,-4.88
EVPCurrent_sq,,,,-67.52,9.19,47.11,0.70,30.64,-35.07,10.50,-7.46,-33.51,-3.94,-3.33,-1.71,-2.55,6.62,1.97,1.30,-2.07,6.27,4.74,14.17,16.61,-10.14,1.90,-1.69,-9.28,0.30,-5.34
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,175.57,,-66.94,,,-56.21,-17.69,-43.45,24.79,-12.71,-55.51,-70.23,-45.59,-49.72,95.78,367.49,79.98,-476.59,-213.44,-151.79,-139.19,70.87,71.59,32.16,0.79,16.57,-203.87,-156.06,-245.89
EVEBITCurrent_sy,,173.65,,-2.13,,,-65.71,-26.15,-46.45,-30.90,-22.83,24.92,-21.53,-5.11,29.27,-15.58,124.17,57.59,90.28,88.87,-31.07,115.39,64.03,24.00,214.58,-7.43,-45.41,-51.94,-60.11,-50.98
EVEBITCurrent_qq,,,,-43.66,3.02,-36.52,18.83,5.91,-29.23,40.10,-16.88,-46.02,-52.65,156.07,-23.19,110.22,13.06,-1.42,-260.71,36.67,48.38,25.40,-19.46,38.24,-23.25,-9.10,-0.46,-124.96,-3.85,-47.38
EVEBITCurrent_sq,,,,-43.66,-3.88,-19.53,-21.32,21.34,-30.29,3.82,-12.11,96.42,-56.21,25.53,19.73,28.28,16.27,-11.75,44.57,27.33,-57.57,175.75,10.10,-3.74,7.65,-18.85,-35.08,-15.25,-10.66,-0.28
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,166.07,,-67.28,,,-64.89,-36.64,-60.26,-30.52,-36.52,-61.72,-71.19,-42.70,-43.16,44.18,204.40,28.79,261.17,272.59,-1268.85,-378.53,-299.02,-139.53,81.29,-1.87,39.32,548.09,418.81,237.97
EVEBITDACurrent_sy,,-55.47,,10.42,,,-17.80,-29.63,-50.64,-29.74,-5.66,20.54,127.50,37.29,20.53,33.86,5.93,-1.61,-14.53,-18.84,-26.69,-3.87,-0.29,3.10,8.84,-11.37,-27.45,-10.01,-2.92,-5.26
EVEBITDACurrent_qq,,,,-46.83,2.87,-33.18,-3.92,-4.07,-35.47,16.81,-12.21,-42.15,-51.44,132.33,-12.92,46.74,2.53,-1.70,144.22,51.38,-421.64,76.58,-74.50,69.93,-52.25,-27.53,-3.94,322.04,8.32,-44.81
EVEBITDACurrent_sq,,,,-15.61,-11.29,10.49,-0.63,-27.75,-37.78,57.29,33.42,-7.68,17.43,-5.08,17.13,2.53,-7.08,-11.83,1.75,-2.64,-16.07,15.62,5.54,0.66,-11.39,-5.85,-13.60,24.86,-4.42,-8.11
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,118.27,,-41.65,,,45.58,-25.43,-44.18,,,-25.64,-43.41,,,-35.71,26.61,-65.26,-121.31,-161.77,-223.31,-619.23,-562.04,-552.81,-174.08,-50.17,-81.23,49.03,35.23,50.72
ROE_sy,,633.20,,21.51,,,-60.19,-88.71,-97.25,,,12.40,2402.70,,,61.57,-57.67,-7.72,-58.89,42.95,66.84,-16.55,160.32,-30.20,-11.16,119.19,78.96,94.70,26.33,-22.96
ROE_qq,,,,40.39,-12.77,32.20,-10.08,-28.09,-34.70,,,,-50.31,56.35,12.99,-26.77,-2.13,-57.10,-169.29,-112.33,-95.37,-80.63,11.65,-109.37,17.97,1.03,-6.63,41.11,-4.23,24.70
ROE_sq,,,,15.22,-39.27,-22.09,-26.97,-67.32,-85.20,,,,229.54,-34.23,0.66,-25.94,-13.66,43.37,-55.16,157.54,0.77,-28.29,39.87,-30.95,28.26,76.94,14.20,-24.87,-16.78,7.90
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,132.16,,-39.54,,,26.57,-39.58,-40.77,,,-23.47,-46.05,,,-22.06,12.67,-65.34,-120.34,-161.44,-228.57,-588.85,-494.93,-484.84,-149.23,-27.71,-60.50,58.15,53.97,62.66
ROA_sy,,544.86,,13.33,,,-51.48,-86.70,-96.43,,,28.21,1937.70,,,24.00,-78.28,-34.62,-71.30,49.19,152.59,1.48,149.22,-29.73,21.99,113.11,73.35,-89.23,-116.11,-49.43
ROA_qq,,,,30.58,-4.89,19.95,-15.03,-37.66,-6.76,,,,-34.27,48.46,17.36,-31.94,-4.98,-54.33,-168.89,-105.56,-98.82,-73.64,16.17,-102.07,15.27,11.03,-5.36,47.31,6.82,27.82
ROA_sq,,,,-20.29,-27.11,-31.11,21.22,-78.15,-80.45,,,,210.75,-50.04,43.64,-44.39,-45.56,50.37,-36.95,189.06,-7.84,-39.59,54.85,-18.50,60.00,5.53,25.97,-94.94,-339.29,431.34
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,154.32,,17.54,,,11.11,-22.79,3.27,-28.88,-8.80,-2.80,-17.46,-27.85,-18.83,-60.10,-65.39,-50.34,-129.72,-218.56,-467.51,-731.92,-524.64,-408.54,-39.52,37.25,10.55,76.21,68.20,74.70
OPM_sy,,379.05,,8.79,,,22.16,-31.72,-61.29,-51.85,-49.67,-26.33,93.59,33.89,22.64,-5.84,-64.38,-45.79,-48.91,-10.40,100.66,99.78,58.88,-18.13,-12.58,-57.33,-34.76,13.93,9.28,199.61
OPM_qq,,,,30.23,-15.41,21.33,-16.88,-9.50,13.15,-16.43,6.58,-3.55,-3.92,-26.95,19.90,-52.59,-16.65,4.81,-171.76,-89.12,-158.38,-80.22,29.07,-53.97,29.11,18.94,-1.10,59.05,5.24,35.50
OPM_sq,,,,8.43,-2.55,15.21,0.35,-39.39,-44.75,43.30,4.88,-11.28,45.19,-0.89,-3.94,-31.88,-45.07,50.83,-9.47,19.46,23.01,50.17,-28.00,-38.44,31.34,-26.70,10.08,7.51,25.98,100.95
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,154.49,,12.78,,,4.77,-31.58,-7.01,-39.37,-20.74,-9.50,-27.92,51.03,51.09,23.37,13.95,-71.69,-117.76,-150.86,-235.26,-750.18,-566.19,-337.32,-40.83,42.08,12.83,72.13,62.62,69.84
ROS_sy,,446.39,,40.01,,,-33.76,-54.57,-75.42,-8.65,23.54,11.60,225.05,33.04,11.38,-22.55,-61.13,-27.27,-58.13,150.63,211.03,-78.26,-93.90,-64.34,-66.74,454.17,3216.67,-89.24,-129.00,-59.25
ROS_qq,,,,25.63,-15.38,19.18,-17.30,-17.95,15.00,-22.30,8.11,-6.32,-8.41,62.81,8.16,-23.51,-15.41,-59.54,-167.83,-119.12,-124.96,-94.47,30.50,-43.84,27.56,20.02,-4.59,54.01,2.85,35.47
ROS_sq,,,,30.14,-7.21,-33.10,-18.01,-10.74,-49.78,148.58,10.87,-19.37,46.27,1.74,-7.18,-43.93,-26.58,90.34,-46.56,235.59,-8.89,-86.70,-85.00,1861.11,-15.01,121.67,-10.23,-93.63,-328.95,411.49
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,155.14,,17.30,,,-2.16,-36.38,-1.83,-28.91,-7.62,18.21,4.59,-20.01,-6.13,-73.91,-73.77,-86.19,-160.11,-344.33,-692.90,-2546.03,-235.64,-322.66,-29.13,31.80,7.27,73.12,65.88,71.28
RS_sy,,113.94,,15.70,,,-30.97,-22.78,-24.57,-2.48,-10.66,-44.31,-16.22,-15.07,-5.93,15.67,-6.25,-63.29,-39.98,-11.84,-2.73,264.02,66.22,-4.86,8.10,-58.51,-38.08,-23.93,-44.65,78.25
RS_qq,,,,30.47,-29.16,29.31,-18.13,-15.17,9.32,-6.36,6.38,8.56,-3.28,-28.38,24.84,-69.83,-2.76,-62.30,-643.51,-22.63,-135.97,-55.52,25.42,-54.43,27.91,17.86,-1.40,55.23,8.51,30.86
RS_sq,,,,8.52,-10.41,-25.14,-5.15,21.40,-12.49,-3.22,-13.11,-24.32,31.65,-1.88,-3.76,-6.94,6.69,-61.58,57.32,36.70,17.70,43.80,-28.16,-21.76,33.74,-44.80,7.20,-3.88,-2.69,77.76
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,154.34,,18.80,,,13.21,-23.72,2.29,-29.50,-9.79,-2.27,-16.57,29.67,30.54,-5.60,-18.62,-71.12,-117.66,-148.73,-253.27,-702.09,-551.09,-422.07,-41.06,36.72,9.78,75.65,66.79,72.11
GPM_sy,,176.20,,15.97,,,-24.80,-52.59,-76.39,-53.48,-37.77,-15.49,178.98,93.08,72.36,-10.00,-44.17,-28.67,-64.52,-4.63,24.88,29.17,97.52,-9.95,-28.95,-47.93,-38.05,-82.21,-122.22,-41.08
GPM_qq,,,,32.33,-15.26,21.20,-16.71,-10.83,13.63,-16.47,6.58,-3.40,-3.00,29.83,7.30,-30.14,-16.38,-53.92,-165.60,-92.80,-162.99,-81.00,29.06,-54.59,28.94,18.81,-1.15,58.28,3.08,31.81
GPM_sq,,,,6.49,-3.30,-16.88,-12.15,-32.86,-51.85,63.80,17.52,-8.83,58.96,13.37,4.91,-52.40,-1.39,44.84,-47.81,27.95,29.13,49.81,-20.20,-41.67,1.89,9.79,-5.06,-83.25,-227.27,391.07
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,132.05,,-36.98,,,34.24,-31.82,-34.20,,,-17.79,-38.24,,,-74.81,-65.79,-39.17,-134.13,-243.21,-449.34,-574.72,-456.43,-580.42,-146.95,-38.35,-64.76,64.29,60.84,68.65
ROPA_sy,,703.31,,-14.48,,,-54.30,-78.22,-84.15,,,19.73,318.90,,,2.84,-71.18,-22.01,15.21,4.70,138.89,5.28,-46.13,-14.25,-16.70,70.85,333.99,103.38,64.97,80.09
ROPA_qq,,,,35.36,-4.91,22.13,-14.60,-31.26,-8.22,,,,-31.05,-33.38,30.08,-57.84,-6.35,18.46,-172.97,-76.91,-128.45,-60.97,14.47,-116.33,17.09,9.82,-1.86,53.11,9.07,27.81
ROPA_sq,,,,18.42,-23.33,-38.07,-18.72,-43.57,-44.22,,,,95.17,-43.45,-36.55,46.86,-45.30,53.03,-6.27,33.45,24.80,-32.56,-52.04,112.42,21.23,38.32,21.83,-0.45,-1.66,51.00
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,,,264.52,,,-77.52,-94.24,-93.97,-97.49,-36.49,-6.95,18.17,307.84,89.63,130.46,25.38,-82.00,-138.01,-356.06,1983.94,803.55,1031.10,363.33,-52.50,-1124.82,-305.67,-156.29,-188.39,150.55
ZNPO_sy,,,,5.75,,,94.30,-53.49,-88.23,-13.86,-9.83,10.42,666.85,3.23,-35.90,-9.94,-80.54,-61.06,-89.16,-3.36,502.42,217.45,1262.00,17.45,-41.16,-32.39,-13.57,3.74,22.23,-13.76
ZNPO_qq,,,,130.27,-1.04,55.45,-93.65,-40.98,3.56,-35.17,60.30,-13.54,31.52,123.75,-25.47,5.07,-28.45,-67.88,-257.38,-607.85,682.32,-86.07,62.18,100.19,5.04,-400.50,67.45,45.21,-64.93,271.85
ZNPO_sq,,,,160.75,-32.02,-7.89,19.01,-37.59,-82.80,574.27,24.59,-23.58,19.44,-9.23,-22.64,7.38,-74.19,81.60,-78.45,857.01,60.88,-4.30,-7.56,-17.47,-19.40,9.96,18.17,-0.95,-5.03,-22.42
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,46.70,,,155.60,99.33,27.87,45.98,-9.17,-28.93,-35.52,-8.85,-17.83,-6.74,348.83,,,765.68,-681.37,,,-152.44,59.15,157.59,115.12,112.66,105.30,-16.85
ZFI_sy,,,,35.48,,,-2.68,5.58,9.23,0.90,25.64,-28.56,-39.43,0.24,-18.15,-7.26,61.66,,,58.53,8.18,,,-31.19,-33.72,-28.19,-32.61,-24.52,65.32,25.70
ZFI_qq,,,,46.70,,,74.23,14.40,-35.85,14.16,8.41,-10.48,-41.81,61.39,-2.27,1.60,180.08,,,,-288.10,92.72,-118.44,-75.31,-46.53,110.26,-42.64,46.73,-38.60,60.90
ZFI_sq,,,,12.23,,,-14.23,21.76,-10.56,8.03,6.80,-30.77,-24.17,78.77,-12.79,-21.56,32.19,,,,-9.79,-8.24,7.07,-22.36,-13.11,-0.59,0.48,-13.04,90.30,-24.41
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-55.28,,-10.27,,,61.87,62.72,-31.61,,,-4.84,37.70,,,-37.86,60.56,0.97,22.45,2.06,-13.07,23.73,40.34,35.12,33.26,46.22,28.95,40.20,72.45,43.55
DTAR_sy,,-37.44,,2.72,,,25.74,5.19,5.89,,,17.51,1.36,,,-15.62,1.34,46.66,23.15,6.85,18.30,-17.25,20.51,8.57,-5.87,6.59,-7.66,22.72,26.46,33.29
DTAR_qq,,,,33.20,-29.88,47.58,17.43,33.90,-70.53,,,,-57.35,27.57,-15.79,35.62,10.20,-19.77,2.13,13.03,-6.14,14.20,15.83,8.83,-7.43,25.31,2.15,18.32,13.86,4.31
DTAR_sq,,,,24.41,-5.76,3.17,3.94,4.08,-5.13,,,,-18.17,-6.12,-3.56,13.88,-1.71,35.87,-19.02,-1.19,8.82,-4.96,17.92,-10.97,-5.65,7.62,2.15,18.32,-2.78,13.43
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-74.60,,-13.40,,,86.13,100.89,-35.56,,,-7.55,44.50,,,-48.77,80.35,1.19,28.18,2.68,-16.65,31.48,56.23,50.73,46.51,71.92,45.58,70.84,142.65,89.47
CG_sy,,-54.38,,3.54,,,31.84,7.82,8.24,,,26.96,9.11,,,-22.21,-5.24,77.57,56.32,21.28,27.94,-25.69,10.10,5.87,-26.82,10.26,-12.06,19.32,76.15,14.40
CG_qq,,,,43.16,-35.67,62.64,24.27,54.51,-79.36,,,,-67.75,34.27,-18.91,45.87,13.55,-24.66,2.72,16.84,-7.82,18.83,22.06,12.73,-10.40,39.44,3.36,32.28,27.27,8.88
CG_sq,,,,29.87,-7.19,4.98,4.19,6.22,-6.82,,,,-19.93,-14.97,-0.64,14.98,-2.45,59.32,-12.53,-10.79,2.91,-7.46,29.60,-14.22,-28.87,39.44,3.36,16.39,5.00,-9.44
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-89.78,,-97.18,,,-51.35,20175.00,114.29,,,93.34,1602.22,,,-5.55,118.67,58.70,10.47,11.95,-9.97,30.52,19.53,-6.21,-9.95,19.18,7.66,23.28,15.02,-33.09
LDER_sy,,-51.31,,62.86,,,-42.72,7.21,-4.11,,,-3.36,-46.44,,,24.27,67.98,106.04,19.24,16.46,9.46,12.53,9.18,36.37,-16.48,9.29,29.05,-40.82,4.21,-34.04
LDER_qq,,,,-89.19,425.00,-14.29,,4405.56,-94.45,,,,-51.15,0.52,45.06,32.59,13.10,-27.04,0.98,34.36,-9.05,5.77,-7.52,5.42,-12.67,39.99,-16.47,20.72,-18.52,-18.57
LDER_sq,,,,-43.81,54.09,-31.69,,5.16,37.82,,,,-23.61,-6.28,48.88,16.59,3.26,14.96,-13.84,13.88,-2.96,18.18,-16.41,42.24,-40.56,54.65,-1.30,-34.78,4.67,-2.12
PZAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PZAT_yy,,,,,,,89.96,-99.44,-59.12,,,-47.96,-94.75,,,-52.67,-56.10,-60.45,4.15,4.55,40.13,-18.60,-15.14,29.27,14.55,-18.73,-13.93,-42.72,40.41,97.85
