,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-8.83,-37.04,-7.36,-38.12,,,,-9.36,-6.74,-5.36,7.97,3.61,1.44,-0.94,-14.53,-12.09,-8.02,-7.78,-5.88,-1.02,-4.37,-1.61,0.42,-2.93,-2.00,32.76,57.23,46.49,37.51,10.31
CWKCurrent_sy,,-13.24,-6.81,-24.52,27.55,,,,-4.52,-4.81,-3.66,-15.60,-5.42,-2.83,7.54,12.44,5.06,22.60,11.34,-0.78,-1.03,-2.68,-8.84,-2.82,6.24,-2.83,8.27,8.10,9.90,3.07,-17.74
CWKCurrent_qq,,,,,,-8.31,3.38,-6.92,2.73,-5.66,4.91,6.19,-1.41,-7.63,2.44,-8.38,1.40,-3.34,2.71,-6.50,6.64,-6.62,5.67,-4.57,3.09,-5.73,43.15,13.02,-3.95,-11.51,14.83
CWKCurrent_sq,,,,,,-10.93,-1.63,10.56,-1.43,-11.20,-0.44,-3.14,10.46,-8.77,10.18,1.27,3.21,6.45,0.06,-9.75,2.96,4.67,-6.26,-3.80,12.55,-4.27,4.45,-3.94,14.42,-10.22,-16.64
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,45.03,163.55,-819.30,58.08,,,,55.89,105.17,68.57,-15.76,49.65,1450.34,223.20,305.95,550.73,184.99,185.33,40.60,-0.20,19.77,23.67,13.11,27.80,22.58,-153.96,-188.14,-200.89,-139.76,-216.41
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,,48.22,-51.87,49.23,-10.49,106.07,-1023.31,-87.01,51.95,286.85,-26.63,212.62,5.17,18.14,-26.54,54.05,-25.35,41.77,-24.15,40.91,-15.66,35.99,-133.39,-130.17,3.47,46.41,-165.75
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,,,,,,,,,,,,-93.54,,,,-64.91,-64.96,-28.88,0.20,-16.51,-19.14,-11.59,-21.75,-18.42,,,,,
CWKGrahamCurrent_sy,,,,,,,,,,,,,,-26.45,,,,123.77,54.17,-18.24,-15.42,3.76,-1.10,-14.57,-58.70,-34.89,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,36.30,-68.02,-4.92,-15.35,36.12,-35.09,33.96,-29.46,31.83,-29.03,18.57,-26.47,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,62.51,40.55,63.41,-40.05,11.97,-25.47,69.04,-26.45,6.72,-35.62,-18.29,15.97,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,51.08,18.02,18.30,14.40,,,,5.03,-1.29,-5.74,-3.78,-4.06,4.00,3.80,4.81,1.20,-3.22,-2.58,-2.98,0.42,-3.29,-4.19,-7.74,-5.42,1.37,2.40,8.19,7.39,4.54,7.99
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,3.24,3.60,-2.08,0.28,-2.97,-1.07,-0.03,-0.01,5.17,-1.26,0.95,-3.46,0.58,-0.61,0.54,-0.08,-3.14,-1.54,-3.18,2.43,3.81,-0.54,2.29,1.68,1.05,2.74
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-33.81,-15.27,-15.47,-12.59,,,,-4.78,1.31,6.10,3.93,4.23,-3.85,-3.65,-4.60,-1.19,3.32,2.65,3.07,-0.42,3.41,4.37,8.39,5.73,-1.35,-2.33,-7.57,-6.87,-4.34,-7.40
CPCurrent_sy,,-16.66,3.49,11.28,-5.68,,,,48.65,30.60,11.72,-7.35,-31.05,-20.31,-8.50,15.02,34.52,41.56,39.90,40.06,10.52,8.53,8.01,-2.53,-21.18,-28.63,-20.15,-16.47,-2.89,4.13,-29.24
CPCurrent_qq,,,,,,-3.13,-3.48,2.13,-0.28,3.07,1.08,0.04,0.01,-4.92,1.28,-0.95,3.59,-0.58,0.62,-0.54,0.08,3.25,1.56,3.29,-2.38,-3.67,0.54,-2.24,-1.65,-1.05,-2.67
CPCurrent_sq,,,,,,-3.74,-1.41,1.02,55.05,-15.43,-15.67,-16.22,15.39,-2.26,-3.16,5.31,34.96,2.85,-4.29,5.43,6.49,1.00,-4.76,-4.85,-13.89,-8.54,6.56,-0.46,0.10,-1.93,-27.59
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-68.88,398.68,-54.32,195.87,,,,-9.94,-14.74,-22.90,-68.68,-69.63,-58.67,-60.41,158.97,165.51,137.18,166.24,-9.21,12.20,-9.90,-13.13,-17.15,-14.16,-8.34,-45.21,-121.90,-117.19,-101.55,-49.20
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,-3.22,2.56,2.62,-11.58,-8.38,-7.25,-58.32,-14.26,24.68,-11.15,172.66,-12.10,11.38,-0.27,-7.02,8.63,-10.56,-3.84,-11.32,12.56,-4.50,-42.52,-135.44,11.62,91.38,1981.52
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,221.33,-79.95,118.90,-66.20,,,,11.03,17.29,29.70,219.34,229.34,142.00,152.61,-61.39,-62.34,-57.84,-62.44,10.14,-10.88,10.99,15.11,20.70,16.49,9.10,82.51,,,,96.83
CZCurrent_sy,,58.79,-15.07,13.09,10.98,,,,15.12,104.03,-15.01,0.93,-4.60,-9.24,15.02,-15.17,26.48,6.78,-12.78,20.28,27.45,-1.63,16.01,6.22,-45.99,-20.92,11.91,,,,-32.34
CZCurrent_qq,,,,,,3.33,-2.49,-2.55,13.09,9.15,7.82,139.93,16.63,-19.80,12.55,-63.33,13.76,-10.21,0.27,7.55,-7.95,11.81,4.00,12.77,-11.16,4.71,73.98,,,,
CZCurrent_sq,,,,,,-35.57,86.83,-13.09,10.04,14.20,-22.18,3.21,4.01,8.64,-1.38,-23.88,55.09,-8.28,-19.44,4.97,64.34,-29.21,-5.00,-3.89,-16.44,3.66,34.44,,,,
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-49.74,209.85,-50.41,176.01,,,,-13.02,-17.54,-23.85,-65.40,-67.18,-57.59,-57.70,134.66,143.55,129.76,145.20,-11.44,10.91,-9.85,-15.58,-16.12,-14.18,-6.28,-43.71,-118.54,-118.43,-106.74,-38.65
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,-3.84,1.31,0.64,-11.28,-8.84,-6.44,-54.27,-15.83,17.78,-6.69,153.65,-12.64,11.12,-0.42,-8.39,9.41,-9.68,-6.76,-8.97,11.95,-1.36,-44.00,-129.99,-11.28,63.94,609.80
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,98.98,-67.73,101.66,-63.77,,,,14.97,21.27,31.32,189.04,204.67,135.78,136.40,-57.38,-58.94,-56.48,-59.22,12.92,-9.84,10.92,18.46,19.22,16.52,6.70,77.68,,,,62.99
CZOCurrent_sy,,65.15,-19.44,12.81,-0.38,,,,13.53,63.81,-5.51,9.02,-2.20,-9.62,11.99,2.26,52.68,16.89,13.94,13.32,-26.12,11.28,-7.02,-12.25,-13.77,-28.48,14.86,,,,-45.97
CZOCurrent_qq,,,,,,4.00,-1.30,-0.64,12.72,9.70,6.88,118.70,18.81,-15.10,7.16,-60.58,14.47,-10.01,0.42,9.15,-8.60,10.72,7.24,9.86,-10.67,1.38,78.59,,,,
CZOCurrent_sq,,,,,,-24.69,42.55,-6.26,12.82,8.67,-17.78,8.15,1.20,0.42,1.88,-1.25,51.11,-23.11,-0.68,-1.78,-1.49,15.81,-17.01,-7.31,-3.20,-3.95,33.28,,,,
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,0.15,-5.89,6.23,-1.35,,,,2.33,1.48,3.50,8.64,-0.36,2.29,-1.70,-11.02,-10.76,-5.06,7.45,-8.30,-3.41,-2.96,-15.84,-0.31,-0.74,-3.53,4.78,22.44,35.55,27.62,23.06
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,,-0.59,-4.87,5.53,2.54,-1.42,-2.98,10.77,-5.95,1.20,-6.77,0.27,-5.68,7.67,5.52,-14.42,-0.66,8.17,-8.48,1.37,-1.09,5.13,-0.60,18.47,9.50,-1.02,-4.15
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-33.71,-20.26,-10.19,-13.76,,,,-2.57,2.81,9.80,12.90,3.86,-1.64,-5.30,-15.11,-11.82,-1.90,10.30,-5.49,-3.82,0.35,-12.15,8.05,4.96,-4.84,2.32,13.18,26.21,22.08,13.95
EVPCurrent_sy,,2.10,3.80,-1.66,5.86,,,,4.54,14.48,5.63,-23.64,-33.45,-33.85,-12.83,17.07,33.96,32.81,16.62,13.85,-0.40,8.35,-2.99,8.05,-1.42,-4.84,2.32,-5.32,-3.87,-12.26,-9.72
EVPCurrent_qq,,,,,,-3.72,-8.16,7.76,2.25,1.60,-1.92,10.81,-5.94,-3.78,-5.58,-0.67,-2.29,7.05,6.17,-14.88,-0.58,11.69,-7.05,4.69,-3.43,1.26,-0.06,15.80,7.69,-2.05,-6.71
EVPCurrent_sq,,,,,,-5.63,-2.77,-0.84,14.89,3.34,-10.28,-28.31,0.13,2.72,18.23,-3.72,14.57,1.84,3.81,-6.01,0.24,10.78,-7.05,4.69,-8.55,6.94,-0.06,-3.13,-7.15,-2.40,2.84
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,99.29,-69.63,114.22,-64.26,,,,17.65,23.06,35.91,214.00,203.58,141.19,132.38,-62.08,-63.36,-58.68,-56.18,3.55,-12.92,7.63,-0.30,18.86,15.66,2.93,86.16,-760.28,-835.40,-1993.77,100.59
EVEBITCurrent_sy,,33.07,-12.11,25.47,-15.08,,,,48.03,88.46,15.42,41.51,-16.35,-22.61,-5.34,12.46,49.13,29.75,19.44,-11.04,-13.75,-7.35,-23.70,1.04,-25.17,-16.45,18.85,2.02,-13.37,-25.10,-39.82
EVEBITCurrent_qq,,,,,,3.38,-6.10,4.86,15.58,8.14,3.70,142.25,11.75,-14.09,-0.09,-60.47,7.97,-3.11,5.96,-6.59,-9.20,19.76,-1.85,11.36,-11.64,6.58,77.51,-494.99,1.59,-174.47,118.80
EVEBITCurrent_sq,,,,,,-14.84,38.33,-25.01,67.56,8.43,-15.28,-8.06,-0.95,0.31,3.62,9.22,31.35,-12.72,-4.61,-18.65,27.35,-6.25,-21.45,7.73,-5.68,4.67,11.74,-7.52,-19.91,-9.50,-10.22
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,61.23,-60.65,77.85,-60.60,,,,9.71,15.18,27.13,122.77,109.49,82.68,72.29,-48.23,-48.76,-43.92,-37.79,4.28,-6.00,7.66,-3.55,12.93,9.96,0.56,52.97,651.55,897.32,475.32,61.30
EVEBITDACurrent_sy,,6.25,-1.45,-1.10,-4.65,,,,15.72,11.58,10.57,8.24,16.81,6.14,23.65,20.92,20.34,30.41,1.51,6.30,-21.89,-12.89,-4.35,1.87,-1.29,3.12,-5.70,2.56,4.69,-5.84,-14.57
EVEBITDACurrent_qq,,,,,,1.10,-7.17,4.74,11.62,6.13,2.46,83.54,4.96,-7.45,-3.37,-44.84,3.88,1.30,7.18,-7.53,-6.36,16.01,-3.98,8.27,-8.83,6.09,46.06,431.94,20.99,-38.80,-59.05
EVEBITDACurrent_sq,,,,,,0.40,5.94,-7.89,18.12,-3.19,4.98,-9.83,27.48,-12.04,22.31,-11.82,26.86,-4.68,-4.80,-7.66,-6.79,6.30,4.54,-1.66,-9.68,11.06,-4.41,6.96,-7.81,-0.11,-13.28
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-71.62,213.85,-57.67,83.08,,,,-18.36,-20.48,-27.03,-66.19,-68.55,-58.09,-60.79,121.41,133.45,118.21,145.55,-14.58,11.06,-13.84,-14.55,-16.79,-16.64,-10.13,-27.27,-134.44,-125.18,-102.12,-43.94
ROE_sy,,-37.82,-21.11,-20.05,4.04,,,,-3.28,-24.10,9.81,0.54,-7.56,7.44,-10.30,-36.26,-14.69,-12.10,9.87,-39.61,-16.83,1.89,17.62,119.60,9.65,1.44,-26.43,-27.14,10.52,13.41,22.55
ROE_qq,,,,,,-11.27,6.03,-4.50,-9.14,-13.57,-2.69,-55.76,-15.47,15.15,-8.95,149.83,-10.87,7.63,2.46,-13.09,15.87,-16.50,1.62,-15.37,16.08,-9.98,-17.76,-140.08,15.12,92.43,2276.47
ROE_sq,,,,,,-0.90,-19.43,20.75,0.31,-22.22,16.57,10.55,-7.78,-9.60,-2.68,-21.44,23.43,-6.85,21.64,-56.82,70.00,14.12,40.41,-19.38,-15.12,5.58,1.83,-20.16,28.75,8.35,10.04
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-70.00,297.88,-72.24,151.17,,,,-10.21,-17.65,-26.69,-70.16,-68.49,-57.21,-55.62,181.31,160.62,137.02,147.94,-15.88,10.74,-11.99,-13.76,-16.11,-14.92,-12.36,-45.59,-122.98,-117.92,-101.54,-48.92
ROA_sy,,-34.77,-37.92,-5.08,-17.49,,,,28.48,-30.94,6.60,1.89,-14.78,19.22,-11.50,-34.88,-19.36,-22.49,-1.33,-42.97,-28.32,0.38,1.01,132.86,48.00,25.86,15.72,-34.05,-17.91,-27.19,-23.41
ROA_qq,,,,,,-6.23,-0.29,4.73,-8.31,-13.99,-11.24,-57.37,-3.18,16.80,-7.93,170.20,-10.30,6.22,-3.70,-8.33,18.09,-15.59,-5.63,-10.83,19.77,-13.05,-41.41,-137.65,6.56,92.54,2047.06
ROA_sq,,,,,,29.91,-22.53,16.35,9.73,-30.17,19.58,11.21,-8.22,-2.31,-11.24,-18.17,13.65,-6.09,12.98,-52.70,42.86,31.50,13.69,9.03,-9.20,11.82,4.53,-37.86,13.02,-0.82,9.96
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-66.72,162.46,-58.07,141.06,,,,-17.15,-16.46,-19.19,-64.05,-65.78,-59.20,-59.26,123.87,140.52,137.25,151.70,-8.71,10.46,-6.76,-11.84,-9.13,-9.24,-7.49,-45.07,-117.10,-117.14,-106.45,-43.19
OPM_sy,,-18.53,-4.39,-28.38,14.50,,,,-17.08,-27.97,-7.00,-3.27,5.68,4.30,-22.59,0.29,,-12.30,-7.20,-41.75,-12.27,11.76,17.40,27.34,-21.46,-24.21,0.36,0.77,36.83,12.73,1.25
OPM_qq,,,,,,-6.85,-2.19,2.80,-11.54,-6.08,-5.38,-54.27,-15.80,11.98,-5.53,151.32,-9.53,10.46,0.23,-8.85,9.46,-6.76,-5.24,-6.04,9.32,-4.97,-43.73,-129.26,-9.52,64.25,595.95
OPM_sq,,,,,,13.99,-7.75,0.63,-21.64,-0.98,19.10,4.67,-14.39,-2.27,-11.61,35.60,-14.63,-14.29,-6.47,-14.88,28.57,9.20,-1.75,-7.68,-20.70,5.37,30.09,-7.30,7.68,-13.19,16.84
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-79.43,323.20,-61.41,158.73,,,,-14.24,-13.61,-18.23,-67.43,-68.34,-60.26,-61.88,146.84,162.30,144.93,173.59,-6.36,11.77,-6.77,-9.37,-10.23,-9.23,-9.59,-46.43,-120.20,-116.02,-101.45,-52.90
ROS_sy,,-42.65,24.91,-27.75,-14.06,,,,6.97,-43.81,7.47,-8.51,15.58,59.92,-23.29,-36.51,-40.69,-37.84,-33.23,-36.92,-9.09,14.52,67.42,150.00,43.64,12.68,17.84,-2.82,1.27,0.62,-31.65
ROS_qq,,,,,,-6.23,-1.03,4.80,-11.82,-5.54,-6.32,-58.26,-14.29,18.58,-10.14,170.26,-8.92,10.73,0.38,-7.50,8.71,-7.64,-2.42,-8.38,9.93,-8.01,-42.19,-134.56,12.85,91.67,1976.92
ROS_sq,,,,,,34.55,-9.57,15.57,-23.92,-29.32,72.95,-1.62,-3.89,-2.21,-17.04,-18.58,-10.20,2.48,-10.89,-23.08,29.41,29.09,30.28,14.86,-25.65,1.27,36.25,-5.28,-22.52,0.62,-7.45
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-65.26,194.89,-64.77,176.23,,,,-15.61,-14.89,-12.32,-61.28,-71.23,-63.69,-66.45,114.56,169.11,157.45,181.43,-8.61,18.91,-1.09,-3.05,-5.43,-10.52,-8.48,-51.66,-126.63,-122.90,-111.77,-43.50
RS_sy,,-23.19,-3.63,-34.45,11.57,,,,6.11,-18.94,-4.80,-10.74,3.18,9.20,-10.30,8.64,-10.13,-6.52,-7.63,-20.60,2.94,-10.34,-6.26,-9.12,-18.25,-2.62,3.34,-0.98,6.80,17.24,35.19
RS_qq,,,,,,-7.93,-4.67,1.82,-5.57,-7.14,-1.80,-55.03,-29.84,17.22,-9.29,187.62,-12.00,12.14,-0.84,-6.60,14.49,-6.72,-2.80,-8.90,8.33,-4.60,-48.66,-150.18,6.83,50.97,346.46
RS_sq,,,,,,23.95,-5.45,-0.41,-9.09,-5.30,11.04,-6.63,5.09,0.22,-8.79,13.09,-13.07,4.25,-9.87,-2.78,12.70,-9.21,-5.77,-5.75,1.38,8.16,,-9.69,9.34,18.73,15.31
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-78.09,303.59,-61.35,157.36,,,,-13.95,-14.17,-17.53,-65.09,-67.04,-60.35,-60.12,133.51,152.73,147.03,159.57,-8.31,10.97,-5.87,-9.71,-7.66,-8.46,-7.99,-47.17,-118.02,-119.64,-109.47,-46.37
GPM_sy,,-47.68,26.82,-28.38,-4.02,,,,-13.57,-39.70,5.35,1.41,24.61,67.00,-19.44,-33.02,-38.24,-28.81,-25.56,-24.93,29.25,13.81,48.88,117.71,10.00,2.18,8.58,-16.44,23.92,28.27,8.60
GPM_qq,,,,,,-5.78,-1.52,4.30,-11.08,-6.02,-5.38,-55.84,-16.05,13.03,-4.83,158.59,-9.14,10.47,,-8.65,9.97,-6.29,-4.08,-6.58,9.01,-5.81,-44.92,-131.86,-18.81,54.58,411.93
GPM_sq,,,,,,14.25,-1.88,7.27,-28.13,-20.29,71.43,3.26,-11.69,6.83,-17.31,-14.15,-18.56,23.13,,-13.42,40.22,8.42,13.11,26.61,-29.15,0.72,20.19,-2.57,5.07,4.25,1.76
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,13.03,-6.66,7.31,-6.57,,,,0.08,0.02,-1.82,-4.49,-10.90,-11.55,-7.99,-1.91,0.09,3.65,3.20,-0.89,6.11,3.70,2.27,2.13,0.18,5.31,1.59,4.12,3.62,-3.07,6.36
RBS_sy,,-1.63,-26.81,21.29,-5.00,,,,-17.82,-14.86,-6.90,-9.17,11.69,4.38,-5.53,-8.73,-7.86,-9.33,6.75,7.27,11.63,13.34,3.24,13.41,8.29,3.18,0.19,-4.54,-3.65,4.64,4.94
RBS_qq,,,,,,-0.80,-0.70,-0.38,2.00,-0.86,-2.53,-3.09,-4.85,-1.58,1.39,3.31,-2.91,1.91,0.95,-0.78,3.95,-0.40,-0.45,-0.92,1.97,4.71,-3.96,1.55,1.48,-2.06,5.38
RBS_sq,,,,,,4.49,-3.96,2.00,-19.72,8.25,5.02,-0.48,-1.28,1.16,-4.94,-3.85,-0.34,-0.46,11.93,-3.39,3.71,1.06,1.95,6.13,-0.97,-3.71,-1.00,1.11,-0.04,4.58,-0.72
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-51.60,147.45,-69.88,134.47,,,,-13.33,-20.38,-27.60,-67.03,-65.93,-56.09,-52.54,154.96,139.07,129.67,128.14,-17.98,9.44,-11.92,-16.21,-15.06,-14.93,-10.37,-44.16,-119.47,-119.20,-106.77,-38.24
ROPA_sy,,-18.88,-36.80,-8.84,-9.07,,,,0.78,-26.19,-17.37,-9.80,18.64,38.23,53.76,21.02,-15.06,-24.56,-31.65,-39.60,-10.79,-4.20,-1.05,26.67,-8.42,-5.70,-1.91,-27.41,11.79,25.12,8.89
ROPA_qq,,,,,,-6.83,-1.52,2.72,-8.04,-14.42,-10.44,-53.23,-4.96,10.30,-3.20,151.25,-10.88,5.96,-3.84,-9.67,18.91,-14.72,-8.53,-8.43,19.09,-10.14,-43.02,-131.93,-17.44,68.32,619.79
ROPA_sq,,,,,,21.04,-11.56,-0.18,-5.68,-11.36,-0.99,8.96,24.06,3.27,10.14,-14.24,-12.92,-8.29,-0.21,-24.21,28.61,-1.51,3.07,-2.98,-7.02,1.42,7.21,-28.20,43.20,13.50,-6.69
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-43.28,52.07,1588.76,-94.27,,,,-13.23,125.54,6.28,-14.57,-27.45,-37.45,-50.53,1.04,36.56,-5.20,51.18,-20.43,-5.02,-8.15,9.09,38.33,52.67,10.96,208.30,-22.49,-63.24,-93.63,-79.12
ZNPO_sy,,-29.14,-18.18,80.83,-45.16,,,,6.39,-29.93,-30.80,-12.09,-15.15,37.48,54.02,0.36,7.80,-48.48,-39.20,-64.20,-22.83,46.97,49.22,214.27,10.97,37.71,68.57,46.39,-21.15,-19.00,-14.75
ZNPO_qq,,,,,,-26.19,47.30,-1.55,-18.94,91.87,-30.59,-20.86,-31.16,65.42,-45.10,61.63,-6.96,14.83,-12.45,-14.93,11.06,11.05,3.97,7.87,22.58,-19.30,188.90,-72.88,-41.86,-86.02,847.33
ZNPO_sq,,,,,,1.06,-19.96,9.31,20.33,-33.44,-20.96,38.88,16.14,7.85,-11.45,-9.51,24.74,-48.46,4.50,-46.72,168.93,-1.84,6.10,12.21,-5.04,21.81,29.87,-2.55,-48.85,25.14,36.68
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-85.24,-54.40,158.37,-24.87,,,,-6.20,-6.71,17.80,-36.34,-11.78,769.57,-19.14,-28.91,-63.77,-91.60,-69.20,-25.86,114.96,-4.55,111.59,138.30,50.45,-8.59,102.86,-499.00,-287.57,-6118.41,245.82
ZFI_sy,,-10.07,29.49,-30.76,16.08,,,,-9.09,-42.88,-45.55,-35.41,-8.98,31.57,76.41,4.45,-2.48,-11.09,-21.06,-29.57,11.14,36.01,0.12,57.02,-25.48,-20.30,8.79,43.40,9.37,42.47,19.97
ZFI_qq,,,,,,4.97,23.89,-3.16,-25.52,4.40,56.44,-47.67,3.21,929.09,-85.45,-53.99,-47.39,138.58,-46.66,10.74,52.54,5.94,18.24,24.72,-3.69,-35.63,162.39,-345.31,54.73,-1965.24,115.08
ZFI_sq,,,,,,7.06,-13.82,8.13,-8.88,-32.73,-17.85,28.28,28.41,-2.77,10.15,-24.05,19.89,-11.36,-2.21,-32.23,89.20,8.47,-28.01,6.28,-10.21,16.03,-1.74,40.09,-31.52,51.14,-17.26
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-5.08,-26.77,59.54,-26.46,,,,-13.16,-5.41,-0.60,19.22,-0.46,-3.35,-17.41,-32.84,-19.56,-15.18,-1.69,3.63,0.70,-4.80,-1.66,-1.88,-4.85,5.76,48.10,74.64,71.87,59.55,8.42
DTAR_sy,,5.20,-9.80,-2.48,4.10,,,,-6.96,-1.70,-3.95,-9.89,-5.53,-3.02,2.00,-0.13,4.02,7.27,7.06,3.21,-3.18,-3.30,1.89,-4.32,-1.42,3.76,3.38,10.77,20.29,12.43,3.16
DTAR_qq,,,,,,-7.51,9.00,-12.62,-1.43,0.75,14.54,4.80,-17.69,-2.18,-2.12,-14.78,-1.42,3.14,13.46,-10.17,-4.20,-2.49,17.20,-10.37,-7.10,8.38,64.12,5.69,-8.58,0.61,11.53
DTAR_sq,,,,,,-4.40,4.88,4.00,-10.77,1.01,2.48,-2.44,-6.46,3.69,7.78,-4.48,-2.56,6.93,7.58,-7.92,-8.60,6.80,13.35,-13.53,-5.82,12.41,12.94,-7.35,2.27,5.07,3.62
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
