,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RMO_qq,,,,,,0.19,3.16,-4.04,0.26,-5.99,-5.84,-5.68,-0.39,4.40,3.20,4.05,-6.92,-0.63,-5.08,-3.71,-0.40,-3.96,-2.46,-3.55,1.55,0.26,-1.47,5.83,5.56,3.41,7.85
RMO_sq,,,,,,3.84,-1.37,-5.50,-0.49,-2.47,7.74,2.17,9.63,-12.46,-3.07,-2.14,4.31,-2.78,-3.24,0.05,-1.75,2.26,2.20,0.95,4.41,0.40,-0.42,3.74,-1.62,0.29,1.43
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,65.37,3.49,-12.60,-29.00,,,,-0.71,-1.71,-5.33,-1.33,0.15,10.22,11.35,12.45,8.46,2.63,1.41,-0.79,0.79,-4.09,-4.70,-7.24,-4.35,3.64,4.72,9.07,6.74,1.76,1.56
RMT_sy,,-21.71,-40.37,5.97,10.73,,,,-0.50,-9.07,-8.38,-4.51,-0.59,3.61,-3.69,-6.26,-13.76,-3.53,7.52,10.21,5.08,6.80,14.31,22.67,29.05,33.21,26.36,19.34,11.59,5.44,-6.03
RMT_qq,,,,,,-1.65,3.46,-2.58,0.16,-2.64,-0.35,1.54,1.66,7.15,0.66,2.54,-1.94,1.39,-0.53,0.32,-0.38,-3.52,-1.17,-2.35,2.72,4.54,-0.13,1.70,0.53,-0.34,-0.33
RMT_sq,,,,,,-5.63,-2.36,-3.50,11.90,-13.76,-1.62,0.57,16.50,-10.11,-8.55,-2.11,7.18,0.55,1.92,0.35,2.19,2.19,9.09,7.68,7.51,5.48,3.48,1.70,0.53,-0.34,-7.78
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,45.54,-5.77,-9.02,-21.56,,,,-0.66,-3.46,-8.81,-7.06,-6.43,3.19,7.43,12.16,6.83,1.30,-2.75,-7.00,-3.59,-7.69,-7.04,-8.44,-6.04,0.16,1.16,7.80,8.28,6.78,10.71
RM_sy,,-21.25,-11.71,-10.60,6.54,,,,14.09,-3.20,-3.32,-1.00,-1.21,-1.86,-10.07,-13.22,-24.68,-7.92,2.01,10.18,10.90,6.80,11.03,4.82,5.90,8.31,4.19,10.48,5.83,9.13,16.53
RM_qq,,,,,,-1.02,3.36,-3.08,0.20,-3.82,-2.36,-1.23,0.88,6.07,1.65,3.13,-3.92,0.57,-2.41,-1.39,-0.39,-3.71,-1.72,-2.87,2.22,2.64,-0.73,3.50,2.67,1.22,2.92
RM_sq,,,,,,0.78,0.73,-2.72,15.52,-14.49,0.61,-0.38,15.28,-15.06,-7.81,-3.88,0.06,3.85,2.13,3.82,0.72,0.01,6.18,-2.00,1.76,2.28,2.14,3.92,-2.53,5.48,9.07
COP,82000,79000,65000,57000,93000,93000,92000,96000,95000,100000,106000,110000,109000,105000,101000,97000,96000,95000,95000,93000,93000,97000,100000,104000,103000,102000,102000,103000,106000,108000,110000
COP_yy,,-3.66,-17.72,-12.31,63.16,,,,2.15,7.53,15.22,14.58,14.74,5.00,-4.72,-11.82,-11.93,-9.52,-5.94,-4.12,-3.12,2.11,5.26,11.83,10.75,5.15,2.00,-0.96,2.91,5.88,7.84
COP_sy,,1.31,3.23,0.94,-0.93,,,,-1.88,4.02,8.12,-7.83,-2.55,-7.74,-5.20,4.40,3.92,3.23,-1.22,5.42,19.50,17.50,9.88,0.57,-11.58,-10.11,-6.74,-6.25,,1.18,3.61
COP_qq,,,,,,,-1.08,4.35,-1.04,5.26,6.00,3.77,-0.91,-3.67,-3.81,-3.96,-1.03,-1.04,,-2.11,,4.30,3.09,4.00,-0.96,-0.97,,0.98,2.91,1.89,1.85
COP_sq,,,,,,,-0.93,7.81,-8.99,7.01,2.98,-8.09,-3.77,1.31,5.81,1.22,-4.22,0.63,,8.02,,-1.05,-5.32,-1.12,-4.55,0.60,,-0.60,1.82,1.79,0.58
CSP,15000,29000,24000,12000,35000,36000,37000,39000,39000,42000,45000,46000,46000,47000,48000,50000,48000,47000,45000,40000,40000,43000,46000,49000,50000,48000,37000,32000,34000,35000,44000
CSP_yy,,93.33,-17.24,-50.00,191.67,,,,11.43,16.67,21.62,17.95,17.95,11.90,6.67,8.70,4.35,,-6.25,-20.00,-16.67,-8.51,2.22,22.50,25.00,11.63,-19.57,-34.69,-32.00,-27.08,18.92
CSP_sy,,-12.50,-21.43,9.09,27.78,,,,-14.13,-1.05,36.84,42.11,43.04,65.96,38.46,35.19,11.50,,-15.28,-23.29,,-17.74,-24.59,-26.79,-34.92,-17.65,-19.57,-21.95,-17.07,-16.67,28.38
CSP_qq,,,,,,2.86,2.78,5.41,,7.69,7.14,2.22,,2.17,2.13,4.17,-4.00,-2.08,-4.26,-11.11,,7.50,6.98,6.52,2.04,-4.00,-22.92,-13.51,6.25,2.94,25.71
CSP_sq,,,,,,3.26,-20.00,,,18.99,10.64,3.85,,38.05,-7.69,1.39,-13.70,-1.59,-1.61,-8.20,,-19.05,-9.80,-10.87,,2.44,-11.90,-13.51,6.25,2.94,35.71
