,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CG,13310,4890,1420,1940,510,,450,420,740,,1210,1300,1650,1750,3280,7200,4770,9640,-6540,-6240,-3870,-6720,-5550,-4270,-6470,-6470,-5650,-5840,-7910,-13020,-5100,-5710,-5800
LDER,2480,670,230,710,180,,90,90,90,,160,180,450,620,960,2740,1670,3150,-840,-2300,-510,-1000,-1380,-2500,-1670,-1730,-1900,-1920,-2560,-4310,-1780,-2160,-1890
PZAT,1200,1660,2120,670,860,,7980,8029,7440,,5840,5290,1900,1450,1920,1440,1390,1360,3320,940,2690,2370,1270,540,1240,1200,900,900,920,910,800,780,840
PELDR,510,680,1170,1490,2250,,1070,1120,1080,,860,870,1090,1070,640,610,730,580,-30,330,-180,0,110,570,170,170,220,230,290,370,240,300,240
TSF,240,280,480,550,780,,640,650,550,,460,450,490,530,400,380,430,370,-20,230,-150,0,80,410,110,120,170,170,200,240,170,210,160
ZKO,1720,1360,950,1000,520,,650,600,750,,1090,1070,1050,1180,1820,1910,1920,2300,4580,3400,6000,4200,3520,4150,3350,3950,4530,4290,3270,2760,3690,3660,3310
OSF,250,550,900,870,990,,640,620,750,,800,790,790,780,590,310,520,320,-930,-860,-2260,-820,-1020,-1570,-830,-910,-1130,-1050,-610,-310,-1130,-940,-890
NetDebt,17958000000,18571000000,14638000000,21538000000,18172000000,,26444000000,25948000000,54306000000,,91188000000,93866000000,134556000000,142098000000,154527000000,117250000000,119395000000,115477000000,91821000000,76909000000,89761000000,79483000000,70110000000,65265000000,68502000000,64389000000,61846000000,63522000000,65916000000,64102000000,63323000000,63938000000,68752000000
NetDebtEBITDA,5560,3200,1200,1450,620,,880,870,2160,,3610,3380,4550,4350,15160,12710,-18130,-7900,10020,11810,7080,4140,4270,3600,4340,4200,3570,3600,3630,3060,4970,4260,8119
DebtFin,10220000000,11536000000,7939000000,15008000000,4247000000,,23116000000,14717000000,38150000000,,53391000000,60302000000,72104000000,82960000000,100563000000,81944000000,77367000000,73515000000,68688000000,58418000000,60299000000,51354000000,46857000000,47131000000,47459000000,46817000000,45547000000,46323000000,45839000000,45350000000,47814000000,47935000000,48359000000
DebtFinEBITDA,3160,1990,650,1010,140,,770,490,1520,,2120,2170,2440,2540,9870,8880,-11750,-5030,7500,8970,4750,2670,2850,2600,3010,3060,2630,2630,2520,2170,3750,3190,5710
SP1,150,410,950,870,1910,,990,1030,990,,740,740,750,660,330,160,270,140,-200,-250,-380,-200,-290,-380,-250,-230,-250,-240,-190,-110,-310,-260,-270
SP2,510,680,1170,1490,2250,,1070,1120,1080,,860,870,1090,1070,640,610,730,580,-30,330,-180,0,110,570,170,170,220,230,290,370,240,300,240
CAR,170,140,0,60,690,,40,220,90,,80,130,120,150,50,30,0,10,0,0,0,10,20,30,20,30,30,20,10,20,20,20,10
QR,310,450,220,380,980,,820,780,450,,360,370,450,570,370,380,400,370,130,330,50,130,230,290,160,170,210,180,160,220,180,170,140
CR,720,850,1260,1590,2980,,1920,2090,1510,,1060,1090,1320,1320,780,850,800,650,250,470,190,280,380,580,400,340,330,350,450,540,420,440,450
PP,170,140,0,60,690,,210,220,90,,80,130,120,150,50,30,0,10,30,0,0,10,20,30,20,30,30,20,10,20,30,20,10
RCLR,140,310,220,330,300,,610,560,350,,280,240,330,420,320,350,400,360,100,330,50,130,210,270,140,140,180,150,160,200,150,150,140
KP,-210,-100,120,230,430,,190,220,170,,20,40,130,120,-100,-70,-100,-200,-670,-360,-820,-610,-520,-200,-480,-520,-480,-470,-380,-290,-420,-370,-400
PKKO,-560,-230,160,420,1990,,700,690,730,,150,230,880,610,-420,-200,-290,-710,-3210,-1630,-4040,-4250,-2910,-870,-2160,-1800,-1630,-1730,-1350,-1020,-1250,-1080,-1190
RN,5060,3190,4630,5750,11120,8360,5610,4520,3060,3600,3180,2990,2540,2810,2170,2009,1440,830,1220,1060,2040,3340,2570,3720,3150,3740,4400,4380,4820,5020,4600,5090,4440
CRN,72000,114000,79000,63000,33000,44000,65000,81000,119000,101000,115000,122000,144000,130000,168000,181000,254000,440000,299000,343000,179000,109000,142000,98000,116000,97000,83000,83000,76000,73000,79000,72000,82000
CPZ,511000,369000,201000,176000,115000,153000,150000,163000,256000,217000,331000,432000,498000,403000,507000,510000,684000,1236000,996000,1174000,908000,827000,888000,721000,675000,544000,489000,549000,484000,422000,482000,439000,522000
RZ,1290,1650,1850,1460,900,830,1220,1190,1080,1150,810,710,620,840,990,1090,1320,1410,1190,1370,1870,1930,1600,1670,1660,2060,2160,2090,2290,2120,1920,1880,1860
CRZ,283000,221000,197000,251000,405000,439000,300000,306000,338000,317000,451000,511000,585000,433000,368000,334000,276000,259000,308000,266000,195000,189000,228000,219000,220000,177000,169000,175000,159000,172000,190000,194000,196000
RMO,1000,1160,1790,1700,1490,1120,1100,980,810,960,810,720,630,750,640,670,560,380,580,570,1060,1580,1320,1630,1430,1650,1880,1850,2040,2060,1720,1800,1510
RMT,1130,1700,3080,3050,2610,1960,1240,900,650,760,680,640,610,730,580,560,410,240,330,300,430,510,470,550,570,700,730,690,750,840,750,810,690
RM,530,690,1130,1090,950,710,580,470,360,430,370,330,300,360,300,300,240,150,210,200,310,380,350,410,410,490,520,500,550,600,520,560,480
COP,355000,335000,276000,314000,438000,483000,365000,387000,457000,418000,566000,633000,729000,563000,536000,515000,530000,699000,607000,609000,374000,298000,370000,317000,336000,274000,252000,258000,235000,245000,269000,266000,278000
CSP,-156000,-34000,75000,138000,323000,330000,215000,224000,201000,201000,235000,201000,231000,160000,29000,5000,-154000,-537000,-389000,-565000,-534000,-529000,-518000,-404000,-339000,-270000,-237000,-291000,-249000,-177000,-213000,-173000,-244000
