,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
NetDebt,4550000000,3439000000,-15837000000,-10836000000,1025000000,-22946000000,-14793000000,-286000000,13118000000,16814000000,26352000000,159983000000,174834000000,,171318000000,192598000000,195523000000,,184873000000,153867000000,166004000000,,156759000000,148887000000,154048000000,151883000000,141669000000,140367000000,122013000000,129716000000,121839000000,132146000000,154693000000,154219000000,179405000000,180541000000,185253000000,176588000000,181226000000,174189000000,185899000000,177787000000,170497000000,166564000000,181161000000,174817000000,172410000000,152928000000,165521000000
NetDebtEBITDA,-12170,1810,-5600,-2910,200,-2930,-1460,-20,800,900,1340,7090,7120,,7720,10350,11260,,8300,6030,6030,,4570,4380,4900,5770,6960,7040,6020,5960,5230,6140,6520,5980,5450,5130,4910,3830,2890,2860,2970,3170,4700,4240,4930,5150,5720,4890,5460
DebtFin,924000000,-78000000,-23396000000,-19752000000,-8544000000,-40359000000,-29220000000,-15619000000,-5875000000,-4139000000,-32000000,108175000000,127669000000,,113781000000,126283000000,126100000000,,114959000000,86158000000,103389000000,,89793000000,82862000000,86109000000,83349000000,76044000000,76444000000,72480000000,79473000000,63473000000,78693000000,98630000000,97960000000,95207000000,104021000000,101765000000,93649000000,88750000000,91408000000,98559000000,98086000000,90996000000,87733000000,94326000000,87307000000,99259000000,84346000000,73577000000
DebtFinEBITDA,-2470,-40,-8270,-5300,-1630,-5150,-2880,-1190,-360,-220,0,4800,5200,,5130,6790,7260,,5160,3380,3760,,2620,2440,2740,3170,3740,3830,3570,3650,2720,3660,4160,3800,2890,2960,2700,2029,1410,1500,1570,1750,2510,2230,2560,2570,3300,2700,2430
SP1,810,790,2330,1710,1130,1600,1370,1140,960,950,850,180,170,,170,440,440,,460,610,570,,630,640,600,640,650,670,720,720,720,690,650,670,630,610,620,660,650,640,640,660,670,670,640,650,650,680,660
SP2,980,1010,2640,1970,1300,1800,1520,1260,1060,1040,1020,920,850,,840,890,880,,880,1000,950,,1020,1000,940,1010,1010,1030,1030,1030,1020,990,990,1010,1020,1020,1020,1050,1000,990,980,1000,1000,1010,1010,1010,1000,1020,1040
CAR,20,170,7700,5320,2020,5510,5060,2340,570,350,0,10,40,,0,0,10,,0,270,10,,30,10,0,10,50,20,20,10,220,80,30,20,80,80,70,140,200,280,170,90,130,30,150,170,150,300,470
QR,940,1020,8780,6270,3230,6390,6260,3740,1530,1330,1100,560,240,,200,250,260,,260,710,530,,610,510,490,580,510,590,590,600,450,320,370,470,670,600,640,830,670,580,590,670,720,720,740,750,690,790,880
CR,970,1030,8780,6270,3230,6390,6280,3840,1530,1350,1190,780,510,,500,510,510,,500,1020,660,,700,620,610,680,630,730,740,790,750,610,640,740,810,770,810,980,960,870,860,960,1010,1090,1050,1060,990,1100,1130
PP,20,170,7700,5320,2020,5510,5060,2340,570,350,0,10,60,,10,30,20,,20,270,10,,40,10,10,20,50,20,30,10,230,80,90,140,80,80,70,140,200,280,170,90,130,30,150,170,150,300,470
RCLR,680,600,900,770,1020,800,1090,1290,900,920,1010,490,180,,200,220,240,,240,450,520,,580,500,480,560,470,560,560,580,370,360,400,440,610,540,590,710,510,330,430,580,590,680,570,550,570,480,390
KP,-10,10,580,450,210,410,320,190,50,40,10,-60,-130,,-140,-100,-110,,-100,0,-50,,-40,-50,-60,-50,-50,-40,-40,-30,-50,-70,-60,-50,-30,-30,-30,0,-10,-20,-30,-10,0,10,10,10,0,20,30
PKKO,-20,10,4200,2970,1200,4190,2630,1390,340,250,100,-1140,-8770,,3210,3440,3540,,2810,-80,1340,,1090,1350,1440,1120,1110,840,840,720,1030,1500,1510,1110,730,760,680,70,160,470,530,110,-20,-220,-140,-180,50,-300,-540
RN,2310,4880,4610,4850,4910,4900,5020,4730,4780,4500,4230,3730,4220,4380,4690,5770,5100,5470,5490,4940,4490,4930,4430,4520,4430,4180,4110,4010,4040,3940,4030,4130,4190,4360,4430,4340,4160,4170,4080,4090,4170,4070,3840,3710,3670,3620,3570,3690,3700
CRN,158000,75000,79000,75000,74000,74000,73000,77000,76000,81000,86000,98000,87000,83000,78000,63000,72000,67000,67000,74000,81000,74000,82000,81000,82000,87000,89000,91000,90000,93000,91000,88000,87000,84000,82000,84000,88000,88000,89000,89000,87000,90000,95000,98000,100000,101000,102000,99000,99000
CPZ,231000,124000,93000,88000,82000,86000,79000,74000,76000,80000,86000,149000,199000,217000,271000,318000,325000,303000,285000,247000,209000,190000,160000,151000,158000,165000,176000,175000,168000,170000,178000,192000,206000,212000,181000,169000,161000,142000,152000,168000,178000,195000,199000,177000,166000,170000,174000,183000,201000
RZ,46980,740140,132920,94660,113430,,97290,39530,48260,57940,36880,3960,1560,580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,8000,0,3000,4000,3000,,4000,9000,8000,6000,10000,92000,234000,627000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,1620,2860,1140,860,900,700,810,970,1150,1680,2350,2460,2450,2450,2260,2260,2220,2380,2520,2260,2430,2680,2830,3650,3570,3400,3260,3160,3130,2970,2730,2630,2560,2510,2870,2920,2910,3050,2710,2400,2240,2060,1990,2130,2150,2050,2009,1910,1690
RMT,1140,880,930,870,780,670,610,560,530,500,450,480,450,460,440,310,280,310,300,340,340,370,390,390,380,370,330,330,350,360,380,380,370,380,430,440,460,500,480,450,440,390,370,390,390,380,380,390,390
RM,670,670,510,430,420,340,350,350,360,390,370,400,380,380,370,270,250,270,270,290,300,330,340,340,330,320,290,290,300,300,320,310,300,310,350,360,380,410,390,370,360,330,310,320,330,320,320,320,320
COP,166000,,82000,79000,77000,,77000,86000,84000,87000,96000,190000,321000,710000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,-65000,,-11000,-9000,-5000,,-2000,12000,8000,7000,10000,41000,122000,493000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
