,2004/Q4,2005/Q4,2006/Q4,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
ZOCurrent,510,990,1750,2290,2370,2250,1950,340,200,110,1140,1260,1160,1320,900,1400,1020,590,210,230,400,780,1120,1200,1120,1330,1800,2200,2320,2470,2590,2880,2770,2690,2490,2580,2750,2870,2770,1560,1640,1570,1330,1900,2029,1970
CZOCurrent,20630,10550,5990,4590,4430,4660,5370,30970,53350,96870,9210,8300,9060,7940,11640,7500,10320,17920,50910,45880,26510,13520,9350,8750,9390,7890,5850,4780,4530,4250,4059,3650,3790,3910,4220,4070,3820,3660,3800,6730,6410,6690,7890,5520,5170,5330
EVCurrent,12500,12430,12830,13380,13310,7570,7550,7460,7420,8050,11480,11080,12530,13100,13340,13480,14460,16970,17350,17360,17760,18120,17530,15820,15740,16400,16160,14180,14980,16190,15380,15930,16219,16170,16850,18110,17930,18940,19000,16840,17470,18200,18600,16100,17220,18370
EVPCurrent,1090,880,680,590,570,330,320,320,310,330,420,390,420,390,370,350,360,410,400,390,390,390,370,340,340,350,340,290,300,330,310,330,340,350,380,410,410,430,440,380,380,380,370,310,330,340
EVEBITCurrent,24570,12500,7330,5850,5610,3360,3860,22010,37700,74280,10070,8760,10810,9910,14790,9630,14210,28970,84100,75830,44840,23330,15610,13190,14080,12320,9000,6450,6460,6550,5950,5540,5860,6020,6770,7020,6520,6600,6870,10790,10660,11600,13980,8460,8480,9330
EVEBITDACurrent,16140,9640,6220,5010,4790,2820,3130,9550,11100,13290,6610,5600,6450,6050,7590,6080,7760,11330,14830,13240,11860,9630,7850,6900,7080,6710,5510,4270,4340,4500,4180,4019,4200,4270,4690,4950,4720,4900,5050,6490,6500,6800,7540,5310,5380,5820
DTAR,690,640,580,520,540,300,300,250,250,260,440,380,420,460,470,410,470,550,550,490,500,540,530,460,480,540,510,470,500,520,500,440,460,490,510,470,500,530,500,460,510,570,530,490,510,530
CG,2280,1830,1470,1090,1150,440,420,340,330,360,780,610,730,860,870,690,880,1220,1220,950,1020,1190,1140,850,930,1180,1040,880,990,1100,990,790,840,950,1020,870,980,1140,990,850,1050,1310,1130,950,1060,1140
LDER,430,190,210,180,180,70,60,70,60,60,290,270,270,250,230,170,180,160,160,150,140,140,120,280,220,200,230,260,310,380,330,320,350,260,190,250,220,370,450,410,340,440,120,90,150,120
PZAT,2380,3820,3380,3040,3090,4030,4820,5100,5170,5800,1770,2050,2170,2370,2470,3480,3440,4090,3980,4220,4800,4900,5160,2280,2890,3270,2600,2220,1930,1490,1610,1730,1580,2170,2980,2250,2640,1520,1190,1300,1590,1230,4380,5760,3490,4290
PELDR,1260,1430,1500,1890,1840,2920,2900,2650,2630,2260,1920,1870,1730,1710,1730,1540,1510,1400,1430,1330,1270,1280,1340,1500,1410,1390,1540,1620,1600,1770,1830,1680,1670,1540,1370,1320,1260,1470,1630,1870,1730,1860,1500,1470,1550,1550
TSF,430,420,470,560,550,750,750,800,800,780,730,790,730,670,660,700,630,520,520,590,570,520,520,690,630,550,600,670,660,660,670,730,740,640,590,670,610,640,730,760,650,620,530,560,560,520
ZKO,1060,910,850,740,760,410,400,360,350,400,700,650,730,760,750,740,800,870,860,870,910,910,870,850,870,890,840,800,840,830,780,790,810,840,880,940,970,940,900,780,820,850,810,790,810,820
OSF,930,1080,1040,1190,1190,1100,1090,890,870,860,1050,960,1000,1040,1050,970,1020,1060,1070,1010,1010,1030,1040,1000,1010,1040,1050,1030,1030,1070,1080,1000,1010,1030,1020,990,1000,1010,1010,1030,1060,1100,1090,1060,1080,1100
NetDebt,105268000000,104618000000,123594000000,139192000000,144019000000,38801000000,33663000000,-5594000000,2083000000,32029000000,188789000000,124473000000,172944000000,245639000000,262225000000,203671000000,268072000000,357516000000,385852000000,310447000000,326756000000,394245000000,384579000000,272159000000,296759000000,378636000000,357487000000,268111000000,303521000000,356376000000,335874000000,268734000000,282482000000,330002000000,363342000000,304236000000,324031000000,420835000000,376952000000,249579000000,320334000000,395899000000,398309000000,341457000000,384412000000,441282000000
NetDebtEBITDA,5980,3570,2640,2290,2280,640,610,-310,140,2330,4790,2770,3920,4990,6570,4040,6330,10510,14520,10420,9600,9170,7540,5200,5840,6790,5340,3530,3860,4340,4000,2970,3200,3820,4430,3640,3740,4770,4390,4210,5220,6470,7070,4940,5260,6120
DebtFin,45559000000,43901000000,53034000000,65465000000,63888000000,-66671000000,-67116000000,-69038000000,-69992000000,-55659000000,22168000000,13200000000,46138000000,59192000000,64446000000,67756000000,89893000000,147101000000,155576000000,155814000000,164935000000,174016000000,160618000000,121438000000,119675000000,134736000000,129326000000,84038000000,102251000000,129842000000,111418000000,123887000000,130523000000,129506000000,144916000000,173744000000,169682000000,192766000000,194082000000,144691000000,159226000000,175813000000,184919000000,127907000000,153464000000,179686000000
DebtFinEBITDA,2590,1500,1130,1080,1010,-1090,-1230,-3890,-4610,-4040,560,290,1040,1200,1610,1350,2120,4320,5850,5230,4850,4050,3150,2320,2360,2420,1930,1110,1300,1580,1330,1370,1480,1500,1770,2080,1960,2180,2260,2440,2590,2870,3280,1850,2100,2490
SP1,880,1190,1220,1610,1560,2680,2730,2490,2470,2140,1480,1470,1360,1370,1410,1320,1280,1210,1230,1160,1110,1130,1200,1170,1160,1160,1260,1290,1230,1280,1370,1270,1240,1230,1150,1060,1030,1070,1120,1330,1290,1290,1350,1350,1320,1350
SP2,1250,1410,1470,1890,1840,2880,2900,2650,2630,2260,1920,1870,1730,1710,1730,1540,1510,1400,1430,1330,1270,1280,1340,1500,1410,1390,1540,1620,1600,1770,1830,1680,1670,1540,1370,1320,1260,1470,1630,1870,1730,1860,1500,1470,1530,1510
CAR,80,110,100,170,170,830,870,1290,1180,830,440,650,360,250,210,200,130,150,140,140,120,100,110,190,170,160,160,290,240,220,260,250,250,180,140,170,200,150,200,290,190,230,100,150,150,100
QR,680,860,880,1170,1050,2160,2220,2680,2620,2120,1640,1950,1410,1260,1230,1170,940,840,920,920,810,820,870,1210,1000,940,1110,1290,1150,1260,1380,1440,1420,1130,950,1030,880,1010,1370,1740,1220,1230,910,870,860,850
CR,1170,1230,1360,1610,1560,2930,2950,3460,3530,2940,2270,2770,2170,1850,1820,1810,1570,1320,1330,1360,1280,1240,1280,1750,1500,1340,1530,1760,1720,1830,1910,2120,2120,1630,1380,1490,1330,1560,2040,2500,1800,1770,1370,1410,1440,1370
PP,80,110,100,170,170,860,890,1310,1220,870,470,700,400,260,230,220,170,180,170,160,120,110,130,210,190,170,170,310,250,240,270,280,270,200,150,190,220,170,220,630,410,410,200,160,160,110
RCLR,590,750,800,1000,880,1310,1330,1370,1380,1250,1170,1250,1010,990,1000,950,760,660,740,760,690,710,740,1000,810,770,940,980,900,1030,1100,1160,1150,930,800,840,670,840,1150,1110,820,820,710,710,720,770
KP,90,130,180,270,250,490,490,500,500,430,350,370,310,280,280,250,210,150,160,150,120,110,130,230,190,150,210,250,250,290,300,300,300,230,160,160,130,200,280,360,280,290,180,180,190,180
PKKO,80,100,130,230,220,630,670,600,610,540,530,490,400,370,350,250,230,180,190,150,120,120,150,220,180,170,230,240,240,300,330,290,300,250,190,190,150,280,380,430,350,380,210,180,200,190
RN,4850,4150,4630,3770,3750,3640,3760,3870,3960,4250,4400,4410,4400,4350,4450,4600,4540,4500,4370,4260,4210,4200,4240,4280,4280,4280,4290,4280,4280,4300,4270,4250,4210,4180,4160,4130,4190,4170,4180,4250,4240,4310,4340,4270,4250,4150
CRN,75000,88000,79000,97000,97000,100000,97000,94000,92000,86000,83000,83000,83000,84000,82000,79000,80000,81000,84000,86000,87000,87000,86000,85000,85000,85000,85000,85000,85000,85000,85000,86000,87000,87000,88000,88000,87000,87000,87000,86000,86000,85000,84000,85000,86000,88000
CPZ,128000,117000,99000,106000,105000,98000,87000,79000,69000,65000,65000,66000,71000,77000,79000,80000,87000,100000,111000,117000,121000,120000,119000,112000,108000,105000,98000,98000,96000,88000,85000,82000,79000,81000,90000,97000,108000,111000,102000,95000,90000,90000,102000,113000,116000,121000
RZ,4300,6250,6070,5880,5520,4920,4640,4770,4710,4770,4890,4720,4570,4660,4790,4980,4770,4610,4670,4750,4940,5170,5200,5280,5370,5550,5840,5920,5860,5760,5570,5340,5340,5310,5070,5020,4970,4630,4520,4440,4380,4520,4520,4390,4290,4220
CRZ,85000,58000,60000,62000,66000,74000,79000,77000,77000,77000,75000,77000,80000,78000,76000,73000,77000,79000,78000,77000,74000,71000,70000,69000,68000,66000,62000,62000,62000,63000,66000,68000,68000,69000,72000,73000,73000,79000,81000,82000,83000,81000,81000,83000,85000,87000
RMO,2450,2520,2710,2360,2300,2029,1900,1770,1670,1770,1920,1980,2060,2160,2250,2400,2380,2320,2270,2260,2280,2340,2390,2420,2420,2430,2470,2450,2440,2430,2370,2350,2350,2340,2330,2330,2320,2280,2270,2180,2120,2060,2040,2070,2110,2160
RMT,4640,6030,5700,6030,5920,5420,5030,4610,4300,4100,3790,3420,3170,3190,3340,3460,3460,3460,3470,3440,3350,3330,3300,3290,3290,3340,3400,3540,3640,3720,3730,3610,3500,3330,3090,2880,2740,2640,2590,2730,2950,3230,3540,3670,3800,3840
RM,1600,1780,1840,1700,1650,1480,1380,1280,1210,1240,1270,1250,1250,1290,1350,1420,1410,1390,1370,1360,1360,1380,1390,1400,1390,1410,1430,1450,1460,1470,1450,1420,1410,1370,1330,1290,1260,1220,1210,1210,1230,1260,1290,1320,1360,1380
COP,160000,146000,139000,159000,163000,174000,176000,171000,169000,163000,158000,160000,163000,162000,158000,152000,157000,160000,162000,163000,161000,158000,156000,154000,153000,151000,147000,147000,147000,148000,151000,154000,155000,156000,160000,161000,160000,166000,168000,168000,169000,166000,165000,168000,171000,175000
CSP,32000,29000,40000,53000,58000,76000,89000,92000,100000,98000,93000,94000,92000,85000,79000,72000,70000,60000,51000,46000,40000,38000,37000,42000,45000,46000,49000,49000,51000,60000,66000,72000,76000,75000,70000,64000,52000,55000,66000,73000,79000,76000,63000,55000,55000,54000
