,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CRZ,18000,1000,0,0,0,1000,1000,1000,1000,2000,2000,4000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,4000,6000,13000,,,,,,,
CRZ_yy,,-94.44,-100.00,,,,,,,100.00,100.00,300.00,200.00,50.00,50.00,-25.00,,,,,,,33.33,100.00,333.33,,,,,,,
CRZ_sy,,-20.00,18.75,,,,,,,-11.11,31.25,,-14.29,37.50,-4.76,,,,,,,,20.00,45.45,37.50,,,,,,,
CRZ_qq,,,,,,,,,,100.00,,100.00,-25.00,,,,,,,,,,33.33,50.00,116.67,,,,,,,
CRZ_sq,,,,,,,,,,14.29,,-23.81,-25.00,,,,,,,,,,-33.33,33.33,37.50,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-20.55,-9.89,,,14.54,,5.48,5.38,-0.70,-8.40,-14.48,-13.79,-9.73,6.96,14.46,10.46,11.78,4.58,4.07,2.08,0.92,4.05,-1.45,-2.66,-20.21,-30.74,-28.87,-19.95,3.12,25.61,39.48
RMO_sy,,-8.12,3.93,,,-2.87,,0.10,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,,,4.21,1.86,-2.25,1.66,4.11,-4.02,-9.83,-5.09,4.95,0.50,6.85,1.56,1.29,1.69,-0.03,1.07,-0.65,0.53,3.08,-4.28,-1.87,-17.59,-10.53,-1.69,10.44,6.16,8.98,9.16
RMO_sq,,,,,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,34.87,43.42,,,18.99,,-0.80,-0.90,-12.35,-22.55,-11.01,-12.02,3.01,6.64,-0.18,-0.49,-3.69,4.32,7.47,2.55,-3.33,-7.08,-12.35,-13.19,-24.53,-29.50,-22.41,-7.79,22.67,48.73,50.73
RMT_sy,,-1.44,-15.25,,,-3.10,,-16.75,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,,,4.21,1.50,3.67,-9.54,4.11,-10.23,-8.40,3.95,2.92,5.11,-5.17,-2.70,2.60,1.73,2.71,0.25,-2.10,-4.10,-1.28,-5.44,-3.03,-16.63,-7.78,4.07,15.24,10.91,11.81,5.47
RMT_sq,,,,,-5.07,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90,5.54
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,11.94,15.22,,,16.60,,2.49,2.39,-6.44,-15.31,-12.86,-12.96,-3.87,6.80,7.14,5.02,4.09,4.45,5.74,2.31,-1.24,-1.72,-7.14,-8.18,-22.46,-30.10,-25.64,-14.00,8.25,25.37,26.47
RM_sy,,-20.38,-5.82,,,-4.90,,4.42,-0.35,1.38,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,,,4.21,1.69,0.40,-3.67,4.11,-7.08,-9.13,-0.88,4.00,2.61,0.97,-0.57,1.94,1.71,1.32,0.66,-1.37,-1.82,0.82,-4.89,-2.48,-17.09,-9.11,1.19,12.79,4.36,5.26,2.07
RM_sq,,,,,4.75,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,60000,69000,,,,75000,73000,71000,68000,68000,68000,73000,71000,70000,69000,66000,64000,63000,63000,63000,66000,67000,66000,71000,77000,,,,,,,
COP_yy,,15.00,,,,,,,,-9.33,-6.85,2.82,4.41,2.94,1.47,-9.59,-9.86,-10.00,-8.70,-4.55,3.12,6.35,4.76,12.70,16.67,,,,,,,
COP_sy,,-13.04,,,,,,,,-9.89,-3.33,2.75,11.90,13.41,9.20,20.86,6.38,-12.90,-18.95,-38.94,-21.00,4.94,12.99,26.81,8.86,,,,,,,
COP_qq,,,,,,,-2.67,-2.74,-4.23,,,7.35,-2.74,-1.41,-1.43,-4.35,-3.03,-1.56,,,4.76,1.52,-1.49,7.58,8.45,,,,,,,
COP_sq,,,,,,,-1.10,1.11,-7.69,,,7.47,0.53,-1.06,2.15,18.95,-11.50,-19.00,,,14.49,7.59,2.35,0.57,-1.71,,,,,,,
CSP,-13000,-48000,,,,-23000,-15000,-8000,-8000,-12000,-18000,-4000,4000,12000,10000,-3000,-14000,-18000,-20000,-21000,-20000,-18000,-17000,-14000,-6000,,,,,,,
CSP_yy,,-269.23,,,,,,,,47.83,-20.00,50.00,150.00,200.00,155.56,25.00,-450.00,-250.00,-300.00,-600.00,-42.86,,15.00,33.33,70.00,,,,,,,
CSP_sy,,-316.67,,,,,,,,-800.00,,,66.67,35.71,37.50,-16.67,-350.00,-300.00,-300.00,-171.43,-66.67,,-35.00,-18.42,-46.67,,,,,,,
CSP_qq,,,,,,,34.78,46.67,,-50.00,-50.00,77.78,200.00,200.00,-16.67,-130.00,-366.67,-28.57,-11.11,-5.00,4.76,10.00,5.56,17.65,57.14,,,,,,,
CSP_sq,,,,,,,-100.00,,,-16.67,-14.29,25.00,66.67,-125.00,-11.11,-40.00,-28.57,-100.00,-11.11,5.00,21.05,-6.67,-68.75,16.67,2.22,,,,,,,
