,2007/Q4,2008/Q4,2009/Q4,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
PKKO_qq,,,,,1461.70,-126.29,385.13,14.89,6.44,-135.13,391.27,39.64,-115.86,26.88,-33.55,0.30,-85.40,31.05,1.18,-8.70,26.65,-42.29,-35.71,5.93,-38.20,12.01,-82.66,-51.42,-51.34,-447.67,120.98,-319.26,-23.23,-90.78,124.54,25.72
PKKO_sq,,,,,201.80,-120.88,308.12,-14.76,155.34,-123.41,96.64,650.00,-305.86,-9.91,11.34,-407.55,54.13,-4.15,13.83,-82.84,32.47,-497.15,100.90,-3913.04,-174.42,-477.64,82.49,-8.99,-25.41,-466.75,86.53,-913.01,82.48,32.70,78.47,-100.61
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,-8.96,-8.12,,,69.72,,41.34,37.83,-14.48,-11.96,-1.48,-17.68,-15.30,-18.42,-31.78,-22.94,-15.57,-20.50,-16.03,-12.15,-1.97,4.05,-44.91,-73.29,-100.00,-117.51,-99.60,-95.95,52300.00,-36.73,974.19,-24.25,155.73,125.46,81.23
RN_sy,,2.55,-7.08,,,19.31,,9.16,0.79,-11.79,-4.24,-3.71,-11.59,-2.42,-16.98,-13.49,-11.73,-2.73,-7.80,-27.28,-22.03,-0.31,-11.38,-18.66,-13.01,-12.16,-39.60,-49.44,-46.25,-6.57,72.91,98.98,188.31,49.07,71.47,168.87
RN_qq,,,,,3.87,32.52,2.49,0.18,1.29,-17.77,5.51,12.11,-15.37,-15.40,1.62,-6.24,-4.40,-7.30,-4.31,-0.97,0.01,3.44,1.56,-47.57,-51.50,-99.99,-512500.00,101.21,385.48,74.09,-1437.02,109.51,-65.77,487.72,33.13,-32.34
RN_sq,,,,,4.61,2.96,-3.67,5.22,-3.41,-9.89,4.57,5.80,-11.32,-0.54,-11.03,10.25,-9.52,9.60,-15.67,-13.04,-2.99,40.14,-25.03,-20.19,3.74,41.51,-48.45,-33.18,10.27,145.98,-4.59,-23.11,59.78,27.18,9.75,20.56
CRN,108000,118000,129000,105000,101000,76000,74000,74000,73000,89000,84000,75000,89000,105000,103000,110000,115000,124000,130000,131000,131000,127000,125000,238000,491000,3761129000,-712000,58739000,12120000,6966000,-521000,5479000,15977000,2723000,2045000,3024000
CRN_yy,,9.26,9.32,,,-41.09,,-29.52,-27.72,17.11,13.51,1.35,21.92,17.98,22.62,46.67,29.21,18.10,26.21,19.09,13.91,2.42,-3.85,81.68,274.81,2961418.95,-669.60,24580.25,2368.43,-99.81,26.83,-90.67,31.82,-60.91,492.51,-44.81
CRN_sy,,-5.46,7.51,,,-16.13,,-12.00,-4.17,13.46,3.68,4.55,12.42,2.82,20.71,18.01,14.36,2.20,10.78,33.68,26.57,8.06,10.62,22.83,15.27,29.85,-42.40,98.08,85.43,71.65,-15.28,-28.32,-65.36,-64.73,14.75,-73.81
CRN_qq,,,,,-3.81,-24.75,-2.63,,-1.35,21.92,-5.62,-10.71,18.67,17.98,-1.90,6.80,4.55,7.83,4.84,0.77,,-3.05,-1.57,90.40,106.30,765914.06,-100.02,8349.86,-79.37,-42.52,-107.48,1151.63,191.60,-82.96,-24.90,47.87
CRN_sq,,,,,-4.00,-7.14,4.49,,4.55,9.94,-4.52,-4.73,12.42,0.55,12.09,-6.86,8.95,-10.14,21.51,12.39,,-23.28,24.38,24.80,-3.21,-13.58,-44.83,329.17,-9.39,-20.00,-72.77,263.11,-56.21,-18.56,-11.39,-17.14
CPZ,88000,58000,117000,98000,94000,81000,66000,64000,66000,70000,74000,78000,81000,87000,92000,98000,103000,112000,120000,119000,117000,112000,104000,196000,405000,3119160000,-575000,45076000,8211000,3649000,-197000,2598000,11240000,2657000,4173000,5427000
CPZ_yy,,-34.09,101.72,,,-30.77,,-34.69,-29.79,-13.58,12.12,21.88,22.73,24.29,24.32,25.64,27.16,28.74,30.43,21.43,13.59,,-13.33,64.71,246.15,2784864.26,-652.88,22897.96,1927.41,-99.88,65.74,-94.24,36.89,-27.19,2218.27,108.89
CPZ_sy,,34.09,6.36,,,23.51,,37.50,22.46,6.77,10.33,-4.55,-7.10,-0.91,-5.44,-6.67,-4.46,-8.54,8.31,12.93,20.00,,-9.14,18.07,125.00,129.25,3.25,191.84,46.67,81.75,-19.81,47.55,-72.39,-76.65,-12.94,-86.85
CPZ_qq,,,,,-4.08,-13.83,-18.52,-3.03,3.12,6.06,5.71,5.41,3.85,7.41,5.75,6.52,5.10,8.74,7.14,-0.83,-1.68,-4.27,-7.14,88.46,106.63,770062.94,-100.02,7939.30,-81.78,-55.56,-105.40,1418.78,332.64,-76.36,57.06,30.05
CPZ_sq,,,,,15.00,12.32,-3.23,10.00,2.42,-2.07,,-4.83,-0.32,4.46,-4.57,-6.07,2.04,,13.00,-2.06,8.43,-18.33,4.76,27.27,106.63,-16.79,-52.82,259.75,3.85,3.11,-79.18,561.96,-80.57,-12.80,-22.38,
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,-43.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,-0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,2000,4000,,-8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,100.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-17.19,-21.61,,,91.30,,59.31,55.36,-20.48,-18.14,-8.39,-19.29,-6.48,-10.49,-24.94,-19.15,-16.64,-21.06,-16.84,-13.09,-2.95,2.41,-45.46,-73.58,-100.00,-117.28,-99.63,-96.63,35600.00,-1.94,721.28,-51.20,43.70,113.83,44.82
RMO_sy,,-9.92,3.23,,,-1.15,,-9.61,-8.19,-10.60,2.99,34.83,34.80,7.95,5.13,-5.12,-14.09,5.03,-20.07,-33.83,-24.35,-28.62,-7.37,-20.42,-15.69,-16.02,-39.65,-49.63,-52.31,-15.42,5.64,38.49,94.26,13.30,21.11,71.96
RMO_qq,,,,,3.87,49.38,2.50,0.18,1.30,-23.54,5.51,12.11,-10.76,-11.40,0.99,-5.99,-3.88,-8.65,-4.37,-0.96,0.45,2.00,0.92,-47.25,-51.34,-99.98,-417200.00,101.13,344.68,70.81,-1291.04,109.08,-73.58,402.94,14.62,-4.93
RMO_sq,,,,,-4.44,5.08,-1.70,-8.43,-2.94,2.32,13.24,19.89,-2.97,-18.06,10.28,8.20,-12.14,0.18,-16.08,-10.43,0.45,-5.47,8.90,-23.04,6.42,-5.85,-21.74,-35.77,0.76,66.99,-2.24,-15.80,41.33,-2.61,4.50,19.55
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-36.27,-38.07,,,15.36,,-3.93,-6.31,10.66,13.91,27.48,30.48,13.57,5.20,-10.87,-16.91,-18.91,-14.60,-13.45,-19.25,-10.82,-23.07,-60.33,-77.68,-100.00,-126.24,-99.16,-84.31,234250.00,-559.89,2490.91,-49.25,-5.74,102.24,-75.73
RMT_sy,,-14.37,3.38,,,-7.60,,0.50,-1.99,-7.92,-9.56,-10.21,-10.65,4.65,0.26,0.75,-14.28,-15.33,-22.25,-10.53,6.69,4.10,14.74,1.27,1.99,-8.86,-11.07,-14.57,-13.98,-13.85,-20.06,2.89,8.85,23.50,52.32,21.46
RMT_qq,,,,,3.87,-9.92,2.50,0.17,1.30,6.40,5.51,12.11,3.68,-7.39,-2.27,-5.01,-3.35,-9.63,2.92,-3.73,-9.82,-0.19,-11.21,-50.35,-49.27,-99.98,-620450.00,101.60,843.43,150.91,-1846.81,106.27,-81.52,366.03,-58.51,-32.08
RMT_sq,,,,,1.47,-0.19,-0.13,-0.64,-1.05,-6.22,-1.91,-1.35,-1.54,9.83,-6.02,-0.86,-16.23,8.49,-13.71,14.09,-0.12,5.86,-4.90,0.71,0.59,-5.40,-7.20,-3.25,1.28,-5.26,-13.89,24.52,7.15,7.50,6.20,-0.71
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,16.52,-43.74,,,35.11,,23.09,16.42,3.07,-6.53,-5.55,-4.51,-3.19,-7.50,-15.68,-18.26,-23.00,-20.76,-15.88,-14.97,-5.39,-6.20,-50.69,-74.98,-99.99,-118.95,-99.56,-95.63,33000.00,-33.49,897.22,-48.31,38.97,111.01,7.52
RM_sy,,5.72,7.04,,,-8.56,,-3.58,-5.03,-8.10,-6.17,-2.60,-0.39,13.63,7.47,5.02,-11.75,-10.69,-26.89,-8.18,8.02,1.66,25.40,0.07,-25.45,-23.46,-41.84,-42.94,-27.17,-25.77,0.91,-0.10,71.06,71.10,85.07,88.17
RM_qq,,,,,3.86,7.70,9.53,0.47,-1.77,-4.65,-0.68,1.53,-0.69,-3.32,-5.11,-7.44,-3.73,-8.94,-2.34,-1.74,-2.68,1.32,-3.18,-48.34,-50.63,-99.98,-302900.00,101.19,394.44,85.96,-1321.15,108.88,-74.37,400.00,-3.26,-13.26
RM_sq,,,,,0.17,-0.97,-1.10,-1.71,-1.35,-4.18,0.99,2.03,0.89,9.31,-4.49,-0.29,-15.23,10.63,-21.82,25.24,-0.27,4.12,-3.57,-0.05,-25.71,6.90,-26.72,-1.94,-5.18,8.95,-0.39,-2.92,62.36,8.97,7.75,-1.29
COP,110000,122000,,97000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,10.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,-18.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,22000,64000,,-1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,190.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,-550.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
