,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_qq,,,,,,-1.43,-0.93,-2.36,-0.89,-2.65,-4.42,-0.06,0.40,-0.30,-1.08,-1.23,-3.67,-2.90,0.32,-0.29,18.19,-1.14,-1.11,-1.47,0.51,0.16,2.82,-1.83,-1.88,-1.41,-1.33,3.57,-1.19
CWKCurrent_sq,,,,,,-49.05,19.97,-4.50,7.24,-8.41,-8.05,1.20,7.95,-2.44,1.77,3.17,3.49,-4.56,-3.23,-2.55,4.71,-3.61,-1.21,-2.43,10.36,-1.29,-4.58,-5.66,2.20,-3.31,-39.51,68.33,-0.25
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,24.32,-8.38,8.12,,,19.06,,28.79,8.18,5.33,-0.91,-9.38,-2.36,-10.71,-15.76,-22.32,-17.40,-12.21,-8.99,-39.14,-36.52,-31.45,-22.94,35.69,32.87,24.53,13.34,7.87,5.00,2.66,0.94,2.09
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,,5.65,6.41,7.41,6.66,-11.25,3.60,1.05,-2.46,-4.38,-5.26,-4.67,-10.05,1.67,0.70,-1.17,-39.85,6.04,8.75,11.09,5.92,3.84,1.93,1.10,0.81,1.07,-0.35,-0.59,1.96
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-19.56,9.16,-7.51,,,-16.02,,-22.36,-7.56,-5.06,0.91,10.35,2.41,12.00,18.71,28.73,21.07,13.90,9.88,64.30,57.53,45.87,29.77,-26.30,-24.74,-19.70,-11.77,-7.30,-4.77,-2.59,-0.92,-2.05
CPCurrent_sy,,-27.83,7.27,24.36,,,-16.29,,-19.72,-18.62,-15.05,-3.49,1.43,8.37,17.73,15.55,13.02,7.10,7.62,2.31,4.48,6.84,-17.88,-23.45,-12.03,-14.69,7.26,7.50,-13.92,-15.99,-20.32,-10.31,-8.77
CPCurrent_qq,,,,,,-5.35,-6.03,-6.89,-6.24,12.68,-3.48,-1.04,2.53,4.58,5.56,4.89,11.18,-1.64,-0.70,1.19,66.24,-5.69,-8.05,-9.98,-5.59,-3.69,-1.89,-1.09,-0.80,-1.06,0.35,0.60,-1.93
CPCurrent_sq,,,,,,-3.09,-12.54,-3.22,-2.12,-1.77,-8.70,9.95,2.86,4.96,-0.82,7.91,0.61,-0.53,-0.34,2.59,2.74,1.71,-23.40,-4.37,18.08,-1.36,-3.70,-4.16,-5.45,-3.73,-8.66,7.88,-3.83
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-21.72,-52.75,11.62,,,14.03,,-28.16,-47.00,-14.36,-25.43,36.14,78.00,23.14,47.12,-2.08,-0.88,-21.49,-43.91,-85.36,-94.62,-94.46,-83.98,27.03,57.63,478.14,183.47,121.18,676.93,263.92,282.34,161.29
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,,11.78,-23.26,5.19,-20.39,-17.53,24.01,-8.41,45.34,7.83,-14.21,9.42,-3.26,9.14,-32.05,-21.82,-74.75,-59.88,-29.99,125.97,100.16,-50.22,156.76,10.80,56.18,74.86,20.27,16.41,6.73
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,27.74,111.66,-10.41,,,-12.30,,39.21,88.68,16.77,34.10,-26.55,-43.82,-18.79,-32.03,2.12,0.89,27.37,78.28,583.11,1758.83,1704.12,524.08,-21.27,-36.57,-82.70,-64.72,-54.79,-87.13,-72.52,-73.85,-61.73
CZCurrent_sy,,-2.78,71.17,-33.33,,,-21.72,,-13.55,2.97,1.83,11.96,17.44,-0.68,-0.95,-3.65,-6.25,-5.63,-3.54,-11.47,-8.66,0.69,12.03,49.38,36.62,33.02,2.66,-15.91,1.76,-7.71,-10.40,-15.17,-22.89
CZCurrent_qq,,,,,,-10.54,30.31,-4.94,25.61,21.26,-19.36,9.18,-31.20,-7.26,16.57,-8.61,3.37,-8.38,47.16,27.91,296.08,149.32,42.83,-55.75,-50.04,100.90,-61.06,-9.74,-35.97,-42.81,-16.85,-14.10,-6.31
CZCurrent_sq,,,,,,-4.57,-2.21,-3.39,-4.11,13.67,-3.29,6.21,0.58,-3.86,-3.56,3.32,-2.14,-3.22,-1.42,-5.18,0.96,6.70,9.68,26.44,-7.67,3.88,-15.35,3.57,11.74,-5.79,-17.83,-1.93,1.56
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-11.27,-57.60,7.38,,,17.50,,-27.30,-39.28,-0.06,-18.15,46.71,75.32,22.39,44.80,-2.29,-0.08,-23.91,-41.90,-83.35,-92.36,-90.41,-74.20,81.19,201.16,487.75,200.60,105.46,269.63,160.10,152.04,98.12
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,,7.53,-23.22,10.73,-20.48,-10.18,26.37,-9.31,42.53,7.33,-11.78,7.29,-3.82,9.76,-32.82,-18.08,-72.44,-49.63,-15.66,120.34,93.56,-16.28,64.61,12.69,32.30,50.62,15.83,9.20,4.00
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,12.70,135.82,-6.87,,,-14.89,,37.56,64.69,0.06,22.17,-31.84,-42.96,-18.29,-30.94,2.34,0.08,31.42,72.13,500.79,1209.20,942.61,287.63,-44.81,-66.80,-82.99,-66.73,-51.33,-72.95,-61.55,-60.32,-49.53
CZOCurrent_sy,,8.07,33.22,-18.12,,,-27.67,,-7.88,-0.64,8.97,10.68,1.78,-7.33,-17.22,-9.22,-1.08,0.08,10.71,-9.15,-7.45,3.89,11.38,31.94,27.39,21.09,-1.14,-10.10,-5.78,-11.42,-10.67,-15.49,-17.03
CZOCurrent_qq,,,,,,-7.00,30.24,-9.69,25.75,11.34,-20.87,10.27,-29.84,-6.83,13.36,-6.79,3.97,-8.89,48.86,22.08,262.88,98.53,18.55,-54.61,-48.34,19.44,-39.25,-11.26,-24.42,-33.61,-13.66,-8.42,-3.84
CZOCurrent_sq,,,,,,-5.13,-4.61,1.51,0.28,2.33,4.62,3.10,-7.78,-6.83,-6.55,13.06,0.49,-5.74,3.38,-7.22,2.38,5.81,10.83,9.89,-1.15,0.57,-9.51,-0.07,3.61,-5.46,-8.74,-5.46,1.72
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-28.90,-54.87,6.64,,,8.00,,-32.07,-50.55,-23.05,-31.26,26.90,70.25,21.93,43.73,-8.00,-9.48,-27.19,-47.46,-83.26,-93.63,-93.67,-81.85,23.38,51.61,495.24,189.36,118.95,663.83,240.80,277.94,160.58
ROE_sy,,-9.96,-60.65,59.56,,,54.89,,0.56,14.37,-28.17,-27.80,-24.36,-21.70,12.46,5.89,12.11,5.47,-3.63,-0.24,-1.23,3.62,-18.76,-24.62,-16.24,-20.40,2.78,5.61,-15.74,-8.90,-12.87,8.70,22.33
ROE_qq,,,,,,10.17,-23.94,2.67,-21.04,-19.80,18.35,-8.29,45.77,7.60,-15.24,8.11,-6.69,5.87,-31.83,-21.99,-70.27,-59.74,-32.26,123.81,102.13,-50.53,165.96,8.80,52.94,72.60,18.66,20.66,5.45
ROE_sq,,,,,,-12.95,25.97,0.04,-8.32,-1.00,-20.89,0.56,-3.96,2.49,13.62,-5.31,1.68,-3.58,3.82,-1.98,0.67,1.15,-18.60,-9.05,11.86,-3.88,5.10,-6.55,-10.75,3.92,0.52,16.58,0.44
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-34.56,-53.93,-4.88,,,-2.56,,-41.51,-45.28,-7.89,-25.64,51.61,79.31,28.57,65.52,2.13,-1.92,-24.44,-43.75,-83.33,-94.12,-94.12,-81.48,12.50,33.33,450.00,140.00,100.00,700.00,245.45,275.00,172.22
ROA_sy,,-32.75,-38.34,17.65,,,72.14,,0.81,-11.19,-25.31,-28.46,-21.77,-18.07,23.33,6.28,6.19,9.74,-3.60,0.49,-6.80,-6.54,-22.43,-21.57,6.25,-5.00,18.07,20.00,-17.65,-5.26,-15.31,-10.42,10.71
ROA_qq,,,,,,,-28.30,2.63,-20.51,-6.45,20.69,-17.14,62.07,10.64,-13.46,6.67,,6.25,-33.33,-20.59,-70.37,-62.50,-33.33,150.00,80.00,-55.56,175.00,9.09,50.00,77.78,18.75,18.42,8.89
ROA_sq,,,,,,,-10.07,10.79,-7.12,-4.03,-24.37,6.11,1.57,0.52,13.85,-8.56,,3.88,,-4.67,-5.88,4.17,-17.00,-3.61,27.50,-6.86,3.16,-2.04,-12.50,7.14,-7.78,3.61,8.14
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-28.62,-53.74,-0.67,,,-1.34,,-43.60,-43.91,-5.04,-17.44,62.06,79.68,37.02,72.00,25.71,20.96,-13.30,-36.19,-72.67,-87.99,-85.99,-66.47,33.76,126.85,371.55,164.78,90.48,252.66,153.20,149.75,94.00
OPM_sy,,-27.51,-59.31,81.28,,,50.14,,1.62,-13.44,-19.53,-14.34,-22.61,-14.21,2.79,2.66,30.30,27.30,26.26,10.98,1.52,-1.05,-29.63,-31.72,-0.74,0.54,60.75,56.31,-16.70,-5.03,-17.63,-18.83,21.06
OPM_qq,,,,,,1.80,-27.90,3.13,-25.50,1.24,22.07,-10.33,46.24,12.25,-6.92,12.57,6.88,8.01,-33.28,-17.15,-54.23,-52.55,-22.15,98.28,82.61,-19.52,61.83,11.33,31.36,49.00,16.19,9.82,2.04
OPM_sq,,,,,,12.64,-11.87,8.47,-5.63,-4.05,-18.08,15.47,-14.74,6.36,-1.84,15.33,8.22,3.92,-2.65,1.37,-1.00,1.29,-30.77,-1.64,43.91,2.59,10.69,-4.35,-23.31,16.96,-3.99,-5.75,14.38
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-37.05,-48.41,3.25,,,-4.19,,-44.27,-51.07,-18.75,-24.76,50.32,82.49,37.88,74.73,26.07,19.95,-10.60,-38.40,-75.93,-91.47,-91.89,-79.29,-6.57,18.52,363.46,151.43,105.53,636.46,253.94,278.41,155.75
ROS_sy,,-22.66,-60.07,70.69,,,58.75,,-3.79,-10.00,-15.25,-12.53,-16.14,-14.07,-4.96,0.05,26.07,22.47,33.77,13.70,5.91,4.27,-11.02,-12.75,1.57,-2.95,15.46,8.34,-23.50,-13.86,-21.81,-13.61,13.85
ROS_qq,,,,,,5.85,-27.85,-2.19,-25.40,-7.07,19.82,-9.42,49.04,12.82,-9.47,14.78,7.53,7.34,-32.53,-20.90,-57.99,-61.97,-35.80,101.92,89.52,-51.76,151.04,9.54,54.92,72.86,20.65,17.12,4.70
ROS_sq,,,,,,10.75,-8.78,8.79,-12.46,3.59,-14.09,12.28,-16.08,6.15,-4.99,18.21,5.75,3.12,3.78,0.47,-1.50,1.52,-11.44,-1.48,14.67,-2.99,5.35,-7.55,-19.03,9.23,-4.37,2.14,6.70
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-26.45,-57.89,-8.33,,,,,-41.27,-36.67,6.82,-17.02,64.86,78.95,27.66,61.54,1.64,-2.94,-26.67,-41.27,-82.26,-90.91,-88.64,-72.97,63.64,150.00,380.00,170.00,100.00,266.67,158.33,155.56,100.00
ROPA_sy,,-34.97,-33.78,30.20,,,,,1.36,-16.52,-25.17,-27.91,-19.46,-14.49,6.19,7.23,9.17,13.64,15.00,3.97,-6.87,-9.82,-30.43,-32.06,4.92,0.81,36.46,46.07,-13.28,2.40,-0.76,-6.92,13.51
ROPA_qq,,,,,,-4.76,-26.67,6.82,-21.28,2.70,23.68,-17.02,56.41,11.48,-11.76,5.00,-1.59,6.45,-33.33,-15.91,-70.27,-45.45,-16.67,100.00,80.00,-16.67,60.00,12.50,33.33,52.78,12.73,11.29,4.35
ROPA_sq,,,,,,15.31,-10.91,7.95,-8.59,-5.03,-20.14,3.98,2.13,0.83,-0.83,5.00,3.97,4.96,0.36,-5.07,-6.87,1.64,-22.58,-7.29,43.82,-2.34,4.80,-0.76,-14.62,15.32,1.56,-6.92,4.13
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-109.01,60.26,-7273.54,,,99.61,,-27.18,238.51,198.95,192.20,163.41,2234.27,-455.82,584.06,73.09,-97.80,132.86,-48.52,-90.14,-89.81,-91.18,-95.61,21.14,-4.76,253.85,190.62,210.07,1100.00,690.58,617.20,11419.48
ZNPO_sy,,230.60,-122.85,-606.84,,,206.17,,-148.54,-113.44,-88.31,-401.45,81.41,1248.11,208.47,295.75,2300.00,-149.12,263.55,-189.10,-78.44,102.35,-58.04,133.55,-46.94,1171.43,-106.33,42.15,255.99,488.89,1995.11,-18.28,65.76
ZNPO_qq,,,,,,2.68,56.09,-17.54,-153.23,205.98,-68.63,9.52,74.15,3801.25,-104.78,310.56,-55.93,-50.48,-28.48,229.86,-91.56,-48.78,-38.10,64.10,132.81,-59.73,130.00,34.78,148.39,55.84,51.53,22.27,3889.51
ZNPO_sq,,,,,,616.86,-8.64,-113.85,-280.02,72.04,179.41,-694.31,85.91,1826.70,-78.66,277.14,58.34,-138.55,257.91,-192.43,138.31,-95.80,2723.02,-26.09,-39.41,0.56,-114.04,1760.89,51.75,66.36,-54.80,-28.38,207.79
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,,,-80.25,,,19.87,,,73.30,-21.59,0.61,,,,,,,,,,-88.77,,,-56.80,776.11,,-9.82,3037.58,13.37,-50.09,0.27,-76.10
ZFI_sy,,,,-89.74,,,1782.30,,,-87.73,-62.25,-18.28,,,,,,,,,,7.38,,,-45.50,-54.39,,51.23,108.92,128.32,-50.58,-83.66,-48.14
ZFI_qq,,,,,,98.74,72.57,-1.85,,,-21.92,25.93,2.65,,,,,,-19.81,,,-81.13,,,-71.59,282.61,10.67,-25.04,888.44,-86.17,-51.28,50.61,135.61
ZFI_sq,,,,,,98.74,-30.61,-33.06,,,113.42,44.89,-34.38,,,,,,-9.25,,,-7.89,,,-37.85,-22.92,335.47,-27.51,-14.13,-15.77,-5.73,-76.03,172.48
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,0.96,-0.33,1.17,,,0.89,,1.44,-1.00,-1.54,-0.79,-1.80,-0.62,-0.54,-1.43,-1.12,-0.73,-0.50,-0.73,0.73,0.37,0.75,0.98,0.79,0.99,1.21,0.95,0.23,0.17,-0.57,-0.08,-0.12
DTAR_sy,,1.70,-2.13,0.95,,,1.14,,0.04,0.40,-0.91,-0.62,-0.21,-0.48,-0.46,-0.13,-0.69,-0.58,-0.17,-0.21,0.33,0.73,0.20,-0.29,-0.56,-0.81,-0.29,-0.30,-0.53,-0.37,-0.89,0.23,1.43
DTAR_qq,,,,,,0.93,0.36,0.13,0.01,-1.50,-0.19,0.89,-1.01,-0.31,-0.11,-0.01,-0.69,0.08,0.12,-0.25,0.77,-0.28,0.50,-0.01,0.58,-0.08,0.72,-0.26,-0.14,-0.14,-0.02,0.23,-0.19
DTAR_sq,,,,,,-0.50,1.04,-0.51,0.02,-0.15,-0.27,-0.22,0.42,-0.41,-0.25,0.12,-0.15,-0.30,0.16,0.08,0.39,0.10,-0.36,-0.41,0.11,-0.14,0.16,-0.42,-0.12,0.02,-0.37,0.71,1.07
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,10.20,-3.40,13.38,,,11.36,,18.56,-11.01,-16.62,-9.28,-19.05,-6.29,-5.45,-14.63,-10.71,-7.07,-4.91,-6.99,7.46,3.68,7.84,10.27,8.66,10.85,14.15,10.84,2.64,1.78,-6.25,-0.78,-1.44
CG_sy,,20.38,-20.30,10.25,,,12.53,,0.56,3.72,-9.82,-6.39,-2.29,-4.92,-4.70,-1.31,-6.76,-5.72,-1.77,-2.11,3.01,7.64,2.11,-2.88,-5.54,-7.84,-2.90,-2.85,-5.08,-3.57,-8.21,2.29,15.41
CG_qq,,,,,,11.43,4.60,1.64,0.08,-16.37,-1.99,10.58,-10.69,-3.19,-1.11,-0.16,-6.59,0.76,1.18,-2.34,7.94,-2.79,5.24,-0.14,6.37,-0.83,8.37,-3.04,-1.50,-1.66,-0.18,2.62,-2.16
CG_sq,,,,,,-4.68,11.82,-5.82,0.17,-1.68,-2.78,-2.24,4.56,-4.32,-2.55,1.23,-1.20,-3.26,1.53,0.87,3.96,1.09,-3.68,-4.06,1.12,-1.37,1.48,-4.01,-1.21,0.21,-3.40,6.97,11.46
NetDebt,15573867000000,18145100000000,17556426000000,19649271000000,20246963000000,23270887000000,24128846000000,23836787000000,24914574000000,25971201000000,24580852000000,26579735000000,24336325000000,25043726000000,24805464000000,24462217000000,26470756000000,27490069000000,27266690000000,27242180000000,45569499000000,46552906000000,48432494000000,48958901000000,50378647000000,50281371000000,52357476000000,52284171000000,52359421000000,52500940000000,51269221000000,48848882000000,49714187000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,33.71,75.25,6.83,,,5.90,,42.58,30.81,-12.79,9.08,-33.67,-34.82,-13.20,-28.52,3.09,3.02,23.05,46.40,219.28,269.41,178.35,95.38,-34.01,-39.63,-49.47,-39.90,-30.67,-46.28,-40.57,-42.47,-35.46
NetDebtEBITDA_sy,,66.25,-7.01,-13.30,,,-8.62,,11.40,-17.09,4.50,11.78,8.78,-2.47,-8.72,-2.84,-9.29,-5.46,8.25,19.83,31.04,31.39,43.15,-5.51,-23.58,-18.71,-31.59,-8.46,14.08,-0.37,5.86,6.40,-9.08
NetDebtEBITDA_qq,,,,,,8.15,21.93,-8.84,18.61,-0.77,-18.72,14.02,-27.88,-2.49,8.25,-6.10,4.01,-2.56,29.29,11.72,126.84,12.74,-2.58,-21.58,-23.38,3.13,-18.45,-6.73,-11.62,-20.09,-9.78,-9.72,-0.84
NetDebtEBITDA_sq,,,,,,43.23,-21.22,-9.99,9.67,6.60,-0.69,-3.72,6.73,-4.43,-7.06,2.49,-0.36,-0.39,6.42,13.45,8.96,-0.13,15.95,-25.11,-11.88,6.25,-2.43,0.21,9.82,-7.21,3.67,0.72,-6.16
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,9.31,-12.30,-3.00,,,8.53,,8.64,7.65,7.86,2.44,-1.96,-6.67,-13.52,-13.95,-14.89,-12.92,-9.77,-10.93,-17.36,-22.38,-24.36,-22.28,-9.79,-0.51,4.47,5.81,1.93,-0.17,-0.34,0.86,4.30
RN_sy,,17.30,-14.36,2.30,,,-1.10,,0.41,-0.93,1.43,-4.26,-8.42,-14.54,-20.47,-18.66,-15.99,-11.13,-7.40,-8.59,-11.71,-16.67,-18.14,-14.94,-11.14,-4.89,-2.04,-0.07,1.19,1.64,2.53,3.41,3.02
RN_qq,,,,,,2.13,1.74,2.85,1.66,1.20,1.94,-2.32,-2.70,-3.67,-5.54,-2.81,-3.77,-1.44,-2.12,-4.06,-10.72,-7.42,-4.61,-1.43,3.63,2.10,0.17,-0.17,-0.17,,,1.03,3.23
RN_sq,,,,,,1.72,-0.22,-0.71,-0.36,0.36,2.15,-6.28,-4.69,-6.35,-4.94,-4.14,-1.56,-0.94,-0.95,-5.37,-4.92,-6.50,-2.70,-1.68,-0.67,0.07,0.22,0.30,0.59,,,1.16,0.22
CRN,4196000,3839000,4377000,4513000,4318000,4227000,4155000,4044000,3978000,3930000,3856000,3945000,4054000,4208000,4456000,4587000,4768000,4833000,4937000,5148000,5770000,6226000,6531000,6619000,6392000,6266000,6248000,6265000,6271000,6269000,6270000,6212000,6012000
CRN_yy,,-8.51,14.01,3.11,,,-7.93,,-7.87,-7.03,-7.20,-2.45,1.91,7.07,15.56,16.27,17.61,14.85,10.79,12.23,21.02,28.82,32.29,28.57,10.78,0.64,-4.33,-5.35,-1.89,0.05,0.35,-0.85,-4.13
CRN_sy,,-14.76,16.80,-2.23,,,1.09,,-0.23,1.02,-1.44,4.45,9.05,16.97,25.76,22.94,18.99,12.58,7.99,9.29,13.29,19.93,22.19,17.68,12.66,5.17,2.18,0.12,-1.26,-1.65,-2.44,-3.27,-2.95
CRN_qq,,,,,,-2.11,-1.70,-2.67,-1.63,-1.21,-1.88,2.31,2.76,3.80,5.89,2.94,3.95,1.36,2.15,4.27,12.08,7.90,4.90,1.35,-3.43,-1.97,-0.29,0.27,0.10,-0.03,0.02,-0.93,-3.22
CRN_sq,,,,,,-1.67,0.20,0.75,0.50,-0.44,-2.24,6.78,4.92,6.79,5.11,4.39,1.54,1.04,0.82,5.65,5.26,6.96,2.72,1.76,0.77,-0.15,-0.20,-0.29,-0.62,-0.55,-1.00,-1.14,-0.30
CPZ,4799000,4683000,5172000,5670000,5299000,5174000,5074000,4993000,4942000,4841000,4783000,4926000,5084000,5291000,5523000,5590000,5725000,5791000,5923000,6121000,6750000,7121000,7358000,7402000,7198000,7142000,7209000,7284000,7287000,7284000,7310000,7361000,7201000
CPZ_yy,,-2.42,10.44,9.63,,,-10.51,,-6.74,-6.44,-5.74,-1.34,2.87,9.30,15.47,13.48,12.61,9.45,7.24,9.50,17.90,22.97,24.23,20.93,6.64,0.29,-2.03,-1.59,1.24,1.99,1.40,1.06,-1.18
CPZ_sy,,-2.85,23.85,-15.04,,,1.08,,-14.17,-14.09,-7.08,2.40,6.60,17.03,20.24,22.74,19.44,13.44,14.05,10.18,14.41,17.06,19.21,15.88,9.27,3.49,1.85,-0.62,-1.62,0.70,-1.54,-0.02,1.34
CPZ_qq,,,,,,-2.36,-1.93,-1.60,-1.02,-2.04,-1.20,2.99,3.21,4.07,4.38,1.21,2.42,1.15,2.28,3.34,10.28,5.50,3.33,0.60,-2.76,-0.78,0.94,1.04,0.04,-0.04,0.36,0.70,-2.17
CPZ_sq,,,,,,-2.33,-9.81,-3.74,1.21,-2.23,-2.44,6.07,5.36,7.34,0.23,8.28,2.53,1.95,0.77,4.60,6.47,4.31,2.62,1.69,0.39,-1.21,0.99,-0.77,-0.63,1.13,-1.26,0.76,0.72
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,3.52,-9.77,-7.69,,,11.90,,8.45,7.45,6.08,0.89,-3.97,-9.54,-14.18,-12.85,-12.10,-9.58,-7.68,-9.49,-15.33,-18.55,-19.17,-16.67,-5.56,0.43,2.91,2.70,-0.44,-1.30,-1.09,-1.09,0.88
RM_sy,,6.07,-17.35,5.60,,,6.33,,10.73,9.67,3.46,-1.51,-5.57,-12.68,-17.00,-17.49,-16.08,-12.19,-10.81,-9.80,-14.14,-16.00,-12.93,-11.42,-5.15,0.11,-1.35,-0.42,0.32,-1.26,-1.05,-0.42,-0.74
RM_qq,,,,,,2.71,2.17,1.98,1.34,1.76,0.87,-3.01,-3.55,-4.13,-4.31,-1.50,-2.71,-1.39,-2.30,-3.44,-8.99,-5.14,-3.04,-0.45,3.15,0.87,-0.65,-0.65,,,-0.44,-0.66,1.99
RM_sq,,,,,,2.36,7.36,0.90,-0.14,1.37,1.29,-3.95,-4.25,-6.26,-3.73,-4.52,-2.62,-1.91,-2.21,-3.44,-7.30,-4.04,1.37,-1.77,-0.74,1.28,-0.11,-0.84,,,0.11,-0.21,-0.32
