,2007/Q4,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,,-49.41,-32.98,-12.35,,,,-23.03,-6.30,-6.92,,-4.76,-7.52,-11.41,,-7.82,-4.62,-2.73,-2.47,-1.85,-1.94,-5.09,-8.40,-9.84,-10.16,-5.51,-3.55,-6.67,-7.97,-9.01,-8.00,-7.16,-7.00,-7.67
CWKCurrent_sy,,30.66,15.75,-0.84,,,,16.99,53.32,14.99,,15.59,-0.68,-2.10,,2.17,10.06,9.13,10.88,21.16,7.60,15.79,15.21,-11.83,-3.39,-4.85,0.32,-3.26,14.67,7.77,0.89,-1.82,-5.09,-6.12
CWKCurrent_qq,,,,,-18.88,5.26,,,-1.25,4.57,,,-4.11,0.18,-0.76,-3.30,-0.78,2.16,-0.50,-2.68,-0.88,-1.13,-3.97,-4.20,-1.23,3.99,-1.98,-7.30,-2.60,2.81,-0.88,-6.45,-2.44,2.07
CWKCurrent_sq,,,,,-26.74,36.10,,,-3.99,2.07,,,-17.50,0.61,-1.70,25.21,-11.13,-0.24,-0.12,36.82,-21.08,7.35,-0.61,4.70,-13.52,5.73,4.79,0.97,2.51,-0.63,-1.91,-1.74,-0.91,-1.71
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,489.57,106.79,23.87,,,,32.78,-6.83,-8.63,,-12.61,-11.67,-16.23,,-14.47,-12.24,-3.14,13.16,5.03,7.67,13.19,20.00,19.47,15.97,0.24,-2.59,6.24,12.40,21.56,17.70,13.84,11.49,12.88
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,39.47,-5.91,-100.00,,-2.13,-7.73,-100.00,,-1.07,-12.50,-13.05,13.64,1.50,-3.42,1.58,5.47,4.05,1.53,7.69,5.01,1.00,-12.24,4.65,14.53,6.86,-5.09,1.32,10.78,4.66,-3.91
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,,-51.64,-19.27,,,,-24.69,7.33,9.44,,14.44,13.21,19.38,,16.91,13.95,3.24,-11.63,-4.79,-7.12,-11.65,-16.66,-16.29,-13.77,-0.24,2.66,-5.87,-11.04,-17.73,-15.04,-12.16,-10.30,-11.41
CWKGrahamCurrent_sy,,,-37.36,-0.23,,,,45.51,126.02,162.68,,99.35,22.18,4.08,,6.12,9.31,1.28,-32.51,1.56,-31.69,-9.44,39.20,-21.89,10.65,10.90,-8.25,-3.16,15.42,-12.72,-14.39,-11.23,-18.91,-8.26
CWKGrahamCurrent_qq,,,,,-28.30,6.29,,,2.18,8.38,,,1.08,14.29,15.00,-12.00,-1.48,3.54,-1.56,-5.19,-3.89,-1.51,-7.14,-4.77,-0.99,13.94,-4.44,-12.69,-6.43,5.37,-1.31,-9.73,-4.45,4.07
CWKGrahamCurrent_sq,,,,,-3.62,0.64,,,49.71,16.97,,,-8.25,-0.36,14.82,1.09,-5.50,-7.67,-23.49,52.13,-36.44,22.40,17.61,-14.63,-9.96,22.68,-2.70,-9.89,7.31,-7.23,-4.55,-6.57,-1.97,4.95
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,2.74,7.55,-23.01,,,,-21.27,37.41,52.21,51.30,22.70,35.29,34.31,43.62,10.84,-12.16,-16.29,-21.29,-17.17,-16.08,-2.46,16.32,42.84,58.90,32.71,4.21,-3.03,-5.89,-2.99,0.95,-0.85,-0.44,10.66
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,-39.18,-5.55,-1.24,38.76,6.16,4.63,-1.83,12.54,17.04,3.87,4.97,-13.15,-7.25,-1.01,-1.29,-8.60,-6.03,15.05,17.72,12.24,4.53,-3.91,-7.56,4.44,1.45,-0.94,-3.81,2.58,1.87,10.10
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-2.67,-7.02,29.90,,,,27.01,-27.23,-34.30,-33.91,-18.50,-26.08,-25.54,-30.38,-9.78,13.85,19.47,27.05,20.72,19.15,2.52,-14.03,-29.99,-37.06,-24.65,-4.05,3.12,6.26,3.08,-0.94,0.86,0.44,-9.64
CPCurrent_sy,,50.76,23.17,-17.60,,,,-12.30,0.49,-8.81,-14.52,35.76,-2.25,9.22,9.08,1.39,15.18,-4.18,48.20,10.16,63.26,38.50,15.89,16.47,-18.61,-19.19,-34.63,-33.09,-18.91,0.39,-0.90,-14.61,-17.05,-1.28
CPCurrent_qq,,,,,64.41,5.87,1.26,-27.94,-5.80,-4.42,1.87,-11.14,-14.56,-3.73,-4.74,15.15,7.81,1.02,1.31,9.41,6.42,-13.08,-15.05,-10.90,-4.34,4.06,8.19,-4.25,-1.43,0.95,3.97,-2.51,-1.83,-9.18
CPCurrent_sq,,,,,-11.69,20.99,-3.68,-14.78,1.19,9.78,-9.71,35.35,-27.14,22.66,-9.82,25.80,-17.23,2.04,39.47,-6.49,22.67,-13.43,16.70,-6.01,-14.27,-14.06,-5.59,-3.81,3.90,6.40,-6.80,-17.12,0.93,26.62
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,22.85,-10.51,-42.13,,,,-25.15,71.97,109.66,48.80,1.65,17.15,9.87,37.65,-10.85,-60.18,-58.08,-59.97,-48.62,-10.68,52.32,139.34,224.63,227.32,74.41,-5.63,11.25,20.76,29.93,45.34,1.52,-9.77,-4.66
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-49.91,-15.76,15.17,54.00,15.09,2.70,-18.26,5.21,32.63,-3.68,2.41,-31.87,-40.76,1.40,-2.19,-12.55,2.97,72.93,53.69,18.61,3.83,-7.85,-16.84,39.83,12.70,-0.86,-6.97,-2.34,0.17,4.76
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-18.60,11.75,72.82,,,,33.59,-41.83,-52.30,-32.81,-1.61,-14.64,-8.98,-27.34,12.18,151.17,138.53,149.78,94.57,11.96,-34.33,-58.22,-69.19,-69.45,-42.67,5.96,-10.13,-17.20,-23.03,-31.20,-1.49,10.83,4.87
CZCurrent_sy,,128.64,-4.89,56.34,,,,47.69,58.81,93.67,189.97,58.30,-3.35,-10.44,7.70,-10.09,68.11,78.51,16.93,2.67,-2.30,-15.51,-29.58,-21.32,-19.91,-13.73,-32.54,-14.59,-26.88,-21.44,1.29,4.67,-17.28,-28.39
CZCurrent_qq,,,,,99.59,18.73,-13.16,-35.08,-13.10,-2.64,22.32,-4.94,-24.60,3.82,-2.36,46.78,68.80,-1.40,2.25,14.34,-2.86,-42.17,-34.94,-15.69,-3.69,8.52,20.24,-28.49,-11.27,0.88,7.48,2.39,-0.17,-4.55
CZCurrent_sq,,,,,-7.21,-15.09,-3.43,94.13,-0.23,3.55,44.58,5.98,-39.09,-4.05,73.87,-11.52,13.89,1.89,13.89,-22.31,8.37,-11.88,-5.09,-13.20,10.31,-5.08,-25.78,9.91,-5.56,1.97,-4.31,13.58,-25.36,-11.72
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,19.72,-3.59,-35.25,,,,-27.71,41.61,73.60,38.22,-0.87,16.97,8.33,25.17,-14.47,-57.65,-55.06,-53.56,-34.81,1.92,48.97,113.06,165.37,173.87,72.20,1.16,13.17,22.26,28.70,37.91,1.71,-9.29,-4.30
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-43.95,-14.50,8.23,39.38,9.80,4.81,-13.83,-0.04,29.56,-2.93,-0.43,-31.69,-35.86,3.01,2.89,-4.11,0.28,50.57,47.16,19.43,3.49,-5.33,-13.55,33.60,11.81,-0.35,-7.36,-1.46,-0.28,5.14
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-16.47,3.73,54.45,,,,38.34,-29.39,-42.40,-27.65,0.87,-14.51,-7.69,-20.11,16.92,136.20,122.53,115.31,53.38,-1.89,-32.87,-53.06,-62.32,-63.49,-41.93,-1.15,-11.64,-18.21,-22.30,-27.49,-1.68,10.25,4.50
CZOCurrent_sy,,17.26,20.59,7.99,,,,-25.00,-11.50,63.71,94.03,151.84,49.80,1.25,-8.88,5.83,50.73,105.76,107.81,-12.77,21.38,-7.43,-29.26,13.95,-24.28,-26.00,-25.94,-29.36,9.05,0.92,8.34,16.27,-22.38,-35.48
CZOCurrent_qq,,,,,78.43,16.96,-7.61,-28.25,-8.93,-4.58,16.05,0.03,-22.82,3.02,0.44,46.40,55.91,-2.94,-2.82,4.29,-0.28,-33.59,-32.05,-16.27,-3.38,5.62,15.67,-25.15,-10.56,0.35,7.95,1.49,0.29,-4.89
CZOCurrent_sq,,,,,-11.24,-24.52,5.94,5.68,4.74,39.61,25.56,37.16,-37.70,-5.64,13.00,59.31,-11.27,28.81,14.13,-33.13,23.48,-1.76,-12.79,7.72,-17.95,-3.99,-12.72,2.76,26.65,-11.15,-6.31,10.28,-15.45,-26.14
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-5.03,-10.79,-8.47,,,,-25.65,5.79,7.20,,19.68,18.35,26.70,32.49,16.10,9.24,5.18,1.25,-2.05,-0.64,-6.64,-9.23,-11.82,-9.72,-1.74,-1.13,2.63,3.12,8.10,14.13,10.89,-0.04,-6.33
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-26.07,-1.57,6.81,-4.33,5.19,-0.27,-0.36,14.49,4.01,6.77,4.20,0.33,-2.13,2.80,0.30,-2.94,-0.72,-3.41,-2.48,-5.71,1.65,5.12,-1.88,-2.12,2.13,10.21,3.60,-4.90,-7.93,3.27
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-7.56,-17.05,18.89,,,,-5.56,-23.01,-29.57,-33.91,-2.46,-12.52,-5.66,-7.76,4.74,24.37,25.65,28.64,18.25,18.40,-4.29,-21.97,-38.26,-43.18,-25.96,-5.13,5.83,9.58,11.43,13.06,11.84,0.39,-15.36
EVPCurrent_sy,,23.43,30.77,1.46,,,,-21.30,-32.29,-38.76,50.82,8.99,17.52,41.20,93.05,-5.33,19.84,-15.82,-9.43,-2.05,3.32,-18.58,-3.26,-4.51,-2.93,12.71,-9.03,-14.58,-35.85,-13.38,-15.36,-22.29,34.03,19.84
EVPCurrent_qq,,,,,21.55,4.20,8.16,-31.06,-0.91,-4.68,1.50,1.74,-11.13,2.79,-0.75,15.52,5.52,3.86,1.61,6.19,5.66,-16.05,-17.16,-15.99,-2.77,9.40,6.15,-6.28,0.68,11.25,7.70,-7.29,-9.63,-6.21
EVPCurrent_sq,,,,,-18.66,23.23,-70.04,162.04,-30.02,11.45,-26.21,89.36,-24.54,33.90,0.89,-7.14,-4.48,-5.95,8.56,0.43,0.76,-25.89,28.99,-0.87,2.43,-13.94,4.10,-6.91,-23.08,16.21,1.72,-14.53,32.65,3.91
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-20.67,-7.46,41.37,,,,2.86,-25.30,-38.25,-27.65,20.73,1.18,16.95,5.85,35.75,158.02,134.06,118.01,50.24,-2.52,-37.33,-57.40,-66.77,-67.04,-42.94,-2.27,-9.32,-15.66,-16.00,-17.24,9.03,10.20,-2.12
EVEBITCurrent_sy,,-26.03,-89.77,1912.96,,,,-28.30,-18.51,23.03,69.35,29.51,-51.89,-24.96,18.44,9.85,204.12,-103.93,29.03,-7.58,40.76,4008.11,11.19,-21.51,-43.59,-20.86,4.43,45.80,52.02,11.71,-11.32,-23.39,-31.66,-17.79
EVEBITCurrent_qq,,,,,31.91,15.11,-1.31,-31.36,-4.21,-4.84,15.64,14.53,-19.72,9.99,4.66,46.89,52.59,-0.22,-2.52,1.23,-0.99,-35.85,-33.73,-21.05,-1.78,11.04,13.50,-26.74,-8.65,10.59,11.83,-3.49,-7.67,-1.78
EVEBITCurrent_sq,,,,,-21.87,-4.77,-55.26,115.36,-11.21,43.78,-38.41,64.70,-67.01,124.26,-2.79,52.75,-8.68,-102.90,3288.75,9.42,39.09,-19.47,-9.28,-22.76,-0.05,12.98,19.71,7.84,4.22,-16.97,-4.97,-6.83,-7.03,-0.12
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-19.30,-7.39,37.45,,,,0.64,-23.80,-34.83,-24.93,21.07,3.12,18.42,8.61,29.60,111.47,84.24,65.45,19.54,-11.94,-34.11,-49.90,-58.84,-58.30,-34.85,3.21,-2.70,-10.54,-11.57,-13.21,9.03,8.79,-3.42
EVEBITDACurrent_sy,,-25.54,-87.62,1532.27,,,,-27.49,-20.86,11.11,114.60,31.25,13.64,-14.86,-5.84,7.29,25.00,-104.00,47.29,-24.44,51.12,2868.39,-14.90,-2.71,-42.73,7.35,19.51,41.67,33.92,11.14,-10.85,-20.42,-22.68,-17.36
EVEBITDACurrent_qq,,,,,27.59,11.84,-0.95,-28.80,-3.39,-4.35,14.09,14.84,-17.71,9.84,4.64,37.03,34.27,-4.31,-6.03,-1.00,-1.09,-28.40,-28.55,-18.66,0.20,11.88,13.19,-23.32,-7.87,10.59,11.10,-3.67,-8.08,-1.82
EVEBITDACurrent_sq,,,,,-21.99,-2.13,-55.78,114.80,-14.86,37.40,-14.60,31.38,-26.28,2.95,-5.55,49.68,-14.11,-103.29,3582.12,-23.22,71.80,-39.73,7.04,-12.23,1.12,12.98,19.17,4.05,-4.41,-6.24,-4.41,-7.12,-7.12,0.21
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-37.85,-40.03,-49.28,,,,-42.39,60.99,95.07,,-3.19,8.32,-2.69,,-17.83,-62.02,-59.26,-60.94,-49.48,-12.53,44.59,119.17,192.33,194.47,64.90,-9.05,3.85,11.18,18.17,33.77,-5.81,-16.12,-11.91
ROE_sy,,-82.44,-211.33,230.27,,,,10.67,-35.37,-54.40,,-30.81,-61.37,-82.98,,-17.41,21.28,-123.71,-66.31,-22.44,-9.86,2756.52,590.43,170.10,190.13,191.33,89.83,-24.37,16.08,-34.21,34.01,5.32,16.71,57.56
ROE_qq,,,,,-59.33,-11.35,,,13.67,7.41,,,27.18,-3.51,1.64,-34.13,-41.21,3.52,-2.55,-14.81,1.79,71.11,47.72,13.62,2.54,-4.18,-18.52,29.73,9.77,1.84,-7.76,-8.66,-2.24,6.95
ROE_sq,,,,,30.86,-9.02,,,-23.58,-35.81,,,-57.34,-71.72,187.63,137.99,-37.35,-105.53,508.70,447.87,-27.18,62.93,6.22,114.33,-21.78,63.60,-30.79,-14.61,20.06,-7.28,40.99,-32.89,33.03,25.17
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,24.63,10.38,-48.41,,,,-23.45,55.34,94.62,,6.42,19.93,16.57,,-9.92,-58.24,-58.61,-60.59,-55.51,-22.18,41.98,123.75,228.16,215.38,73.12,-3.35,14.50,21.52,26.86,32.18,-14.60,-25.38,-24.24
ROA_sy,,-79.87,-181.56,302.74,,,,-34.80,-70.99,-69.39,,-40.93,-30.58,-90.95,,11.40,34.97,-231.58,-68.48,13.39,15.03,1528.00,415.38,83.33,133.78,128.01,132.84,-15.34,16.76,-27.64,39.58,11.41,32.67,34.13
ROA_qq,,,,,-42.16,-23.56,,,17.39,-4.23,,,32.30,-6.91,-3.79,-23.97,-38.66,-7.75,-8.40,-14.17,7.28,68.33,44.35,25.88,3.11,-7.60,-19.41,49.13,9.43,-3.54,-16.03,-3.64,-4.39,-2.06
ROA_sq,,,,,19.93,-3.38,,,-46.63,1.94,,,-37.28,-86.71,768.42,53.94,-24.02,-112.95,308.00,453.85,-22.92,60.81,-24.93,97.01,-1.70,56.84,-23.34,-28.37,35.57,-2.81,47.88,-42.82,61.45,-1.74
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,16.53,-10.35,-15.91,,,,-8.18,3.07,14.08,-8.66,-19.24,-13.52,-19.34,-12.87,-22.83,-51.82,-46.31,-40.99,-21.34,21.46,52.67,83.27,85.91,72.41,29.75,-2.93,16.66,29.92,32.69,36.58,2.63,-8.91,-13.50
OPM_sy,,-62.01,-59.96,301.54,,,,-24.35,-18.38,-44.70,-57.60,-33.00,-13.94,-19.05,11.57,-18.00,-40.06,-68.90,7.85,45.02,53.44,388.15,9.20,-13.23,-2.98,-23.02,24.58,79.03,48.59,3.56,62.87,-31.84,23.21,18.28
OPM_qq,,,,,-7.86,-9.50,9.62,0.46,3.42,0.17,-12.23,-11.17,10.74,-6.57,-5.19,-21.33,-30.86,4.11,4.20,4.88,6.75,30.86,25.08,6.40,-1.00,-1.52,-6.42,27.87,10.25,0.58,-3.68,-3.92,-2.14,-4.49
OPM_sq,,,,,-15.39,29.07,-26.30,-6.00,-8.72,-12.55,-43.49,48.54,17.25,-17.74,-22.12,9.16,-14.30,-57.32,170.11,46.78,-9.32,35.78,-39.58,16.63,1.39,7.74,-2.21,67.60,-15.85,-24.91,53.79,-29.86,52.12,-27.92
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,19.58,-16.80,-24.80,,,,-4.92,25.07,37.69,-1.59,-17.18,-13.44,-18.18,-4.22,-19.60,-54.62,-49.91,-49.11,-37.99,6.36,56.02,105.71,127.36,105.98,31.46,-9.49,14.75,28.33,33.90,44.02,2.36,-9.38,-13.82
ROS_sy,,-63.66,-142.30,633.26,,,,-42.06,-24.00,-15.82,-54.35,-37.59,-69.60,-95.64,-50.32,-9.55,33.57,236.21,40.31,-23.66,30.83,315.38,4.42,166.07,92.12,80.25,176.37,7.95,-13.09,-14.11,-0.38,-26.88,61.18,55.62
ROS_qq,,,,,-17.62,-10.84,16.58,11.04,8.35,-1.84,-16.68,-6.55,13.26,-7.21,-2.47,-21.56,-36.08,2.43,-0.91,-4.42,9.63,50.26,30.64,5.64,-0.68,-4.10,-10.05,33.93,11.08,0.07,-3.26,-4.81,-1.66,-4.84
ROS_sq,,,,,-27.18,-11.83,8.01,-16.44,-4.49,-2.35,-41.43,14.25,-53.48,-85.99,567.24,108.01,-31.30,-64.74,178.46,13.17,17.74,11.96,-30.00,188.36,-14.98,5.04,7.33,12.64,-31.56,3.81,24.48,-17.33,50.87,0.23
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,10.04,-8.05,-15.70,,,,-7.17,5.41,16.18,-8.84,-18.90,-12.82,-18.92,-12.36,-23.10,-52.62,-45.86,-41.43,-18.02,25.37,50.95,85.68,76.21,67.49,25.96,-7.25,17.21,28.73,36.30,41.86,3.60,-5.94,-12.63
RS_sy,,-27.61,-22.17,18.18,,,,4.27,7.49,-1.81,-9.91,-18.90,-43.70,-17.22,-26.69,-21.68,-8.16,-30.01,32.26,54.72,93.75,73.67,12.87,4.75,9.73,-2.87,-11.85,10.81,18.43,20.14,51.33,-15.99,-8.37,-6.44
RS_qq,,,,,-8.94,-8.87,11.61,0.23,3.40,0.45,-12.43,-10.84,11.16,-6.59,-5.34,-21.76,-31.52,6.75,2.40,9.51,4.74,28.53,25.96,3.92,-0.45,-3.34,-7.25,31.33,9.33,2.35,-3.46,-4.09,-0.74,-4.94
RS_sq,,,,,-11.72,12.73,-3.08,8.10,-8.99,2.98,-11.07,-2.70,-36.82,51.41,-21.25,3.96,-25.91,15.37,48.83,21.61,-7.21,3.41,-3.27,12.86,-2.80,-8.47,-12.21,41.86,3.89,-7.15,10.58,-21.25,13.32,-5.20
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,11.31,-10.36,-20.67,,,,-2.63,18.55,29.49,1.78,-16.02,-13.55,-19.62,-15.41,-29.77,-60.99,-56.33,-51.55,-31.04,25.98,72.44,115.98,121.36,98.31,35.62,-2.54,17.28,30.15,34.61,38.76,1.61,-10.10,-14.21
GPM_sy,,-63.22,-122.02,863.55,,,,-28.06,-30.96,-66.58,-65.73,-30.93,-49.24,-78.40,-63.73,-42.94,-27.38,252.34,132.98,8.27,53.38,101.59,37.14,107.44,89.02,4.21,46.39,15.58,-12.64,24.03,51.14,1.55,93.04,52.97
GPM_qq,,,,,-12.51,-8.75,12.74,8.19,6.51,-0.33,-11.39,-10.73,9.64,-7.33,-6.74,-25.88,-39.10,3.76,3.46,5.48,11.26,42.02,29.59,8.10,-0.33,-2.88,-6.87,30.08,10.62,0.45,-4.00,-4.74,-2.13,-4.14
GPM_sq,,,,,-16.73,10.82,2.05,-23.61,-20.08,-46.35,4.64,53.95,-41.27,-77.17,75.70,142.20,-25.26,10.77,16.18,12.56,5.88,45.59,-20.96,70.26,-3.52,-19.73,11.03,34.42,-27.07,13.96,35.29,-9.68,38.63,-9.70
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,6.21,-6.30,-5.17,,,,2.36,0.42,3.55,-12.36,-12.85,-13.41,-19.66,-14.25,-9.65,-19.15,-10.59,-6.52,4.51,23.43,24.40,25.68,17.86,9.23,3.80,0.59,13.51,21.29,29.73,28.75,11.74,5.42,-8.72
RBS_sy,,0.38,-8.00,4.18,,,,-4.99,12.59,6.54,5.17,3.79,-16.10,6.28,3.05,-16.10,14.93,-2.58,-11.03,7.65,3.07,-16.36,-4.43,-8.49,-14.83,0.49,-3.37,-0.47,6.37,3.51,4.16,-1.22,3.08,7.91
RBS_qq,,,,,3.89,-1.54,9.48,-8.60,1.92,1.53,-7.34,-9.11,1.26,-5.79,-1.11,-4.23,-9.38,4.18,3.39,7.07,7.03,5.00,4.45,0.40,-0.81,-0.22,1.22,13.30,6.00,6.72,0.46,-1.67,,-7.59
RBS_sq,,,,,-16.30,0.84,3.60,8.66,-0.81,-4.58,2.27,7.24,-19.83,20.87,-0.84,-12.69,9.82,2.46,-9.44,5.64,5.14,-16.86,3.49,1.16,-2.15,-1.90,-0.48,4.20,4.57,-4.54,0.14,-1.19,,-0.07
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,21.52,18.84,-42.23,,,,-26.13,28.01,61.27,,3.86,19.76,15.06,,-13.59,-55.59,-55.66,-54.29,-43.71,-10.97,38.83,99.45,169.12,163.03,70.88,3.46,16.39,23.22,25.67,25.44,-14.46,-25.06,-23.91
ROPA_sy,,-71.82,-102.96,4993.75,,,,18.26,-39.22,-42.67,,-59.18,-24.22,-24.24,,32.80,-25.34,-94.21,-50.94,24.30,12.54,3139.13,187.50,2.40,101.36,26.17,43.65,69.80,34.28,9.47,12.34,-39.91,-0.50,12.54
ROPA_qq,,,,,-35.35,-22.41,,,12.04,-2.25,,,29.18,-6.09,-6.60,-23.74,-33.61,-6.23,-3.72,-6.08,5.00,46.22,38.31,26.73,2.62,-5.01,-16.26,42.57,8.64,-3.11,-16.41,-2.77,-4.83,-1.61
ROPA_sq,,,,,21.46,-3.89,,,-37.58,-9.34,,,15.87,-9.36,6.80,18.40,-34.86,-92.97,804.35,200.00,-41.03,102.45,-19.73,6.86,15.96,26.86,-8.62,26.31,-8.29,3.42,-6.22,-32.44,51.84,16.97
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,283.46,-60.96,-30.13,,,,27.58,102.37,84.53,306.82,1061.92,170.49,-947.35,125.90,-74.30,-88.89,104.67,-92.64,-88.11,53.46,-17.58,13.21,58.59,-1.26,30.38,3.40,109.22,128.81,-2671.79,-399.49,-373.20,-5.33,107.83
ZNPO_sy,,59.31,252.59,267.49,,,,-121.17,-124.10,-140.12,-135.18,231.20,296.88,101.82,393.83,257.57,-0.91,1931.11,-79.41,-91.79,40.39,111.49,-88.03,707.55,18.71,85.00,4758.45,11.82,-82.32,-85.57,42.69,0.61,759.54,1265.50
