,2004/Q4,2005/Q4,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CRN_qq,,,,2.94,,17.14,-36.59,80.77,21.28,10.53,-23.81,6.25,-3.92,,,-6.12,6.52,6.12,,-1.92,,1.96,-1.92,15.69,16.95,5.80,1.37,-2.70,-2.78,-2.86,,-1.47,1.49,-1.47,-1.49,-1.52,,1.54,1.52,5.97,8.45,6.49,7.32,-1.14,-4.60,1.20,10.71,6.45,-2.02,-7.22
CRN_sq,,,,29.82,,2.34,-11.45,9.48,-3.94,8.20,-16.67,23.64,-4.41,,,-12.82,2.94,5.00,,14.40,,7.19,-7.32,1.32,-2.60,-0.67,,-6.04,4.29,1.37,,2.70,0.66,3.27,-7.59,-2.74,,-2.19,2.24,2.19,,-6.43,-1.53,24.03,2.50,-4.88,1.28,5.06,-2.41,-1.23
CPZ,327000,265000,86000,57000,54000,84000,53000,106000,109000,117000,90000,84000,77000,65000,65000,57000,54000,55000,55000,52000,50000,49000,49000,59000,70000,80000,83000,85000,87000,85000,84000,76000,69000,61000,55000,52000,51000,52000,52000,52000,56000,56000,56000,59000,54000,55000,66000,70000,69000,63000
CPZ_yy,31.33,-18.96,,-78.49,,,-38.37,85.96,101.85,39.29,69.81,-20.75,-29.36,-44.44,-27.78,-32.14,-29.87,-15.38,-15.38,-8.77,-7.41,-10.91,-10.91,13.46,40.00,63.27,69.39,44.07,24.29,6.25,1.20,-10.59,-20.69,-28.24,-34.52,-31.58,-26.09,-14.75,-5.45,,9.80,7.69,7.69,13.46,-3.57,-1.79,17.86,18.64,27.78,14.55
CPZ_sy,-41.60,-8.22,,19.40,,,-20.93,5.62,-23.23,6.08,14.71,1.78,5.26,-7.29,2.56,3.49,-6.25,-10.67,3.12,,28.00,11.95,21.21,6.18,-5.21,8.99,-4.50,-1.59,9.34,2.06,-1.57,-0.54,-5.03,-7.07,0.53,4.32,-3.17,-3.26,-7.41,,1.64,3.37,6.29,19.89,11.83,9.78,6.45,-1.90,0.48,
CPZ_qq,,,,-33.72,-5.26,55.56,-36.90,100.00,2.83,7.34,-23.08,-6.67,-8.33,-15.58,,-12.31,-5.26,1.85,,-5.45,-3.85,-2.00,,20.41,18.64,14.29,3.75,2.41,2.35,-2.30,-1.18,-9.52,-9.21,-11.59,-9.84,-5.45,-1.92,1.96,,,7.69,,,5.36,-8.47,1.85,20.00,6.06,-1.43,-8.70
CPZ_sq,,,,-6.98,23.75,-8.59,-24.86,24.26,-10.06,26.32,-18.75,10.26,-6.98,11.25,,11.25,-15.73,6.00,,7.88,7.87,-7.29,,-5.50,-3.70,6.59,-1.55,-2.62,6.99,-0.50,-5.05,-1.60,2.16,-2.65,2.72,2.12,-5.18,-2.73,,,5.68,,,13.44,-1.42,-2.88,-1.98,4.55,0.97,-3.35
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,,,-90.81,-92.87,-13.14,-0.53,20.08,-9.09,-5.45,,,,,,,,,,,,-72.78,-68.40,-64.76,-67.41,147.70,44.89,-13.97,-33.18,-71.70,-46.17,-8.19,21.44,13.96,-21.20,-40.08,-52.73,-48.78,-34.66,-7.60,20.62,29.13,77.55,93.62
RZ_sy,,,,,,,,,,10.54,-17.57,-11.65,-28.14,-39.64,-5.43,26.30,,,,,,,,,,,,16.32,-16.45,-5.74,-30.57,-25.02,3.23,-0.03,58.82,109.54,46.58,-5.60,-33.70,-38.21,-24.13,0.67,-8.67,-28.54,-39.42,-44.49,-11.17,83.52,44.14,38.93
RZ_qq,,,,,,,69.27,-92.09,-16.52,-17.77,31.39,-3.69,-4.39,-0.74,-0.53,0.16,,,,,,,,,-13.86,-7.69,12.02,-69.44,,2.94,3.60,132.26,-41.51,-38.88,-19.53,-1.63,11.25,4.26,6.44,-7.69,-23.07,-20.72,-16.03,0.01,-1.86,12.11,9.62,7.06,34.95,22.25
RZ_sq,,,,,,,-12.14,14.03,9.40,0.85,-34.48,22.23,-11.02,-15.30,2.66,63.24,,,,,,,,,13.64,4.40,-5.56,3.82,,17.78,-30.44,12.12,12.38,14.06,10.51,47.93,-21.39,-26.55,-22.39,37.87,-3.47,-2.53,-29.59,7.87,-18.17,-10.68,12.66,122.88,-35.73,-13.91
CRZ,,,,,,1000,1000,9000,11000,14000,10000,11000,11000,11000,11000,11000,,,,,,,,1000,1000,1000,1000,2000,2000,2000,2000,1000,2000,3000,3000,3000,3000,3000,3000,3000,4000,5000,6000,6000,6000,5000,5000,4000,3000,3000
CRZ_yy,,,,,,,,,,1300.00,900.00,22.22,,-21.43,10.00,,,,,,,,,,,,,100.00,100.00,100.00,100.00,-50.00,,50.00,50.00,200.00,50.00,,,,33.33,66.67,100.00,100.00,50.00,,-16.67,-33.33,-50.00,-40.00
CRZ_sy,,,,,,,,,,-28.00,25.00,17.65,,44.44,4.00,,,,,,,,,,,,,-11.11,31.25,,-14.29,37.50,,,33.33,-50.00,-50.00,,,,20.00,45.45,37.50,27.78,116.67,,-13.64,-47.83,-23.08,-10.71
CRZ_qq,,,,,,,,800.00,22.22,27.27,-28.57,10.00,,,,,,,,,,,,,,,,100.00,,,,-50.00,100.00,50.00,,,,,,,33.33,25.00,20.00,,,-16.67,,-20.00,-25.00,
CRZ_sq,,,,,,,,-15.00,,5.88,38.89,-20.00,,,,,,,,,,,,,,,,14.29,,,,83.33,-9.09,-20.00,,,,,,,-33.33,33.33,37.50,,,7.69,,-36.84,66.67,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,-57.18,22.40,,-71.27,,,-1.75,158.07,158.71,75.22,44.15,29.39,20.67,35.03,3.52,21.64,24.02,11.36,12.36,0.51,-3.29,-0.83,-0.45,-13.62,-24.41,-27.50,-29.92,-19.06,-6.27,1.68,5.67,5.30,5.74,-2.95,-8.37,-6.10,-6.62,3.39,10.43,1.17,-9.39,-22.83,-31.11,-28.86,-18.95,-5.74,-1.24,-3.89,-0.17,8.06
RMO_sy,36.03,-19.36,,-8.63,,,-23.86,5.27,86.91,41.81,35.70,1.79,-29.23,-10.25,-22.20,-8.12,3.91,-14.51,-16.51,3.93,-2.24,33.19,26.98,-2.87,18.27,0.10,1.27,13.21,-4.25,2.39,-6.63,-13.16,0.56,-4.76,5.82,9.66,7.57,7.76,0.13,-2.11,1.00,-3.79,-0.53,-6.58,-9.14,-3.75,-5.10,-6.82,-6.64,-11.33
RMO_qq,,,,-59.19,8.34,40.29,58.39,7.20,8.61,-4.99,30.31,-3.77,1.29,6.32,-0.10,13.07,3.27,-4.54,0.80,1.14,-0.63,-2.11,1.19,-12.24,-13.04,-6.12,-2.18,1.35,0.70,1.85,1.66,1.00,1.12,-6.53,-4.01,3.51,0.55,3.50,2.52,-5.17,-9.95,-11.85,-8.48,-2.08,2.60,2.52,-4.11,-4.71,6.57,10.97
RMO_sq,,,,-18.97,-34.62,10.07,30.56,12.03,16.09,-16.48,24.93,-15.96,-19.29,5.92,8.29,-0.75,-8.72,-12.86,5.75,23.55,-14.14,18.73,0.83,-5.50,4.55,0.49,2.00,5.65,-11.58,7.46,-6.98,-1.74,2.39,1.77,3.35,1.83,0.44,1.95,-3.97,-0.45,3.63,-2.89,-0.72,-6.50,0.79,2.88,-2.11,-8.20,0.99,-2.30
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,-38.92,-11.10,,-55.63,,,-35.70,-19.67,17.32,36.99,12.70,51.97,25.09,-5.23,-27.34,-32.73,-35.73,-21.61,-20.90,-14.28,-9.38,-8.95,-8.60,-7.80,-2.30,-6.27,-10.27,-12.20,-14.47,-7.68,-2.91,6.46,17.51,30.76,51.59,58.93,62.01,41.75,17.20,8.85,-3.83,-5.74,-10.67,-9.08,1.54,8.79,28.29,30.56,43.44,66.83
RMT_sy,3.45,20.04,,-37.03,,,99.49,-19.35,43.55,90.21,51.31,-7.43,35.62,-20.07,-17.32,-1.44,-39.57,-22.26,-25.89,-15.25,10.55,6.28,-3.73,-3.10,-10.13,-16.75,-3.34,-5.04,-9.08,8.46,4.35,15.70,1.58,8.25,6.86,-2.61,8.26,2.72,-2.68,0.11,-1.32,-10.12,-3.91,-2.75,-6.25,-6.40,-9.55,-12.41,-15.05,-4.62
RMT_qq,,,,-42.60,-22.85,-8.33,58.39,-28.29,12.67,7.04,30.31,-3.30,-7.26,-18.90,-0.10,-10.47,-11.39,-1.09,0.80,-2.97,-6.32,-0.63,1.19,-2.12,-0.74,-4.66,-3.13,-4.23,-3.30,2.91,1.88,5.00,6.74,14.51,18.10,10.09,8.81,0.19,-2.35,2.25,-3.87,-1.80,-7.45,4.06,7.36,5.21,9.14,5.90,17.96,22.37
RMT_sq,,,,175.92,-43.50,-4.21,33.61,11.55,0.55,26.93,6.28,-31.76,47.31,-25.19,9.94,-18.65,-9.68,-3.76,4.80,-6.97,17.82,-7.47,-5.07,-6.37,9.27,-14.29,10.23,-8.02,4.63,2.23,6.05,1.99,-8.14,8.95,4.70,-7.05,2.11,3.38,-0.81,-4.39,0.65,-5.85,6.05,-3.23,-2.98,-5.99,2.47,-6.29,-5.90,5.54
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,-50.86,8.29,,-66.26,,,-18.83,51.02,74.79,53.65,26.40,42.01,23.10,8.74,-16.63,-16.73,-20.13,-13.23,-12.45,-10.49,-7.44,-5.92,-5.56,-8.85,-8.83,-12.88,-16.35,-14.24,-12.10,-4.95,-0.41,6.11,13.85,18.74,27.28,31.60,31.84,25.19,14.36,5.49,-6.36,-13.96,-20.56,-18.96,-8.92,1.28,12.07,10.75,17.28,30.22
RM_sy,20.48,13.98,,-23.55,,,-1.93,5.15,20.98,-1.29,1.21,10.21,1.25,28.66,22.19,-20.38,2.02,-8.08,-6.97,-5.82,-5.62,-7.10,-3.46,-4.90,1.90,4.42,-0.35,1.38,-2.13,-6.02,-6.05,-5.44,-2.49,-2.39,2.47,9.37,5.73,8.83,3.97,0.22,1.90,1.49,5.36,-8.10,-10.82,-13.41,-16.82,-27.56,-10.47,9.77
RM_qq,,,,-53.87,-4.08,15.82,58.39,-14.18,11.02,1.81,30.31,-3.58,-3.76,-10.07,-0.10,-3.69,-7.69,-2.30,0.80,-1.54,-4.55,-0.69,1.19,-4.97,-4.53,-5.11,-2.84,-2.57,-2.15,2.61,1.81,3.81,4.99,7.01,9.14,7.32,5.18,1.61,-0.30,-1.00,-6.63,-6.64,-7.95,1.00,4.93,3.82,1.86,-0.20,11.12,15.27
RM_sq,,,,23.88,-27.28,6.44,2.27,32.82,-16.33,-13.16,4.87,44.63,-23.13,10.35,-0.40,-5.76,-1.51,-0.57,0.80,-4.60,-1.29,-2.13,4.75,-6.02,5.77,0.29,-0.03,-4.39,2.10,-3.69,-0.06,-3.77,5.29,-3.59,4.91,2.70,1.79,-0.77,0.22,-0.99,3.49,-1.16,4.04,-13.64,0.43,-4.03,-0.06,-24.79,24.12,17.66
COP,,,,,,42000,27000,56000,68000,77000,58000,62000,60000,60000,60000,57000,,,,,,,,60000,70000,74000,75000,74000,72000,70000,70000,68000,70000,70000,69000,68000,68000,69000,70000,74000,81000,87000,94000,93000,89000,89000,98000,103000,100000,93000
COP_yy,,,,,,,,,,83.33,114.81,10.71,-11.76,-22.08,3.45,-8.06,,,,,,,,,,,,23.33,2.86,-5.41,-6.67,-8.11,-2.78,,-1.43,,-2.86,-1.43,1.45,8.82,19.12,26.09,34.29,25.68,9.88,2.30,4.26,10.75,12.36,4.49
COP_sy,,,,,,,,,,25.19,-16.88,1.26,21.92,1.78,46.88,-13.04,,,,,,,,,,,,-9.89,-3.33,2.75,11.90,13.41,9.20,,6.38,,-18.95,-38.94,-21.00,4.94,12.99,26.81,8.86,5.88,2.87,1.71,-1.16,8.33,9.50,-4.49
COP_qq,,,,,,,-35.71,107.41,21.43,13.24,-24.68,6.90,-3.23,,,-5.00,,,,,,,,,16.67,5.71,1.35,-1.33,-2.70,-2.78,,-2.86,2.94,,-1.43,-1.45,,1.47,1.45,5.71,9.46,7.41,8.05,-1.06,-4.30,,10.11,5.10,-2.91,-7.00
COP_sq,,,,,,,14.07,3.25,-8.18,15.75,-24.26,25.78,10.56,,,-25.53,,,,,,,,,-1.10,1.11,-7.69,-2.38,6.10,7.47,,-1.06,2.15,,-11.50,-19.00,,-10.39,14.49,7.59,2.35,0.57,-1.71,4.65,-0.56,,-4.49,14.71,0.51,-13.27
CSP,,,,,,-42000,-26000,-50000,-41000,-40000,-32000,-22000,-17000,-5000,-5000,0,,,,,,,,1000,0,-6000,-8000,-11000,-15000,-15000,-14000,-8000,1000,9000,14000,16000,17000,17000,18000,22000,25000,31000,38000,34000,35000,34000,32000,33000,31000,30000
CSP_yy,,,,,,,,,,4.76,-23.08,56.00,58.54,87.50,84.38,100.00,,,,,,,,,,,,-1200.00,,-150.00,-75.00,27.27,106.67,160.00,200.00,300.00,1600.00,88.89,28.57,37.50,47.06,82.35,111.11,54.55,40.00,9.68,-15.79,-2.94,-11.43,-11.76
CSP_sy,,,,,,,,,,91.30,146.88,200.00,-257.14,-225.00,-146.67,-316.67,,,,,,,,,,,,-800.00,,,66.67,35.71,37.50,-16.67,-350.00,-300.00,-300.00,-171.43,-66.67,11.11,-35.00,-18.42,-46.67,-90.62,24.07,2.22,-68.18,-9.84,-73.17,-59.09
CSP_qq,,,,,,,38.10,-92.31,18.00,2.44,20.00,31.25,22.73,70.59,,100.00,,,,,,,,,-100.00,,-33.33,-37.50,-36.36,,6.67,42.86,112.50,800.00,55.56,14.29,6.25,,5.88,22.22,13.64,24.00,22.58,-10.53,2.94,-2.86,-5.88,3.12,-6.06,-3.23
CSP_sq,,,,,,,30.43,62.50,216.67,-128.57,475.00,-20.00,-283.33,40.91,,-271.43,,,,,,,,,-100.00,,,-16.67,-14.29,,66.67,-125.00,-11.11,-40.00,-28.57,-100.00,-11.11,,21.05,-6.67,-68.75,16.67,2.22,-38.64,32.79,-7.32,-68.18,9.46,-5.97,1.41
