,2008/Q4,2009/Q4,2010/Q4,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,-14.84,-36.57,1.48,,,,13.89,12.05,18.23,8.53,-2.58,-5.74,-5.57,-0.24,4.57,7.05,6.16,6.47,4.83,2.13,-13.21,-14.90,-18.43,-24.29,-9.18,-11.24,-4.68,-0.75,-2.06
CWKCurrent_sy,,9.39,-12.19,1.48,,,,3.11,4.06,-5.07,-9.46,3.57,-2.87,2.92,17.71,9.71,17.62,14.14,0.79,2.09,-10.93,-10.64,-0.04,-11.84,-4.10,-5.69,-17.33,-5.85,-0.85,-2.29
CWKCurrent_qq,,,,,3.91,-4.28,4.60,9.46,2.23,1.00,-3.98,-1.75,-1.09,1.19,1.44,2.99,1.25,0.35,1.74,1.41,-1.35,-14.73,-0.24,-2.80,-8.44,2.29,-2.50,4.38,-4.66,0.93
CWKCurrent_sq,,,,,-1.19,3.90,2.12,-1.65,-0.27,-5.22,-2.61,12.50,-6.47,0.43,11.39,4.85,0.28,-2.55,-1.64,6.20,-12.51,-2.23,10.03,-6.34,-4.83,-3.84,-3.56,6.67,0.23,-5.24
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,29.58,-91.71,-515.25,,,,-216.07,-131.64,-115.75,-62.65,-17.02,-9.03,-16.02,-10.98,-4.83,-15.15,-7.35,-22.89,-39.45,-58.47,-12.97,1.06,20.78,50.74,16.71,12.96,-15.13,-52.72,-33.34
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,-39.62,-11.93,-33.41,-51.60,-2.32,-4.25,-0.58,-9.07,4.66,-10.93,3.80,-3.03,-4.73,-3.41,-10.13,-16.91,-19.01,26.28,3.54,6.40,25.99,-24.65,-0.80,-23.81,1.83,-8.83
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-22.83,1106.24,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sy,,-14.27,-36.55,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,-35.02,7.69,38.62,,,,-8.74,-16.35,-25.20,-28.59,-32.39,-29.90,-22.76,-16.57,0.31,9.85,14.68,16.20,10.20,3.35,4.30,6.15,7.79,22.24,23.58,30.33,37.53,31.73,33.55
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,0.15,0.02,-3.10,-5.98,-8.20,-10.56,-7.49,-10.99,-4.81,-1.45,-0.07,7.01,4.24,2.88,1.25,1.49,-2.24,3.82,3.05,3.06,10.86,4.96,8.68,8.75,6.19,6.41
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,53.90,-7.09,-27.88,,,,9.58,19.53,33.67,39.97,47.85,42.68,29.47,19.93,-0.31,-8.98,-12.84,-13.99,-9.26,-3.25,-4.13,-5.76,-7.22,-18.16,-19.09,-23.26,-27.32,-24.11,-25.04
CPCurrent_sy,,24.22,-9.56,-22.98,,,,18.66,36.75,10.60,2.73,0.04,-15.71,-0.96,0.58,-8.99,-0.96,15.57,7.76,-1.12,-1.42,-2.32,12.24,19.70,20.75,2.69,-13.27,-9.75,-3.31,-12.67
CPCurrent_qq,,,,,-0.17,,3.20,6.36,8.90,11.83,8.06,12.35,5.08,1.48,0.10,-6.61,-4.06,-2.82,-1.23,-1.47,2.29,-3.70,-2.91,-3.00,-9.77,-4.79,-7.91,-8.12,-5.78,-5.96
CPCurrent_sq,,,,,-11.26,,5.68,20.56,2.27,-15.12,-1.83,17.39,-13.83,-0.26,-0.31,6.22,-6.23,16.39,-7.04,-2.54,-6.51,15.32,6.82,3.94,-5.68,-1.93,-9.79,8.16,1.05,-11.43
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,-231.48,142.34,-118.79,,,,-417.28,35.69,-88.05,-130.55,114.85,160.62,146.84,169.42,200.66,-29.50,-34.96,-7.08,-72.86,9.90,398.39,423.14,2077.26,866.42,-10.68,-2.14,-12.33,-48.06,10.29
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-530.39,41.41,61.11,-260.14,21.62,-71.32,52.32,123.19,220.03,32.38,-29.34,0.44,-24.96,22.13,0.95,-70.66,203.82,453.84,5.97,22.11,34.86,-48.81,16.09,9.40,-20.10,8.69
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,,,,,,,,,,,,,,,-66.72,41.84,53.72,7.60,268.66,-8.96,-79.93,-80.88,-95.41,-89.65,11.95,2.19,14.06,92.51,-9.32
CZCurrent_sy,,,,,,,,,,,,,,,,-4.22,-10.72,-14.75,-3.16,-25.50,-33.75,-29.87,-22.38,-10.12,19.32,-2.21,-2.30,-21.35,-17.78,0.61
CZCurrent_qq,,,,,,,,,,,,,-68.74,-24.43,41.51,-0.44,33.22,-18.10,-0.94,241.12,-67.10,-81.95,-5.63,-18.10,-25.85,95.34,-13.86,-8.59,25.15,-7.99
CZCurrent_sq,,,,,,,,,,,,,1.80,-0.11,-19.96,17.69,-5.11,-4.62,-9.09,-9.46,-15.62,0.97,0.63,4.84,12.02,-17.26,0.54,-15.61,17.11,1.25
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,-134.09,239.77,-22.61,,,,-38.75,-26.18,-105.46,-88.45,-6.21,29.47,1597.11,751.31,28.91,-3.97,-6.34,-34.12,-39.80,37.86,166.82,272.36,545.70,326.67,19.63,15.99,-10.10,-32.24,7.06
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-35.30,49.99,-4.50,-33.91,-22.02,-111.10,301.93,436.63,7.65,28.34,14.82,-18.74,-19.80,25.17,-19.23,-25.74,83.64,142.25,12.72,28.76,21.34,-32.08,9.29,-0.20,-8.53,7.31
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,,,29.21,,,,63.25,35.45,,765.99,6.64,-22.77,,-88.26,-22.43,4.15,6.77,51.77,66.11,-27.47,-62.52,-73.14,-84.51,-76.56,-16.41,-13.78,11.23,47.57,-6.59
CZOCurrent_sy,,,,-17.66,,,,66.03,28.76,,35.58,-14.06,-31.98,,-21.50,-9.11,1.95,4.53,-3.35,12.49,-0.80,-24.53,-19.83,-13.80,-10.69,-5.99,15.08,-30.71,7.05,26.73
CZOCurrent_qq,,,,,54.56,-33.33,4.71,51.29,28.24,,,-81.37,-7.12,-22.08,-12.91,23.06,24.70,-20.11,23.80,34.69,-45.55,-58.72,-11.28,-22.34,-17.59,47.22,-8.49,0.20,9.33,-6.82
CZOCurrent_sq,,,,,36.90,-14.64,-6.09,51.29,6.18,,,-4.11,-15.96,6.87,-8.85,11.02,-5.74,9.58,-15.72,29.23,-16.88,-16.63,-10.48,38.95,-13.87,-12.25,9.58,-16.34,33.06,3.88
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,-27.54,19.49,12.51,,,,-10.45,-15.24,-13.56,-13.93,-12.40,-11.87,2.23,3.84,1.53,4.42,-8.55,-10.75,-5.91,-4.65,-1.56,1.07,5.95,11.47,10.99,8.64,16.10,12.47,8.49
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,0.09,-5.06,-1.02,-4.78,-5.27,-3.18,-1.45,-3.09,-4.69,12.31,0.10,-5.24,-1.98,-1.63,-2.32,-0.11,-0.67,1.55,0.29,4.72,4.51,1.12,-1.83,11.91,1.24,-2.47
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,11.47,10.99,-18.83,,,,-1.92,1.32,15.53,20.47,29.60,25.77,32.36,24.51,1.23,-4.96,-20.22,-23.20,-14.62,-7.75,-5.61,-4.79,-1.75,-8.78,-10.18,-16.63,-15.53,-14.64,-18.81
EVPCurrent_sy,,24.79,-5.29,-10.88,,,,-15.24,21.78,37.72,7.71,10.22,6.15,-8.25,11.96,-10.08,-9.54,3.86,-0.98,-8.07,-7.02,-20.83,-11.55,-4.50,-3.00,2.01,-2.73,-10.38,-6.18,-14.84
EVPCurrent_qq,,,,,-0.12,-5.05,2.15,1.24,3.19,8.25,6.53,8.91,0.14,13.93,0.21,-11.46,-5.98,-4.37,-3.53,-1.56,1.59,-2.15,-2.70,1.58,-5.68,-3.66,-9.68,2.92,-4.68,-8.37
EVPCurrent_sq,,,,,-31.16,2.68,-2.36,22.82,-1.10,16.11,-23.63,25.69,-4.75,0.36,-6.82,0.94,-4.18,15.22,-11.16,-6.28,-3.09,-1.88,-0.74,1.19,-1.56,3.18,-5.35,-6.78,3.05,-6.35
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-312.54,185.49,45.37,,,,46.19,14.81,-1681.59,645.34,-6.59,-31.93,106.83,-87.81,-21.24,8.75,-2.35,35.46,56.29,-30.84,-63.11,-72.86,-83.59,-73.87,-7.23,-6.34,29.15,65.98,1.34
EVEBITCurrent_sy,,3.26,-2.80,-19.16,,,,110.14,7.81,19.02,43.14,-33.94,22.13,-4.86,-8.41,-11.34,-13.69,-17.69,-11.46,11.70,30.26,9.76,-7.97,-25.88,-34.29,-14.39,5.94,-3.47,16.27,0.64
EVEBITCurrent_qq,,,,,54.70,-36.70,3.64,44.05,21.49,-971.95,148.84,-81.95,-11.47,-12.48,-12.82,16.61,22.24,-21.42,20.93,34.54,-45.91,-58.08,-11.02,-18.68,-13.87,48.86,-10.17,12.14,10.69,-9.11
EVEBITCurrent_sq,,,,,3.53,19.52,-23.26,121.30,-46.89,31.94,-7.70,2.13,-1.81,2.78,-11.14,-1.14,-4.41,-1.98,-4.41,24.71,11.47,-17.40,-19.85,0.44,-1.17,7.60,-0.81,-8.48,19.04,-6.87
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-394.81,155.68,41.71,,,,31.43,4.42,477.16,214.18,-7.99,-25.29,-81.80,-70.44,-13.86,10.33,-2.12,25.85,37.95,-26.44,-58.18,-67.48,-78.22,-69.61,-6.94,-6.57,25.82,57.89,-0.38
EVEBITDACurrent_sy,,-13.18,0.56,-21.72,,,,75.58,87.31,81.94,40.76,-18.23,-26.71,-10.41,-10.86,-17.87,-11.65,-7.15,-4.99,8.82,22.27,3.30,4.74,-14.55,-23.79,-15.62,-5.59,-8.49,2.01,-9.37
EVEBITDACurrent_qq,,,,,41.47,-30.65,1.46,32.04,12.40,283.30,-44.77,-61.33,-8.75,-6.60,-10.32,12.70,16.87,-17.14,15.31,23.54,-37.68,-52.90,-10.32,-17.27,-13.06,44.27,-9.97,11.42,9.10,-8.97
EVEBITDACurrent_sq,,,,,-4.38,-13.25,11.74,89.44,2.01,-15.74,-13.55,10.06,-8.58,3.01,-14.00,1.41,-1.67,8.26,-11.99,16.16,10.48,-8.53,-10.77,-5.24,-1.46,1.28,-0.17,-8.14,9.85,-10.03
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,-211.96,126.85,-119.11,,,,-487.79,27.94,-122.54,-150.78,114.44,157.16,144.22,169.16,215.07,-24.62,-30.97,-0.90,-71.52,12.32,332.71,345.00,1673.28,631.89,-18.90,-13.18,-16.44,-48.45,8.06
ROE_sy,,-8.07,39.88,18.40,,,,-40.39,-62.04,-10.97,33.10,68.50,156.56,48.67,0.52,-10.11,-11.65,-26.28,-24.87,-15.32,-29.71,19.45,7.97,20.09,62.90,-4.06,13.54,20.16,1.88,-5.00
ROE_qq,,,,,-553.49,43.95,59.37,-294.92,19.88,-73.09,54.21,122.74,217.12,33.91,-28.39,3.60,-24.13,22.64,2.80,-70.23,199.24,372.45,5.72,18.64,23.50,-47.65,13.18,14.18,-23.80,9.74
ROE_sq,,,,,6.51,-21.55,-7.42,-22.94,-32.18,84.00,38.41,-2.44,3.26,6.63,-6.42,-12.76,1.49,-11.03,-4.63,-1.68,-15.75,51.19,-13.79,9.36,14.29,-10.96,2.02,15.74,-3.09,-16.97
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,-244.59,135.33,-118.52,,,,-488.57,21.24,-146.09,-198.11,118.93,164.04,147.30,168.99,166.67,-32.46,-35.57,-3.67,-67.31,29.87,395.83,402.86,1608.82,623.00,-21.22,-15.34,-19.45,-56.43,
ROA_sy,,-25.28,41.44,17.74,,,,-64.16,-72.99,-24.41,48.09,182.17,267.92,29.87,9.41,-21.90,-27.69,11.07,6.75,1.45,10.64,2.61,-4.27,3.13,25.32,7.32,7.92,-1.38,-17.65,
ROA_qq,,,,,-545.71,43.36,58.59,-288.68,13.59,-76.97,49.84,124.68,192.31,30.70,-26.85,-4.59,-25.96,24.68,9.38,-67.62,194.12,376.00,10.92,10.04,24.44,-48.13,19.20,4.70,-32.69,19.05
ROA_sq,,,,,-10.39,-23.82,-38.80,-14.21,-32.48,113.21,19.91,63.47,-11.96,-24.74,1.02,16.69,-18.50,15.60,-2.91,10.90,-11.11,7.21,-9.42,19.47,8.01,-8.18,-8.91,9.17,-9.80,9.94
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,-152.50,229.63,-44.08,,,,-32.85,-11.36,-107.52,-83.97,39.13,84.62,1980.00,928.57,28.12,-12.50,-18.62,-43.52,-45.12,33.33,156.21,251.64,495.56,249.40,-3.06,-10.96,-34.51,-48.55,-19.74
OPM_sy,,-28.95,33.33,-32.52,,,,-23.73,-33.67,-20.00,3.14,12.38,34.47,18.09,11.59,-7.34,-23.38,-18.38,-22.68,-5.79,21.32,18.09,90.81,27.51,69.70,57.80,-8.52,44.16,3.04,-4.76
OPM_qq,,,,,-35.77,51.14,-1.50,-29.77,-15.22,-112.82,310.00,509.52,12.50,30.56,14.89,-24.07,-23.17,21.43,-20.26,-26.23,86.67,133.33,9.44,24.94,9.51,-35.26,0.53,-8.12,-13.96,0.99
OPM_sq,,,,,-3.63,-4.52,-16.32,-0.94,-16.19,15.15,7.89,7.93,0.28,1.13,1.95,-10.38,-17.07,7.72,-3.41,9.19,6.80,4.85,56.07,-27.04,42.13,-2.50,-9.52,14.98,1.58,-9.88
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,-301.55,139.23,-113.73,,,,-464.29,22.99,-152.94,-214.29,121.52,186.57,160.47,183.33,205.88,-36.21,-43.59,-20.00,-75.00,8.11,379.55,393.18,1884.62,682.50,-27.49,-24.88,-36.43,-60.38,-17.65
ROS_sy,,1.58,53.37,-15.54,,,,-50.80,-58.02,-19.10,61.54,111.38,123.64,68.06,-15.08,-22.31,-12.60,-17.36,-11.21,14.85,20.93,52.00,34.74,3.45,13.85,-12.50,-3.91,55.00,22.30,0.75
ROS_qq,,,,,-521.43,41.38,58.82,-276.19,15.19,-92.54,48.84,125.76,241.18,34.48,-29.49,-5.45,-28.85,18.92,,-70.45,207.69,427.50,2.84,18.89,21.32,-51.12,6.54,0.61,-24.39,1.61
ROS_sq,,,,,4.80,-32.06,-12.36,-21.15,-10.57,30.91,75.00,3.17,-5.38,-1.63,-11.57,-5.61,6.44,-6.98,,22.11,12.07,16.92,-15.79,-6.25,23.33,-10.14,-7.52,51.22,-2.69,-25.97
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,-152.19,200.00,-26.18,,,,-21.28,3.16,-98.63,-85.40,-63.06,-50.00,4350.00,345.00,58.54,-30.61,-48.31,-34.83,-46.15,29.41,563.04,493.10,1208.57,1204.55,15.74,4.07,-20.31,-45.47,-10.20
RS_sy,,-29.67,3.38,-14.49,,,,-33.17,-28.39,-20.79,-4.68,39.29,33.57,25.18,0.61,-15.90,-22.99,-6.23,7.01,7.01,12.15,-12.39,34.47,31.62,59.13,100.00,5.51,21.65,14.40,9.31
RS_qq,,,,,-32.62,53.68,-6.16,-18.98,-11.71,-97.96,900.00,105.00,19.51,81.63,,-26.97,-47.69,35.29,26.09,-39.66,25.71,593.18,12.79,33.14,25.33,-38.50,1.42,1.96,-14.25,1.28
RS_sq,,,,,-6.68,-8.95,-3.93,-18.13,,0.71,15.60,19.63,-4.10,-5.61,,,-12.20,14.93,6.04,,-7.98,-10.22,62.76,-2.12,11.26,12.84,-14.14,12.85,4.63,7.82
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,-290.00,139.01,-118.25,,,,-256.52,30.84,-109.72,-158.06,136.59,191.89,174.83,213.75,86.67,-42.65,-55.75,-64.84,-76.79,35.90,370.00,759.38,2423.08,666.04,-2.13,-18.55,-32.32,-60.10,-29.57
GPM_sy,,1.52,34.33,-26.67,,,,-40.15,-45.95,-0.88,51.04,105.06,132.86,32.59,-13.10,-25.93,-22.09,-15.49,-4.76,22.08,20.47,49.80,42.50,1.02,22.88,-5.85,-7.02,50.00,1.33,-8.47
GPM_qq,,,,,-365.22,32.71,56.94,-164.52,9.76,-104.05,47.02,137.50,126.67,66.18,-19.47,-38.46,-30.36,28.21,-36.00,-59.38,307.69,343.40,17.02,19.27,23.78,-43.35,-2.61,-0.89,-27.03,
GPM_sq,,,,,-1.89,-12.74,-15.04,-17.71,-11.39,60.00,29.46,11.72,0.62,-8.90,-15.15,-4.76,5.83,-1.18,-4.38,22.08,4.44,22.88,-9.04,-13.45,27.03,-5.85,-10.17,39.62,-14.19,
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,-137.55,216.45,-24.28,,,,-29.74,-9.61,-107.23,-85.29,19.92,36.71,1600.00,754.00,14.53,-8.13,-7.50,-31.62,-28.40,63.08,165.17,256.85,410.55,219.34,5.66,0.38,-17.44,-43.13,-3.11
ROPA_sy,,-45.59,53.34,9.83,,,,-22.47,-9.92,-1.15,19.75,35.29,14.81,-3.28,-20.49,-8.70,-13.62,-6.19,-4.37,-11.20,-12.03,2.02,17.58,7.85,29.72,9.28,-6.41,-5.34,0.36,6.68
ROPA_qq,,,,,-33.24,44.98,2.41,-29.12,-14.11,-111.59,308.33,478.00,-2.08,27.21,18.61,-22.48,-21.45,28.08,-12.31,-18.84,78.90,108.25,18.01,16.12,11.90,-31.09,12.11,-4.49,-22.92,17.40
ROPA_sq,,,,,-8.87,-2.87,-8.21,-4.57,5.88,6.58,11.20,7.81,-10.14,-10.22,-8.58,23.80,-14.99,-2.49,-6.81,14.95,-15.79,13.09,7.40,5.44,1.29,-4.73,-8.02,6.64,7.39,1.27
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,-104.39,262.20,-146.55,,,,40.18,90.11,-47.66,-93.91,117.29,201.36,170.99,203.69,208.60,-33.71,-43.95,-22.07,-55.18,59.36,477.83,574.98,1849.56,1361.95,89.44,11.16,109.66,-43.85,-13.32
ZNPO_sy,,105.26,-7.51,86.59,,,,-78.60,-85.85,3.96,190.13,341.22,532.20,28.60,-48.58,-8.89,-64.04,20.59,19.16,-3.09,-51.04,-84.93,-91.95,-60.27,30.67,318.73,149.08,314.28,315.72,152.47
ZNPO_qq,,,,,-259.64,85.35,63.58,-211.79,40.57,-118.80,52.17,127.80,248.40,53.24,-30.14,-17.26,-25.16,29.57,-2.87,-52.41,166.07,369.83,13.46,37.46,99.53,-39.12,-33.43,159.26,-46.56,-6.02
ZNPO_sq,,,,,67.41,-69.09,-25.08,-44.80,10.66,127.14,109.09,-16.05,58.56,-53.80,-16.39,48.75,-37.41,54.93,-17.38,20.97,-68.38,-52.33,-55.86,497.05,4.02,52.76,-73.75,893.04,4.38,-7.23
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,-107.50,1434.25,45.60,,,,-18.99,10.81,-167.58,-41.97,-108.89,,-265.09,-174.81,700.21,,108.68,179.24,-45.99,197.00,434.03,445.61,236.78,220.25,72.99,-17.14,-12.76,-72.36,-1.78
ZFI_sy,,-9.72,5.70,14.73,,,,4.83,10.39,-51.93,-52.00,-73.54,,57.83,123.99,181.04,,35.54,26.21,-44.69,-14.32,-12.18,-25.09,12.44,32.32,14.83,37.62,44.85,-2.97,-35.40
ZFI_qq,,,,,-32.61,-28.36,-20.85,111.99,-7.82,-143.69,167.97,-132.47,,,86.07,360.54,-54.70,-47.19,27.12,77.59,149.11,-5.04,29.88,9.62,136.88,-48.71,-37.79,15.41,-24.95,82.27
ZFI_sq,,,,,-7.78,-26.20,-26.22,108.76,-2.88,-67.87,-26.32,15.08,,,4.56,44.39,-6.14,-4.35,-2.63,-36.73,45.41,-1.97,-16.94,-5.03,71.12,-14.93,-0.46,-0.04,14.63,-43.36
DTAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTAR_yy,,-4.19,-6.09,0.93,,,,-0.34,-2.64,-2.94,-5.12,-8.40,-3.50,-2.25,-0.04,5.63,3.43,2.18,0.82,-4.25,-4.67,-4.32,-4.09,1.15,0.49,0.91,0.89,1.21,5.38,2.60
DTAR_sy,,-5.04,4.50,2.48,,,,-0.90,-5.53,6.84,-2.04,-1.24,4.91,1.40,0.07,-4.44,-3.76,-4.17,-0.90,12.33,8.58,-5.22,-1.22,-5.39,-5.67,11.21,-2.74,-1.77,0.82,-7.31
DTAR_qq,,,,,0.14,-0.30,-0.66,0.48,-2.17,-0.61,-2.89,-2.99,3.05,0.68,-0.69,2.52,0.90,-0.53,-2.02,-2.63,0.45,-0.16,-1.78,2.69,-0.20,0.26,-1.81,3.02,3.91,-2.39
DTAR_sq,,,,,1.29,-4.83,5.56,-2.61,-3.44,7.63,-3.21,-1.81,2.56,4.03,-4.48,-6.23,3.29,3.59,-1.23,6.29,-0.16,-9.58,2.95,1.80,-0.45,6.60,-9.97,2.82,2.18,-2.01
CG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CG_yy,,-25.81,-28.61,4.78,,,,-0.99,-11.15,-12.18,-19.85,-30.32,-13.79,-8.91,0.11,24.49,15.59,9.96,3.70,-15.66,-17.55,-16.55,-14.96,4.36,1.67,3.72,3.42,4.99,24.63,11.06
CG_sy,,-16.76,12.27,7.15,,,,-2.54,-14.58,20.64,-5.85,-0.81,14.09,11.66,-3.78,-13.65,-13.94,-25.02,-10.92,32.81,-19.64,-24.10,-3.14,-11.39,43.82,47.17,5.65,-4.98,-3.74,-9.95
CG_qq,,,,,0.89,-1.46,-2.92,2.59,-9.46,-2.61,-11.39,-10.82,12.02,2.90,-2.61,10.89,4.01,-2.11,-8.16,-9.80,1.68,-0.93,-6.41,10.70,-0.94,1.08,-6.68,12.37,17.59,-9.93
CG_sq,,,,,3.71,-12.91,16.44,-7.32,-9.10,22.99,-9.13,-2.36,4.55,20.38,-21.70,-12.37,4.19,4.89,-6.98,30.65,-36.95,-0.94,18.71,19.52,2.32,1.37,-14.78,7.50,3.66,-5.17
LDER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LDER_yy,,-28.82,157.99,123.62,,,,2.87,0.90,4.33,-1.53,-10.10,-10.37,-8.54,-5.36,11.50,15.22,14.38,19.99,-14.55,-14.29,-26.44,-31.64,50.60,36.83,80.70,73.65,16.86,21.78,6.77
LDER_sy,,53.61,-36.51,29.24,,,,-39.93,-62.84,-60.84,-70.90,-1.39,104.15,81.44,181.07,125.46,99.23,89.04,7.28,-13.01,-33.82,-30.14,-30.84,-42.24,-31.38,-22.33,-2.15,0.64,12.55,2.77
LDER_qq,,,,,1.13,-6.22,1.84,6.51,-0.81,-3.03,-3.88,-2.76,-1.11,-1.06,-0.53,14.57,2.19,-1.78,4.35,-18.41,2.49,-15.70,-3.02,79.74,-6.88,11.32,-6.81,20.96,-2.96,-2.40
