,2004/Q4,2005/Q4,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
ZKO_sq,,,,0.10,-5.63,39.97,-32.76,20.72,-2.22,24.56,-7.03,-4.37,11.62,49.86,-38.79,14.01,6.64,15.69,-32.11,4.20,-13.79,-2.52,2.68,-0.99,8.00,1.19,-0.06,-0.90,5.17,-0.02,-0.92,-2.01,0.78,-0.12,2.22,-0.11,2.80,-0.44,-4.07,2.62,-3.15,2.81,-3.17,7.54,-0.67,-7.23,-4.47,6.13,-4.19,3.22
OSF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSF_yy,8.18,137.74,-0.72,,,,-23.57,-10.04,-15.00,-19.29,-28.22,-17.73,-12.59,-4.54,-3.80,4.97,3.24,8.84,15.34,0.45,0.61,-8.50,-26.32,-19.08,-16.70,-11.82,10.39,4.06,0.57,-6.58,-4.33,-8.28,-5.16,-7.89,-7.92,-9.39,-6.42,3.99,-4.99,-4.00,-8.65,-10.60,-27.50,39.79,29.22,17.02,40.41,-26.01,-22.73,21.67
OSF_sy,-4.29,7.58,-2.65,,,,-0.41,-4.71,-2.34,-17.90,-9.84,-2.50,-5.49,0.65,6.87,0.61,-1.48,10.84,1.32,1.97,9.73,40.93,1.29,4.10,1.39,-21.58,-0.73,-6.75,-3.48,-5.06,-2.54,1.38,-1.47,2.39,2.38,2.08,1.45,-0.90,2.41,-1.19,0.81,-2.87,-3.06,-7.53,-5.67,-4.42,-3.85,5.12,4.33,897.83
OSF_qq,,,,-17.82,-0.35,-3.05,-3.74,-3.27,-5.84,-7.94,-14.40,10.87,0.05,0.53,-13.74,20.98,-1.60,5.98,-8.59,5.36,-1.44,-3.61,-26.39,15.71,1.46,2.04,-7.85,9.08,-1.94,-5.21,-5.64,4.58,1.39,-7.95,-5.66,2.91,4.71,2.30,-13.81,3.98,-0.37,0.12,-30.11,100.50,-7.90,-9.33,-16.14,5.66,-3.82,42.78
OSF_sq,,,,3.18,-3.19,-0.05,-0.24,-1.27,-0.78,-15.98,9.55,6.77,-3.83,-10.53,16.32,0.52,-5.82,0.66,6.32,1.16,1.35,29.27,-23.58,3.97,-1.29,-0.01,-3.27,-2.33,2.18,-1.65,-0.71,1.59,-0.69,2.21,-0.72,1.29,-1.30,-0.16,2.60,-2.26,0.70,-3.81,2.40,-6.77,2.72,-2.53,3.00,1.93,1.96,832.17
NetDebt,41724000000,38664000000,42164000000,31675000000,42312000000,48832000000,68496000000,59841000000,72964000000,91311000000,129438000000,113590000000,112732000000,112889000000,139889000000,108380000000,108053000000,99490000000,111745000000,103735000000,103877000000,106139000000,134020000000,118722000000,118544000000,112224000000,119645000000,110176000000,109338000000,113159000000,119344000000,114815000000,111324000000,118212000000,122754000000,121216000000,113571000000,107380000000,111481000000,108859000000,104708000000,101571000000,106851000000,84404000000,87529000000,90594000000,99860000000,95919000000,94656000000,78500000000
NetDebt_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetDebtEBITDA_yy,-25.25,-39.14,-15.90,,,,-5.01,-19.76,-15.98,-3.96,78.91,89.77,63.61,53.79,45.54,20.06,31.63,1.18,-39.79,7.62,-1.61,64.27,-380.63,-666.92,501.18,235.97,141.47,118.53,-72.57,-66.84,57.42,72.27,-2.22,5.40,18.07,-8.55,-15.50,-32.55,1.78,-1.08,97.35,147.23,-1144.65,-398.56,-165.26,-136.56,88.80,56.88,-189.79,1836.22
NetDebtEBITDA_sy,-38.76,-31.77,-42.43,,,,-10.25,-10.57,227.30,46.92,134.47,-54.97,-100.18,20.48,-75.40,-20.93,37084.71,20.98,337.83,206.80,13.74,-56.05,-26.39,8.26,17.15,14.64,-19.45,-41.40,-26.58,-17.25,107.29,50.47,11.72,44.94,-29.24,-13.64,-27.08,-50.64,-18.12,-16.04,31.67,36.01,-10.22,28.03,9.24,-6.49,-11.09,-37.52,-46.82,3082.24
NetDebtEBITDA_qq,,,,-7.66,8.13,2.09,-6.81,-22.01,13.23,16.69,73.60,-17.27,-2.38,9.69,64.30,-31.76,7.03,-15.68,-2.23,21.98,-2.15,40.77,-267.02,-146.41,203.77,-21.33,-79.38,10.11,53.62,-4.90,-2.14,20.49,-12.80,2.51,9.63,-6.68,-19.43,-18.16,65.41,-9.30,60.74,2.52,-798.91,74.08,64.86,42.58,-114.22,0.22,-136.11,444.05
NetDebtEBITDA_sq,,,,187.47,-66.75,182.52,-66.76,186.44,21.68,26.82,-46.95,-44.99,-100.49,84294.12,-89.17,76.77,129.38,175.40,-60.79,23.87,-14.96,6.43,-34.34,82.17,-7.98,4.15,-53.86,32.53,15.28,17.40,15.57,-3.80,-14.41,52.31,-43.58,17.42,-27.74,3.10,-6.41,20.40,13.33,6.50,-38.22,71.71,-3.30,-8.83,-41.26,20.65,-17.69,5355.19
DebtFin,-399000000,-7249000000,-1359000000,-412000000,-624000000,4930000000,-578000000,-383000000,-752000000,-454000000,-1247000000,-861000000,-1025000000,-1037000000,-1262000000,-1056000000,-1210000000,-962000000,-1206000000,-934000000,-1607000000,-870000000,-2751000000,-1922000000,-2518000000,-1685000000,31133000000,12903000000,20726000000,28236000000,29611000000,25988000000,14687000000,14449000000,28620000000,12706000000,20474000000,20266000000,26000000000,18270000000,7077000000,6468000000,15660000000,3918000000,2358000000,2140000000,12050000000,1752000000,1456000000,-983000000
DebtFin_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DebtFinEBITDA_yy,82.03,-1093.05,85.54,,,,75.12,60.57,41.28,-104.73,-104.10,-124.92,-44.21,-184.05,-36.31,-54.42,-62.16,-6.48,27.98,0.54,-35.97,-39.25,633.74,1119.27,-725.42,-515.44,425.70,34.06,344.82,651.14,50.10,232.94,-31.95,-48.37,10.95,-57.65,15.46,4.15,1.81,58.39,-26.01,-16.58,-756.47,-182.58,-126.01,-113.56,90.77,83.03,-65.46,-820.37
DebtFinEBITDA_sy,60.38,-187.69,97.34,,,,-1848.33,110.39,428.46,64.89,383.30,-38.35,-77.25,-379.59,-119.49,-151.14,220.42,234.74,421.38,456.58,276.46,-126.81,-3.78,21.65,98.35,376.51,-97.58,-35.25,-76.80,4.66,5008.81,148.80,220.63,316.11,64.14,97.03,12.10,-34.72,5.28,-25.02,-9.31,2.43,-39.65,19.32,35.55,15.70,-26.72,-24.43,-29.51,-201.93
DebtFinEBITDA_qq,,,,62.74,-22.64,798.68,-107.80,40.97,-82.65,43.70,-236.20,34.95,-17.11,-10.90,-61.34,26.31,-22.98,27.18,-9.13,-1.77,-68.13,25.42,518.28,94.34,-236.15,44.39,457.29,-50.44,148.65,25.18,-2.69,9.92,-49.17,-5.02,109.10,-58.04,38.57,-14.33,104.40,-34.73,-35.27,-3.41,-1708.60,91.79,79.61,49.64,-994.28,84.90,-98.83,-180.09
DebtFinEBITDA_sq,,,,1483.33,-142.65,216.45,-383.57,249.38,-33.41,-41.54,387.20,-67.49,-75.43,-818.53,66.04,14.72,253.95,202.15,-18.99,-5.37,62.53,-121.52,390.75,19.64,165.01,-70.00,-97.46,3104.66,-5.03,35.29,24.07,56.06,22.39,75.58,-51.06,87.34,-30.37,2.25,-21.07,33.43,-15.78,15.48,-53.49,163.79,-4.32,-1.43,-70.55,172.04,-10.75,-242.53
SP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP1_yy,8.33,179.28,24.95,,,,-43.17,-38.63,-39.87,-45.92,-52.95,-49.31,-40.53,-29.71,-9.83,0.23,-0.02,4.70,8.53,2.19,0.85,-6.77,-30.89,-24.43,-18.24,-15.68,7.55,2.13,-4.35,-3.34,-2.27,-6.36,-3.98,-4.27,-6.64,-2.73,-1.02,2.42,-10.36,-9.65,-14.88,-17.39,-34.79,40.04,30.77,21.26,62.59,-25.52,-21.86,47.91
SP1_sy,-1.68,59.55,18.00,,,,-8.17,-4.79,-19.11,-18.07,-28.73,-24.03,-15.67,-31.24,3.38,-9.18,-11.74,17.39,22.71,49.42,52.16,141.81,8.39,-3.31,-2.74,-25.09,-15.27,-8.41,-8.24,-7.20,-4.87,-5.60,7.27,0.49,0.59,1.16,-9.72,5.22,5.90,-8.67,-0.61,-9.11,-5.07,1.52,2.19,6.38,9.97,15.28,6.07,6082.88
SP1_qq,,,,-16.17,-15.00,-10.72,-10.68,-9.47,-16.71,-19.70,-22.29,-2.46,-2.30,-5.08,-0.32,8.42,-2.54,-0.60,3.33,2.08,-3.81,-8.11,-23.40,11.62,4.07,-5.23,-2.30,5.99,-2.53,-4.23,-1.22,1.55,-0.06,-4.51,-3.66,5.80,1.71,-1.20,-15.69,6.64,-4.17,-4.12,-33.45,129.01,-10.52,-11.09,-10.77,4.90,-6.12,68.32
SP1_sq,,,,-8.59,-3.06,-25.83,39.72,-5.23,-17.64,-24.88,21.55,1.01,-8.57,-38.75,82.76,-11.27,-11.14,-18.54,91.05,8.04,-9.51,29.46,-14.37,-3.62,-8.97,-0.28,-3.15,4.19,-8.80,0.84,-0.72,3.40,3.63,-5.54,-0.63,3.99,-7.52,10.10,0.02,-10.32,0.64,0.69,4.46,-4.10,1.31,4.81,7.98,0.54,-6.78,6009.28
SP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SP2_yy,20.57,47.75,26.65,,,,-37.15,-33.25,-27.43,-25.76,-25.61,-16.69,-20.07,-17.37,-18.81,-16.14,-15.02,-10.28,-11.88,-12.65,9.33,13.35,6.76,8.55,-18.54,-23.89,-14.14,-14.35,8.60,25.37,20.32,19.90,-12.77,-22.79,-20.92,-21.38,12.28,16.00,9.54,10.17,-30.32,-32.67,-45.44,-10.39,5.76,0.27,25.24,-23.03,-17.66,33.31
SP2_sy,12.56,44.65,4.61,,,,-3.76,-14.77,-2.75,-8.81,-23.88,-18.44,-24.26,-18.42,1.07,-5.01,-4.46,14.31,11.37,29.41,33.79,122.82,9.50,9.38,-3.70,-37.14,-14.89,-15.20,-10.67,-2.43,5.01,-2.99,13.90,5.79,-5.15,0.68,-2.10,7.43,8.12,1.01,-5.17,-7.81,1.14,5.40,7.73,6.27,4.61,0.32,-4.13,4893.86
SP2_qq,,,,-16.40,-8.90,-12.63,-5.54,-11.22,-0.96,-10.61,-5.36,-0.57,-4.98,-7.59,-7.00,2.69,-3.71,-2.44,-8.66,1.79,20.52,1.15,-13.97,3.50,-9.55,-5.50,-2.94,3.24,14.69,9.09,-6.85,2.88,-16.56,-3.45,-4.60,2.29,19.16,-0.25,-9.91,2.88,-24.63,-3.61,-26.99,68.95,-11.05,-8.61,-8.81,3.83,-4.84,47.95
SP2_sq,,,,0.28,-8.90,-27.09,44.50,-11.20,3.95,-31.64,20.63,-4.86,-3.47,-26.37,49.46,-10.58,-2.91,-11.91,45.62,3.90,0.38,46.71,-28.44,3.79,-11.63,-4.23,-3.10,3.40,-6.91,4.60,4.30,-4.48,9.30,-2.85,-6.48,1.39,6.28,6.61,-5.88,-5.27,-0.23,3.64,3.26,-1.28,1.98,2.23,1.65,-5.33,-2.55,5225.45
CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAR_yy,-74.57,1475.73,-78.87,,,,-72.01,-49.32,-22.09,-58.90,41.67,60.81,2.24,98.51,-16.18,10.08,7.30,-4.51,11.40,-18.32,48.30,-3.15,114.96,107.48,21.56,52.85,-49.82,-37.84,-11.70,-25.53,23.36,-10.87,-43.16,-52.14,-34.32,-45.53,-8.27,77.61,21.62,79.10,-10.66,-34.45,-11.85,-32.50,-6.42,26.92,75.63,14.81,1.96,333.33
CAR_sy,-52.44,122.74,46.90,,,,26.70,43.42,8.60,20.74,-43.43,-37.76,-40.79,-9.50,-22.84,32.80,0.38,-14.16,26.14,1.11,38.89,67.37,-5.92,21.21,12.01,-27.15,-18.43,-32.65,-41.23,-7.48,53.42,27.33,24.41,25.61,-32.56,-14.44,14.38,-24.23,1.00,-17.91,-24.69,38.13,-3.71,-13.71,-0.39,-24.76,45.23,40.82,92.67,-77.41
CAR_qq,,,,-57.43,17.81,-5.23,-41.10,-22.92,81.08,-50.00,102.99,-12.50,15.13,-2.92,-14.29,14.91,12.21,-13.61,,-15.75,103.74,-43.58,121.95,-18.68,19.37,-29.06,-27.13,0.73,69.57,-40.17,20.71,-27.22,8.13,-49.62,65.67,-39.64,82.09,-2.46,13.45,-11.11,-9.17,-28.44,52.56,-31.93,25.93,-2.94,111.11,-55.50,11.83,312.50
CAR_sq,,,,-59.91,57.40,-36.26,214.98,-54.62,19.19,-29.14,47.57,-50.06,13.38,8.32,25.80,-14.05,-14.30,-7.37,,-31.10,17.72,11.62,3.91,-11.23,8.79,-27.40,16.35,-26.71,-5.06,14.28,92.95,-39.17,-7.24,15.38,3.59,-22.83,24.01,-23.56,38.07,-37.28,13.77,40.19,-3.75,-43.79,31.34,5.88,85.80,-45.50,79.71,-87.59
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,-9.55,78.03,-18.27,,,,-54.70,-38.44,-48.03,-30.18,20.94,-11.56,-31.89,-13.15,-48.86,-40.84,-27.18,-24.57,-36.72,16.40,188.83,123.57,69.60,-13.31,-44.06,-49.95,-37.48,1.81,50.25,62.45,25.83,-10.86,-41.53,-42.95,-39.55,-31.84,10.56,9.49,10.59,104.74,-3.99,78.52,158.87,98.75,124.59,-8.80,7.07,-40.18,-38.49,68.51
QR_sy,6.00,-2.06,27.13,,,,17.59,-12.22,-11.74,52.74,-37.23,-17.41,-42.05,-42.87,9.23,-8.10,9.83,48.50,16.01,20.36,14.82,71.52,1.38,-6.05,-19.89,-46.47,-4.64,-0.39,22.96,-6.98,-2.04,11.79,14.51,1.61,-36.42,-32.40,-27.60,-1.02,13.98,14.54,-1.28,2.91,-2.56,-4.60,2.30,-19.67,12.70,-4.97,-11.58,965.24
QR_qq,,,,-39.29,4.48,-25.07,-4.69,-17.50,-11.80,0.68,65.10,-39.67,-32.08,28.37,-2.78,-30.21,-16.40,32.97,-18.44,28.39,107.44,2.92,-38.13,-34.37,33.86,-7.93,-22.71,6.87,97.56,-0.45,-40.14,-24.29,29.60,-2.88,-36.56,-14.64,110.22,-3.82,-35.92,58.03,-1.43,78.84,-7.08,21.33,11.39,-27.38,9.09,-32.22,14.54,98.95
QR_sq,,,,-3.80,19.15,-49.61,103.57,-28.18,19.79,-12.79,-16.34,-5.50,-15.95,-14.02,59.94,-20.50,0.45,16.25,24.95,-17.51,-4.17,73.66,-26.15,-23.56,-18.29,16.03,31.56,-20.15,0.87,-12.22,38.55,-8.88,3.33,-22.11,-13.30,-3.11,10.66,6.49,-0.16,-2.64,-4.63,11.01,-5.47,-4.68,2.26,-12.83,32.62,-19.62,-4.85,950.20
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,2.79,11.11,34.33,,,,-21.91,-30.13,-21.31,-19.43,-19.16,-16.50,-21.41,-20.69,-15.58,-17.99,-15.61,-12.40,-12.84,-9.68,8.44,15.58,7.22,7.93,-12.67,-19.48,-11.26,-11.54,3.51,21.40,14.21,16.24,-7.48,-13.65,-11.04,-9.44,11.60,7.87,2.25,2.48,-18.98,-20.87,-23.31,-11.98,-2.21,-0.59,13.39,-3.83,-1.15,21.55
CR_sy,1.34,30.77,7.71,,,,19.82,10.92,5.25,1.62,-22.84,-22.45,-25.26,-21.99,4.33,-9.85,-4.83,14.06,3.60,20.56,27.03,95.42,3.24,5.15,-5.59,-30.54,-3.72,-3.15,0.96,1.80,0.85,-0.53,6.40,2.02,-7.42,-6.80,-4.88,-2.41,2.42,15.47,3.42,5.24,1.91,-8.84,-2.27,-5.38,1.42,3.25,1.36,239.65
CR_qq,,,,5.65,-11.25,-12.11,-5.25,-5.47,-0.04,-10.01,-4.93,-2.36,-5.93,-9.18,1.19,-5.14,-3.20,-5.73,0.69,-1.69,16.22,0.47,-6.60,-1.04,-5.97,-7.36,2.94,-1.35,10.02,8.65,-3.16,0.41,-12.43,1.42,-0.24,2.21,7.92,-1.98,-5.43,2.43,-14.68,-4.27,-8.35,17.57,-5.21,-2.68,4.54,-0.28,-2.56,19.67
CR_sq,,,,0.46,1.00,-26.31,60.26,-7.00,-4.16,-28.86,21.69,-6.54,-7.63,-25.75,62.76,-19.24,-2.48,-11.01,47.83,-6.02,2.75,36.89,-21.90,-4.27,-7.75,0.72,8.25,-3.71,-3.83,1.56,7.23,-5.02,2.87,-2.62,-2.69,-4.38,4.98,-0.09,2.13,7.80,-5.97,1.67,-1.11,-3.57,0.81,-1.56,5.99,-1.83,-1.04,229.85
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,-74.57,1475.73,-78.87,,,,-72.01,-49.32,-22.09,-58.90,41.67,60.81,2.24,98.51,-16.18,10.08,7.30,-4.51,11.40,-18.32,48.30,-3.15,114.96,107.48,21.56,52.85,-49.82,-37.84,-11.70,-25.53,23.36,-10.87,-43.16,-52.14,-34.32,-45.53,-8.27,77.61,21.62,79.10,-10.66,-34.45,-11.85,-32.50,-6.42,26.92,75.63,14.81,10.78,333.33
PP_sy,-12.85,64.06,57.28,,,,24.29,25.67,13.70,20.74,-46.47,-45.87,-46.73,-6.41,-1.94,54.09,28.11,-13.74,39.59,4.52,25.00,63.31,-14.48,16.04,-20.34,-16.54,-14.60,-6.27,-28.05,-12.55,14.63,-13.07,47.63,41.08,-9.08,-17.09,-3.61,-27.38,-22.64,-4.52,-23.86,19.08,-4.66,-31.31,-1.48,-23.14,42.03,74.46,99.11,-78.30
PP_qq,,,,-57.43,17.81,-5.23,-41.10,-22.92,81.08,-50.00,102.99,-12.50,15.13,-2.92,-14.29,14.91,12.21,-13.61,,-15.75,103.74,-43.58,121.95,-18.68,19.37,-29.06,-27.13,0.73,69.57,-40.17,20.71,-27.22,8.13,-49.62,65.67,-39.64,82.09,-2.46,13.45,-11.11,-9.17,-28.44,52.56,-31.93,25.93,-2.94,111.11,-55.50,21.51,279.65
PP_sq,,,,-49.90,24.12,-39.95,232.86,-49.34,12.30,-36.24,47.57,-48.77,10.52,12.02,54.61,-19.50,-8.11,-24.58,,-39.72,9.89,-1.46,31.01,-18.20,-24.57,3.24,34.06,-10.22,-42.09,25.47,75.73,-31.92,-1.66,19.90,13.25,-37.91,14.33,-9.66,20.65,-23.38,-8.82,41.28,-3.41,-44.79,30.77,10.21,78.50,-32.19,49.25,-87.99
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,13.69,-19.26,57.94,,,,-51.73,-37.31,-53.73,-25.70,21.39,-18.10,-39.75,-25.34,-55.11,-51.06,-37.50,-28.46,-41.34,-1.34,140.47,19.60,26.33,-44.75,-54.55,-62.00,-37.46,-15.34,30.21,101.25,41.44,11.59,-50.98,-47.20,-59.24,-6.49,62.67,18.82,20.31,109.72,4.51,186.14,364.94,158.61,245.88,-4.67,-2.23,-41.36,-44.90,29.58
RCLR_sy,4.38,16.63,5.80,,,,-12.53,-22.82,5.53,68.83,-13.68,-3.54,-46.93,-44.42,-22.14,-29.47,-6.20,47.04,49.01,1.00,10.10,26.86,4.72,34.72,-20.87,-22.35,-5.77,-9.58,15.68,-3.53,-16.54,4.41,14.53,23.37,-18.39,-31.37,-5.20,0.44,15.33,47.07,-4.29,-34.38,-18.03,-33.62,-15.14,1.38,3.63,-0.11,-18.98,-39.41
RCLR_qq,,,,-34.65,3.70,-28.12,-0.90,-15.13,-23.46,15.41,61.91,-42.74,-43.70,43.02,-2.64,-37.58,-28.09,63.72,-20.17,4.98,75.25,-18.57,-15.68,-54.08,44.17,-31.91,38.75,-37.84,121.74,5.23,-2.48,-50.96,-2.60,13.33,-24.71,12.50,69.44,-17.21,-23.76,96.10,-15.56,126.67,23.88,9.08,12.93,-37.53,27.04,-34.57,6.11,46.91
RCLR_sq,,,,21.08,-1.84,-55.98,67.17,6.83,34.22,-29.57,-14.53,19.38,-26.16,-26.24,19.74,8.15,-1.80,15.62,21.35,-26.69,7.04,33.22,0.17,-5.69,-37.13,30.73,21.56,-9.51,-19.56,9.02,5.17,13.20,-11.76,17.43,-30.43,-4.81,21.90,24.41,-20.11,21.39,-20.67,-14.70,-0.21,-1.70,1.42,1.90,2.01,-5.25,-17.74,-23.80
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,192.74,721.74,170.05,,,,-61.25,-75.89,-70.54,-98.26,-124.37,-152.89,-204.25,-4736.36,-385.89,-298.07,-139.90,-57.45,-55.51,-47.25,30.01,41.16,18.12,21.12,-84.93,-127.62,-43.53,-46.59,15.47,47.56,35.37,38.14,-33.31,-85.55,-57.99,-59.28,26.49,24.80,10.76,12.18,-85.41,-90.72,-90.72,-31.47,1.14,-0.43,19.09,-23.77,-12.46,36.32
KP_sy,126.90,578.30,40.50,,,,20.23,1.06,17.06,54.30,-44.22,-28.93,-65.29,-243.05,-15.54,-42.18,-30.95,82.04,26.19,57.00,163.53,592.53,24.40,45.81,-13.04,76.88,-37.09,-32.54,-9.24,19.40,48.80,23.58,54.41,16.15,-15.34,-13.11,-14.97,-1.33,13.16,26.55,-9.40,-6.51,-0.03,-2.67,22.94,8.17,7.39,-1.97,-11.09,101.83
KP_qq,,,,-4.43,-21.36,-33.89,-22.00,-40.55,-3.91,-96.11,-1195.45,-29.05,-89.39,-73.17,-14.80,-5.72,-14.14,-13.66,-13.39,-0.11,45.75,4.45,-57.78,3.55,-27.19,-17.61,0.51,1.50,26.66,27.04,-22.61,5.71,-58.05,-1.55,-4.40,4.94,27.06,-3.89,-23.89,6.46,-54.00,-6.87,-23.88,35.52,-15.80,-8.57,0.20,1.36,-5.22,38.52
KP_sq,,,,-7.18,2.58,-82.52,622.43,-21.98,18.82,-76.96,161.15,-0.60,-41.97,-194.96,254.19,-31.95,-30.69,-124.69,1183.63,-15.34,16.33,-53.85,173.70,-0.77,-30.62,-6.13,-2.66,6.42,-6.66,23.49,21.31,-11.62,16.62,-7.11,-11.58,-9.29,14.14,7.79,1.40,1.44,-18.28,11.22,8.43,-1.24,3.22,-2.14,7.64,-9.84,-6.39,122.16
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,216.36,637.50,226.69,,,,-61.32,-75.80,-70.41,-98.05,-131.94,-166.83,-217.90,-4685.19,-329.40,-235.21,-117.24,-36.35,-23.72,-64.04,21.73,29.38,-8.60,18.14,-75.30,-92.53,-12.74,-29.17,18.27,42.22,34.22,38.86,-23.30,-73.08,-59.75,-75.31,19.85,25.36,19.05,23.30,-65.80,-78.69,-78.08,-22.86,,-7.12,9.06,-33.10,-12.89,38.30
PKKO_sy,120.71,203.56,16.35,,,,100.24,26.49,37.61,-54.34,-73.46,-62.58,-100.02,-331.16,-32.41,-74.77,-9800.00,93.63,-71.43,374.50,1504.04,-58.14,327.68,-66.89,-22.95,1514.71,14.13,-69.65,-40.06,-93.81,-39.51,577.78,101.09,1154.62,-17.94,-37.09,101.08,-17.35,79.61,142.92,-26.89,151.38,-15.73,-30.98,,-28.98,49.19,-16.95,96.48,-283.66
PKKO_qq,,,,-18.00,-17.16,-33.79,-13.99,-48.70,1.31,-95.65,-1511.11,-7.35,-78.73,-69.36,-32.15,16.20,-15.83,-6.30,-19.91,-11.12,44.73,4.10,-84.40,16.24,-18.36,-5.32,-7.97,4.04,25.11,25.55,-22.93,10.80,-51.03,-4.51,-13.46,2.11,30.95,2.67,-23.06,7.26,-49.26,-4.90,-22.64,36.01,-21.48,-12.37,-4.12,6.36,-3.03,38.59
PKKO_sq,,,,54.49,-17.16,-69.47,412.59,-2.41,-9.88,-89.87,197.95,37.59,-100.04,-134900.00,187.11,-48.64,-116.39,13.13,490.70,752.98,-51.50,-109.78,1156.62,-33.96,12.86,79.65,-14.76,-82.44,122.92,-81.46,733.61,96.77,-33.86,15.65,-45.48,50.86,111.40,-52.47,18.48,104.04,-36.37,63.44,-60.28,67.13,-3.45,10.81,-16.57,-6.96,128.42,-203.58
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,-25.09,358.53,-39.96,,,,15.71,42.35,63.93,63.61,1.79,1.12,-6.75,-3.73,53.12,73.73,67.77,76.99,80.15,32.47,6.74,-7.37,-38.50,-19.46,20.37,52.84,113.90,85.87,38.01,-0.89,-22.98,-22.88,-3.15,24.07,59.27,49.94,13.67,3.07,-16.09,-24.13,-17.80,-44.79,-63.13,-65.06,-71.74,-59.56,-36.32,-15.18,26.55,24.19
RN_sy,31.09,25.65,-17.60,,,,3.14,34.10,25.86,2.88,-8.80,7.56,17.93,28.30,28.59,51.29,77.52,60.69,-15.89,-9.23,-30.59,-26.20,28.15,-17.73,-11.87,-6.81,8.99,18.38,19.64,19.34,-5.81,6.80,-7.44,-16.25,-3.89,-18.57,-6.15,4.97,23.92,28.13,21.69,20.21,6.04,8.62,6.52,14.33,2.18,13.75,2.22,17.98
RN_qq,,,,-13.50,1.05,1.77,30.07,6.42,16.37,1.57,-19.08,5.72,7.32,4.86,28.71,19.95,3.64,10.62,31.01,-11.80,-16.49,-4.01,-13.02,15.51,24.81,21.89,21.72,0.38,-7.32,-12.47,-5.41,0.51,16.39,12.12,21.43,-5.38,-11.76,1.67,-1.14,-14.45,-4.40,-31.71,-33.99,-18.93,-22.67,-2.29,3.95,7.99,15.37,-4.11
RN_sq,,,,-22.28,1.87,15.54,12.76,1.05,-4.39,-5.56,-0.05,19.18,4.83,2.75,0.18,40.22,23.00,-7.00,-47.56,51.32,-5.94,-1.12,-8.94,-2.85,0.76,4.55,6.50,5.52,1.83,4.29,-15.95,19.64,-11.74,-5.64,-3.55,1.37,1.72,5.55,13.86,4.82,-3.40,4.26,0.43,7.37,-5.26,11.91,-10.24,19.52,-14.86,29.17
