,2012/Q4,2013/Q4,2014/Q4,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKGrahamCurrent_qq,,,,,26.50,-12.68,-3.44,-7.06,-1.91,-0.85,-20.11,-5.86,-0.05,17.07
CWKGrahamCurrent_sq,,,,,-9.96,22.68,-2.70,-9.89,7.31,-7.23,-4.55,-6.57,-1.97,4.95
PCurrent,,,,,,,,,,,,,,
PCurrent_yy,,7.30,10.94,21.71,,,,44.21,153.81,111.63,73.79,6.37,-0.25,-3.83
PCurrent_sy,,,,,,,,,,,,,,
PCurrent_qq,,,,,-34.92,27.63,18.62,46.38,14.54,6.42,-2.59,-10.40,7.40,2.60
PCurrent_sq,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,
CPCurrent_yy,,-6.80,-9.85,-17.84,,,,-30.65,-60.60,-52.75,-42.46,-6.00,0.26,3.98
CPCurrent_sy,,1.39,10.16,16.47,,,,-33.09,-18.91,0.39,-0.90,-14.61,-17.05,-1.28
CPCurrent_qq,,,,,53.66,-21.64,-15.69,-31.68,-12.70,-6.02,2.66,11.61,-6.89,-2.54
CPCurrent_sq,,,,,-14.27,-14.06,-5.59,-3.81,3.90,6.40,-6.80,-17.12,0.93,26.62
ZCurrent,,,,,,,,,,,,,,
ZCurrent_yy,,18015.38,91.17,-22.80,,,,16.61,130.92,5.60,61.74,37.57,32.63,36.28
ZCurrent_sy,,,,,,,,,,,,,,
ZCurrent_qq,,,,,-44.67,90.36,8.74,1.80,9.58,-12.95,66.55,-13.41,5.64,-10.55
ZCurrent_sq,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,
CZCurrent_yy,,,-47.69,29.54,,,,-14.24,-56.69,-5.30,-38.17,-27.31,-24.60,-26.62
CZCurrent_sy,,,2.67,-21.32,,,,-14.59,-26.88,-21.44,1.29,4.67,-17.28,-28.39
CZCurrent_qq,,,,,80.73,-47.47,-8.04,-1.77,-8.74,14.87,-39.96,15.49,-5.34,11.80
CZCurrent_sq,,,,,10.31,-5.08,-25.78,9.91,-5.56,1.97,-4.31,13.58,-25.36,-11.72
ZOCurrent,,,,,,,,,,,,,,
ZOCurrent_yy,,0.41,76.39,0.18,,,,-16.95,121.98,96.63,121.33,33.49,33.66,13.09
ZOCurrent_sy,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,-58.74,24.72,22.99,31.21,10.29,10.48,38.44,-20.87,10.43,-6.53
ZOCurrent_sq,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,
CZOCurrent_yy,,-0.41,-43.31,-0.18,,,,20.42,-54.95,-49.14,-54.82,-25.09,-25.19,-11.57
CZOCurrent_sy,,5.83,-12.77,13.95,,,,-29.36,9.05,0.92,8.34,16.27,-22.38,-35.48
CZOCurrent_qq,,,,,142.35,-19.82,-18.69,-23.78,-9.33,-9.49,-27.77,26.37,-9.45,6.98
CZOCurrent_sq,,,,,-17.95,-3.99,-12.72,2.76,26.65,-11.15,-6.31,10.28,-15.45,-26.14
EVCurrent,,,,,,,,,,,,,,
EVCurrent_yy,,4.05,4.78,-25.93,,,,-0.99,-0.99,26.97,13.65,5.38,2.86,9.37
EVCurrent_sy,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-4.31,-15.51,15.06,6.44,-4.31,8.35,2.99,-1.31,-6.60,15.21
EVCurrent_sq,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,
EVPCurrent_yy,,-3.03,-5.55,-39.14,,,,-31.35,-60.99,-40.00,-34.61,-0.93,3.13,13.73
EVPCurrent_sy,,-5.33,-2.05,-4.51,,,,-14.58,-35.85,-13.38,-15.36,-22.29,34.03,19.84
EVPCurrent_qq,,,,,47.03,-33.80,-3.00,-27.29,-16.46,1.82,5.72,10.16,-13.04,12.29
EVPCurrent_sq,,,,,2.43,-13.94,4.10,-6.91,-23.08,16.21,1.72,-14.53,32.65,3.91
EVEBITCurrent,,,,,,,,,,,,,,
EVEBITCurrent_yy,,3.63,-40.60,-26.07,,,,19.23,-55.40,-35.43,-48.65,-21.06,-23.05,-3.28
EVEBITCurrent_sy,,9.85,-7.58,-21.51,,,,45.80,52.02,11.71,-11.32,-23.39,-31.66,-17.79
EVEBITCurrent_qq,,,,,131.91,-32.26,-6.45,-18.87,-13.24,-1.93,-25.61,24.72,-15.42,23.26
EVEBITCurrent_sq,,,,,-0.05,12.98,19.71,7.84,4.22,-16.97,-4.97,-6.83,-7.03,-0.12
EVEBITDACurrent,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,3.78,-39.45,-26.37,,,,19.96,-53.74,-34.69,-48.16,-21.25,-23.63,-3.63
EVEBITDACurrent_sy,,7.29,-24.44,-2.71,,,,41.67,33.92,11.14,-10.85,-20.42,-22.68,-17.36
EVEBITDACurrent_qq,,,,,125.84,-30.97,-5.80,-18.32,-12.91,-2.53,-25.24,24.10,-15.54,22.99
EVEBITDACurrent_sq,,,,,1.12,12.98,19.17,4.05,-4.41,-6.24,-4.41,-7.12,-7.12,0.21
ROE,,,,,,,,,,,,,,
ROE_yy,,3140.00,60.86,-66.16,,,,12.93,75.65,-0.52,44.66,26.81,22.51,33.72
ROE_sy,,-17.41,-22.44,170.10,,,,-24.37,16.08,-34.21,34.01,5.32,16.71,57.56
ROE_qq,,,,,-30.61,56.37,5.75,-1.58,7.93,-11.44,53.78,-13.73,4.28,-3.34
ROE_sq,,,,,-21.78,63.60,-30.79,-14.61,20.06,-7.28,40.99,-32.89,33.03,25.17
ROA,,,,,,,,,,,,,,
ROA_yy,,18250.00,73.28,-24.80,,,,10.36,78.35,-5.64,18.83,4.79,4.43,6.90
ROA_sy,,11.40,13.39,83.33,,,,-15.34,16.76,-27.64,39.58,11.41,32.67,34.13
ROA_qq,,,,,-38.48,58.42,3.69,9.21,-0.57,-16.18,30.57,-3.70,-0.91,-14.21
ROA_sq,,,,,-1.70,56.84,-23.34,-28.37,35.57,-2.81,47.88,-42.82,61.45,-1.74
OPM,,,,,,,,,,,,,,
OPM_yy,,-6.41,58.96,-17.68,,,,-42.41,-12.55,-7.10,27.32,25.49,34.01,17.61
OPM_sy,,-18.00,45.02,-13.23,,,,79.03,48.59,3.56,62.87,-31.84,23.21,18.28
OPM_qq,,,,,-36.59,-2.29,3.70,-10.35,-3.72,3.80,42.11,-11.64,2.82,-8.90
OPM_sq,,,,,1.39,7.74,-2.21,67.60,-15.85,-24.91,53.79,-29.86,52.12,-27.92
ROS,,,,,,,,,,,,,,
ROS_yy,,16722.22,72.33,-36.58,,,,-19.14,-8.99,-50.07,-6.94,29.35,32.96,41.64
ROS_sy,,-9.55,-23.66,166.07,,,,7.95,-13.09,-14.11,-0.38,-26.88,61.18,55.62
ROS_qq,,,,,-14.98,49.14,-8.30,-30.46,-4.31,-18.18,70.92,-3.34,-1.64,-12.84
ROS_sq,,,,,-14.98,5.04,7.33,12.64,-31.56,3.81,24.48,-17.33,50.87,0.23
RS,,,,,,,,,,,,,,
RS_yy,,-34.82,61.30,-8.76,,,,-7.90,0.75,7.62,1.63,-15.09,-4.63,-15.73
RS_sy,,-21.68,54.72,4.75,,,,10.81,18.43,20.14,51.33,-15.99,-8.37,-6.44
RS_qq,,,,,-13.20,-4.72,11.37,,-5.05,1.77,5.17,-16.45,6.65,-10.07
RS_sq,,,,,-2.80,-8.47,-12.21,,3.89,-7.15,10.58,-21.25,13.32,-5.20
GPM,,,,,,,,,,,,,,
GPM_yy,,40.46,47.93,-5.69,,,,-46.32,-23.97,-9.39,34.03,32.16,40.72,21.31
GPM_sy,,-42.94,8.27,107.44,,,,15.58,-12.64,24.03,51.14,1.55,93.04,52.97
GPM_qq,,,,,-32.05,-12.53,1.76,-11.25,-3.77,4.25,50.52,-12.48,2.46,-10.12
GPM_sq,,,,,-3.52,-19.73,11.03,34.42,-27.07,13.96,35.29,-9.68,38.63,-9.70
RBS,,,,,,,,,,,,,,
RBS_yy,,-22.08,29.28,-4.52,,,,-14.46,-20.73,-8.49,-4.10,-1.47,8.22,0.22
RBS_sy,,-16.10,7.65,-8.49,,,,-0.47,6.37,3.51,4.16,-1.22,3.08,7.91
RBS_qq,,,,,2.43,-11.17,3.15,-8.85,-5.07,2.54,8.09,-6.36,4.27,-5.04
RBS_sq,,,,,-2.15,-1.90,-0.48,4.20,4.57,-4.54,0.14,-1.19,9.12,-0.07
ROPA,,,,,,,,,,,,,,
ROPA_yy,,21.96,59.69,-2.57,,,,-21.26,71.31,75.73,62.47,1.60,5.10,-11.26
ROPA_sy,,32.80,24.30,2.40,,,,69.80,34.28,9.47,12.34,-39.91,-0.50,12.54
ROPA_qq,,,,,-53.96,3.55,17.41,40.67,0.16,6.22,8.56,-12.03,3.62,-10.32
ROPA_sq,,,,,15.96,26.86,-8.62,26.31,-8.29,3.42,-6.22,-32.44,51.84,16.97
ZNPO,,,,,,,,,,,,,,
ZNPO_yy,,24663.64,192.58,-145.28,,,,-195.98,-165.53,-177.31,89.43,-2753.44,268.69,380.26
ZNPO_sy,,257.57,-91.79,707.55,,,,11.82,-82.32,-85.57,42.69,0.61,759.54,1265.50
ZNPO_qq,,,,,-28.82,215.88,-1775.81,88.17,-15.56,66.26,-129.21,-3093.11,106.83,-43.95
ZNPO_sq,,,,,-10.09,12.70,-3.54,14.39,-85.78,-8.02,853.88,-19.34,21.46,46.12
ZFI,,,,,,,,,,,,,,
ZFI_yy,,501.63,-77.48,,,,,,,,67.96,-37.98,110.54,
ZFI_sy,,-51.09,146.18,,,,,,,,22.16,151.95,71.94,
ZFI_qq,,,,,,,-20.56,43.20,-51.90,,,-47.12,63.28,387.55
ZFI_sq,,,,,,,13.33,-35.15,-3.54,,,33.76,-34.17,7.56
DTAR,,,,,,,,,,,,,,
DTAR_yy,,36.53,-5.07,-13.34,,,,2.54,-1.26,4.86,11.10,13.70,8.71,12.11
DTAR_sy,,7.91,-3.06,-5.19,,,,8.94,6.77,7.43,5.61,3.35,-1.59,2.56
DTAR_qq,,,,,12.78,-1.01,1.89,-9.85,8.60,5.13,7.95,-7.74,3.83,8.42
DTAR_sq,,,,,4.17,1.72,1.60,1.19,2.10,2.34,-0.12,-0.98,-2.78,6.66
CG,,,,,,,,,,,,,,
CG_yy,,120.39,-11.78,-60.98,,,,4.83,-2.69,10.63,35.25,37.61,27.57,40.15
CG_sy,,15.07,5.73,-13.07,,,,10.13,8.25,13.27,20.10,11.95,6.31,5.65
CG_qq,,,,,26.89,-2.16,3.98,-18.80,17.80,11.23,27.12,-17.38,9.20,22.20
CG_sq,,,,,5.39,8.79,-3.74,-0.21,3.59,13.84,2.06,-6.98,-1.63,13.14
LDER,,,,,,,,,,,,,,
LDER_yy,,123.04,-1.02,-78.08,,,,22.47,69.51,81.34,61.76,37.81,4.38,18.18
LDER_sy,,7.70,22.39,-18.31,,,,-15.81,7.35,44.47,31.91,32.02,4.48,-4.37
LDER_qq,,,,,0.64,-10.19,47.39,-8.07,39.29,-3.92,31.47,-21.68,5.50,8.79
LDER_sq,,,,,-11.84,-14.74,14.32,-2.02,12.41,14.75,4.38,-1.93,-11.05,5.04
PZAT,,,,,,,,,,,,,,
PZAT_yy,,-5.71,-2.11,15.11,,,,-13.85,-38.26,-46.00,-40.76,-36.71,-14.60,-13.41
PZAT_sy,,-4.19,-16.75,18.11,,,,-18.73,-22.88,9.26,5.64,11.13,10.17,-6.67
PZAT_qq,,,,,-0.63,16.35,-33.23,11.60,-28.79,1.76,-26.74,19.22,-3.91,3.18
PZAT_sq,,,,,7.11,-12.68,0.49,-13.53,1.64,23.72,-2.84,-9.05,0.76,4.82
PELDR,,,,,,,,,,,,,,
PELDR_yy,,202.17,-2.87,135.36,,,,2.38,14.17,25.94,29.75,28.91,15.21,3.60
PELDR_sy,,4.95,-3.85,25.56,,,,-5.44,4.54,-6.87,-4.16,-3.18,-3.85,13.75
PELDR_qq,,,,,-0.92,-7.96,10.39,1.71,10.50,1.52,13.72,1.05,-1.25,-8.70
PELDR_sq,,,,,-5.72,2.81,-0.52,-1.94,4.23,-8.41,2.37,-0.94,3.52,8.35
TSF,,,,,,,,,,,,,,
TSF_yy,,233.29,6.97,24.85,,,,2.64,16.95,10.35,-4.06,-9.39,-13.57,-15.43
TSF_sy,,3.64,3.59,-6.16,,,,2.67,2.02,-5.35,-1.14,-7.75,-2.77,-5.62
TSF_qq,,,,,-10.98,-1.10,7.35,8.59,1.43,-6.68,-6.66,2.56,-3.25,-8.68
TSF_sq,,,,,-0.62,5.09,-1.13,-0.57,-1.26,-2.50,3.26,-7.21,4.08,-5.36
ZKO,,,,,,,,,,,,,,
ZKO_yy,,46.55,3.06,-39.78,,,,2.61,-0.54,0.76,2.65,3.12,0.93,6.69
ZKO_sy,,5.66,13.95,-8.24,,,,-6.43,-12.98,23.63,26.11,6.51,12.77,3.23
ZKO_qq,,,,,8.98,1.24,0.97,-7.88,5.62,2.56,2.87,-7.46,3.38,8.41
ZKO_sq,,,,,-1.61,-17.58,-1.81,17.51,-8.50,17.09,0.16,-0.74,-3.12,7.19
OSF,,,,,,,,,,,,,,
OSF_yy,,988.75,0.70,152.16,,,,0.16,-1.51,8.99,14.06,21.22,14.67,4.55
OSF_sy,,-0.37,30.43,-7.05,,,,0.39,-20.95,3.47,-0.23,-8.78,5.95,20.89
OSF_qq,,,,,7.84,-4.68,1.71,-4.20,6.05,5.48,6.45,1.81,0.32,-3.83
OSF_sq,,,,,9.69,-25.55,5.88,16.10,-13.63,-2.55,2.09,6.16,0.32,11.20
NetDebt,166848000000,243535000000,255079000000,215753000000,269612000000,286283000000,308205000000,267212000000,267171000000,295223000000,497627000000,428221000000,451122000000,572789000000
NetDebt_yy,,,,,,,,,,,,,,
NetDebt_sy,,,,,,,,,,,,,,
NetDebt_qq,,,,,,,,,,,,,,
NetDebt_sq,,,,,,,,,,,,,,
NetDebtEBITDA,,,,,,,,,,,,,,
NetDebtEBITDA_yy,,45.58,-39.47,-15.91,,,,20.04,-53.70,-46.96,-26.36,8.88,13.97,55.41
NetDebtEBITDA_sy,,-13.33,-22.43,-12.57,,,,45.88,43.55,-8.52,-1.25,-5.54,-7.91,12.90
NetDebtEBITDA_qq,,,,,135.94,-13.24,-11.86,-33.47,-9.00,-0.60,22.36,-1.63,-4.74,35.55
NetDebtEBITDA_sq,,,,,-5.45,47.58,2.13,2.37,-6.96,-5.95,10.24,-2.08,-9.30,15.31
DebtFin,98372000000,111304000000,127166000000,36959000000,32325000000,-15484000000,23721000000,43017000000,29267000000,54739000000,64609000000,66178000000,41787000000,94299000000
DebtFin_yy,,,,,,,,,,,,,,
DebtFin_sy,,,,,,,,,,,,,,
DebtFin_qq,,,,,,,,,,,,,,
DebtFin_sq,,,,,,,,,,,,,,
DebtFinEBITDA,,,,,,,,,,,,,,
DebtFinEBITDA_yy,,12.85,-33.97,-71.11,,,,12.81,-57.70,281.85,24.23,4.53,-3.64,37.99
DebtFinEBITDA_sy,,26.33,-55.35,-49.56,,,,320.76,282.64,2.78,44.38,-34.13,-66.12,0.31
DebtFinEBITDA_qq,,,,,65.14,-139.14,225.42,39.16,-38.08,68.24,-14.32,17.09,-42.91,140.93
DebtFinEBITDA_sq,,,,,74.03,76.88,16.86,16.97,58.26,-52.49,64.16,-46.63,-18.60,40.66
SP1,,,,,,,,,,,,,,
SP1_yy,,707.01,-2.31,318.75,,,,-2.40,-0.95,8.17,11.12,17.56,13.61,-2.00
SP1_sy,,-0.72,-17.36,31.47,,,,8.09,1.73,-7.44,-12.33,-10.56,-9.82,-4.68
SP1_qq,,,,,-1.05,-5.84,0.73,4.00,0.42,2.83,3.48,10.02,-2.96,-11.30
SP1_sq,,,,,3.65,1.84,1.99,0.41,-2.45,-7.34,-3.40,2.44,-1.65,-2.05
SP2,,,,,,,,,,,,,,
SP2_yy,,202.19,-2.86,135.38,,,,2.40,14.18,25.93,29.76,28.90,15.22,3.60
SP2_sy,,7.76,-5.37,20.33,,,,-0.01,3.48,-4.54,-5.21,-11.91,-11.90,-3.50
SP2_qq,,,,,-0.91,-7.95,10.38,1.71,10.48,1.53,13.73,1.04,-1.24,-8.71
SP2_sq,,,,,-0.68,-1.42,-0.47,2.62,2.78,-9.06,-1.17,-4.64,2.79,-0.39
CAR,,,,,,,,,,,,,,
CAR_yy,,-30.97,16.67,-8.09,,,,64.61,202.73,71.40,-13.02,8.86,-31.39,-51.22
CAR_sy,,20.27,12.84,1.27,,,,39.80,108.65,29.73,1.97,-5.89,-9.36,-12.65
CAR_qq,,,,,-2.06,55.86,12.12,-3.83,80.13,-11.76,-43.10,20.37,13.53,-37.26
CAR_sq,,,,,-22.58,36.89,10.47,19.40,15.55,-14.88,-13.16,10.20,11.29,-17.97
QR,,,,,,,,,,,,,,
QR_yy,,-72.80,19.94,-16.18,,,,87.50,147.31,48.40,-0.71,-6.15,-32.06,-40.84
QR_sy,,-5.77,14.79,-2.74,,,,8.73,63.45,28.04,52.87,-3.05,-15.69,-19.07
QR_qq,,,,,10.27,43.10,-4.03,23.82,45.44,-14.14,-35.79,17.05,5.28,-25.24
QR_sq,,,,,-16.72,19.44,-10.34,21.92,25.18,-6.43,7.05,-22.68,8.86,-10.19
CR,,,,,,,,,,,,,,
CR_yy,,-23.50,11.31,4.17,,,,5.97,35.12,23.57,8.03,-2.93,-13.60,-14.67
CR_sy,,4.50,-20.75,41.37,,,,-9.11,11.49,-14.00,-13.12,-11.67,-8.69,-1.38
CR_qq,,,,,-16.49,-3.95,13.65,16.25,6.48,-12.16,-0.64,4.45,-5.22,-13.25
CR_sq,,,,,-15.39,12.10,2.94,-6.91,3.78,-13.52,3.99,-5.36,7.28,-6.60
PP,,,,,,,,,,,,,,
PP_yy,,-64.63,16.01,-8.09,,,,64.61,202.73,71.40,-13.02,8.86,-31.39,-51.22
PP_sy,,7.23,11.40,1.17,,,,25.24,77.49,9.92,4.41,-0.95,-15.82,-1.13
PP_qq,,,,,-2.06,55.86,12.12,-3.83,80.13,-11.76,-43.10,20.37,13.53,-37.26
PP_sq,,,,,-11.15,22.31,6.61,8.11,25.91,-24.26,1.27,2.56,7.01,-11.04
RCLR,,,,,,,,,,,,,,
RCLR_yy,,-83.32,8.18,-22.45,,,,175.78,63.22,-11.01,62.48,-33.21,-34.08,9.61
RCLR_sy,,-18.24,30.63,13.95,,,,-18.78,-31.26,-27.09,0.73,-7.71,60.25,55.83
RCLR_qq,,,,,34.12,39.10,-45.13,169.41,-20.62,-24.16,0.18,10.75,-21.65,26.10
RCLR_sq,,,,,6.84,-19.83,15.49,-17.91,-9.57,-14.96,59.56,-24.78,57.02,-17.31
KP,,,,,,,,,,,,,,
KP_yy,,-23.94,1.05,48.43,,,,4.05,25.64,26.12,15.21,8.05,-2.40,-8.32
KP_sy,,28.98,-9.43,23.67,,,,48.85,19.49,-45.07,-40.67,-44.24,-36.68,54.38
KP_qq,,,,,-11.43,-6.33,14.36,9.66,6.96,-5.98,4.47,2.85,-3.39,-11.68
KP_sq,,,,,23.35,8.26,2.58,8.66,-0.98,-50.23,10.80,2.12,12.45,21.33
PKKO,,,,,,,,,,,,,,
PKKO_yy,,-47.67,12.37,22.33,,,,-29.28,-42.52,-35.79,-11.48,32.82,28.53,21.79
PKKO_sy,,-22.00,-8.39,11.46,,,,-30.48,-36.92,23.41,19.96,19.36,14.21,-11.41
PKKO_qq,,,,,23.99,-16.87,2.34,-32.96,0.78,-7.14,41.09,0.60,-2.48,-12.02
PKKO_sq,,,,,10.47,-41.57,7.79,-0.09,0.24,14.31,4.78,-0.58,-4.09,-11.34
RN,,,,,,,,,,,,,,
RN_yy,,541.18,12.19,-20.93,,,,-0.10,41.82,60.60,5.80,-8.55,-8.53,-28.58
RN_sy,,-26.94,22.28,-3.29,,,,19.04,20.89,-14.27,-10.16,-16.78,-9.11,-8.07
RN_qq,,,,,-26.80,-1.50,24.67,11.13,3.92,11.54,-17.87,-3.94,3.95,-12.92
RN_sq,,,,,-17.56,36.35,-2.14,8.22,-16.28,-3.30,2.55,0.25,-8.57,-2.19
CRN,214000,33000,30000,38000,51000,52000,42000,38000,36000,32000,39000,41000,40000,45000
CRN_yy,,-84.58,-9.09,26.67,,,,,-29.41,-38.46,-7.14,7.89,11.11,40.62
CRN_sy,,26.87,-11.76,2.67,,,,,-9.38,14.71,13.97,20.00,14.48,12.18
CRN_qq,,,,,34.21,1.96,-19.23,-9.52,-5.26,-11.11,21.88,5.13,-2.44,12.50
CRN_sq,,,,,3.90,-15.00,,-4.41,11.54,7.59,-0.64,0.65,6.41,5.42
CPZ,441000,413000,340000,380000,537000,521000,457000,326000,281000,260000,293000,335000,355000,396000
CPZ_yy,,-6.35,-17.68,11.76,,,,-14.21,-47.67,-50.10,-35.89,2.76,26.33,52.31
CPZ_sy,,-10.61,-8.23,6.33,,,,-6.70,-16.46,0.80,-16.71,13.43,12.12,2.11
CPZ_qq,,,,,41.32,-2.98,-12.28,-28.67,-13.80,-7.47,12.69,14.33,5.97,11.55
CPZ_sq,,,,,-1.99,-4.81,5.85,-5.53,-12.23,14.85,-12.53,28.66,-13.25,4.59
RZ,,,,,,,,,,,,,,
RZ_yy,,9.87,-1.13,-12.85,,,,50.52,127.93,92.97,44.29,-11.50,-27.16,-33.91
RZ_sy,,24.12,15.01,-10.88,,,,6.38,-1.55,-19.27,-11.47,4.46,3.23,24.94
RZ_qq,,,,,-24.35,21.85,11.54,46.39,14.56,3.16,-16.59,-10.21,-5.71,-6.40
RZ_sq,,,,,6.86,16.57,-5.30,-9.82,-1.11,-4.40,3.84,6.41,-2.28,15.70
CRZ,1081000,984000,996000,1143000,1510000,1239000,1111000,759000,663000,642000,770000,858000,909000,972000
CRZ_yy,,-8.97,1.22,14.76,,,,-33.60,-56.09,-48.18,-30.69,13.04,37.10,51.40
CRZ_sy,,-21.30,-12.99,12.13,,,,-5.96,1.63,24.44,13.09,-4.28,-3.21,-20.12
CRZ_qq,,,,,32.11,-17.95,-10.33,-31.68,-12.65,-3.17,19.94,11.43,5.94,6.93
CRZ_sq,,,,,-6.38,-14.22,5.53,10.97,1.18,5.03,-4.09,-6.08,2.31,-13.33
RMO,,,,,,,,,,,,,,
RMO_yy,,39.77,9.03,-13.51,,,,29.73,84.46,70.14,32.28,-15.35,-23.52,-29.86
RMO_sy,,4.60,21.01,-4.34,,,,-3.00,4.17,4.97,6.12,10.98,14.00,12.96
RMO_qq,,,,,-24.20,10.92,12.18,37.55,7.78,2.31,-12.79,-11.97,-2.63,-6.16
RMO_sq,,,,,-7.84,0.16,8.47,-3.13,-1.02,0.93,9.66,1.31,1.67,0.01
RMT,,,,,,,,,,,,,,
RMT_yy,,18.01,-8.82,120.72,,,,47.08,93.92,77.37,52.85,9.65,8.32,0.50
RMT_sy,,3.84,-25.01,31.67,,,,33.26,26.15,17.42,-2.86,25.23,-16.04,15.35
RMT_qq,,,,,-18.53,16.89,12.85,36.87,7.41,6.91,-2.75,-1.81,6.10,-0.80
RMT_sq,,,,,0.46,2.59,9.40,18.19,-4.90,-4.51,-9.49,52.37,-36.24,31.19
RM,,,,,,,,,,,,,,
RM_yy,,30.23,0.37,22.51,,,,33.97,86.79,71.86,36.75,-10.34,-17.61,-24.45
RM_sy,,18.32,-4.83,5.32,,,,31.88,9.44,-15.98,-17.64,4.29,1.44,32.80
RM_qq,,,,,-22.76,12.39,12.34,37.37,7.69,3.41,-10.61,-9.94,-1.03,-5.18
RM_sq,,,,,10.17,14.30,-12.63,19.86,-8.57,-12.25,-14.35,51.77,-11.07,14.88
COP,1295000,1017000,1026000,1181000,1561000,1291000,1153000,797000,699000,674000,809000,899000,949000,1017000
COP_yy,,-21.47,0.88,15.11,,,,-32.51,-55.22,-47.79,-29.84,12.80,35.77,50.89
COP_sy,,-27.38,-6.57,-6.44,,,,-4.08,8.61,26.43,-0.42,-0.80,-14.88,-28.55
COP_qq,,,,,32.18,-17.30,-10.69,-30.88,-12.30,-3.58,20.03,11.12,5.56,7.17
COP_sq,,,,,-3.82,-4.77,-1.39,6.21,8.90,10.85,-22.33,5.81,-6.56,-6.95
CSP,854000,604000,686000,801000,1024000,770000,696000,471000,418000,414000,516000,564000,594000,621000
CSP_yy,,-29.27,13.58,16.76,,,,-41.20,-59.18,-46.23,-25.86,19.75,42.11,50.00
CSP_sy,,-45.12,2.04,22.44,,,,-27.59,13.11,41.88,21.15,-17.29,-24.88,-33.52
CSP_qq,,,,,27.84,-24.80,-9.61,-32.33,-11.25,-0.96,24.64,9.30,5.32,4.55
CSP_sq,,,,,-33.58,-15.85,7.47,20.54,3.76,5.56,-8.24,-17.71,-5.76,-6.59
