,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
LDER,-1580,-1390,10410,190,190,200,160,130,150,210,50,690,440,920,-3670,70,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0
PZAT,20,10,100,,,,320,,,220,810,100,130,50,160,230,380,330,480,540,480,450,2940,2910,3240,3550,5710,6490,9150,9320,5220,10650,51800
PELDR,6010,1120,2330,,,,2060,,,1380,1140,1280,1060,1420,360,1730,1290,1350,1360,1370,1370,1380,1330,1340,1100,1110,1100,1110,1110,1230,1140,1120,1100
TSF,950,980,930,950,970,970,840,930,920,930,850,890,830,870,150,800,880,880,910,810,910,920,930,910,940,920,920,920,900,910,930,930,930
ZKO,3120,28830,1530,,,,470,,,700,740,1550,1910,1400,1840,460,430,400,330,500,320,280,250,290,430,490,510,480,550,350,370,420,430
OSF,-32130,-82760,310,,,,830,,,800,800,1170,1410,1040,-250,750,550,530,440,670,420,380,330,380,470,540,560,530,600,430,420,470,470
NetDebt,661880000,856000000,1035460000,842000000,733000000,740000000,-594000000,594000000,591000000,204000000,107740000,1163330000,1266609000,2458853000,2201000000,231000000,-91000000,-857000000,-1314000000,660000000,-105000000,-459000000,-1346000000,-1144000000,932000000,1076000000,999000000,1213000000,2145000000,-1836000000,290000000,1101000000,1101000000
NetDebtEBITDA,-770,-6740,-2750,-2230,-1950,-1960,3160,-3160,-3140,-550,-590,-11000,15290,6380,-760,-90,50,990,-370,170,-30,-170,-800,-760,590,610,480,510,860,-690,150,470,360
DebtFin,647210000,852000000,275260000,,,,-1693000000,,,-189000000,-521630000,-509130000,18154000,208656000,847000000,-1475000000,-1968000000,-2864000000,-2809000000,-2932000000,-1647000000,-1803000000,-2358000000,-2534000000,-380000000,-440000000,-864000000,-687000000,289000000,-4540000000,-1472000000,-1035000000,-864000000
DebtFinEBITDA,-750,-6710,-730,,,,9010,,,510,2840,4820,220,540,-290,590,1110,3310,-780,-750,-500,-660,-1390,-1680,-240,-250,-410,-290,120,-1700,-750,-440,-280
SP1,-10300,-2870,200,,,,1770,,,1140,1090,760,740,740,-140,1620,1270,1320,1330,1340,1340,1350,1330,1330,1100,1100,1100,1100,1110,1220,1140,1120,1100
SP2,6010,1120,2330,,,,2060,,,1380,1140,1280,1060,1420,360,1730,1290,1350,1360,1370,1370,1380,1330,1340,1100,1110,1100,1110,1110,1230,1140,1120,1100
CAR,1500,2250,3170,,,,2680,,,2390,1030,1690,520,220,140,1150,1200,1570,2090,910,1280,1550,2110,1730,380,460,530,410,210,1690,890,510,450
QR,15230,7500,8240,,,,3720,,,4600,1660,2660,1270,2930,680,2720,2650,2860,3720,2180,3840,4310,4210,3590,2440,2100,2029,2140,1850,2880,2790,2410,2340
CR,15230,7500,8240,,,,3720,,,4650,1680,2680,1290,2950,680,2720,2650,2860,3720,2180,3840,4310,4210,3590,2440,2100,2029,2150,1860,2880,2800,2440,2360
PP,1470,2250,3170,,,,2680,,,2390,1030,1690,520,220,140,1150,1200,1570,2090,910,1280,1550,2110,1730,380,460,530,410,210,1690,890,510,450
RCLR,3250,4250,5070,,,,1040,,,2190,630,850,590,2490,540,1500,1330,1190,1390,960,1690,1980,1680,1560,1630,1380,1250,1340,1040,1000,1830,1880,1860
KP,790,110,530,-50,-30,-30,430,-70,-80,260,100,190,50,260,-270,340,200,230,240,220,250,250,230,230,90,90,90,90,90,170,120,100,90
PKKO,,100,-27250,7420,3690,3930,860,-120,-120,220,,-6660,-790,-580,1350,-7630,-7180,-8260,-9110,-9410,-9740,-11190,-11150,-12770,-6180,-6590,-6480,-5040,-4570,-8910,-5280,-5040,-4380
RN,390,7350,600,710,1950,2520,2730,2800,2840,3410,4760,5710,6400,4210,3660,3450,4070,5060,5560,5630,5500,5310,5410,5880,6350,6650,6790,7320,7320,7580,7300,6820,6800
CRN,933000,50000,611000,515000,187000,145000,134000,130000,129000,107000,77000,64000,57000,87000,100000,106000,90000,72000,66000,65000,66000,69000,67000,62000,57000,55000,54000,50000,50000,48000,50000,54000,54000
CPZ,287000,12000,109000,92000,40000,36000,54000,54000,60000,62000,56000,56000,66000,74000,109000,93000,71000,63000,49000,56000,55000,51000,48000,36000,34000,36000,37000,36000,40000,42000,40000,39000,34000
RZ,,,,,,,,,,371910,,,,-175740,,,,,,,,,,,,,,,,,,,
CRZ,,,,,,,,,,1000,,,,-2000,,,,,,,,,,,,,,,,,,,
RMO,80,4170,370,440,1200,1550,760,780,790,1160,2040,2190,2560,2330,2350,2190,2430,2590,2550,2430,2300,2280,2350,2550,2990,3430,3910,4690,4480,3830,3800,3800,4100
RMT,450,580,560,660,1810,2340,1110,1140,1150,1040,850,940,990,1010,1290,1800,1740,1690,1500,1340,1280,1240,1240,1210,1090,1000,940,920,950,960,970,960,970
RM,70,510,170,190,340,420,450,480,520,580,610,680,720,700,830,990,1010,1020,940,860,820,800,810,820,800,770,760,770,780,770,770,770,780
COP,,,,,,,,,,108000,,,,85000,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,46000,,,,11000,,,,,,,,,,,,,,,,,,,
