,2008/Q4,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RZ_qq,,,,,-14.53,32.88,-31.86,-23.60,6.77,-3.40,14.86,8.90,18.55,-8.61,0.36,0.91,-7.77,16.65,-3.53,14.76,11.86,-4.30,0.16,-4.49,3.59,-0.79,-0.85,-3.89,1.10,7.14,11.67,-4.96
RZ_sq,,,,,-7.87,8.15,-4.16,-1.97,2.76,17.26,-10.38,13.15,-3.75,-4.79,1.40,6.19,14.82,11.13,8.11,-3.18,-36.39,30.96,15.54,2.79,5.02,-5.07,6.41,3.93,-5.76,-5.87,12.51,-7.59
CRZ,168000,209000,182000,133000,156000,117000,172000,225000,211000,218000,190000,174000,147000,161000,160000,159000,172000,148000,153000,133000,119000,125000,124000,130000,126000,127000,128000,133000,132000,123000,110000,116000
CRZ_yy,,24.40,-12.92,,,-35.71,,69.17,35.26,86.32,10.47,-22.67,-30.33,-26.15,-15.79,-8.62,17.01,-8.07,-4.38,-16.35,-30.81,-15.54,-18.95,-2.26,5.88,1.60,3.23,2.31,4.76,-3.15,-14.06,-12.78
CRZ_sy,,6.16,-17.42,,,23.44,,6.92,-4.05,-11.39,-5.99,-17.06,-13.25,7.14,-5.73,-0.71,-15.28,-26.67,-31.08,-25.71,36.07,14.55,7.84,3.85,-38.55,-15.87,-9.09,-11.11,,2.83,-3.00,9.38
CRZ_qq,,,,,17.29,-25.00,47.01,30.81,-6.22,3.32,-12.84,-8.42,-15.52,9.52,-0.62,-0.62,8.18,-13.95,3.38,-13.07,-10.53,5.04,-0.80,4.84,-3.08,0.79,0.79,3.91,-0.75,-6.82,-10.57,5.45
CRZ_sq,,,,,8.81,-8.67,5.70,1.80,-2.35,-15.66,12.14,-10.19,2.13,4.17,-1.33,-5.41,-12.86,-9.84,-7.27,1.96,59.62,-24.10,-12.70,-1.82,-5.56,3.92,-5.66,-4.00,6.25,6.86,-11.01,8.25
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-28.29,43.86,,,-6.69,,-37.10,-24.63,-5.58,21.21,61.48,78.99,47.10,25.30,7.96,-19.42,-7.99,-14.45,-0.96,14.63,5.38,11.41,-9.14,-13.50,-14.16,-14.73,-8.18,-7.90,-2.69,6.60,1.00
RMO_sy,,-8.92,14.96,,,-10.41,,8.14,-0.56,10.71,-1.66,-2.95,10.42,0.54,10.70,5.86,2.19,-5.92,-2.83,-2.77,-8.56,-0.51,-5.11,-0.80,7.12,-10.57,1.67,13.34,13.20,7.42,8.93,-10.55
RMO_qq,,,,,-8.50,-9.71,-9.59,-15.79,9.65,13.10,16.07,12.19,21.53,-7.05,-1.13,-3.34,-9.29,6.13,-8.07,11.91,4.99,-2.44,-2.80,-8.73,-0.06,-3.18,-3.45,-1.72,0.25,2.30,5.78,-6.89
RMO_sq,,,,,-0.07,4.01,1.98,2.03,-8.12,15.79,-9.41,0.69,4.55,5.43,-0.25,-3.71,0.92,-2.94,3.02,-3.66,-5.09,5.61,-1.75,0.72,2.49,-11.83,11.70,12.28,2.37,-16.33,13.26,-7.79
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,-33.38,31.61,,,-22.87,,-35.39,-31.73,-25.80,-37.74,-34.05,-25.40,-20.84,-4.58,9.19,-8.74,3.91,-1.25,13.35,41.97,39.31,38.56,12.63,1.49,-7.93,-4.67,4.57,5.33,20.48,33.58,29.31
RMT_sy,,-1.05,-2.85,,,0.43,,-19.58,-17.92,2.35,6.86,25.96,22.23,-3.25,-1.61,4.65,-2.26,6.72,-0.64,2.67,14.81,11.54,18.49,5.01,-4.79,-13.97,-10.64,-5.03,3.25,8.50,-5.13,-9.32
RMT_qq,,,,,-8.50,-17.02,2.23,-16.77,-3.31,-9.81,-14.21,-11.84,9.36,-4.30,3.42,0.88,-8.59,8.97,-1.72,15.79,14.49,6.92,-2.25,-5.88,3.16,-3.00,1.22,3.25,3.91,10.95,12.23,-0.06
RMT_sq,,,,,1.94,0.62,-4.83,-17.62,4.05,25.48,-0.64,-2.90,0.96,-0.68,1.04,3.28,-5.70,8.44,-5.93,6.72,5.46,5.35,-0.07,-5.43,-4.38,-4.81,3.80,0.51,3.95,0.04,-9.23,-3.93
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-30.54,38.17,,,-14.97,,-36.28,-28.29,-17.12,-16.71,-5.05,4.01,-1.30,4.29,8.82,-12.02,0.18,-5.57,8.56,32.27,26.54,28.31,4.25,-4.40,-10.38,-8.74,-0.73,-0.29,10.17,21.21,15.80
RM_sy,,-6.78,7.72,,,-9.93,,5.91,-1.75,7.23,9.89,0.12,8.00,-3.72,-1.50,3.92,0.80,9.69,10.71,4.75,2.56,-8.02,-2.71,-4.62,-1.18,-5.70,-7.39,3.03,-2.64,5.41,4.05,-0.92
RM_qq,,,,,-8.49,-13.46,-3.90,-16.27,2.98,0.02,-3.41,-4.55,12.80,-5.09,2.06,-0.41,-8.80,8.07,-3.80,14.50,11.12,3.40,-2.46,-6.97,1.90,-3.07,-0.68,1.18,2.36,7.10,9.27,-3.33
RM_sq,,,,,2.81,1.69,-4.67,6.26,-4.63,11.00,-2.30,-3.19,2.87,-1.05,-0.06,2.14,-0.21,7.67,0.87,-3.35,-2.29,-3.44,6.69,-5.24,1.23,-7.85,4.78,5.42,-4.34,-0.23,3.43,0.38
COP,274000,329000,254000,221000,253000,200000,247000,294000,278000,284000,253000,236000,199000,211000,208000,207000,224000,202000,217000,192000,174000,176000,171000,179000,178000,182000,184000,189000,186000,183000,170000,179000
COP_yy,,20.07,-22.80,,,-21.26,,33.03,9.88,42.00,2.43,-19.73,-28.42,-25.70,-17.79,-12.29,12.56,-4.27,4.33,-7.25,-22.32,-12.87,-21.20,-6.77,2.30,3.41,7.60,5.59,4.49,0.55,-7.61,-5.29
COP_sy,,29.58,-22.19,,,33.06,,-6.47,-11.00,-16.77,-6.17,0.69,-2.62,0.75,-5.19,-4.47,9.23,-2.96,-2.19,-3.60,0.70,10.69,5.97,6.72,-5.94,4.14,-1.41,-8.39,-7.81,-9.27,-10.00,-0.38
COP_qq,,,,,14.48,-20.95,23.50,19.03,-5.44,2.16,-10.92,-6.72,-15.68,6.03,-1.42,-0.48,8.21,-9.82,7.43,-11.52,-9.38,1.15,-2.84,4.68,-0.56,2.25,1.10,2.72,-1.59,-1.61,-7.10,5.29
COP_sq,,,,,-2.91,7.33,-4.35,-6.17,-7.61,0.37,7.84,0.69,-10.65,3.85,1.48,1.46,2.16,-7.75,2.29,,6.72,1.40,-2.07,0.70,-5.94,12.27,-7.28,-6.43,-5.34,10.48,-8.03,3.57
CSP,180000,206000,176000,151000,176000,149000,206000,258000,243000,247000,214000,196000,163000,177000,175000,174000,187000,163000,173000,152000,137000,141000,137000,142000,141000,143000,143000,148000,146000,143000,131000,137000
CSP_yy,,14.44,-14.56,,,-15.34,,70.86,38.07,65.77,3.88,-24.03,-32.92,-28.34,-18.22,-11.22,14.72,-7.91,-1.14,-12.64,-26.74,-13.50,-20.81,-6.58,2.92,1.42,4.38,4.23,3.55,,-8.39,-7.43
CSP_sy,,32.35,55.56,,,8.57,,-1.25,1.20,-18.42,49.18,,-23.81,-16.13,-53.85,-54.43,-18.75,3.85,76.19,105.56,42.31,3.70,-21.62,-17.57,-33.78,-3.57,-13.79,-24.59,-14.29,,-24.00,-19.57
CSP_qq,,,,,16.56,-15.34,38.26,25.24,-5.81,1.65,-13.36,-8.41,-16.84,8.59,-1.13,-0.57,7.47,-12.83,6.13,-12.14,-9.87,2.92,-2.84,3.65,-0.70,1.42,,3.50,-1.35,-2.05,-8.39,4.58
CSP_sq,,,,,3.75,-8.43,-19.74,29.51,6.33,-26.19,46.77,-13.19,-18.99,-18.75,-19.23,-14.29,44.44,3.85,37.04,,,-24.32,3.57,5.17,-19.67,10.20,,-8.00,-8.70,7.14,-15.56,-2.63
