,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2017/Q4,2018/Q1,2018/Q2
DebtFinEBITDA,27250,25130,58300,,11460,12850,5630,,6950,6540,12700,11430,14610,,18740,17340,8390,11780,9310,3700,21240,7660,8189,-10170,-60300,,,,19210,16270,10820
SP1,490,470,440,,500,500,510,,460,490,490,500,500,,490,490,510,510,510,500,450,470,500,480,460,,,,560,570,640
SP2,990,1040,980,,990,980,990,,930,990,990,1000,1010,,1000,970,930,930,950,910,850,870,930,910,1010,,,,1050,1050,1180
CAR,350,450,430,,360,380,410,,360,500,390,360,420,,530,340,140,160,250,330,180,240,190,120,400,,,,570,610,620
QR,790,1140,730,,570,640,700,,560,840,690,660,610,,740,510,440,460,670,530,300,360,300,260,610,,,,880,920,860
CR,960,1360,880,,720,800,880,,660,950,850,830,760,,960,730,540,560,770,620,360,430,370,320,730,,,,950,980,900
PP,370,510,440,,390,430,410,,360,590,390,420,420,,530,340,300,320,420,330,180,240,190,120,400,,,,570,610,620
RCLR,420,630,290,,180,220,290,,200,250,300,240,180,,210,180,140,140,250,200,120,120,120,140,210,,,,310,310,240
KP,0,30,-10,,-30,-20,-10,,-40,-10,-20,-20,-30,,0,-30,-80,-70,-40,-80,-160,-130,-140,-160,-30,,,,-10,0,-10
PKKO,-200,1330,-370,,-1260,-860,-710,,-1580,-220,-610,-700,-1560,,-210,-2270,-3340,-3000,-1630,-3310,-6530,-5280,-5580,-5970,-1070,,,,-230,-120,-540
RN,,1000,1300,1320,1640,2350,2320,2460,2430,2430,2320,2340,1900,1720,1860,1800,2440,2500,2029,1780,1570,1410,1540,1560,1770,1730,1540,1730,1770,1590,1450
CRN,,366000,281000,276000,222000,155000,157000,149000,150000,150000,157000,156000,192000,212000,196000,203000,150000,146000,180000,205000,232000,260000,238000,233000,206000,211000,237000,212000,206000,230000,252000
CPZ,,580000,626000,613000,632000,677000,696000,658000,655000,621000,636000,638000,800000,899000,936000,1072000,866000,895000,1012000,1123000,1338000,1545000,1718000,1853000,1477000,1441000,1415000,985000,2091000,1645000,1291000
RZ,,1150,1310,1400,1450,1530,1380,1420,1690,1920,2009,1840,1200,980,800,630,910,1030,1150,1380,1370,1420,1480,1600,1840,1830,1810,1730,2660,3110,3130
CRZ,,318000,279000,261000,252000,239000,264000,257000,216000,190000,182000,199000,305000,373000,458000,580000,401000,355000,318000,265000,266000,257000,246000,228000,199000,199000,201000,212000,137000,117000,117000
RMO,,460,530,540,600,680,660,700,720,720,710,700,540,500,470,420,580,600,560,520,490,450,480,530,580,600,560,510,520,510,450
RMT,,70,70,70,70,70,70,70,70,70,70,80,60,60,50,50,60,60,60,70,60,60,60,50,60,60,60,60,60,70,70
RM,,60,60,60,60,60,60,60,70,70,70,70,60,50,50,40,50,60,60,60,50,50,50,50,50,50,50,50,50,50,50
COP,,684000,560000,537000,474000,394000,421000,406000,366000,340000,339000,355000,497000,585000,654000,783000,551000,501000,498000,470000,498000,517000,484000,461000,405000,410000,438000,424000,343000,347000,369000
CSP,,104000,-66000,-76000,-158000,-283000,-275000,-252000,-289000,-281000,-297000,-283000,-303000,-314000,-282000,-289000,-315000,-394000,-514000,-653000,-840000,-1028000,-1234000,-1392000,-1072000,-1031000,-977000,-561000,-1748000,-1298000,-922000
