,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RZ_sq,,,,-3.04,26.06,20.05,-4.00,-10.41,-2.37,2.63,5.57,2.65,1.45,-0.53,5.94,4.48,22.74,-15.80,-12.07,1.35,0.71,-4.05,-1.34,-4.97,-0.84,13.00,9.38,1.81,3.90,-6.62,-8.24
CRZ,83000,263000,1263000,181000,218000,216000,202000,152000,163000,124000,88000,133000,109000,144000,47000,31000,25000,23000,25000,38000,47000,60000,67000,60000,51000,47000,42000,40000,38000,37000,38000
CRZ_yy,,216.87,,,-17.11,,-84.01,-16.02,-25.23,-42.59,-56.44,-12.50,-33.13,16.13,-46.59,-76.69,-77.06,-84.03,-46.81,22.58,88.00,160.87,168.00,57.89,8.51,-21.67,-37.31,-33.33,-25.49,-21.28,-9.52
CRZ_sy,,15.00,,,,,-31.03,-22.03,2.17,18.42,,-17.39,-14.89,-11.11,-10.00,-10.53,-22.50,-10.00,16.67,20.59,29.03,19.44,2.38,9.76,12.50,-6.98,-16.28,-20.00,-22.22,-7.50,13.89
CRZ_qq,,,,-85.67,20.44,-0.92,-6.48,-24.75,7.24,-23.93,-29.03,51.14,-18.05,32.11,-67.36,-34.04,-19.35,-8.00,8.70,52.00,23.68,27.66,11.67,-10.45,-15.00,-7.84,-10.64,-4.76,-5.00,-2.63,2.70
CRZ_sq,,,,1.72,-22.03,-17.39,5.26,15.00,2.17,-4.26,-11.11,-5.00,5.26,,-10.00,-5.56,-8.82,16.13,16.67,-2.38,-2.44,7.50,,4.65,,-11.11,-10.00,,-2.78,5.71,10.81
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-1.46,,,-11.67,,32.59,-23.23,-12.58,12.33,37.82,21.87,24.63,-22.30,-9.09,3.45,7.01,75.60,39.23,15.39,-3.19,-17.62,-25.46,-8.61,-1.48,3.28,12.79,2.26,4.19,7.59,8.54
RMO_sy,,0.58,,,-0.92,,-7.36,-2.07,-2.05,5.64,14.64,17.06,18.46,3.74,1.11,-1.96,-5.69,3.71,-0.52,-3.43,-9.75,-8.28,-13.35,-10.52,-0.61,-5.87,6.98,16.06,18.31,12.76,2.00
RMO_qq,,,,84.70,-5.61,-15.49,-10.01,6.93,7.49,8.59,10.42,-5.45,9.92,-32.30,29.19,7.60,13.70,11.10,2.43,-10.82,-4.61,-5.45,-7.33,9.34,2.83,-0.88,1.20,-0.86,4.77,2.35,2.09
RMO_sq,,,,-4.56,0.03,1.32,-4.23,0.89,0.04,9.28,3.94,3.02,1.24,-4.30,1.30,-0.11,-2.62,5.24,-2.82,-3.03,-8.99,6.96,-8.20,0.14,1.09,1.30,4.33,8.63,3.06,-3.45,-5.63
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,301.20,,,36.59,,40.05,-39.23,-52.61,-44.46,-43.12,-58.03,-34.68,-28.19,-35.12,-21.45,-32.74,-34.49,-11.01,-7.71,-13.75,-11.70,-20.59,2.72,17.67,27.13,40.32,23.64,15.94,16.88,16.91
RMT_sy,,37.22,,,10.87,,14.38,11.34,-2.75,-3.75,-3.04,-3.57,-15.67,-4.75,-22.87,-1.76,20.95,-4.79,11.03,-18.55,-17.33,-22.57,-13.80,-20.64,-33.83,-8.96,-3.89,6.25,1.68,1.40,-12.10
RMT_qq,,,,122.37,-0.12,-25.13,-15.77,-3.51,-22.10,-12.26,-13.75,-28.81,21.23,-3.54,-22.07,-13.80,3.81,-6.05,5.85,-10.61,-2.98,-3.82,-4.80,15.64,11.14,3.91,5.07,1.89,4.22,4.75,5.10
RMT_sq,,,,1.73,20.94,-9.19,2.37,-0.97,5.64,-10.13,3.13,-1.51,-7.62,1.51,-16.48,25.44,13.72,-20.08,-2.61,-7.98,15.42,-25.15,8.43,-15.28,-3.75,2.97,14.47,-6.34,-7.89,2.68,-0.77
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,101.41,,,-15.34,,23.77,-26.88,-24.17,-6.72,6.05,-15.04,-2.01,-25.18,-21.92,-10.14,-14.53,11.36,10.42,2.29,-9.19,-14.20,-22.68,-2.30,8.81,15.82,27.01,13.15,10.20,12.29,12.70
RM_sy,,29.78,,,-4.18,,-0.54,-7.46,-7.96,4.91,0.34,7.22,1.16,-5.70,-5.97,3.16,5.18,15.86,8.83,-10.63,-24.43,-22.26,-23.78,-19.87,-18.07,-20.02,-9.25,-2.08,16.52,16.60,7.72
RM_qq,,,,76.97,-4.61,-17.41,-11.22,4.55,-1.09,1.60,0.93,-16.24,14.08,-22.42,5.32,-3.60,8.52,1.07,4.44,-10.69,-3.66,-4.51,-5.88,12.85,7.29,1.64,3.21,0.53,4.49,3.57,3.59
RM_sq,,,,0.32,7.47,-11.21,3.91,-6.66,6.89,1.20,-0.62,-0.26,0.84,-5.66,-0.91,9.42,2.82,3.91,-6.92,-10.14,-13.06,6.91,-8.74,-5.53,-11.11,4.37,3.54,1.94,5.76,4.45,-4.34
COP,246000,384000,1503000,296000,348000,367000,371000,322000,323000,267000,215000,261000,230000,279000,169000,150000,142000,145000,148000,183000,180000,183000,185000,152000,145000,138000,132000,130000,130000,127000,121000
COP_yy,,56.10,,,-9.38,,-75.32,8.78,-7.18,-27.25,-42.05,-18.94,-28.79,4.49,-21.40,-42.53,-38.26,-48.03,-12.43,22.00,26.76,26.21,25.00,-16.94,-19.44,-24.59,-28.65,-14.47,-10.34,-7.97,-8.33
COP_sy,,-2.90,,,-4.27,,-9.17,-2.52,1.79,-5.22,-0.46,-12.07,-0.88,2.75,-2.30,3.92,-9.73,-8.93,7.55,8.02,20.59,10.78,-7.02,-9.61,-8.94,-1.77,-1.42,-1.93,-12.50,-11.71,4.31
COP_qq,,,,-80.31,17.57,5.46,1.09,-13.21,0.31,-17.34,-19.48,21.40,-11.88,21.30,-39.43,-11.24,-5.33,2.11,2.07,23.65,-1.64,1.67,1.09,-17.84,-4.61,-4.83,-4.35,-1.52,,-2.31,-4.72
COP_sq,,,,-0.83,-5.88,2.68,-5.22,6.42,-1.72,-4.39,-0.46,-5.99,10.78,-0.88,-5.36,,-3.77,,11.76,0.44,7.42,-8.13,-6.19,-2.36,8.21,-0.89,-5.86,-2.87,,,11.22
CSP,93000,282000,1311000,200000,252000,259000,258000,215000,228000,194000,163000,224000,194000,225000,114000,97000,90000,94000,103000,134000,124000,121000,108000,78000,69000,60000,54000,50000,55000,54000,53000
CSP_yy,,203.23,,,-10.64,,-80.32,7.50,-9.52,-25.10,-36.82,4.19,-14.91,15.98,-30.06,-56.70,-53.61,-58.22,-9.65,38.14,37.78,28.72,4.85,-41.79,-44.35,-50.41,-50.00,-35.90,-20.29,-10.00,-1.85
CSP_sy,,-11.48,,,7.41,,-7.41,26.92,-6.90,-11.67,-8.00,-48.48,-18.52,-9.43,-13.04,,-27.27,-37.50,5.00,50.00,31.25,46.67,-52.38,-109.80,-109.52,-111.36,-135.00,-180.00,-300.00,140.00,371.43
CSP_qq,,,,-84.74,26.00,2.78,-0.39,-16.67,6.05,-14.91,-15.98,37.42,-13.39,15.98,-49.33,-14.91,-7.22,4.44,9.57,30.10,-7.46,-2.42,-10.74,-27.78,-11.54,-13.04,-10.00,-7.41,10.00,-1.82,-1.85
CSP_sq,,,,-3.70,11.54,3.45,-16.67,32.00,-18.18,-1.85,-13.21,-26.09,29.41,9.09,-16.67,-15.00,-5.88,-6.25,40.00,21.43,-17.65,4.76,-54.55,-125.00,20.00,-25.00,-40.00,-100.00,-14.29,112.50,850.00
