,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CWKCurrent_yy,,61.10,,,-56.44,,-50.19,-22.95,-25.36,-23.39,-20.35,-18.86,-21.67,-21.25,-62.41,-59.35,-57.46,-56.72,-12.41,-22.35,-9.09,-7.84,-4.76,2.84,-10.19,-10.32,-7.38,-7.27,-8.20,-7.89,-11.27
CWKCurrent_sy,,-11.29,,,17.68,,46.15,-30.87,29.31,33.51,2.13,-9.42,-9.66,-2.19,8.79,2.91,-2.45,-2.56,-9.80,-1.40,8.22,0.11,-2.55,-3.30,-5.65,-5.81,-3.38,-2.13,-5.43,1.56,11.12
CWKCurrent_qq,,,,-39.25,-5.90,-6.54,-6.77,-6.03,-8.84,-4.08,-3.08,-4.26,-11.99,-3.57,-53.73,3.53,-7.90,-1.91,-6.35,-8.22,7.83,-0.56,-3.22,-0.90,-5.84,-0.70,-0.04,-0.78,-6.79,-0.36,-3.72
CWKCurrent_sq,,,,129.83,-43.57,-13.63,30.47,8.72,5.55,-10.83,-0.19,-3.58,5.27,-3.46,11.02,-8.79,-0.21,-3.56,2.77,-0.30,9.52,-10.80,0.05,-1.06,6.86,-10.95,2.62,0.22,3.26,-4.36,12.28
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,,101.31,,,191.65,,94.69,11.52,-12.82,-1.58,-11.51,-18.56,37.69,21.75,-54.70,-67.94,-44.96,-36.73,181.46,-19.86,-62.16,-49.57,-43.10,218.73,365.60,245.94,94.16,72.23,54.06,64.96,82.50
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,95.20,-11.50,-2.17,15.20,11.81,-30.82,10.44,3.58,2.91,16.96,-2.35,-61.46,-27.16,100.78,12.27,71.42,-79.26,-5.20,49.65,93.38,16.18,38.48,11.19,8.54,3.06,23.87,19.05,20.08
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,,-50.32,,,-65.71,,-48.64,-10.34,14.70,1.61,13.01,22.80,-27.37,-17.86,120.75,211.94,81.71,58.04,-64.47,24.75,164.26,98.28,75.75,-68.62,-78.52,-71.09,-48.50,-41.94,-35.09,-39.38,-45.21
CWKGrahamCurrent_sy,,36.08,,,-11.21,,-8.97,33.87,61.22,3.62,85.28,62.13,1.68,20.05,-24.76,-47.64,-23.00,-21.77,-7.49,59.98,37.82,37.70,36.04,8.02,-8.84,8.63,-18.85,7.45,1.67,-20.17,6.12
CWKGrahamCurrent_qq,,,,-48.77,13.00,2.22,-13.20,-10.57,44.55,-9.45,-3.46,-2.82,-14.50,2.40,159.46,37.33,-50.20,-10.93,-41.66,382.12,5.50,-33.17,-48.29,-13.93,-27.78,-10.06,-7.87,-2.96,-19.27,-16.00,-16.73
CWKGrahamCurrent_sq,,,,-22.12,15.81,15.52,-12.63,14.53,39.46,-25.75,56.23,0.21,-12.54,-12.33,-2.08,-30.26,28.62,-10.94,15.79,20.61,10.81,-11.02,14.40,-4.24,-6.48,6.03,-14.54,26.81,-11.51,-16.74,13.59
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,,35.92,,,41.17,,132.29,20.42,6.39,17.86,19.30,-10.18,10.33,8.37,31.01,112.37,141.97,182.27,142.97,72.89,14.62,-1.60,-6.13,11.87,30.65,31.70,36.39,20.49,13.91,14.59,14.12
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,114.21,15.18,-6.14,0.31,11.04,1.76,3.98,1.54,-16.40,25.00,2.13,22.75,35.52,42.42,19.15,5.66,-3.57,-5.58,2.28,0.80,14.92,10.26,3.11,4.39,1.52,4.25,3.72,3.96
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,,-26.43,,,-29.17,,-56.95,-16.96,-6.01,-15.16,-16.18,11.34,-9.36,-7.73,-23.67,-52.91,-58.67,-64.57,-58.84,-42.16,-12.75,1.63,6.53,-10.61,-23.46,-24.07,-26.68,-17.01,-12.21,-12.73,-12.37
CPCurrent_sy,,-17.76,,,16.04,,-1.86,30.76,16.59,-9.65,-7.91,-10.62,-19.32,-22.87,-14.56,-30.30,-11.59,-21.15,-7.08,19.20,60.65,44.69,51.90,33.91,-14.62,7.96,-4.48,-18.29,-8.22,-14.70,-7.33
CPCurrent_qq,,,,-53.32,-13.18,6.55,-0.31,-9.95,-1.73,-3.82,-1.51,19.61,-20.00,-2.09,-18.53,-26.21,-29.79,-16.07,-5.35,3.70,5.91,-2.23,-0.79,-12.99,-9.31,-3.01,-4.21,-1.50,-4.07,-3.58,-3.81
CPCurrent_sq,,,,-8.36,12.44,22.43,-22.21,22.11,0.26,-5.12,-20.72,18.52,-9.50,-9.30,-12.17,-3.32,14.78,-19.11,3.51,24.03,54.69,-27.14,8.67,9.33,-1.37,-7.87,-3.85,-6.48,10.79,-14.37,4.45
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,,397.78,,,59.77,,39.96,16.17,30.85,41.04,24.58,-0.06,30.06,36.99,36.45,33.19,14.56,21.08,68.69,80.83,-15.49,-29.53,-58.72,-53.84,15.94,32.25,86.62,66.64,20.02,14.72,15.71
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,42.96,7.45,-10.65,1.98,18.66,21.03,-3.69,-9.93,-4.80,57.49,1.44,-10.28,-7.08,35.46,7.21,25.00,-0.39,-36.69,-10.60,-26.79,11.40,59.01,1.98,3.31,-0.52,14.53,-2.53,4.20
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,,-79.89,,,-37.41,,-28.55,-13.90,-23.58,-29.09,-19.74,0.06,-23.11,-26.99,-26.72,-24.92,-12.71,-17.42,-40.72,-44.70,18.33,41.91,142.29,116.62,-13.75,-24.39,-46.41,-39.98,-16.68,-12.84,-13.58
CZCurrent_sy,,-22.78,,,16.81,,43.90,38.88,-1.33,11.96,-45.67,-46.70,-37.16,-21.07,-1.11,-3.72,34.17,-1.40,-5.57,-9.17,-2.97,5.75,28.04,26.12,-20.42,-20.52,-11.77,23.03,-0.97,4.24,-26.25
CZCurrent_qq,,,,-30.06,-6.92,11.90,-1.91,-15.73,-17.38,3.82,11.03,5.06,-36.51,-1.41,11.45,7.63,-26.19,-6.72,-20.00,0.39,57.95,11.86,36.59,-10.24,-37.11,-1.93,-3.20,0.53,-12.69,2.59,-4.03
CZCurrent_sq,,,,3.29,7.77,-13.12,48.80,-0.31,-23.43,-1.42,-27.80,-2.20,-9.72,23.82,-9.54,-4.79,25.82,-9.01,-13.37,-8.42,34.41,-0.83,4.89,-9.79,-15.19,-0.96,16.44,25.78,-31.74,4.25,-17.61
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,,241.74,,,148.11,,34.27,-11.83,31.76,47.41,21.65,-7.52,26.15,34.69,48.34,56.67,24.73,29.91,58.98,72.38,-11.33,-24.72,-48.41,-41.52,-10.68,1.21,39.83,5.53,22.01,15.86,9.79
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,80.47,-15.75,-14.04,2.73,18.51,25.91,-3.83,-15.22,-9.91,71.75,2.68,-6.63,-4.85,36.73,6.94,14.26,3.18,-29.67,-9.20,-21.71,16.96,7.42,2.89,8.16,-11.73,24.20,-2.30,2.50
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,,-70.76,,,-59.69,,-25.51,13.43,-24.10,-32.16,-17.79,8.13,-20.74,-25.76,-32.58,-36.17,-19.82,-23.02,-37.11,-41.99,12.77,32.83,93.85,71.00,11.96,-1.21,-28.48,-5.23,-18.04,-13.68,-8.92
CZOCurrent_sy,,-7.85,,,-15.20,,36.20,5.94,15.02,34.53,-38.14,-24.04,-46.61,-30.76,-8.00,-30.67,59.58,6.11,-13.92,2.83,-9.01,17.69,20.81,40.08,2.45,-22.75,-4.55,-5.26,0.71,13.50,-1.41
CZOCurrent_qq,,,,-44.58,18.70,16.34,-2.67,-15.61,-20.58,3.98,17.95,11.00,-41.78,-2.61,7.12,5.09,-26.87,-6.49,-12.48,-3.07,42.18,10.14,27.72,-14.50,-6.91,-2.81,-7.54,13.29,-19.49,2.36,-2.44
CZOCurrent_sq,,,,9.35,-23.02,-15.64,91.80,-14.94,-16.42,-1.33,-11.81,4.44,-41.25,27.95,17.18,-21.29,35.22,-14.93,-4.94,-5.97,19.66,10.03,-2.41,9.02,-12.49,-17.03,20.58,8.21,-6.97,-6.50,4.74
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,,0.49,,,-3.40,,-4.84,0.78,-0.10,-0.51,0.56,0.49,-0.57,0.75,11.58,11.00,13.49,12.02,1.42,3.00,-5.54,-4.20,-4.21,-6.56,-0.88,-5.99,-2.16,-2.06,2.63,-1.37,-2.95
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,-5.39,1.07,-0.58,0.10,0.19,0.19,-1.00,1.18,0.12,-0.86,0.32,12.06,-0.40,1.36,-0.98,1.46,1.15,-7.05,0.43,1.45,-1.33,-1.40,-4.75,5.58,-1.23,3.32,-8.46,3.88
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,,-26.07,,,-31.58,,-59.03,-16.31,-6.10,-15.59,-15.71,11.88,-9.88,-7.03,-14.83,-47.73,-53.10,-60.32,-58.26,-40.43,-17.59,-2.63,2.05,-16.48,-24.13,-28.62,-28.27,-18.71,-9.90,-13.92,-14.96
EVPCurrent_sy,,0.76,,,10.03,,-1.14,8.79,35.17,-1.28,14.39,5.48,-19.91,-7.54,-10.88,-21.04,-11.92,-24.48,-0.98,35.21,68.24,62.57,43.16,12.27,-9.64,-8.30,-9.24,-12.81,-14.35,-5.16,-7.04
EVPCurrent_qq,,,,-55.83,-12.25,5.93,-0.21,-9.77,-1.54,-4.78,-0.35,19.76,-20.69,-1.77,-8.70,-26.51,-28.83,-16.89,-3.97,4.89,-1.56,-1.81,0.64,-14.15,-10.58,-7.62,1.14,-2.71,-0.89,-11.74,-0.07
EVPCurrent_sq,,,,2.40,2.25,16.84,-19.18,12.68,27.04,-14.67,-6.35,3.91,-3.55,-1.49,-9.74,-7.94,7.60,-15.53,18.35,25.72,33.88,-18.38,4.22,-1.42,7.75,-17.17,3.16,-5.30,5.85,-8.28,1.11
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,,-70.61,,,-61.06,,-29.11,14.31,-24.18,-32.51,-17.33,8.65,-21.20,-25.21,-24.77,-29.15,-9.00,-13.77,-36.21,-40.25,6.52,27.26,85.70,59.78,10.97,-7.13,-30.03,-7.18,-15.88,-14.86,-11.61
EVEBITCurrent_sy,,52.00,,,28.81,,80.03,-16.73,25.55,41.97,-38.13,-20.72,-38.70,-30.01,-11.12,9.80,49.48,8.50,7.22,-9.69,-13.43,21.14,15.54,24.05,-17.38,-21.78,-21.67,11.04,10.63,-0.85,-7.60
EVEBITCurrent_qq,,,,-47.57,19.97,15.66,-2.57,-15.44,-20.42,2.95,19.35,11.13,-42.29,-2.29,20.04,4.67,-25.88,-7.41,-11.21,-1.96,32.16,10.62,29.57,-15.64,-8.22,-7.43,-2.38,11.90,-16.82,-6.31,1.35
EVEBITCurrent_sq,,,,31.22,-23.44,-14.01,108.40,-39.30,15.43,-2.77,-9.18,-22.22,-10.75,11.03,15.32,-3.92,21.49,-19.40,13.96,-19.07,16.46,12.79,8.69,-13.11,-22.43,6.78,8.85,23.17,-22.72,-4.31,1.44
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,,-46.24,,,-57.48,,-26.08,-7.47,-23.41,-28.14,-19.00,9.20,-22.34,-23.63,-16.75,-20.00,-8.18,-14.81,-37.65,-40.46,-4.15,4.36,26.16,8.57,-19.17,-24.43,-30.38,-12.64,-12.45,-13.58,-12.36
EVEBITDACurrent_sy,,-23.35,,,54.57,,37.22,66.72,14.09,3.32,-47.25,-38.39,-33.04,-17.05,11.28,-14.16,-6.35,-14.88,-5.65,2.33,17.96,6.49,21.69,26.37,-17.91,-13.57,20.04,1.60,-1.70,-1.90,-21.52
EVEBITDACurrent_qq,,,,-37.42,10.96,6.46,,-21.66,-8.16,-0.11,12.72,5.60,-34.68,-1.77,22.87,1.48,-25.03,-8.86,-10.08,-3.08,20.67,-0.77,8.70,-16.59,-10.16,-7.23,0.15,4.67,-9.96,-8.44,1.56
EVEBITDACurrent_sq,,,,-17.26,24.60,-0.05,,0.52,-14.73,-9.49,-32.01,17.42,-7.33,12.13,-8.79,-9.42,1.10,1.92,1.09,-1.75,16.53,-7.99,15.52,2.03,-24.30,-3.11,60.43,-13.64,-26.77,-3.31,28.34
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,,701.49,,,-30.38,,-30.28,-10.50,-2.36,8.02,-0.77,-18.92,1.91,7.84,-48.70,-45.86,-51.28,-47.59,47.74,40.45,-23.16,-35.07,-60.68,-52.51,4.09,18.62,72.77,54.48,10.21,5.72,2.63
ROE_sy,,175.09,,,38.65,,-3.29,-52.49,-30.81,-18.65,15.81,77.69,36.39,50.00,-7.14,-17.71,-11.84,-8.88,50.00,21.62,25.60,-10.66,-39.66,-35.25,-13.86,12.66,13.91,-0.13,15.56,9.14,31.35
ROE_qq,,,,-13.14,1.12,-16.48,-4.97,11.51,10.32,-7.60,-12.70,-8.89,38.65,-2.22,-58.47,-3.86,24.78,5.18,17.09,-8.60,-31.73,-11.13,-29.08,10.37,49.63,1.28,3.29,-1.31,6.75,-2.85,0.27
ROE_sq,,,,76.52,-22.77,-21.34,-9.81,-13.28,12.46,-7.52,28.40,33.06,-13.68,1.71,-20.51,17.93,-7.52,5.12,30.84,-4.38,-4.50,-25.23,-11.63,2.60,27.05,-2.21,-10.65,-10.05,47.02,-7.64,7.54
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,,542.12,,,-20.10,,-20.91,-11.60,18.07,28.82,22.15,0.74,-4.50,-42.64,-63.52,-61.10,-57.62,-23.44,61.06,33.91,-30.16,-41.34,-66.19,-52.81,4.78,24.76,77.84,59.63,21.11,14.05,14.09
ROA_sy,,126.36,,,19.81,,-6.99,-61.10,-24.85,-27.89,-4.60,47.49,60.80,30.15,6.35,-15.70,-22.22,-2.74,30.53,6.33,10.66,-7.14,-24.15,-33.39,-7.71,2.38,-28.04,13.14,-7.52,21.35,88.66
ROA_qq,,,,0.86,-15.01,-6.56,-1.26,12.74,13.52,1.95,-6.38,-7.02,7.61,-38.76,-40.46,-0.86,17.25,10.63,25.25,-17.57,-38.85,-7.08,-27.81,15.04,35.78,10.64,2.90,3.26,3.02,4.18,2.95
ROA_sq,,,,124.84,-53.67,9.22,-18.26,-5.95,-10.50,4.80,8.14,45.41,-2.43,-15.17,-11.63,15.27,-9.98,6.08,18.59,-6.10,-6.32,-10.98,-3.14,-17.54,29.81,-1.25,-31.92,29.66,6.11,29.57,5.84
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,,151.69,,,75.74,,-42.21,-26.79,23.84,25.06,1.99,2.96,14.36,24.29,13.19,-26.21,-48.46,-53.99,-34.57,-0.33,-22.62,-23.46,-45.01,-47.71,-31.63,-23.14,2.50,-12.39,7.13,1.10,-3.82
OPM_sy,,195.03,,,54.77,,-6.38,-45.63,-37.64,-32.62,11.82,72.24,113.95,89.66,36.29,4.60,-12.61,-12.10,-9.53,2.51,-10.07,-5.32,7.70,10.54,26.14,29.30,-9.38,-12.62,-18.09,-22.27,-1.49
OPM_qq,,,,-15.76,-26.85,-8.43,2.40,6.73,23.73,-7.52,-16.49,7.75,37.43,0.51,-23.94,-29.76,-4.01,-10.27,8.14,6.99,-25.47,-11.24,-22.30,1.74,-2.56,-0.22,3.63,-13.04,19.15,-5.83,-1.41
OPM_sq,,,,37.34,-5.81,-5.29,-23.58,-20.24,8.04,2.33,26.82,22.85,34.21,-9.29,-8.87,-5.72,12.13,-8.77,-6.20,6.83,-1.63,-3.94,6.70,9.65,12.25,-1.54,-25.22,5.73,5.21,-6.56,-5.23
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,,266.09,,,13.12,,-39.74,-3.57,23.04,19.68,4.45,11.27,17.88,26.39,4.15,-37.27,-52.66,-57.11,-30.61,4.58,-26.30,-28.38,-56.03,-58.69,-11.20,0.36,36.93,38.22,5.37,0.24,1.31
ROS_sy,,91.92,,,59.41,,-2.18,-59.50,-52.56,-41.95,-17.12,124.37,86.58,71.24,45.81,-13.52,-11.23,-28.44,-6.16,-7.44,-0.40,9.55,18.93,5.33,13.89,26.26,-40.94,-33.97,-7.49,-9.29,92.52
ROS_qq,,,,-33.24,-6.75,-4.78,1.65,6.83,18.98,-7.38,-11.29,13.81,26.05,-0.69,-26.90,-31.46,-4.87,-10.02,18.27,3.30,-32.96,-12.55,-27.40,-2.94,44.11,-1.17,-0.95,-2.03,9.87,-5.99,0.12
ROS_sq,,,,66.02,-5.85,-7.45,-32.38,-31.27,10.29,13.26,-3.47,86.08,-8.29,3.95,-17.81,10.37,-5.86,-16.21,7.78,8.86,1.31,-7.84,17.01,-3.59,9.54,2.18,-45.27,7.79,53.47,0.19,16.17
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,,272.52,,,88.82,,-41.55,-8.52,13.69,18.65,-5.32,-4.99,18.60,35.48,22.85,-19.25,-50.03,-57.08,-37.20,-6.29,-20.02,-19.76,-42.17,-42.30,-31.24,-24.21,-0.42,-17.59,6.09,0.22,-4.14
RS_sy,,234.51,,,-11.11,,-31.78,-31.86,-14.48,-14.13,44.84,76.87,87.24,54.79,-2.88,14.21,-1.05,0.27,38.67,21.00,4.45,-2.68,-13.58,-30.28,-0.96,22.55,-16.95,-15.77,-7.26,-16.15,17.66
RS_qq,,,,-31.90,-4.72,-12.57,3.04,6.57,18.41,-8.75,-17.78,6.94,47.81,4.24,-25.44,-29.71,-8.53,-10.46,9.08,4.90,-21.94,-10.16,-21.38,4.66,-6.98,-0.98,3.29,-13.39,19.75,-6.45,-1.20
RS_sq,,,,-11.54,-14.58,10.91,-18.60,-11.65,7.21,11.37,37.29,7.89,13.50,-7.93,-13.86,26.88,-1.66,-6.70,19.13,10.70,-15.11,-13.07,5.79,-10.69,20.58,7.57,-28.31,-9.42,32.76,-2.74,0.60
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPM_yy,,243.62,,,20.02,,-38.42,-0.53,26.53,26.59,0.48,1.35,15.49,25.03,11.26,-27.95,-50.34,-55.69,-36.00,-6.34,-30.15,-32.50,-50.89,-48.02,-23.07,-12.62,12.91,-8.65,-0.44,-3.92,-3.55
GPM_sy,,134.55,,,69.42,,4.75,-61.17,-47.17,-37.52,-24.50,164.93,120.70,87.34,69.47,-8.28,-11.92,-18.81,-7.09,-13.47,-9.69,0.82,7.56,25.58,28.84,32.36,-27.89,-36.31,-17.86,-13.75,42.81
GPM_qq,,,,-33.51,-5.14,-7.18,5.19,7.40,20.66,-7.14,-16.50,8.33,37.50,0.53,-25.70,-29.85,-5.22,-10.31,7.33,2.65,-29.32,-13.32,-21.92,8.65,4.61,-1.54,0.90,-12.10,14.02,-4.98,1.28
GPM_sq,,,,36.12,6.01,-15.02,-14.57,-49.55,44.24,0.50,3.23,77.04,20.16,-14.69,-6.62,-4.18,15.40,-21.36,6.85,-10.76,20.44,-12.22,14.00,4.19,23.57,-9.81,-37.90,-7.97,59.36,-5.30,2.83
RBS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RBS_yy,,1.30,,,6.27,,-20.48,19.14,4.91,3.28,1.39,29.73,16.34,20.71,-10.37,-35.63,-40.87,-46.80,-24.74,-7.99,-9.00,-4.53,-15.78,-24.88,-26.20,-25.03,-17.98,-16.73,-8.44,-8.78,-7.94
RBS_sy,,15.14,,,-1.23,,-5.74,-20.83,-2.66,-7.63,-8.77,5.80,-2.83,5.74,7.17,-1.15,11.16,14.80,19.76,17.11,-2.06,-8.67,-7.21,6.14,18.13,17.41,4.94,-9.94,-9.36,-9.90,-1.77
RBS_qq,,,,-38.00,28.14,0.15,-0.04,-7.12,12.83,-1.41,-1.88,18.85,1.19,2.30,-27.15,-14.64,-7.05,-7.95,3.06,4.35,-8.07,-3.42,-9.10,-6.91,-9.69,-1.90,-0.55,-5.50,-0.69,-2.27,0.37
RBS_sq,,,,11.50,-11.38,-2.74,-1.92,-6.36,8.97,-7.71,-3.13,8.60,0.08,0.44,-1.82,0.17,12.54,3.73,2.42,-2.04,-5.88,-3.27,4.05,12.04,4.75,-3.85,-7.00,-3.84,5.42,-4.43,1.38
ROPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPA_yy,,341.78,,,24.05,,-24.13,-32.90,18.87,34.68,19.23,-6.81,-7.37,-43.62,-60.32,-54.24,-53.87,-17.88,51.80,27.64,-26.64,-37.33,-57.79,-40.26,-19.44,-4.48,33.39,1.31,23.17,15.20,8.17
ROPA_sy,,200.59,,,32.78,,-5.03,-44.07,-24.24,-0.15,-5.92,67.80,51.96,11.49,6.62,-11.17,-0.77,0.40,28.42,-9.97,-18.75,-14.08,-27.57,-21.03,0.64,3.67,-7.01,3.84,0.32,1.36,-8.98
ROPA_qq,,,,27.28,-33.34,-10.15,-0.48,12.57,18.08,1.80,-11.89,-12.02,17.37,-38.04,-37.99,1.46,18.31,10.32,14.63,-14.69,-32.00,-5.75,-22.80,20.74,-8.30,11.75,7.81,-8.30,11.49,4.51,1.23
ROPA_sq,,,,39.64,-28.55,-1.11,-3.75,-17.76,-3.22,30.33,-9.31,46.69,-12.36,-4.38,-13.27,22.20,-2.10,-3.24,10.93,-14.33,-11.64,2.32,-6.48,-6.59,12.60,5.40,-16.11,4.31,8.78,6.49,-24.67
ZNPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNPO_yy,,424.96,,,-43.49,,-50.50,-86.11,-73.41,-78.79,-79.05,-28.93,39.49,206.84,3861.40,88.93,-7824.50,81.19,-85.68,222.63,100.46,-86.97,-90.96,-93.13,183.10,22.56,129.46,86.79,-6.03,15.87,-8.09
ZNPO_sy,,137.20,,,17.19,,-2.89,-38.39,-60.05,-14.83,-30.33,32.56,103.63,6.95,9.48,26.06,-24.31,-11.87,46.71,-29.31,-7.91,1.96,-36.13,-48.28,27.80,6.43,41.59,158.25,-1.31,10.10,13.20
ZNPO_qq,,,,42.99,-62.00,-10.63,1.95,-59.87,-27.28,-28.70,0.72,36.11,42.71,56.84,1200.29,-93.51,-5934.81,103.68,2.79,46.21,-91.63,3.57,-28.63,11.08,244.82,-55.16,33.62,-9.58,73.47,-44.72,6.00
ZNPO_sq,,,,-1.89,26.87,-20.82,-1.47,-37.75,-17.74,68.82,-19.40,18.44,26.36,-11.34,-17.49,36.38,-24.13,3.24,37.35,-34.29,-1.16,14.30,-13.96,-46.79,144.23,-4.81,14.46,-2.95,-6.67,6.20,17.69
ZFI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFI_yy,,506.06,,,-98.73,,-98.73,-85.23,3882.17,3190.31,4086.82,277.23,-16.52,-85.88,-46.18,-46.99,-14.64,6000.75,348.33,615.01,-33.85,-92.46,-78.09,-89.86,92.01,-74.68,-28.20,37.88,-358.68,1164.68,321.80
ZFI_sy,,-40.80,,,-11.30,,-24.42,-24.68,23.65,-60.92,-29.43,7.45,22.34,123.63,23.37,2.31,-16.53,-42.86,-4.87,-8.36,-2.02,109.76,34.28,-14.16,3.15,-35.66,-15.61,19.20,20.95,71.33,17.07
ZFI_qq,,,,,-98.73,,,1065.89,241.56,-17.37,27.25,5.05,-24.41,-86.02,384.90,3.46,21.71,899.15,-64.37,65.00,-88.74,13.86,3.55,-23.66,113.33,-84.99,193.70,46.59,-500.25,173.39,-2.04
ZFI_sq,,,,,-50.33,,,-11.79,-18.45,-47.99,88.61,34.30,-7.15,-4.92,4.06,11.38,-24.25,-34.91,73.23,7.30,-19.01,39.35,10.89,-31.41,-2.68,-13.08,45.44,-3.11,-1.25,23.13,-0.62
