,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q4,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
CPZ_sq,,,13.45,5.15,-12.25,-2.79,-1.15,-6.98,-7.50,2.70,23.68,-5.32,-3.37,8.14,11.83,5.29,1.37,-14.41,,,-2.11,7.91,12.67,13.02,-7.33,-2.82,,,3.49,-0.56,-1.69,,-2.30,-1.18,-3.57,0.62,-1.84,1.88,8757.06
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,-18.44,-34.63,,,,14.34,2.93,-6.26,-19.80,-9.80,25.74,65.86,72.85,58.48,33.63,9.05,23.50,21.69,,,,,,-98.69,-89.38,229.30,,,,,,,,,,,,,
RZ_sy,-16.54,-1.23,,,,-7.20,2.76,1.98,53.36,11.98,-7.24,-7.26,-33.74,-30.35,-22.70,-10.08,-10.32,3.84,,,,,,-3.78,5.10,10.65,,,,,,,,,,,,,
RZ_qq,,,1.96,6.50,6.21,-0.86,-8.22,-3.01,-9.12,11.49,27.95,27.95,-5.29,2.22,7.89,4.41,7.25,0.72,,,-80.85,-6.95,-24.99,-90.20,55.24,2784.34,,,,,,,,,,,,,
RZ_sq,,,-5.71,-12.93,-4.31,18.13,4.40,-13.59,43.90,-13.74,-13.52,-13.61,2.81,-9.33,-4.01,0.49,2.55,4.98,,,0.16,-1.94,-5.08,3.21,9.41,3.24,,,,,,,,,,,,,
CRZ,33000,51000,50000,47000,44000,44000,48000,50000,55000,49000,38000,30000,32000,31000,29000,28000,26000,26000,,19000,98000,105000,140000,1427000,919000,32000,,,,,,,,,,,,,
CRZ_yy,22.22,54.55,,,,-13.73,-4.00,6.38,25.00,11.36,-20.83,-40.00,-41.82,-36.73,-23.68,-6.67,-18.75,-16.13,,,,,,7410.53,837.76,-69.52,,,,,,,,,,,,,
CRZ_sy,19.42,1.63,,,,8.00,95.45,98.55,103.92,-11.11,7.75,17.52,50.96,44.17,29.86,11.18,11.15,-3.76,,,,,,27.07,-4.94,-9.37,,,,,,,,,,,,,
CRZ_qq,,,-1.96,-6.00,-6.38,,9.09,4.17,10.00,-10.91,-22.45,-21.05,6.67,-3.12,-6.45,-3.45,-7.14,,,,415.79,7.14,33.33,919.29,-35.60,-96.52,,,,,,,,,,,,,
CRZ_sq,,,-47.20,4.55,-26.09,,-4.44,6.20,-24.09,15.38,15.83,15.83,-2.48,10.19,4.34,-0.83,-2.51,,,,21.80,2.16,0.30,1.81,-8.88,-2.60,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,-1.11,-12.14,,,,5.66,-8.02,-17.24,-24.78,-29.38,-37.78,-52.36,-51.86,-56.99,-47.92,-16.41,-2.88,23.46,-73.70,,,-37.65,,-84.68,-68.78,-26.21,-11.68,,,,,-46.15,-27.71,-4.35,9.68,10.71,-16.67,-30.30,-57.35
RMO_sy,9.56,18.84,,,,-10.42,-13.60,-1.81,-11.89,0.86,16.11,9.54,7.83,-5.98,-6.33,-5.60,-0.10,3.79,-13.92,,,6.18,,-11.07,-2.62,3.01,7.86,,,,,16.45,21.36,-3.82,-5.65,-12.74,-2.45,4.19,-34.59
RMO_qq,,,3.83,4.88,1.21,-4.13,-9.61,-5.63,-8.02,-9.99,-20.37,-27.74,-7.05,-19.58,-3.58,15.98,7.99,2.23,,,-21.94,-28.36,-31.65,-59.92,59.08,69.31,,,-20.19,-16.87,-10.14,-9.68,7.14,10.00,3.03,-8.82,-19.35,-8.00,-36.96
RMO_sq,,,-12.57,-5.84,14.58,-5.04,-15.67,7.02,2.81,8.71,-2.92,0.97,1.20,-5.21,-3.29,1.76,7.10,-1.52,,,-9.20,-8.47,8.27,-1.16,-0.58,-3.17,,,-11.63,15.81,2.67,10.83,-7.91,-8.22,0.73,2.49,2.95,-1.97,-36.76
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,15.51,-1.55,,,,26.07,36.12,27.14,15.93,1.20,-23.21,-33.83,-37.43,-39.70,-42.61,-47.73,-39.27,-30.33,-98.03,,,-82.67,,-91.34,-65.51,-24.88,-3.12,,,,,70.20,46.96,29.09,3.05,,981.68,910.70,586.98
RMT_sy,-6.59,-18.09,,,,-17.26,-6.41,-8.40,5.68,-1.87,-5.20,0.77,-2.99,-17.34,-22.11,-25.72,-20.58,0.69,-3.64,,,-4.22,,-5.84,4.38,7.60,-1.33,,,,,-3.42,-17.59,-20.71,-0.39,,-6.41,-12.43,-64.69
RMT_qq,,,2.39,7.82,7.81,5.93,10.56,0.71,-1.70,-7.53,-16.11,-13.22,-7.05,-10.88,-20.16,-20.96,7.99,2.23,,,-59.23,-25.78,-29.11,-59.60,62.30,61.62,,,11.51,11.34,19.27,14.94,-3.71,-2.20,-4.79,,,-8.62,-35.28
RMT_sq,,,-14.78,-1.24,-12.26,12.06,-3.61,-3.35,1.24,4.05,-6.88,2.74,-2.55,-11.34,-12.25,-2.02,4.20,12.39,,,-0.31,-4.06,1.13,-2.65,10.51,-1.10,,,19.73,11.12,-12.33,-17.20,2.16,6.91,10.14,,,0.04,-55.60
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,3.74,-9.30,,,,10.46,0.85,-8.77,-17.42,-23.97,-35.31,-49.67,-49.77,-54.69,-47.09,-23.10,-10.65,11.97,-92.76,,,-79.44,,-90.75,-65.67,-24.75,-4.03,,,,,-38.10,-19.72,3.28,19.64,19.23,-12.28,-26.98,-56.72
RM_sy,13.19,5.57,,,,-5.47,-0.77,1.78,1.62,-2.38,1.11,-4.67,-8.77,-16.49,-15.29,-13.04,-16.68,-8.74,14.52,,,-1.24,,-2.33,-2.20,4.77,3.70,,,,,6.47,5.77,1.38,3.72,-3.69,-3.35,-1.08,-52.04
RM_qq,,,3.44,5.66,2.89,-1.77,-5.56,-4.42,-6.88,-9.55,-19.65,-25.64,-7.05,-18.42,-6.17,8.09,8.00,2.23,,,-56.49,-26.12,-29.80,-58.99,61.40,61.96,,,-15.48,-14.08,-8.20,-7.14,9.62,10.53,6.35,-7.46,-19.35,-8.00,-36.96
RM_sq,,,-12.07,-3.24,6.52,4.30,-7.70,-0.75,6.34,0.20,-4.40,-6.42,1.76,-8.28,-3.01,-3.93,-2.50,0.46,,,5.67,-6.98,1.17,-1.79,5.82,-0.36,,,0.51,1.75,1.38,2.69,-0.15,-2.47,3.71,-4.64,0.21,-0.18,-49.72
COP,72000,87000,84000,80000,79000,81000,90000,96000,104000,113000,138000,164000,176000,209000,168000,125000,116000,114000,,707000,779000,780000,746000,2085000,1395000,270000,,,,,,,,,,,,,
COP_yy,4.35,20.83,,,,-6.90,7.14,20.00,31.65,39.51,53.33,70.83,69.23,84.96,21.74,-23.78,-34.09,-45.45,,,,,,194.91,79.08,-65.38,,,,,,,,,,,,,
COP_sy,-1.18,-17.26,,,,34.53,35.76,21.30,27.56,6.95,-0.98,-4.39,22.84,8.00,1.72,3.32,-5.53,-14.35,,,,,,12.93,3.31,-3.48,,,,,,,,,,,,,
COP_qq,,,-3.45,-4.76,-1.25,2.53,11.11,6.67,8.33,8.65,22.12,18.84,7.32,18.75,-19.62,-25.60,-7.20,-1.72,,,10.18,0.13,-4.36,179.49,-33.09,-80.65,,,,,,,,,,,,,
COP_sq,,,8.63,11.92,-24.85,47.24,9.63,,-20.98,23.46,1.50,-3.45,1.53,8.54,-4.40,-1.94,-7.16,-1.60,,,4.02,3.31,4.81,0.26,-4.83,-3.48,,,,,,,,,,,,,
CSP,-20000,-24000,-26000,-25000,-23000,-11000,4000,16000,28000,25000,22000,32000,34000,45000,51000,26000,25000,25000,,687000,747000,741000,693000,1967000,1321000,221000,,,,,,,,,,,,,
CSP_yy,28.57,-20.00,,,,54.17,115.38,164.00,221.74,327.27,450.00,100.00,21.43,80.00,131.82,-18.75,-26.47,-44.44,,,,,,186.32,76.84,-70.18,,,,,,,,,,,,,
CSP_sy,316.67,8.00,,,,172.22,754.55,2480.00,1633.33,36.05,12.77,-3.36,8.65,13.00,-29.25,-63.04,-66.81,-61.06,,,,,,101.77,31.65,-16.51,,,,,,,,,,,,,
CSP_qq,,,-8.33,3.85,8.00,52.17,136.36,300.00,75.00,-10.71,-12.00,45.45,6.25,32.35,13.33,-49.02,-3.85,,,,8.73,-0.80,-6.48,183.84,-32.84,-83.27,,,,,,,,,,,,,
CSP_sq,,,-59.26,-145.45,220.00,1125.00,27.89,26.60,-12.61,-3.85,6.00,8.49,-1.74,,-33.63,-43.33,-11.76,,,,39.82,37.97,-4.59,9.62,-8.77,-12.50,,,,,,,,,,,,,
