,2010/Q4,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RMO_sy,,,,6.18,,-11.07,-2.62,3.01,-3.01,1.85,5.20,7.86,10.53,2.77,2.47,14.97,-5.10,-16.11,-8.31,-10.89,-8.68,23.96,13.74,16.45,21.36,-3.82,-5.65,-12.74,-2.45,4.19
RMO_qq,,,2.29,-7.18,8.38,3.82,3.46,16.59,-6.44,4.74,-0.64,-7.10,1.90,-1.62,5.42,2.16,-1.68,-1.49,-4.82,0.23,3.78,3.49,1.97,-3.20,2.45,3.33,6.44,7.34,3.97,2.97
RMO_sq,,,-9.20,-8.47,8.27,-1.16,-0.58,-3.17,1.93,3.80,2.68,-0.73,4.46,-3.48,2.38,11.38,-13.77,-14.68,11.90,8.25,-11.63,15.81,2.67,10.83,-7.91,-8.22,0.73,2.49,2.95,-1.97
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,59.50,,-56.01,-70.88,-75.69,-70.77,-61.25,-45.47,-40.81,-31.64,-23.20,-14.94,-3.96,0.97,3.19,-1.23,-2.72,-4.39,-6.29,-2.68,6.06,15.56,24.44,34.40,32.27,26.05,21.82
RMT_sy,,,,-4.22,,-5.84,4.38,7.60,13.20,16.44,-3.61,-1.33,-1.38,5.80,17.39,9.20,12.28,-14.11,-23.79,-14.45,-6.32,26.67,23.31,-3.42,-17.59,-20.71,-0.39,9.61,-6.41,-12.43
RMT_qq,,,-0.55,-3.11,-31.41,-33.44,-34.17,-19.09,-17.53,-11.78,-7.36,-12.17,-4.76,-0.89,2.59,-0.83,0.13,1.29,-1.80,-2.33,-1.58,-0.72,1.98,6.44,7.23,6.91,10.14,4.76,2.19,3.32
RMT_sq,,,-0.31,-4.06,1.13,-2.65,10.51,-1.10,6.39,0.14,-8.52,1.23,6.34,7.44,1.50,-5.82,9.33,-17.81,-9.94,5.72,19.73,11.12,-12.33,-17.20,2.16,6.91,10.14,-8.89,-12.77,0.04
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,46.69,,-1.93,-7.98,5.79,-8.71,-8.11,-6.93,-20.78,-12.80,-13.34,-6.81,3.34,2.95,3.89,-4.12,-5.77,-3.20,-1.01,4.82,6.04,8.62,11.60,17.90,24.96,23.93,22.14
RM_sy,,,,-1.24,,-2.33,-2.20,4.77,1.94,2.62,-3.41,3.70,10.97,14.73,12.24,4.65,-8.53,-16.46,-12.76,-10.63,-2.45,6.32,5.93,6.47,5.77,1.38,3.72,-3.69,-3.35,-1.08
RM_qq,,,2.11,-6.93,4.63,-1.38,-4.19,7.00,-9.71,-0.73,-2.97,-8.92,-0.60,-1.35,4.35,1.00,-0.98,-0.45,-3.70,-0.73,1.71,1.81,1.98,0.41,4.19,4.60,7.73,6.43,3.33,3.10
RM_sq,,,5.67,-6.98,1.17,-1.79,5.82,-0.36,-1.56,-1.13,-0.41,6.98,5.35,2.22,-2.57,-0.26,-7.92,-6.64,1.74,2.18,0.51,1.75,1.38,2.69,-0.15,-2.47,3.71,-4.64,0.21,-0.18
COP,,-569000,-255000,,-622000,,,,,,,306000,261000,244000,210000,298000,318000,317000,336000,352000,330000,316000,303000,328000,320000,309000,290000,267000,261000,260000
COP_yy,,,,,,,,,,,,,,,,-2.61,21.84,29.92,60.00,18.12,3.77,-0.32,-9.82,-6.82,-3.03,-2.22,-4.29,-18.60,-18.44,-15.86
COP_sy,,,,,,,,,,,,,,,,9.71,14.20,8.66,-5.90,1.56,3.11,2.57,7.63,5.13,7.54,3.76,-2.28,3.90,-6.54,12.08
COP_qq,,,55.18,,,,,,,,,,-14.71,-6.51,-13.93,41.90,6.71,-0.31,5.99,4.76,-6.25,-4.24,-4.11,8.25,-2.44,-3.44,-6.15,-7.93,-2.25,-0.38
COP_sq,,,4.02,,,,,,,,,,-3.43,5.92,8.94,-1.54,0.52,0.78,-5.66,6.27,2.05,0.25,-1.00,3.80,4.39,-3.27,-6.76,10.36,-6.10,16.00
CSP,,-695000,-382000,,-737000,,,,,,,206000,159000,141000,115000,208000,210000,200000,216000,235000,224000,220000,204000,221000,209000,200000,190000,177000,178000,181000
CSP_yy,,,,,,,,,,,,,,,,0.97,32.08,41.84,87.83,12.98,6.67,10.00,-5.56,-5.96,-6.70,-9.09,-6.86,-19.91,-14.83,-9.50
CSP_sy,,,,,,,,,,,,,,,,10.38,13.33,-34.58,-34.35,-77.78,-18.49,52.23,56.29,234.62,-14.43,-32.22,11.02,63.22,77.11,59.26
CSP_qq,,,45.04,,,,,,,,,,-22.82,-11.32,-18.44,80.87,0.96,-4.76,8.00,8.80,-4.68,-1.79,-7.27,8.33,-5.43,-4.31,-5.00,-6.84,0.56,1.69
CSP_sq,,,39.82,,,,,,,,,,-0.94,14.29,-4.17,1.74,1.71,-34.03,-3.82,-65.56,273.08,23.20,-1.26,-26.27,-4.60,-2.41,61.73,8.40,3.52,-12.24
