,2006/Q4,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
SP2,3470,1910,5310,4810,4180,3650,3420,3170,2870,2200,,2320,2220,2160,,2220,2220,2440,,2590,2480,2630,2560,2440,2380,2360,2480,2210,2330,2350,2410,3080,3160,4170,4460,5010,4990,5180,5040,5730,5870,4710,6680,5640,5980,4510
CAR,850,300,3480,6250,5550,3960,4730,5490,4180,3110,,2770,3650,3510,,3020,2570,3110,,3560,2610,2700,2710,2080,1860,980,1790,1540,1260,1370,1490,1670,2130,2840,3580,2230,2440,1730,2300,2350,2180,1360,2570,1140,2070,750
QR,2760,1640,4970,8330,7800,5980,7410,8280,6220,4500,,4340,5190,5070,,4380,3710,5150,,6330,4370,4980,4640,3580,3830,3540,3590,3240,3200,3490,3470,3680,4019,5090,5660,4440,4140,3150,3720,3920,3500,1530,3670,2750,4840,1250
CR,2800,1660,4990,8530,7810,6030,7430,8290,6310,4640,,4350,5350,5290,,4440,4019,5360,,6470,4730,5140,5170,4160,4200,4090,4120,3720,3610,4040,3980,4090,4350,5560,6170,4770,4520,3620,4380,4670,4019,2310,4140,3280,5350,1960
PP,890,320,3510,6280,5570,3980,4750,5510,4200,3120,,2780,3660,3580,,3170,2780,3510,,4090,2900,3040,3110,2080,1860,1790,1810,1540,1260,1370,1490,1670,2130,2840,3580,2230,2440,1730,2430,2350,2180,1360,2600,1870,3440,1180
RCLR,1560,1070,1220,1630,1570,1460,1820,1930,1410,1460,,1510,1570,1600,,1170,1110,1480,,2070,1580,1820,1590,1760,1960,1770,1820,1620,1900,2130,2460,2400,2200,2640,2530,2490,2020,1730,1700,2020,1690,900,1430,1210,1800,740
KP,510,280,670,720,680,630,640,630,580,480,,490,490,480,,480,470,530,,560,520,550,540,510,500,480,500,460,470,480,490,550,570,650,680,660,650,620,650,670,650,490,670,600,700,430
PKKO,300,230,1290,1240,1170,1200,1210,1090,970,760,,770,740,770,,860,850,910,,880,740,780,770,750,710,650,680,600,610,520,520,570,560,650,640,680,620,610,590,670,640,460,590,570,600,440
RN,6360,4850,4810,5380,5520,5470,5670,5750,5700,5750,5650,5380,5330,5260,5370,5510,5340,5650,5930,5420,5160,4820,4910,4750,4530,4280,4170,4410,4470,4680,4440,4320,4280,4220,4390,4170,4190,4110,4140,4330,4460,4850,4920,5020,5190,4820
CRN,57000,75000,76000,68000,66000,67000,64000,64000,64000,64000,65000,68000,68000,69000,68000,66000,68000,65000,62000,67000,71000,76000,74000,77000,80000,85000,88000,83000,82000,78000,82000,85000,85000,87000,83000,88000,87000,89000,88000,84000,82000,75000,74000,73000,70000,76000
CPZ,37000,59000,60000,51000,51000,47000,40000,38000,39000,39000,41000,46000,45000,45000,44000,46000,54000,52000,50000,45000,42000,42000,42000,45000,45000,48000,48000,46000,46000,42000,41000,38000,37000,36000,34000,36000,36000,42000,45000,45000,46000,53000,54000,59000,57000,67000
RZ,,310920,276530,112880,122820,102730,111100,314750,250700,466840,397090,514010,720000,1392720,1318860,286610,151340,51540,55900,55520,58020,135580,135530,158600,179730,159790,111020,108800,106890,114490,165190,189030,205190,166460,157380,138750,112130,65660,42600,28660,26370,31160,36450,36630,39780,37150
CRZ,,1000,1000,3000,3000,4000,3000,1000,1000,1000,1000,1000,1000,0,0,1000,2000,7000,7000,7000,6000,3000,3000,2000,2000,2000,3000,3000,3000,3000,2000,2000,2000,2000,2000,3000,3000,6000,9000,13000,14000,12000,10000,10000,9000,10000
RMO,3540,3330,1960,1760,1430,1200,1250,1320,1350,1450,1440,1590,1710,1660,1700,1580,1500,1540,1620,1580,1600,1620,1620,1690,1760,1740,1840,1960,2050,2250,2340,2440,2390,2290,2170,2000,1950,1920,1900,1890,1920,1980,1950,1910,1870,1730
RMT,13630,7060,6720,6550,5700,4820,4240,3940,3560,3170,2920,2890,2760,2660,2710,2450,2390,2620,2760,2870,3060,3260,3270,3420,3520,3340,3470,3540,3680,4059,4180,4950,5380,6170,7120,7660,8750,9520,10000,10410,11260,12000,12860,12860,12350,11600
RM,2810,2260,1520,1390,1150,960,960,990,980,990,960,1020,1050,1020,1040,960,920,970,1020,1020,1050,1080,1080,1130,1170,1140,1200,1260,1320,1450,1500,1640,1660,1670,1660,1580,1590,1600,1600,1600,1640,1700,1690,1660,1630,1500
COP,,76000,77000,71000,69000,71000,67000,65000,65000,65000,66000,69000,69000,,,67000,70000,72000,69000,74000,77000,79000,77000,79000,82000,87000,91000,86000,85000,81000,84000,87000,87000,89000,85000,91000,90000,95000,97000,97000,96000,87000,84000,83000,79000,86000
CSP,,17000,17000,20000,18000,24000,27000,27000,26000,26000,25000,23000,24000,,,21000,16000,20000,19000,29000,35000,37000,35000,34000,37000,39000,43000,40000,39000,39000,43000,49000,50000,53000,51000,55000,54000,53000,52000,52000,50000,34000,30000,24000,22000,19000
