,2008/Q4,2009/Q4,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
RMO_yy,,-24.22,-0.09,,,,-16.06,-10.25,-10.63,-7.11,17.84,-7.31,-15.77,-19.88,-5.89,-0.84,-7.39,-17.69,-21.92,-23.72,-3.70,31.73,21.57,51.29,31.08,0.20,28.10,24.78,39.91,73.00,53.05,36.56,35.72
RMO_sy,,-56.91,-25.52,,,,9.12,75.08,33.80,-42.57,-39.11,-46.36,-39.32,-1.77,-13.74,2.36,13.85,19.51,12.08,-11.96,8.78,18.26,-1.47,7.29,4.59,-8.38,1.83,8.49,-19.66,-21.50,-25.09,-10.33,8.17
RMO_qq,,,,9.11,7.05,0.48,-28.48,16.67,6.59,4.44,-9.26,-8.23,-3.15,-0.65,6.57,-3.30,-9.55,-11.70,1.10,-5.53,14.19,20.79,-6.70,17.57,-1.07,-7.67,19.29,14.52,10.93,14.16,5.53,2.18,10.25
RMO_sq,,,,-40.27,0.62,45.40,24.88,-4.17,-23.11,-37.59,32.40,-15.59,-13.02,1.04,16.26,0.17,-3.25,6.06,9.03,-21.32,19.55,15.31,-9.16,-14.32,16.54,1.01,0.97,-8.72,-13.70,-1.30,-3.65,9.27,4.11
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,37.50,-4.30,,,,-94.41,-94.54,-94.79,-94.58,5.55,-5.96,-6.47,-12.45,-2.98,-2.00,-12.49,-20.18,-28.85,-29.23,-21.50,-9.40,-11.27,-11.32,-15.10,-19.57,-1.70,6.64,11.28,12.10,2.94,0.67,1.01
RMT_sy,,-37.38,3.83,,,,7.87,-4.94,-17.20,-14.81,-23.69,-29.23,-32.93,-40.28,-15.95,-8.57,10.61,16.79,9.98,-6.79,-2.54,-2.90,-20.26,-40.86,-38.04,-37.26,-46.00,10.37,19.05,15.72,26.77,21.67,-20.14
RMT_qq,,,,9.11,7.05,0.48,-95.24,6.63,2.18,4.44,-7.24,-5.00,1.62,-2.24,2.80,-4.04,-9.26,-10.83,-8.37,-4.56,0.65,2.92,-10.26,-4.61,-3.63,-2.49,9.67,3.48,0.56,-1.77,0.71,1.19,0.90
RMT_sq,,,,8.48,2.14,-3.66,1.06,-4.41,-11.03,-0.89,-9.47,-11.34,-15.69,-11.75,27.41,-3.55,2.00,-6.82,19.98,-18.25,6.64,-7.16,-1.47,-39.37,11.72,-5.99,-15.20,23.93,20.50,-8.62,-7.11,18.95,-20.90
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-16.14,-0.66,,,,-71.10,-71.01,-72.01,-70.91,8.94,-6.34,-9.19,-14.59,-3.80,-1.67,-11.07,-19.48,-27.03,-27.78,-17.21,-0.65,-4.50,-0.42,-7.22,-16.03,3.27,9.41,15.29,19.61,8.87,4.91,4.78
RM_sy,,-52.98,-13.23,,,,2.76,50.32,10.56,-20.56,-25.00,-31.32,-26.11,-22.96,-9.08,-3.53,8.96,26.21,11.69,5.21,1.63,-31.29,-0.99,-0.84,7.36,49.16,-31.95,-21.06,-21.92,-26.17,-4.83,2.20,14.06
RM_qq,,,,9.11,7.05,0.48,-75.38,9.44,3.37,4.44,-7.79,-5.91,0.23,-1.78,3.86,-3.83,-9.35,-11.07,-5.87,-4.82,3.92,6.71,-9.52,-0.76,-3.17,-3.42,11.27,5.14,2.03,0.20,1.28,1.32,1.90
RM_sq,,,,-31.84,14.41,19.53,10.24,-0.29,-15.85,-14.11,4.08,-8.69,-9.47,-10.46,22.83,-3.12,2.26,3.72,8.70,-8.74,-1.22,-29.88,56.63,-8.60,6.93,-2.57,-28.54,6.03,5.76,-7.87,-7.88,13.87,18.02
COP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
