,2004/Q4,2005/Q4,2006/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1
WKCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKCurrent_qq,,,,,7.55,-100.00,,,-100.00,,-100.00,,-14.96,-1.40,-100.00,,-6.48,-9.92,0.46,-68.44,7.37,3.60,4.31,4.10,3.90,4.42,5.02,5.06,4.82,3.96,4.48,2.16,3.44,-5.57,1.39,-0.12,0.65,2.50,-0.56,-2.44,-1.72
WKCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKCurrent_yy,-24.71,41.61,-31.66,,,,,-10.51,,,,-22.84,,-14.63,,-48.83,-53.47,-49.06,,274.44,226.19,183.59,173.08,-17.20,-14.45,-15.11,-15.69,-16.45,-17.19,-16.82,-16.40,-14.03,-12.88,-4.09,-1.15,1.08,3.90,-4.29,-2.43,-0.09,2.31
CWKCurrent_sy,-54.22,5.14,-10.54,,,,,-1.69,,,,1.29,,-23.58,,-34.00,-44.94,-29.38,,-13.18,37.60,46.43,-8.09,-14.75,-35.36,-35.30,-26.03,44.44,15.60,15.65,39.19,-5.63,9.38,12.26,-3.60,-1.29,20.55,13.89,10.69,23.32,-19.06
CWKCurrent_qq,,,,,-7.02,,,,,,,,17.59,1.42,,,6.92,11.02,-0.44,216.83,-6.85,-3.48,-4.13,-3.93,-3.76,-4.23,-4.78,-4.81,-4.60,-3.81,-4.30,-2.11,-3.33,5.90,-1.37,0.11,-0.64,-2.45,0.56,2.50,1.76
CWKCurrent_sq,,,,,12.04,,,,,,,,-4.08,-24.29,,,-19.97,-2.90,32.45,-15.64,26.83,3.33,-16.86,-21.75,-3.84,3.43,-4.96,52.80,-23.04,3.49,14.38,3.59,-10.80,6.21,-1.78,6.08,8.94,0.34,-4.54,18.18,-28.50
WKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_yy,32.62,-29.32,46.02,,,,,12.17,-100.00,,,26.73,,13.70,,98.07,116.14,99.70,,-77.82,-74.75,-71.34,-69.94,18.66,17.57,22.23,10.24,0.73,1.32,-1.41,-3.56,-15.86,-10.24,-16.72,1.39,23.84,8.04,16.73,0.59,-6.59,-3.66
WKGrahamCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WKGrahamCurrent_qq,,,,,7.73,-100.00,,,-100.00,,-100.00,,-14.52,-3.16,-100.00,,-6.72,-10.53,0.45,-73.55,6.22,1.53,5.35,4.44,5.24,5.56,-4.99,-4.58,5.86,2.72,-7.05,-16.75,12.93,-4.69,13.15,1.68,-1.47,2.97,-2.50,-5.57,1.62
WKGrahamCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWKGrahamCurrent_yy,-24.60,41.48,-31.52,,,,,-10.84,,,,-21.09,,-12.04,,-49.52,-53.74,-49.92,,350.99,296.04,248.89,232.71,-15.73,-14.95,-18.18,-9.29,-0.72,-1.30,1.43,3.69,18.85,11.42,20.07,-1.37,-19.25,-7.45,-14.33,-0.58,7.06,3.81
CWKGrahamCurrent_sy,-72.24,408.66,-67.79,,,,,-18.94,,,,39.12,,-1.13,,-21.66,7.42,-18.82,,-26.51,11.79,81.37,-0.45,34.30,-11.05,-36.73,-11.24,0.87,6.72,84.55,86.88,99.25,67.08,26.98,-8.14,-32.10,-5.18,28.44,27.60,33.95,8.05
CWKGrahamCurrent_qq,,,,,-7.17,,,,,,,,16.99,3.27,,,7.21,11.79,-0.45,278.01,-5.86,-1.51,-5.07,-4.26,-4.98,-5.26,5.25,4.80,-5.54,-2.64,7.59,20.12,-11.45,4.92,-11.63,-1.65,1.49,-2.89,2.56,5.91,-1.59
CWKGrahamCurrent_sq,,,,,3.94,,,,,,,,-33.12,-6.78,,,-8.29,-29.56,51.71,-25.02,39.51,14.28,-16.73,1.16,-7.60,-18.71,16.82,14.95,-2.23,40.57,18.29,22.56,-18.02,6.83,-14.43,-9.41,14.49,44.71,-14.99,-4.90,-7.64
PCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_yy,21.76,-2.95,56.55,,,,,59.76,53.64,48.08,-23.97,-17.14,-49.72,-49.03,-10.33,9.61,76.39,68.01,40.18,9.13,2.95,15.46,19.63,25.46,18.36,7.63,11.75,13.92,20.01,11.22,0.72,35.97,35.96,36.54,45.05,-31.20,-31.57,-18.02,-16.71,32.94,39.70
PCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCurrent_qq,,,,,18.65,9.13,32.01,-6.53,14.10,5.18,-32.22,1.86,-30.76,6.61,19.25,24.52,11.43,1.55,-0.50,-3.07,5.12,13.89,3.09,1.66,-0.84,3.57,7.04,3.64,4.46,-4.02,-3.06,39.90,4.45,-3.61,2.98,-33.64,3.90,15.47,4.62,5.91,9.18
PCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CPCurrent_yy,-17.87,3.04,-36.12,,,,,-37.41,-34.91,-32.47,31.52,20.69,98.88,96.21,11.53,-8.77,-43.31,-40.48,-28.66,-8.36,-2.86,-13.39,-16.41,-20.29,-15.51,-7.09,-10.51,-12.22,-16.67,-10.08,-0.72,-26.46,-26.45,-26.76,-31.06,45.35,46.14,21.97,20.05,-24.78,-28.42
CPCurrent_sy,-85.72,94.98,-33.21,,,,,-12.98,-19.04,39.59,75.20,-24.21,-3.42,-41.29,-53.78,28.49,-48.33,-26.26,-25.16,-5.92,-9.75,75.47,81.79,56.37,51.14,-23.81,-28.18,-34.01,-16.64,8.78,27.19,27.81,14.56,-16.94,-21.22,-14.02,9.67,61.03,26.60,14.95,-11.02
CPCurrent_qq,,,,,-15.72,-8.37,-24.25,6.99,-12.36,-4.92,47.53,-1.82,44.42,-6.20,-16.14,-19.69,-10.25,-1.53,0.51,3.16,-4.87,-12.19,-3.00,-1.63,0.85,-3.45,-6.57,-3.51,-4.27,4.19,3.16,-28.52,-4.26,3.75,-2.89,50.69,-3.75,-13.40,-4.42,-5.58,-8.41
CPCurrent_sq,,,,,92.30,-33.88,-3.77,-28.88,78.92,13.99,20.78,-69.23,127.99,-30.71,-4.92,-14.46,-8.32,-1.11,-3.50,7.53,-12.04,92.25,-0.02,-7.51,-14.99,-3.08,-5.76,-15.02,7.40,26.47,10.19,-14.61,-3.73,-8.30,4.50,-6.79,22.79,34.64,-17.84,-15.37,-4.95
ZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_yy,39.93,8.15,26.22,,,,,118.08,55.14,33.46,-10.52,-11.15,-23.17,-9.95,64.30,59.48,102.95,29.10,-33.64,-7.68,7.18,107.25,179.14,94.05,52.93,-0.34,7.49,14.66,22.27,17.78,-2.43,5.32,-4.84,-29.02,-43.77,-86.24,-88.39,-46.16,-33.10,2.05,311.59
ZCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZCurrent_qq,,,,,35.99,20.68,25.03,6.28,-3.26,3.82,-16.17,5.53,-16.34,21.68,52.94,2.43,6.47,-22.60,-21.39,42.51,23.61,49.67,5.87,-0.93,-2.59,-2.47,14.20,5.68,3.88,-6.05,-5.40,14.08,-6.14,-29.92,-25.06,-72.08,-20.80,224.90,-6.90,-57.40,219.42
ZCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZCurrent_yy,-28.54,-7.54,-20.77,,,,,-54.15,-35.55,-25.07,11.76,12.56,30.16,11.04,-39.14,-37.30,-50.73,-22.54,50.70,8.32,-6.70,-51.75,-64.18,-48.47,-34.61,0.35,-6.97,-12.79,-18.22,-15.09,2.49,-5.05,5.09,40.89,77.85,626.52,761.12,85.71,49.48,-2.00,-75.70
CZCurrent_sy,6.36,15.45,-77.03,,,,,-31.17,-37.67,-38.37,-74.27,-3.09,14.96,-37.78,106.86,0.58,-33.12,-45.57,1.68,-37.72,33.63,86.82,-49.07,11.30,-38.43,-5.75,124.19,31.87,-24.40,-4.05,-32.08,-9.53,52.56,31.82,39.71,104.80,101.73,29.86,42.16,-8.22,-17.93
CZCurrent_qq,,,,,-26.46,-17.15,-20.02,-5.91,3.36,-3.67,19.29,-5.24,19.53,-17.82,-34.61,-2.38,-6.07,29.20,27.21,-29.83,-19.10,-33.19,-5.55,0.94,2.65,2.53,-12.43,-5.37,-3.74,6.44,5.71,-12.34,6.54,42.71,33.44,258.09,26.28,-69.22,7.41,134.77,-68.70
CZCurrent_sq,,,,,13.18,9.72,-12.58,-36.60,2.49,8.49,-63.51,138.82,21.58,-41.28,21.32,16.12,-19.15,-52.21,126.63,-28.88,73.49,-33.19,-38.21,55.40,-4.02,2.28,46.97,-8.60,-44.97,29.80,4.04,21.75,-7.21,12.15,10.27,78.47,-8.60,-27.80,20.71,15.22,-18.27
ZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_yy,33.44,8.07,31.56,,,,,70.51,46.14,24.57,-22.62,-18.63,-35.02,-24.49,30.85,50.07,130.67,105.13,57.65,54.84,30.28,47.64,51.76,21.46,12.24,-1.90,2.52,14.00,23.44,10.25,-5.19,5.95,-1.81,-13.56,-18.39,-63.33,-58.03,-20.78,-0.43,68.41,91.31
ZOCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZOCurrent_qq,,,,,18.20,17.92,22.73,-0.33,1.31,0.51,-23.76,4.82,-19.11,16.80,32.12,20.22,24.34,3.87,1.54,18.07,4.62,17.71,4.37,-5.50,-3.32,2.88,9.07,5.08,4.68,-8.11,-6.20,17.42,-2.99,-19.10,-11.44,-47.23,11.03,52.70,11.29,-10.75,26.13
ZOCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CZOCurrent_yy,-25.05,-7.48,-23.98,,,,,-41.35,-31.57,-19.72,29.24,22.89,53.90,32.44,-23.58,-33.37,-56.65,-51.25,-36.57,-35.42,-23.24,-32.27,-34.10,-17.67,-10.91,1.94,-2.46,-12.28,-18.99,-9.30,5.47,-5.62,1.85,15.69,22.53,172.69,138.25,26.22,0.44,-40.62,-47.73
CZOCurrent_sy,-79.37,70.67,-61.76,,,,,-34.71,-26.21,-17.86,-12.35,11.75,28.99,-38.25,20.12,-26.34,-56.41,4.35,-29.05,-16.97,23.33,6.30,-34.63,-12.17,-31.65,-35.54,2.32,70.32,35.68,49.02,118.60,-11.05,43.87,31.73,-38.03,-2.75,-15.61,-28.99,-10.16,-14.78,-34.79
CZOCurrent_qq,,,,,-15.40,-15.20,-18.52,0.33,-1.29,-0.51,31.17,-4.60,23.62,-14.39,-24.31,-16.82,-19.57,-3.73,-1.51,-15.30,-4.41,-15.05,-4.19,5.82,3.43,-2.80,-8.32,-4.84,-4.47,8.83,6.61,-14.84,3.08,23.61,12.92,89.51,-9.94,-34.51,-10.15,12.04,-20.71
CZOCurrent_sq,,,,,7.44,-4.72,-22.99,-17.17,21.42,6.07,-17.83,5.59,40.16,-49.22,59.83,-35.24,-17.05,21.55,8.68,-24.22,23.20,4.77,-33.17,1.82,-4.12,-1.20,6.08,69.50,-23.62,8.51,55.62,-31.03,23.54,-0.65,-26.79,8.22,7.20,-16.40,-7.37,2.66,-17.97
EVCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_yy,0.03,-0.42,-1.03,,,,,9.64,-27.88,64.35,,-35.75,10.67,-31.28,,0.97,-8.63,-13.82,-3.10,140.50,139.17,169.24,168.83,7.58,4.20,-1.64,4.59,4.85,8.75,8.94,-2.02,-0.86,0.21,-7.97,14.45,20.76,21.60,32.71,19.52,16.72,20.33
EVCurrent_sy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVCurrent_qq,,,,,-1.13,-27.88,,53.77,-34.97,64.35,-39.16,-1.19,12.00,2.06,-11.46,-0.23,1.35,-3.74,-0.45,147.62,0.79,8.37,-0.61,-0.90,-2.38,2.30,5.68,-0.66,1.25,2.48,-4.95,0.52,2.34,-5.88,18.20,6.07,3.05,2.72,6.45,3.58,6.24
EVCurrent_sq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVPCurrent_yy,-17.84,2.60,-36.78,,,,,-31.37,-53.06,10.99,31.52,-22.45,120.09,34.83,11.53,-7.88,-48.20,-48.70,-30.88,120.39,132.32,133.20,124.71,-14.25,-11.96,-8.61,-6.41,-7.97,-9.38,-2.05,-2.72,-27.09,-26.29,-32.60,-21.10,75.53,77.69,61.88,43.50,-12.20,-13.86
EVPCurrent_sy,-87.67,125.88,-34.49,,,,,22.51,-8.35,69.89,75.20,-14.66,73.48,56.23,-53.91,33.05,-48.95,-28.11,78.90,52.65,53.03,39.73,79.28,11.35,7.74,-23.94,-41.10,-41.86,-36.71,-10.25,51.60,28.32,120.77,-12.13,-6.95,25.95,-7.31,62.35,6.90,18.93,-1.69
EVPCurrent_qq,,,,,-16.67,-33.92,-24.25,64.52,-43.01,56.26,-10.24,-2.99,61.75,-4.27,-25.75,-19.88,-9.04,-5.20,0.05,155.46,-4.12,-4.85,-3.59,-2.52,-1.56,-1.22,-1.27,-4.14,-3.07,6.78,-1.95,-28.15,-2.02,-2.36,14.78,59.84,-0.81,-11.04,1.75,-2.20,-2.69
EVPCurrent_sq,,,,,55.02,-43.17,12.82,23.26,15.96,5.35,16.34,-39.95,135.72,-5.12,-65.68,73.33,-9.56,33.62,-14.59,47.89,-9.33,22.01,9.59,-8.15,-12.27,-13.87,-15.14,-9.32,-4.50,22.14,43.33,-23.25,64.30,-51.39,51.78,3.89,20.92,-14.85,-0.06,15.58,-0.05
EVEBITCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITCurrent_yy,-25.02,-7.87,-24.77,,,,,-35.70,-50.65,31.94,29.24,-21.04,70.32,-8.99,-23.58,-32.72,-60.39,-57.99,-38.54,55.33,83.58,82.37,77.15,-11.42,-7.17,0.27,2.02,-8.03,-11.90,-1.19,3.34,-6.42,2.06,6.47,40.24,229.29,189.72,67.52,20.04,-30.69,-37.10
EVEBITCurrent_sy,3026.93,231.70,-79.57,,,,,-1827.99,-1121.59,-82.50,-21.92,202.54,134.97,120.98,270.00,-71.94,38.67,344.97,1017.31,390.52,192.87,46.49,24.65,-24.86,-41.95,-13.23,88.69,285.86,86.53,27.46,8.98,-27.68,-22.69,28.80,-65.83,-11.98,-28.14,-92.93,36.41,-39.46,40.98
EVEBITCurrent_qq,,,,,-16.35,-38.84,-18.52,54.28,-35.81,63.51,-20.19,-5.74,38.46,-12.62,-32.99,-17.01,-18.48,-7.33,-1.96,109.73,-3.66,-7.94,-4.77,4.87,0.97,-0.56,-3.11,-5.46,-3.28,11.53,1.33,-14.39,5.49,16.34,33.47,101.01,-7.18,-32.73,-4.36,16.06,-15.77
EVEBITCurrent_sq,,,,,-127.68,-532.93,92.86,-1774.02,-44.26,5.44,95.23,1676.25,-50.80,-43.29,-61.34,160.17,143.12,81.98,-2.94,14.22,45.16,-8.98,-17.41,-31.15,12.16,36.05,79.60,40.80,-45.78,-7.03,53.55,-6.56,-42.04,54.88,-59.26,140.69,-52.68,-84.75,685.52,6.82,10.19
EVEBITDACurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVEBITDACurrent_yy,-24.89,-7.69,-24.91,,,,,-35.02,-49.87,33.27,31.29,-20.87,70.25,-9.31,-23.53,-32.24,-59.86,-57.38,-38.20,56.63,84.35,83.71,78.22,-12.30,-8.53,-1.28,1.11,-7.17,-10.48,-0.21,3.48,-6.83,0.95,4.72,37.05,203.94,173.39,64.89,20.12,-27.02,-33.95
EVEBITDACurrent_sy,133.93,205.21,-58.93,,,,,40.54,1971.49,438.55,3605.53,679.79,24.23,-88.78,-3.52,7.14,489.86,616.32,63.96,8.67,32.01,-37.16,28.94,-9.78,-41.31,45.16,80.60,77.45,53.94,49.25,12.04,-8.78,3.90,11.38,-65.76,-5.33,-37.29,-93.30,121.66,-41.71,37.71
EVEBITDACurrent_qq,,,,,-16.73,-38.43,-18.66,55.80,-35.75,63.69,-19.87,-6.10,38.24,-12.81,-32.43,-16.80,-18.12,-7.41,-2.03,110.87,-3.62,-7.73,-4.96,3.76,0.52,-0.41,-2.65,-4.74,-3.08,11.01,0.96,-14.23,5.02,15.16,32.12,90.21,-5.54,-30.54,-3.75,15.57,-14.51
EVEBITDACurrent_sq,,,,,-107.66,3979.25,-104.98,1049.02,2.02,1016.32,-67.57,111.11,-83.75,0.86,178.78,134.45,-10.52,22.48,-36.19,55.39,8.69,-41.70,30.94,8.73,-29.29,44.19,62.91,6.83,-38.66,39.80,22.29,-13.02,-30.13,49.86,-62.41,140.53,-53.71,-83.99,1143.51,-36.74,9.34
ROE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROE_yy,5.33,53.18,-13.74,,,,,94.79,,,,-31.37,,-23.06,,-18.44,-5.56,-34.26,,245.54,249.86,487.95,663.33,60.74,30.90,-15.40,-9.39,-4.24,1.22,-2.03,-18.43,-9.46,-17.10,-31.95,-44.39,-86.11,-87.90,-48.43,-34.79,2.38,319.88
ROE_sy,-38.95,192.30,13.19,,,,,-64.50,,,,318.58,,171.43,,-2.80,-36.70,44.21,,-1.44,-45.01,-58.23,-17.58,9.02,155.07,70.10,205.11,-23.71,-33.21,-37.33,-85.21,-51.03,-85.08,-85.61,58.62,7.63,127.38,259.49,116.15,63.00,249.21
ROE_qq,,,,,26.39,,,,,,,,-1.82,23.54,,,13.69,-14.01,-21.82,352.08,15.12,44.52,1.50,-4.80,-6.25,-6.61,8.71,0.60,-0.90,-9.61,-9.49,11.67,-9.26,-25.80,-26.03,-72.11,-20.95,216.27,-6.48,-56.21,224.19
ROE_sq,,,,,-49.05,,,,,,,,10.92,-9.95,,,-27.76,105.16,-77.86,200.37,-59.70,55.82,-56.31,297.33,-5.70,3.91,-21.63,-0.66,-17.45,-2.49,-81.51,229.06,-74.85,-5.95,103.80,123.29,-46.87,48.69,22.54,68.39,13.82
ROA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROA_yy,3.81,55.68,-14.58,,,,,90.00,,,,-19.74,,-17.31,,-31.80,-8.70,-39.38,,80.77,104.33,243.81,348.05,76.60,19.28,-13.04,-6.96,-3.31,14.92,3.62,-20.40,-5.61,-9.58,-26.12,-46.97,-89.11,-90.60,-57.43,-40.59,1.52,263.64
ROA_sy,-74.30,286.79,52.59,,,,,-8.75,,,,170.96,,368.57,,-40.95,7.46,-40.85,,3.77,-25.62,47.68,-35.41,22.11,34.21,-2.09,202.54,-11.62,16.58,,-48.83,-48.93,-85.63,-78.61,-12.13,-51.80,55.32,206.67,20.15,49.07,101.37
ROA_qq,,,,,28.50,,,,,,,,-17.05,26.48,,,11.06,-16.02,-20.62,144.16,25.53,41.31,3.45,-3.77,-15.21,3.02,10.69,,0.78,-7.11,-14.98,18.59,-3.47,-24.10,-38.96,-75.65,-16.67,243.64,-14.81,-58.39,198.51
ROA_sq,,,,,-65.25,,,,,,,,-47.12,25.43,,,-3.77,-30.96,-21.39,98.69,-31.02,37.08,-65.62,275.63,-24.19,,6.24,,,-14.22,-45.63,9.51,-71.86,27.66,123.33,-39.93,-9.32,152.05,-12.50,-25.47,22.50
OPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OPM_yy,9.59,11.36,-15.98,,,,,6.72,-4.88,-15.89,1.77,-1.80,29.23,48.14,45.92,36.93,30.78,22.10,12.45,41.88,26.55,27.88,26.85,-3.20,-5.17,-8.85,-8.25,0.08,2.86,-0.88,-5.88,-22.09,-27.78,-36.69,-43.73,-46.68,-38.67,-3.36,19.54,26.66,36.94
OPM_sy,274.90,-15.87,48.52,,,,,-104.73,-107.18,-101.43,-95.19,937.69,122.22,-272.73,14362.50,-105.88,8155.00,6704.88,-5.58,5571.88,203.45,15.47,-79.95,4.20,-48.82,-44.34,206.39,63.44,93.37,-39.50,-39.25,-44.18,-59.66,5.89,99.95,-47.61,-32.45,-62.06,-64.22,-13.65,-30.27
OPM_qq,,,,,-0.39,8.07,-7.02,6.62,-11.22,-4.43,12.49,2.89,16.83,9.56,10.80,-3.45,11.58,2.29,2.05,21.81,-0.47,3.36,1.23,-7.05,-2.50,-0.66,1.90,1.39,0.21,-4.27,-3.23,-16.07,-7.11,-16.08,-14.00,-20.47,6.85,32.25,6.37,-15.74,15.52
OPM_sq,,,,,-54.42,22.57,-45.93,-115.64,30.77,75.56,281.82,2622.50,-98.16,-510.00,7154.88,-101.11,2679.69,228.04,0.85,-35.88,43.06,24.83,-82.49,233.24,-29.73,35.76,-3.62,77.76,-16.87,-57.52,-3.23,63.35,-39.92,11.50,82.74,-57.20,-22.53,-37.38,72.34,3.29,-37.45
ROS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROS_yy,14.91,11.44,-19.36,,,,,36.53,1.02,-9.87,17.68,7.24,52.78,76.68,83.26,45.50,15.06,-23.17,-52.64,-15.40,4.10,79.57,133.25,54.67,29.22,-7.41,-3.81,0.63,1.87,5.88,-3.11,-22.55,-30.02,-48.02,-61.25,-79.99,-83.01,-34.30,-19.70,-23.23,194.48
ROS_sy,-87.16,108.75,31.48,,,,,-80.35,294.48,1018.23,1708.33,923.41,-2.25,18.96,26.24,4.62,-3.90,-23.84,-21.34,-22.87,-30.21,19.97,-3.91,12.40,-14.90,-55.58,-40.56,-60.90,-41.79,-44.43,-82.28,7.59,-96.48,-58.07,195.88,-19.68,1418.52,130.02,4.53,-10.26,57.20
ROS_qq,,,,,14.64,10.60,-5.31,13.72,-15.17,-1.33,23.64,3.63,20.85,14.11,28.25,-17.73,-4.43,-23.80,-20.95,46.99,17.59,31.43,2.68,-2.53,-1.76,-5.83,6.67,1.97,-0.55,-2.13,-2.39,-18.48,-10.14,-27.30,-27.23,-57.90,-23.74,181.24,-11.07,-59.75,192.54
ROS_sq,,,,,-42.69,-67.89,-162.50,270.83,1050.73,-8.99,-10.11,8.70,9.91,10.75,-4.60,-9.91,0.96,-12.23,-1.47,-11.66,-8.65,50.89,-21.08,3.34,-30.85,-21.24,5.60,-32.02,2.96,-24.80,-66.32,312.63,-96.63,794.44,137.68,12.02,-36.24,35.49,8.01,-3.83,11.70
RS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RS_yy,-3.36,8.24,3.59,,,,,5.88,4.91,-3.72,5.28,0.71,13.47,23.85,26.80,22.06,25.32,20.68,14.37,36.20,21.03,23.87,19.03,-0.50,-2.10,-6.70,-4.78,-0.12,2.30,-2.00,-7.44,-22.53,-27.81,-36.17,-40.21,-41.16,-32.53,2.07,14.96,26.29,33.22
RS_sy,253.11,-3.11,100.25,,,,,-44.67,-111.52,-108.46,-166.93,-2.84,-313.33,-561.36,-12.79,-173.67,-15.16,-125.95,119.59,187.73,615.55,429.13,3040.79,461.32,-57.89,-49.58,-29.28,105.43,119.10,-18.33,9.12,11.46,-71.38,101.80,102.33,-36.82,108.74,-59.40,-70.03,-15.23,-23.31
RS_qq,,,,,-2.65,5.65,-2.10,5.15,-3.53,-3.04,7.04,0.58,8.70,5.83,9.59,-3.18,11.60,1.91,3.86,15.30,-0.83,4.30,-0.19,-3.62,-2.42,-0.61,1.87,1.09,-0.06,-4.78,-3.78,-15.39,-6.87,-15.81,-9.87,-16.74,6.79,27.36,1.52,-8.53,12.65
RS_sq,,,,,-6.93,-20.12,-50.58,50.58,-119.38,41.33,-290.91,318.60,-182.45,6.13,33.33,-42.78,-28.88,-84.17,105.78,539.47,657.41,17.58,-44.85,14.29,-43.18,40.77,-22.64,231.99,-39.40,-47.53,3.37,239.09,-84.44,269.96,3.64,5.88,-48.58,-28.04,-23.49,199.46,-53.48
GPM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
