,2004/Q4,2005/Q4,2006/Q1,2006/Q2,2006/Q3,2006/Q4,2007/Q1,2007/Q2,2007/Q3,2007/Q4,2008/Q1,2008/Q2,2008/Q3,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q4,2017/Q4,2018/Q1,2018/Q2
LDER,500,590,650,1050,1000,890,840,800,690,750,660,820,860,-430,-4050,-150,-110,-70,-120,-130,-100,-90,-80,-90,-140,-2190,-2029,-1790,-1720,-1630,-1720,-1700,-1720,-1730,-1810,-1810,-1860,-5730,9580,7360,6590,7260,4620,11020,15830,22450
PZAT,3710,3020,,1640,1670,1940,1940,1880,2000,2300,2620,2320,2260,13200,820,13540,13580,9370,6330,10040,9820,8010,9080,10850,10060,470,440,440,420,370,360,360,360,390,350,360,360,360,510,550,640,740,740,720,600,610
PELDR,810,900,960,910,880,850,850,930,930,810,770,770,760,-80,800,-360,-500,-1130,-920,-530,-710,-970,-1030,-690,-460,910,900,780,760,760,790,780,910,890,1020,850,850,940,1080,1060,980,900,900,810,880,860
TSF,600,670,760,690,700,690,730,710,770,640,610,630,620,-70,660,-270,-380,-850,-580,-390,-530,-750,-830,-470,-330,640,650,580,560,540,580,550,570,550,650,630,640,750,790,770,740,680,690,610,690,670
ZKO,2710,2610,2550,3210,3000,3720,4130,2700,2920,3070,2980,3660,3340,5910,6800,4890,5620,7400,4420,5220,6330,7470,9030,4470,4600,5310,6040,6810,6780,6470,6870,6030,4660,4670,5100,7010,7080,5700,3500,3320,3690,3760,3780,4170,4870,4950
OSF,1350,1390,1480,1350,1330,1630,1910,1360,1610,1400,1370,1530,1370,-900,-1780,-2080,-3170,-9060,-4620,-3210,-4990,-8130,-10290,-3460,-2510,-4019,-5220,-6650,-7190,-7730,-7500,-6670,-5890,-5670,-6370,-7250,-6950,-1130,360,420,480,410,600,280,250,170
NetDebt,33431000000,39094000000,33756000000,63655000000,63672000000,68216000000,65885000000,74304000000,64199000000,85118000000,98566000000,101881000000,103287000000,131488000000,140855000000,147533000000,154120000000,161445000000,145077000000,124384000000,126762000000,130845000000,137507000000,121208000000,111030000000,114243000000,110322000000,115306000000,115302000000,112576000000,116352000000,114582000000,108927000000,108880000000,101344000000,111072000000,109121000000,107337000000,93493000000,94561000000,95976000000,101051000000,99865000000,114183000000,120520000000,127225000000
NetDebtEBITDA,1930,1660,1330,2230,2130,2100,1900,2290,2020,3700,4080,4200,4770,-3030,-2790,-2670,-2500,-6710,-5070,-3530,-3360,-8280,-11820,-15360,-58010,124720,275120,-321190,257950,16640,15600,9570,8450,9010,7200,8070,7670,3890,3540,3180,3180,6250,4019,20630,22860,42620
DebtFin,18852000000,24371000000,-9216000000,39634000000,-8016000000,49740000000,-5172000000,57460000000,-8702000000,65628000000,-8753000000,75732000000,-7430000000,86359000000,-4032000000,122588000000,131617000000,132085000000,117356000000,92606000000,93944000000,96028000000,102719000000,85172000000,81046000000,83718000000,82297000000,85812000000,86357000000,86417000000,90319000000,87702000000,90562000000,88749000000,90574000000,91941000000,92185000000,90461000000,72347000000,71086000000,72002000000,74846000000,77069000000,74557000000,80279000000,80502000000
DebtFinEBITDA,1090,1030,-360,1390,-270,1530,-150,1770,-270,2860,-360,3120,-340,-1990,80,-2220,-2140,-5490,-4100,-2630,-2490,-6080,-8830,-10790,-42340,91400,205230,-239030,193190,12770,12110,7330,7020,7350,6440,6680,6480,3280,2740,2390,2380,4630,3100,13470,15230,26970
SP1,500,530,580,420,440,440,460,510,550,460,460,420,410,-150,-260,-420,-570,-1220,-1040,-620,-790,-1090,-1140,-770,-540,-760,-860,-980,-1060,-1200,-1090,-1110,-1260,-1210,-1250,-1030,-980,-200,100,130,130,110,160,70,50,40
SP2,750,840,960,860,880,830,850,910,930,800,770,760,760,-90,800,-360,-500,-1140,-920,-530,-710,-990,-1050,-700,-470,900,890,770,760,760,790,770,910,880,1010,840,850,940,1070,1060,980,900,900,800,860,830
CAR,50,100,480,310,250,140,170,200,310,110,130,130,120,40,100,100,50,40,120,70,50,50,40,150,130,270,340,280,240,240,250,280,260,300,240,200,210,260,520,470,400,300,340,210,230,180
QR,360,470,790,510,700,470,480,680,780,510,490,420,480,150,490,190,170,120,220,180,140,120,90,210,200,740,690,540,570,590,540,590,850,790,910,580,580,690,1160,1070,830,680,670,520,540,450
CR,590,720,880,690,760,590,560,810,880,600,550,500,540,180,550,210,180,140,240,200,160,140,110,230,230,840,810,640,650,660,630,670,930,870,1020,680,680,800,1260,1180,940,770,750,590,640,590
PP,50,100,480,310,340,140,170,200,310,110,130,130,120,40,100,100,50,40,120,70,50,50,40,150,130,270,340,280,240,240,250,280,460,470,580,200,210,260,520,470,410,310,350,210,240,180
RCLR,450,540,310,320,360,390,320,540,470,430,360,310,360,120,380,90,120,90,100,110,90,80,60,60,80,480,370,280,340,350,300,320,390,320,340,390,370,450,650,610,440,380,330,330,340,340
KP,-140,-80,-30,-90,-60,-110,-110,-50,-20,-130,-170,-180,-160,-840,-140,-980,-1090,-1550,-1190,-1100,-1260,-1470,-1610,-1110,-1010,-50,-60,-140,-140,-140,-150,-140,-30,-60,10,-120,-110,-50,50,40,-20,-70,-80,-160,-110,-140
PKKO,-150,-80,-30,-130,-90,-150,-140,-70,-30,-140,-200,-190,-160,-500,-80,-560,-590,-800,-710,-630,-660,-740,-800,-680,-610,-30,-30,-70,-70,-60,-70,-70,-10,-30,0,-60,-50,-40,50,30,-10,-60,-60,-140,-100,-130
RN,9760,14710,15810,14930,14750,15190,14780,12620,12580,11690,10110,10700,9900,10840,12010,12130,12120,11220,10490,10180,11290,12590,15130,17860,19200,17710,17160,17560,17450,19090,19160,18580,17860,18120,18790,18450,19530,18570,15650,13770,13180,12690,15730,12730,12410,12150
CRN,37000,25000,23000,24000,25000,24000,25000,29000,29000,31000,36000,34000,37000,34000,30000,30000,30000,33000,35000,36000,32000,29000,24000,20000,19000,21000,21000,21000,21000,19000,19000,20000,20000,20000,19000,20000,19000,20000,23000,27000,28000,29000,23000,29000,29000,30000
CPZ,84000,67000,64000,65000,66000,69000,72000,71000,67000,70000,83000,90000,102000,135000,126000,176000,231000,271000,353000,348000,336000,307000,291000,287000,282000,225000,165000,107000,57000,58000,60000,60000,60000,60000,57000,55000,53000,51000,50000,51000,52000,58000,71000,89000,89000,92000
RZ,35610,44910,47800,48180,50720,49720,48530,48630,48040,55820,52490,54710,53360,63590,73300,77620,88950,77390,74990,73790,70500,70010,67840,66130,65170,63010,63110,64959,69340,71520,71790,72200,70750,66460,67750,66560,64310,62780,63410,62080,60730,59140,64190,59310,59150,59200
CRZ,10000,8000,8000,8000,7000,7000,8000,8000,8000,7000,7000,7000,7000,6000,5000,5000,4000,5000,5000,5000,5000,5000,5000,6000,6000,6000,6000,6000,5000,5000,5000,5000,5000,5000,5000,5000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
RMO,7460,9650,8940,7930,7360,7390,7810,7440,7660,7390,6550,6830,6550,6990,7840,7220,7130,6530,5360,5530,5860,6330,8140,7810,7320,7020,6750,7800,8730,9230,9400,9280,8400,7780,7460,7570,8470,9110,8490,7280,6710,6290,6920,6390,6540,6530
RMT,1860,2070,2080,1940,1900,1770,1680,1660,1630,1670,1630,1590,1550,1630,1730,1830,1980,1990,2100,2210,2380,2550,2620,2760,2770,2800,2880,2980,3170,3320,3350,3500,3670,3770,4000,3910,3760,3140,2700,2410,2210,2170,2090,1920,1830,1750
RM,1490,1710,1690,1560,1510,1430,1390,1360,1350,1360,1310,1290,1250,1320,1420,1460,1550,1530,1510,1580,1690,1820,1980,2040,2009,2000,2020,2160,2320,2440,2470,2540,2550,2540,2600,2580,2610,2340,2050,1810,1660,1610,1610,1480,1430,1380
COP,47000,33000,31000,32000,32000,31000,33000,37000,37000,38000,43000,41000,44000,40000,35000,35000,34000,38000,40000,41000,37000,34000,29000,26000,25000,27000,27000,27000,26000,24000,24000,25000,25000,25000,24000,25000,25000,26000,29000,33000,34000,35000,29000,35000,35000,36000
CSP,-37000,-34000,-33000,-33000,-34000,-38000,-39000,-34000,-30000,-32000,-40000,-49000,-58000,-95000,-91000,-141000,-197000,-233000,-313000,-307000,-299000,-273000,-262000,-261000,-257000,-198000,-138000,-80000,-31000,-34000,-36000,-35000,-35000,-35000,-33000,-30000,-28000,-25000,-21000,-18000,-18000,-23000,-42000,-54000,-54000,-56000
