,2008/Q4,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2,2018/Q3
CR_yy,,,,36.45,,,,-22.83,-20.74,-20.39,,27.58,23.83,-0.12,,7.22,4.30,-17.08,0.55,-25.38,-24.43,-6.04,-18.10,-9.84,-25.77,-0.82,-3.00,8.47,-1.28,-0.92,-4.74,-8.25,5.67,-0.06,6.45,3.30,17.91,7.09,-1.08
CR_sy,,,,-0.60,,,,-4.52,-14.27,-6.56,,23.15,-2.62,9.27,,-20.97,-4.76,-23.27,-19.29,4.09,-9.23,4.16,-6.21,-6.60,-6.53,-10.64,-6.03,-8.35,-6.71,-1.32,4.98,10.68,-7.53,-1.88,3.88,1.21,28.68,6.63,-25.18
CR_qq,,,,,18.11,-5.89,,,21.32,-5.47,,,17.76,-23.75,12.83,5.84,14.55,-39.39,36.82,-21.45,16.00,-24.64,19.26,-13.53,-4.48,0.69,16.64,-3.31,-13.07,1.06,12.14,-6.87,0.12,-4.41,19.44,-9.62,14.28,-13.19,10.33
CR_sq,,,,,38.34,-14.33,,,24.21,-6.63,,,-1.78,4.78,4.41,-26.45,18.37,-15.58,9.82,-5.14,3.21,-3.13,-1.11,-5.53,3.28,-7.39,3.99,-7.87,5.14,-2.03,10.63,-2.87,-12.16,3.95,17.12,-5.36,11.68,-13.86,-17.82
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,,,138.65,,,,-29.14,-24.33,-26.06,,21.36,20.43,1.08,,8.40,-5.14,-35.67,-16.77,-51.87,-43.81,-16.31,-21.55,24.70,-9.69,16.07,32.44,22.97,-4.55,1.48,-18.74,-16.00,21.47,2.90,22.69,3.50,16.54,1.99,9.15
PP_sy,,,,5.63,,,,-15.30,-31.18,-12.11,,49.59,22.35,-2.91,,-15.87,-1.35,-10.42,-12.65,22.79,-2.40,28.07,-17.87,-12.50,-34.35,-34.47,-13.09,12.45,2.41,50.90,42.49,8.56,15.08,-27.63,-23.24,-16.17,17.41,19.51,-13.42
PP_qq,,,,,22.09,-7.22,,,30.36,-9.34,,,29.36,-23.90,-15.41,30.18,13.20,-48.40,9.45,-24.72,32.16,-23.14,2.60,19.66,-4.30,-1.22,17.07,11.11,-25.72,5.03,-6.26,14.86,7.41,-11.02,11.76,-3.10,20.95,-22.13,19.61
PP_sq,,,,,80.38,-25.34,,,46.57,-4.67,,,19.88,-24.36,37.56,-32.56,40.58,-31.31,34.14,-5.20,11.74,-9.87,-13.98,1.00,-16.16,-10.04,14.09,30.69,-23.65,32.55,7.73,-0.43,-19.06,-16.65,14.27,8.75,13.36,-15.16,-17.23
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,,,5.42,,,,-2.54,-11.23,-17.24,,34.87,24.86,-6.89,,-0.20,10.65,3.53,9.14,-2.25,-8.99,-0.27,-12.76,-26.60,-39.20,-11.49,-21.27,-2.23,6.22,-7.36,2.34,-1.89,-4.81,5.49,2.38,3.91,16.32,9.99,-6.55
RCLR_sy,,,,-3.05,,,,-6.44,-10.60,-0.76,,23.21,10.55,-1.47,,-19.48,-11.25,-0.44,-9.34,1.46,-8.84,-18.77,-2.59,12.27,3.39,14.94,-6.91,-24.53,-9.37,-20.21,-7.72,5.33,-11.39,2.08,5.38,13.10,24.30,0.28,-13.54
RCLR_qq,,,,,19.33,5.06,,,8.69,-2.05,,,0.62,-26.96,37.80,-1.45,11.56,-31.66,45.27,-11.74,3.87,-25.11,27.07,-25.74,-13.97,9.02,13.04,-7.78,-6.53,-4.92,24.87,-11.59,-9.31,5.37,21.18,-10.26,1.52,-0.37,2.96
RCLR_sq,,,,,13.48,-6.92,,,8.43,3.33,,,-2.71,-7.91,8.74,-17.36,7.23,3.32,-0.98,-7.51,-3.65,-7.94,18.74,6.60,-11.27,2.34,-3.84,-13.57,6.55,-9.89,11.21,-1.35,-10.36,3.81,14.80,5.88,-1.49,-16.25,-1.02
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,,,86.76,,,,-23.79,-22.87,-22.29,,26.42,32.54,14.25,,-0.47,-12.23,-31.29,-13.55,-27.21,-26.27,-18.97,-15.97,-11.85,-28.34,1.31,3.44,11.88,,4.68,-1.00,2.53,19.29,-0.19,-0.25,2.55,30.37,19.54,20.88
KP_sy,,,,-26.90,,,,12.05,6.68,9.85,,22.25,-3.22,-0.35,,-21.79,-4.25,-22.31,-16.17,1.59,0.54,-3.53,-5.03,1.57,1.76,-15.66,-25.09,-31.02,,-4.39,11.51,9.94,-4.03,-19.12,-16.10,-1.06,30.66,6.74,-62.67
KP_qq,,,,,10.69,1.88,,,12.03,2.64,,,17.45,-11.53,-10.06,6.50,3.58,-30.75,13.16,-10.33,4.92,-23.89,17.36,-5.93,-14.72,7.61,19.82,1.75,-23.77,12.65,13.32,5.37,-11.31,-5.75,13.25,8.33,12.74,-13.58,14.51
KP_sq,,,,,19.35,-3.29,,,13.63,-0.42,,,-10.04,2.52,4.09,-18.53,10.13,-16.81,12.32,-1.27,8.98,-20.17,10.57,5.59,9.18,-33.84,-1.79,-2.77,-3.25,3.49,14.55,-4.15,-15.54,-12.78,18.83,13.04,11.53,-28.75,-58.45
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,,,56.19,,,,-20.90,-19.87,-24.10,,44.70,40.95,51.27,,57.28,57.22,-24.13,-31.45,-58.05,-58.71,-40.25,-24.52,-8.04,-28.90,2.32,5.66,21.63,7.10,9.92,0.47,-4.50,4.49,-13.00,-8.66,2.24,42.78,31.90,24.84
PKKO_sy,,,,16.91,,,,-26.84,-10.07,-8.57,,22.65,-11.28,-18.90,,-41.90,-27.82,-37.76,-43.21,-20.68,-18.66,-0.86,-3.49,21.43,10.04,10.82,7.01,13.15,-4.90,-21.89,16.83,-5.35,-17.39,-21.31,-44.77,-35.98,-19.45,66.79,11.61
PKKO_qq,,,,,8.58,11.00,,,9.99,5.15,,,7.14,12.84,-0.86,31.22,7.10,-45.54,-10.43,-19.70,5.43,-21.21,13.16,-2.17,-18.49,13.39,16.85,12.62,-28.22,16.37,6.80,7.05,-21.46,-3.11,12.13,19.83,9.68,-10.49,6.13
PKKO_sq,,,,,0.97,-6.55,,,24.13,-5.00,,,-10.22,-13.15,10.72,-32.71,11.54,-25.10,1.01,-6.01,14.39,-8.72,-1.67,18.26,3.67,-8.07,-5.05,25.05,-12.87,-24.50,42.02,1.31,-23.95,-28.09,-0.32,17.43,-4.30,48.89,-33.30
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,,,21.01,,-17.01,-13.09,-14.97,-10.42,-3.04,-6.46,-8.97,-10.36,-10.84,-13.14,-3.40,1.61,0.11,3.88,-3.15,-6.03,0.45,-3.90,5.71,11.27,9.65,17.04,7.80,5.49,4.90,-3.72,-2.73,-1.24,-1.98,3.73,3.12,-0.23,-3.32,-5.63
RN_sy,,,,-4.81,,3.52,11.46,1.17,-10.50,-6.40,-10.44,3.20,10.78,4.28,5.00,3.33,0.28,6.37,-3.22,0.36,0.78,-0.81,5.51,-2.01,3.24,2.65,-2.44,-4.27,-6.00,-6.86,6.37,6.60,8.36,11.42,2.11,11.43,8.89,0.96,6.40
RN_qq,,,0.77,-2.33,-7.60,-8.74,5.53,-4.45,-2.65,-1.22,1.81,-7.01,-4.14,-1.75,-0.83,3.43,0.82,-3.20,2.91,-3.57,-2.17,3.47,-1.54,6.07,2.98,1.97,5.09,-2.31,0.77,1.40,-3.54,-1.31,2.31,0.64,2.08,-1.89,-1.01,-2.48,-0.37
RN_sq,,,-1.69,-0.08,5.80,-0.40,5.86,-9.31,-6.40,4.17,1.29,4.51,0.47,-1.95,1.99,2.85,-2.50,4.01,-7.20,6.65,-2.10,2.38,-1.29,-0.95,3.15,1.79,-6.18,-2.81,1.29,0.86,7.14,-2.60,2.96,3.71,-1.82,6.29,0.61,-3.84,3.47
CRN,75000,61000,60000,62000,67000,73000,70000,73000,75000,76000,74000,80000,83000,85000,86000,83000,82000,85000,82000,85000,87000,84000,86000,81000,78000,77000,73000,75000,74000,73000,76000,77000,75000,75000,73000,75000,75000,77000,78000
CRN_yy,,,,-17.33,,19.67,16.67,17.74,11.94,4.11,5.71,9.59,10.67,11.84,16.22,3.75,-1.20,,-4.65,2.41,6.10,-1.18,4.88,-4.71,-10.34,-8.33,-15.12,-7.41,-5.13,-5.19,4.11,2.67,1.35,2.74,-3.95,-2.60,,2.67,6.85
CRN_sy,,,,5.70,,-3.05,-10.18,-1.20,11.39,6.92,11.33,-3.03,-9.66,-4.71,-4.19,-3.12,-0.63,,2.50,-0.65,-0.63,-2.63,-10.37,2.60,-3.18,1.35,8.84,3.80,6.58,7.33,-6.25,-6.10,-8.02,-10.56,-2.00,-10.39,,,-4.76
CRN_qq,,,-1.64,3.33,8.06,8.96,-4.11,4.29,2.74,1.33,-2.63,8.11,3.75,2.41,1.18,-3.49,-1.20,3.66,-3.53,3.66,2.35,-3.45,2.38,-5.81,-3.70,-1.28,-5.19,2.74,-1.33,-1.35,4.11,1.32,-2.60,,-2.67,2.74,,2.67,1.30
CRN_sq,,,1.83,,-5.39,0.63,-5.66,10.00,6.67,-3.41,-1.76,-4.19,-0.62,1.89,-1.23,-3.12,1.94,-3.80,7.89,-6.10,1.95,-5.73,-0.68,7.48,-3.80,-1.32,6.67,2.50,-1.22,-0.62,-6.83,2.67,-3.25,,2.08,-6.12,,4.35,-2.78
CPZ,92000,72000,72000,71000,72000,75000,71000,76000,81000,87000,85000,82000,80000,84000,83000,80000,78000,80000,77000,80000,83000,80000,83000,85000,93000,94000,94000,97000,95000,96000,99000,100000,99000,97000,95000,96000,93000,93000,95000
CPZ_yy,,,,-22.83,,4.17,-1.39,7.04,12.50,16.00,19.72,7.89,-1.23,-3.45,-2.35,-2.44,-2.50,-4.76,-7.23,,6.41,,7.79,6.25,12.05,17.50,13.25,14.12,2.15,2.13,5.32,3.09,4.21,1.04,-4.04,-4.00,-6.06,-4.12,
CPZ_sy,,,,25.87,,9.72,-8.81,-13.33,-6.88,6.33,10.34,3.85,6.04,-4.76,-2.50,-1.85,3.80,3.75,8.33,,3.66,,-3.55,1.21,4.12,14.11,14.11,14.97,11.86,3.23,3.23,9.38,-2.53,-10.42,-11.98,-20.00,-18.13,-2.33,
CPZ_qq,,,,-1.39,1.41,4.17,-5.33,7.04,6.58,7.41,-2.30,-3.53,-2.44,5.00,-1.19,-3.61,-2.50,2.56,-3.75,3.90,3.75,-3.61,3.75,2.41,9.41,1.08,,3.19,-2.06,1.05,3.12,1.01,-1.00,-2.02,-2.06,1.05,-3.12,,2.15
CPZ_sq,,,,13.21,-11.11,-1.25,-8.23,7.59,-4.49,12.75,-4.76,1.25,-2.47,1.27,-2.50,1.92,3.14,1.22,1.81,-2.37,3.03,-4.12,,2.45,5.99,5.08,,3.23,3.12,-3.03,,9.38,-8.10,-10.88,-1.74,-0.59,-5.95,,8.33
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,58.76,,54.32,57.38,76.33,75.69,49.59,46.15,8.94,-12.92,-36.14,-49.52,-59.37,-56.17,-14.15,23.57,78.18,84.11,42.97,31.14,20.10,13.20,4.88,-3.92,-13.19,-3.35,-7.19,-9.43,-5.92,-8.96,8.84,26.04,20.39,8.57,-6.01,-14.57
RZ_sy,,,,4.31,,-15.88,-11.64,-14.52,-1.71,-19.94,-25.34,-2.32,18.94,40.86,30.16,0.80,-13.82,-5.24,8.57,12.83,9.35,9.73,11.70,35.14,14.40,-5.05,-7.90,-24.43,-13.88,-3.38,-9.40,-10.79,5.06,16.47,24.79,30.75,8.04,-9.36,478.48
RZ_qq,,,1.94,18.65,14.38,11.54,3.96,32.94,13.97,-5.03,1.57,-0.91,-8.90,-30.35,-19.72,-20.26,-1.70,36.42,15.55,14.98,1.57,5.94,6.00,5.30,-4.27,-1.85,-2.89,-4.86,6.58,-5.74,-5.24,-1.17,3.13,12.68,9.74,-5.60,-6.99,-2.45,-0.26
RZ_sq,,,-1.03,-0.39,-14.26,-0.48,3.96,-3.64,-1.41,-18.94,-3.04,26.06,20.05,-4.00,-10.41,-2.37,2.63,5.57,2.65,1.45,-0.53,5.94,4.48,22.74,-15.80,-12.07,1.35,0.71,-4.05,-1.34,-4.97,-0.84,13.00,9.38,1.81,3.90,-6.62,-8.24,549.80
CRZ,46000,35000,35000,29000,26000,23000,22000,17000,15000,15000,15000,15000,17000,24000,30000,37000,38000,28000,24000,21000,21000,20000,18000,17000,18000,19000,19000,20000,19000,20000,21000,21000,21000,18000,17000,18000,19000,20000,20000
CRZ_yy,,,,-36.96,,-34.29,-37.14,-41.38,-42.31,-34.78,-31.82,-11.76,13.33,60.00,100.00,146.67,123.53,16.67,-20.00,-43.24,-44.74,-28.57,-25.00,-19.05,-14.29,-5.00,5.56,17.65,5.56,5.26,10.53,5.00,10.53,-10.00,-19.05,-14.29,-9.52,11.11,17.65
CRZ_sy,,,,-2.44,,10.53,2.56,15.00,11.90,38.10,47.50,,-19.15,-31.03,-22.03,2.17,18.42,,-17.39,-14.89,-11.11,-10.00,-10.53,-22.50,-10.00,16.67,20.59,29.03,19.44,2.38,9.76,12.50,-6.98,-16.28,-20.00,-22.22,-7.50,13.89,-38.89
CRZ_qq,,,,-17.14,-10.34,-11.54,-4.35,-22.73,-11.76,,,,13.33,41.18,25.00,23.33,2.70,-26.32,-14.29,-12.50,,-4.76,-10.00,-5.56,5.88,5.56,,5.26,-5.00,5.26,5.00,,,-14.29,-5.56,5.88,5.56,5.26,
CRZ_sq,,,,2.56,5.00,,-4.76,15.00,2.17,,,,-17.39,5.26,15.00,2.17,-4.26,-11.11,-5.00,5.26,,-10.00,-5.56,-8.82,16.13,16.67,,-2.44,7.50,,4.65,,,-10.00,,-2.78,5.71,10.81,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,,,3.47,,-31.88,-28.66,-12.51,4.80,10.18,6.29,-2.44,-7.09,-11.17,-11.14,-5.54,1.00,8.88,11.92,14.41,14.22,16.64,11.29,7.81,3.91,-2.33,-2.32,-7.50,-3.68,-3.08,-4.62,0.69,-1.83,0.51,3.33,1.23,-0.26,-3.83,-6.40
RMO_sy,,,,-8.10,,-10.29,2.95,0.58,6.03,7.92,-3.58,-0.92,-4.41,-7.36,-2.07,-2.05,5.64,14.64,17.06,18.46,3.74,1.11,-1.96,-5.69,3.71,-0.52,-3.43,-9.75,-8.28,-13.35,-10.52,-0.61,-5.87,6.98,16.06,18.31,12.76,2.00,50.41
RMO_qq,,,0.77,-15.33,-16.11,-4.83,5.54,3.83,0.49,0.06,1.81,-4.69,-4.30,-4.33,1.84,1.30,2.33,3.13,4.68,3.56,2.15,5.33,-0.13,0.33,-1.54,-1.00,-0.11,-5.00,2.52,-0.39,-1.69,0.30,-0.05,1.99,1.07,-1.74,-1.52,-1.66,-1.63
RMO_sq,,,-6.90,-0.38,-0.37,-2.92,6.83,-2.66,5.02,-1.18,-4.56,0.03,1.32,-4.23,0.89,0.04,9.28,3.94,3.02,1.24,-4.30,1.30,-0.11,-2.62,5.24,-2.82,-3.03,-8.99,6.96,-8.20,0.14,1.09,1.30,4.33,8.63,3.06,-3.45,-5.63,60.19
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,,,27.29,,7.76,12.85,9.12,1.22,-0.01,-3.54,-9.93,-4.50,1.30,-3.42,-0.16,-4.70,-9.82,-7.14,-4.57,-2.96,1.05,1.09,0.41,1.42,0.54,2.60,-3.57,-0.04,2.02,-0.08,11.71,11.06,11.02,9.54,0.28,-1.87,-2.91,3.37
RMT_sy,,,,-42.03,,1.27,31.38,37.22,7.64,5.73,-2.26,10.87,24.20,14.38,11.34,-2.75,-3.75,-3.04,-3.57,-15.67,-4.75,-22.87,-1.76,20.95,-4.79,11.03,-18.55,-17.33,-22.57,-13.80,-20.64,-33.83,-8.96,-3.89,6.25,1.68,1.40,-12.10,-53.53
RMT_qq,,,0.77,6.08,3.27,-2.38,5.53,2.57,-4.21,-3.57,1.81,-4.22,1.56,2.29,-2.93,-0.99,-3.06,-3.20,-0.05,1.75,-1.43,0.81,-0.01,1.07,-0.44,-0.06,2.03,-5.01,3.20,2.00,-0.07,6.20,2.60,1.96,-1.40,-2.78,0.40,0.88,4.98
RMT_sq,,,-15.18,2.09,3.34,13.17,10.05,6.62,-18.94,11.16,1.73,20.94,-9.19,2.37,-0.97,5.64,-10.13,3.13,-1.51,-7.62,1.51,-16.48,25.44,13.72,-20.08,-2.61,-7.98,15.42,-25.15,8.43,-15.28,-3.75,2.97,14.47,-6.34,-7.89,2.68,-0.77,-50.48
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,,,20.62,,-5.19,-0.70,2.27,2.58,3.38,-0.26,-7.90,-5.62,-3.16,-6.15,-1.38,-2.56,-4.07,-1.55,0.62,1.60,5.06,3.70,2.31,2.06,-0.21,1.30,-4.62,-1.01,0.64,-1.33,8.55,7.28,7.95,7.74,0.55,-1.41,-3.18,0.36
RM_sy,,,,-20.91,,2.75,10.26,29.78,12.68,12.79,11.45,-4.18,-1.14,-0.54,-7.46,-7.96,4.91,0.34,7.22,1.16,-5.70,-5.97,3.16,5.18,15.86,8.83,-10.63,-24.43,-22.26,-23.78,-19.87,-18.07,-20.02,-9.25,-2.08,16.52,16.60,7.72,-18.15
RM_qq,,,0.76,0.11,-2.95,-3.15,5.54,3.10,-2.66,-2.39,1.81,-4.79,-0.25,0.15,-1.33,0.05,-1.45,-1.40,1.27,2.25,-0.48,1.96,-0.05,0.88,-0.73,-0.31,1.47,-5.02,3.03,1.35,-0.52,4.50,1.82,1.98,-0.71,-2.48,-0.16,0.14,2.93
RM_sq,,,-5.39,6.19,-0.88,3.18,1.52,24.99,-13.94,3.28,0.32,7.47,-11.21,3.91,-6.66,6.89,1.20,-0.62,-0.26,0.84,-5.66,-0.91,9.42,2.82,3.91,-6.92,-10.14,-13.06,6.91,-8.74,-5.53,-11.11,4.37,3.54,1.94,5.76,4.45,-4.34,-22.54
COP,121000,96000,95000,91000,93000,96000,92000,90000,90000,91000,89000,95000,100000,109000,116000,120000,120000,113000,106000,106000,108000,104000,104000,98000,96000,96000,92000,95000,93000,93000,97000,98000,96000,93000,90000,93000,94000,97000,98000
COP_yy,,,,-24.79,,,-3.16,-1.10,-3.23,-5.21,-3.26,5.56,11.11,19.78,30.34,26.32,20.00,3.67,-8.62,-11.67,-10.00,-7.96,-1.89,-7.55,-11.11,-7.69,-11.54,-3.06,-3.12,-3.12,5.43,3.16,3.23,,-7.22,-5.10,-2.08,4.30,8.89
COP_sy,,,,2.99,,,-5.96,-2.90,15.42,10.09,16.10,-4.27,-6.88,-9.17,-2.52,1.79,-5.22,-0.46,-12.07,-0.88,2.75,-2.30,3.92,-9.73,-8.93,7.55,8.02,20.59,10.78,-7.02,-9.61,-8.94,-1.77,,-1.93,-12.50,-11.71,4.31,-20.20
COP_qq,,,-1.04,-4.21,2.20,3.23,-4.17,-2.17,,1.11,-2.20,6.74,5.26,9.00,6.42,3.45,,-5.83,-6.19,,1.89,-3.70,,-5.77,-2.04,,-4.17,3.26,-2.11,,4.30,1.03,-2.04,-3.12,-3.23,3.33,1.08,3.19,1.03
COP_sq,,,-1.36,10.55,-11.20,1.87,-5.96,14.15,,-2.83,-0.83,-5.88,2.68,-5.22,6.42,-1.72,,-0.46,-5.99,,-0.88,-5.36,,-3.77,,,0.44,7.42,-8.13,,-2.36,8.21,-0.89,-5.86,-2.87,-3.45,,11.22,-25.69
CSP,29000,24000,23000,20000,21000,21000,21000,14000,9000,4000,4000,13000,20000,25000,33000,40000,42000,33000,29000,26000,25000,24000,21000,13000,3000,2000,-2000,-2000,-2000,-3000,-2000,-2000,-3000,-4000,-5000,-3000,1000,4000,3000
CSP_yy,,,,-31.03,,-12.50,-8.70,-30.00,-57.14,-80.95,-80.95,-7.14,122.22,525.00,725.00,207.69,110.00,32.00,-12.12,-35.00,-40.48,-27.27,-27.59,-50.00,-88.00,-91.67,-109.52,-115.38,-166.67,-250.00,,,-50.00,-33.33,-150.00,-50.00,133.33,200.00,160.00
CSP_sy,,,,5.17,,16.67,10.71,-11.48,-7.46,-29.87,-16.13,7.41,-3.23,-7.41,26.92,-6.90,-11.67,-8.00,-48.48,-18.52,-9.43,-13.04,,-27.27,-37.50,5.00,50.00,31.25,46.67,-52.38,,,-111.36,-135.00,-180.00,-300.00,140.00,371.43,-42.86
CSP_qq,,,-4.17,-13.04,5.00,,,-33.33,-35.71,-55.56,,225.00,53.85,25.00,32.00,21.21,5.00,-21.43,-12.12,-10.34,-3.85,-4.00,-12.50,-38.10,-76.92,-33.33,-200.00,,,-50.00,33.33,,-50.00,-33.33,-25.00,40.00,133.33,300.00,-25.00
CSP_sq,,,-15.15,8.93,9.84,,,-12.90,14.81,-12.90,,11.54,3.45,-16.67,32.00,-18.18,-1.85,-13.21,-26.09,29.41,9.09,-16.67,-15.00,-5.88,-6.25,40.00,21.43,,,-54.55,-125.00,,-25.00,-40.00,-100.00,-14.29,112.50,850.00,-205.26
