,2005/Q4,2006/Q4,2007/Q4,2008/Q4,2009/Q1,2009/Q2,2009/Q3,2009/Q4,2010/Q1,2010/Q2,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3,2017/Q4,2018/Q1,2018/Q2
CAR_yy,,12844.10,-99.27,-39.13,,,,119.64,-78.28,,,-73.17,,,,,,2009.20,,,-57.79,-58.67,,1146.28,808.02,477.54,2318.21,76.66,-41.75,-39.20,-36.33,-5.14,203.87,312.91,40.26,-5.13,-19.34,19.67,226.15,274.53,32.19,-49.91
CAR_sy,,-29.06,-18.46,-29.70,,,,-19.55,167.59,,,69.46,,,,,,-13.68,,,-54.43,11.57,,99.00,11.91,0.54,54.55,-7.52,-2.93,-54.33,-50.14,12.93,-67.81,38.62,66.13,-18.37,37.69,-19.55,-61.54,-26.10,-14.48,-41.76
CAR_qq,,,,,376.79,-18.54,8.51,-47.88,-52.85,,,,,,,,,119.24,,,258.11,114.62,-84.31,933.33,160.91,36.51,-34.29,-24.51,-13.96,42.48,-31.19,12.46,175.61,93.61,-76.63,-23.93,134.31,187.25,-36.30,-12.65,-17.30,8.84
CAR_sq,,,,,-62.56,133.31,-36.09,44.13,24.52,,,,,,,,,-43.78,,,100.17,37.65,-32.69,7.30,12.57,23.66,3.46,-35.79,18.15,-41.82,12.97,45.44,-66.32,150.50,35.39,-28.54,-43.19,46.38,-35.28,37.31,-34.26,-0.30
QR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QR_yy,,131.44,-64.72,-16.72,,,,324.87,46.60,,,-56.24,,,,,,28.00,,,-59.13,-60.82,,368.76,273.60,214.69,-27.72,-51.92,-69.59,-58.40,-48.07,20.66,225.35,252.83,-20.28,32.11,28.42,-8.12,349.50,39.95,-29.89,-28.70
QR_sy,,-34.93,38.87,25.11,,,,-17.22,-20.07,,,43.58,,,,,,-38.09,,,23.81,59.24,,-7.26,-35.94,-32.99,-27.17,0.24,60.25,9.78,24.50,-13.14,-51.75,-1.24,-2.03,27.61,26.07,-8.90,-11.45,-43.87,-19.37,-44.31
QR_qq,,,,,7.03,26.89,46.15,114.05,-63.07,,,,,,,,,18.68,,,20.76,13.77,166.75,27.91,-3.76,-4.17,-38.73,-14.93,-39.12,31.09,-23.51,97.66,64.16,42.16,-82.72,227.57,59.58,1.70,-15.45,1.99,-20.06,3.43
QR_sq,,,,,-7.66,-12.44,-56.71,136.53,-10.84,,,,,,,,,-30.64,,,27.04,-10.80,-11.27,-7.76,-12.24,-6.71,-3.56,26.95,40.30,-36.09,9.37,-11.43,-22.06,30.82,8.50,15.36,-23.00,-5.47,5.46,-26.88,10.60,-34.71
CR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CR_yy,,130.66,-64.72,-16.70,,,,324.80,46.64,,,-56.24,,,,,,28.09,,,-59.13,-60.84,,368.75,273.59,214.68,-27.72,-51.92,-69.59,-58.40,-48.07,20.66,225.34,252.82,-20.29,32.10,28.41,-8.13,349.48,39.95,-29.89,-28.70
CR_sy,,-20.85,12.71,21.29,,,,-9.30,-26.85,,,45.68,,,,,,-16.31,,,16.96,16.54,,-0.05,-35.16,-33.00,-24.60,-1.73,64.87,38.33,43.59,28.36,-45.49,-17.36,0.33,-4.12,15.44,-3.95,-11.79,-35.92,-15.82,-25.02
CR_qq,,,,,7.09,26.92,46.10,113.92,-63.03,,,,,,,,,18.76,,,20.76,13.77,166.74,27.91,-3.76,-4.17,-38.73,-14.93,-39.12,31.08,-23.51,97.66,64.16,42.15,-82.72,227.56,59.58,1.70,-15.45,1.99,-20.06,3.43
CR_sq,,,,,5.69,-23.53,-37.89,80.67,-14.75,,,,,,,,,-10.52,,,27.11,-10.84,-8.97,-3.12,-17.53,-7.88,2.45,26.25,38.36,-22.71,6.35,12.86,-41.25,17.18,29.12,7.85,-29.25,-2.50,18.58,-21.65,-7.06,-13.17
PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP_yy,,12844.10,-98.89,-40.71,,,,3174.10,296.77,,,-27.67,,,,,,2009.20,,,67.70,-26.79,,759.26,440.61,549.33,34.73,-64.27,-66.10,-69.47,-60.52,12.98,140.97,353.64,43.76,-20.34,1.26,46.56,295.77,413.04,2.52,199.83
PP_sy,,-68.56,110.77,-76.72,,,,191.95,164.22,,,143.44,,,,,,9.20,,,12.63,-29.33,,-14.58,-10.63,30.89,-18.03,-18.59,-18.85,-48.62,-24.27,-5.82,-12.52,66.60,17.35,-23.80,3.55,-54.65,-45.63,-55.63,-70.38,-63.46
PP_qq,,,,,609.64,35.06,367.88,-26.99,-14.00,,,,,,,,,119.24,,,98.35,-4.30,167.79,69.03,24.79,14.95,-44.44,-55.18,18.41,3.52,-28.14,28.25,152.56,94.89,-77.23,-28.93,221.07,182.07,-38.51,-7.88,-35.84,724.90
PP_sq,,,,,19.65,66.62,15.25,27.07,8.28,,,,,,,,,6.21,,,19.97,-33.36,38.53,-22.87,25.51,-2.39,-13.25,-23.40,25.11,-38.20,27.86,-4.75,16.21,17.70,-9.94,-38.15,57.94,-48.45,7.97,-49.53,5.43,-36.40
RCLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCLR_yy,,73.04,-53.89,-18.13,,,,326.10,43.31,,,-57.48,,,,,,23.20,,,-61.96,-62.28,,346.14,257.07,187.35,-33.93,-50.58,-70.24,-56.35,-45.13,21.39,241.41,239.72,-27.99,36.06,31.72,-17.54,362.08,23.53,-32.92,-98.98
RCLR_sy,,-5.21,-25.15,32.30,,,,-43.80,-20.88,,,54.49,,,,,,10.51,,,-18.98,3.80,,11.71,42.93,-44.20,-13.62,101.12,-50.92,16.54,25.88,-58.44,10.31,-2.83,17.85,31.52,29.24,15.37,18.35,17.76,9.74,-22.03
RCLR_qq,,,,,3.09,31.95,33.63,134.41,-65.33,,,,,,,,,16.58,,,16.19,15.59,166.71,24.55,-7.01,-6.99,-38.67,-6.83,-44.01,36.43,-22.90,106.11,57.47,35.76,-83.66,289.43,52.45,-15.01,-8.42,4.11,-17.21,-98.71
RCLR_sq,,,,,-21.39,-11.69,0.39,-19.36,10.67,,,,,,,,,-12.65,,,44.25,11.92,-34.79,6.11,84.57,-56.31,0.95,147.07,-54.96,3.73,9.04,-18.43,19.56,-8.62,32.25,-8.97,17.49,-18.43,35.66,-9.42,9.48,-42.04
KP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KP_yy,,23.62,-15.81,-11.51,,,,52.34,9.55,,,-17.97,,,,,,-0.07,,,-12.73,-15.26,,24.98,17.55,22.06,0.62,-10.15,-15.14,-8.03,-7.65,9.97,21.58,12.23,-5.57,0.10,0.26,-0.51,23.03,1.23,-4.28,-6.25
KP_sy,,-33.77,-29.34,75.58,,,,-59.62,7.42,,,150.85,,,,,,8.11,,,54.59,-5.68,,-19.37,-33.91,-53.10,-34.75,6.49,-21.78,11.30,-21.88,-48.82,40.77,59.64,77.43,90.86,56.92,-16.30,-33.23,-46.41,-34.92,-27.46
KP_qq,,,,,3.65,9.97,11.05,20.35,-25.46,,,,,,,,,0.76,,,5.98,-2.15,14.78,4.99,-0.31,1.60,-5.38,-6.24,-5.85,10.12,-5.00,11.65,4.10,1.65,-20.07,18.36,4.26,0.87,-1.16,-2.61,-1.41,-1.21
KP_sq,,,,,-32.86,-92.53,-31.88,1082.57,78.59,,,,,,,,,63.96,,,-27.62,0.04,7.75,3.34,-40.68,-28.99,49.89,68.66,-56.42,1.03,5.21,10.49,19.86,14.57,16.93,18.86,-1.45,-38.88,-6.73,-4.60,19.68,-31.87
PKKO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKKO_yy,,127.16,-28.29,-53.37,,,,328.50,35.78,,,52.97,,,,,,-20.94,,,-38.38,-49.14,,10.60,-2.91,8.40,-8.30,-22.79,-5.15,-11.01,-9.80,-6.55,-7.77,-2.29,17.98,12.53,48.40,37.41,19.43,34.86,-1.32,94.64
PKKO_sy,,-10.35,-4.97,-58.21,,,,-143.54,70.02,,,28.83,,,,,,3.79,,,-632.01,-686.48,,-435.76,26.38,69.37,71.03,85.91,86.12,72.27,165.76,118.85,99.28,175.50,-105.41,-820.73,12005.00,-1671.37,-2247.18,205.52,-35.74,80.52
PKKO_qq,,,,,9.88,-4.25,77.56,129.36,-65.18,,,,,,,,,10.38,,,-2.46,-8.88,10.19,12.94,-14.37,1.72,-6.78,-4.91,5.19,-4.57,-5.51,-1.48,3.81,1.11,14.09,-6.03,36.91,-6.38,-0.84,6.11,0.17,84.66
PKKO_sq,,,,,48.16,-73.39,-195.38,-15.76,678.56,,,,,,,,,-15.08,,,-543.87,6.39,25.90,-19.96,11.53,61.05,29.92,41.65,12.87,22.16,266.17,-83.27,-103.32,8290.00,-111.90,-2128.72,154.79,-1181.02,82.22,200.20,-66.64,-427.78
RN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RN_yy,,15.68,-11.13,26.81,,,,-50.24,-47.66,-55.17,-62.11,-37.24,-53.50,-50.72,-26.41,-45.81,-11.88,5.24,5.01,55.30,34.66,33.32,26.56,16.76,26.66,17.70,11.17,9.05,-4.24,2.55,7.73,8.47,14.30,7.52,-8.08,-5.73,-22.74,-9.17,3.99,-4.64,16.26,3.08
RN_sy,,-15.14,-13.61,21.24,,,,-21.59,-37.06,-61.02,-48.56,-20.37,-42.46,19.88,179.75,-15.05,153.98,16.26,-77.08,-49.35,-60.81,-78.66,35.43,55.81,101.90,388.87,-7.07,-28.18,-27.90,-50.33,107.21,79.89,57.20,116.43,3.37,-24.41,-33.49,-65.01,-35.39,-44.96,7.72,140.56
RN_qq,,,,,-7.72,-1.71,-11.67,-37.88,-2.94,-15.82,-25.34,2.88,-28.09,-10.79,11.51,-24.24,16.93,6.54,11.26,12.05,1.38,5.49,5.62,3.37,9.97,-1.98,-0.24,1.40,-3.43,4.98,4.80,2.10,1.76,-1.25,-10.41,4.71,-16.60,16.09,2.58,-3.98,1.68,2.93
RN_sq,,,,,-53.04,51.33,-25.19,47.46,-62.30,-6.27,-1.29,128.29,-72.76,95.30,130.35,-30.68,-18.56,-10.60,-54.59,53.18,-36.98,-51.33,188.20,76.24,-18.33,17.86,-45.22,36.21,-18.02,-18.81,128.54,18.25,-28.35,11.78,9.15,-13.52,-36.96,-41.19,101.54,-26.34,23.38,31.33
CRN,467000,404000,454000,358000,388000,395000,447000,720000,741000,881000,1180000,1147000,1595000,1787000,1603000,2116000,1810000,1698000,1526000,1363000,1344000,1274000,1206000,1167000,1061000,1083000,1085000,1070000,1108000,1056000,1007000,986000,970000,982000,1096000,1046000,1255000,1081000,1054000,1098000,1079000,1048000
CRN_yy,,-13.49,12.38,-21.15,,,,101.12,90.98,123.04,163.98,59.31,115.25,102.84,35.85,84.48,13.48,-4.98,-4.80,-35.59,-25.75,-24.97,-20.97,-14.38,-21.06,-14.99,-10.03,-8.31,4.43,-2.49,-7.19,-7.85,-12.45,-7.01,8.84,6.09,29.38,10.08,-3.83,4.97,-14.02,-3.05
CRN_sy,,16.93,14.93,-24.02,,,,38.86,-19.61,60.22,19.54,26.12,401.63,117.93,-12.18,18.93,-60.62,-13.92,337.23,94.78,-2.88,-20.59,-66.28,-35.89,30.08,20.83,135.64,39.44,2.28,49.43,-64.39,-45.71,-48.89,-57.95,-9.14,24.74,45.79,68.90,85.06,8.86,11.11,3.61
CRN_qq,,,,,8.38,1.80,13.16,61.07,2.92,18.89,33.94,-2.80,39.06,12.04,-10.30,32.00,-14.46,-6.19,-10.13,-10.68,-1.39,-5.21,-5.34,-3.23,-9.08,2.07,0.18,-1.38,3.55,-4.69,-4.64,-2.09,-1.62,1.24,11.61,-4.56,19.98,-13.86,-2.50,4.17,-1.73,-2.87
CRN_sq,,,,,58.55,-40.85,44.20,2.68,-8.21,17.89,7.59,8.33,265.09,-48.78,-56.65,46.72,20.90,11.93,120.22,-34.64,-39.72,-8.47,-6.48,24.26,22.31,-14.98,82.38,-26.47,-10.29,24.20,-56.54,12.09,-15.53,2.18,-6.10,53.90,-1.27,18.38,2.89,-9.47,0.78,10.38
CPZ,105000,52000,127000,124000,138000,134000,124000,120000,115000,120000,146000,230000,302000,229000,206000,200000,167000,141000,127000,209000,270000,303000,240000,166000,106000,74000,85000,101000,147000,164000,180000,170000,129000,104000,153000,136000,155000,131000,65000,64000,69000,93000
CPZ_yy,,-50.48,144.23,-2.36,,,,-3.23,-16.67,-10.45,17.74,91.67,162.61,90.83,41.10,-13.04,-44.70,-38.43,-38.35,4.50,61.68,114.89,88.98,-20.57,-60.74,-75.58,-64.58,-39.16,38.68,121.62,111.76,68.32,-12.24,-36.59,-15.00,-20.00,20.16,25.96,-57.52,-52.94,-55.48,-29.01
CPZ_sy,,8.22,144.30,-29.02,,,,78.83,1.17,60.54,30.98,4.90,49.13,27.93,35.33,-3.89,-14.53,28.82,27.65,40.49,38.78,4.58,14.38,19.02,45.10,38.25,37.42,-19.13,-20.95,-17.94,-40.46,19.61,10.26,4.29,14.26,-20.65,-9.30,11.92,35.82,5.52,1.00,-17.14
CPZ_qq,,,,,11.29,-2.90,-7.46,-3.23,-4.17,4.35,21.67,57.53,31.30,-24.17,-10.04,-2.91,-16.50,-15.57,-9.93,64.57,29.19,12.22,-20.79,-30.83,-36.14,-30.19,14.86,18.82,45.54,11.56,9.76,-5.56,-24.12,-19.38,47.12,-11.11,13.97,-15.48,-50.38,-1.54,7.81,34.78
CPZ_sq,,,,,24.82,-34.80,14.35,92.16,-29.39,3.47,-6.70,53.89,0.39,-11.24,-1.31,9.29,-10.73,33.79,-2.20,20.28,-11.82,0.82,6.97,25.15,7.51,-3.94,6.33,-26.35,5.09,-0.28,-22.86,47.96,-3.13,-5.68,-15.48,2.76,10.73,16.38,2.57,-20.17,5.98,-4.51
RZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_yy,,,,,,,,-56.30,-52.19,-48.68,-47.94,-60.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sy,,,,,,,,40.86,-7.30,-48.27,-54.08,120.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_qq,,,,,-22.53,-18.81,-33.50,4.47,-15.24,-12.85,-32.53,-21.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RZ_sq,,,,,28.10,-22.65,9.41,29.94,-15.70,-56.84,-2.87,523.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ,5000,,,1000,1000,1000,1000,1000,1000,2000,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_yy,,,,,,,,,,100.00,100.00,200.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sy,,,,,,,,,,-87.50,-83.33,-52.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_qq,,,,,,,,,,100.00,,50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRZ_sq,,,,,,,,,,-60.00,,300.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-13.22,16.16,22.72,,,,-50.43,-48.20,-56.18,-61.46,-38.23,-53.55,-48.29,-23.88,-41.35,-6.44,4.79,4.57,49.39,27.67,27.56,21.01,11.21,22.07,12.10,3.75,3.82,-8.25,1.75,10.74,10.93,18.97,9.52,-10.63,-7.45,-24.51,-13.13,3.41,-8.84,9.70,-21.96
RMO_sy,,-4.96,-53.32,84.38,,,,-56.91,-61.85,-70.57,-55.23,-25.52,11.62,-1.49,29.15,9.12,75.08,33.80,-42.57,-39.11,-46.36,-39.32,-1.77,-13.74,2.36,13.85,19.51,12.08,-11.96,8.78,18.26,-1.47,7.29,4.59,-8.38,1.83,8.49,-19.66,-21.50,-25.09,-10.33,8.17
RMO_qq,,,,,-7.63,-0.97,-13.89,-37.08,-3.46,-16.24,-24.26,0.86,-27.40,-6.77,11.49,-22.29,15.82,4.42,11.26,11.02,-1.01,4.33,5.54,2.04,8.65,-4.19,-2.32,2.10,-3.98,6.25,6.31,2.27,2.98,-2.18,-13.25,5.92,-16.00,12.55,3.27,-6.63,1.08,-19.93
RMO_sq,,,,,-54.99,47.79,-27.10,-11.15,-60.15,14.01,10.90,47.81,-40.27,0.62,45.40,24.88,-4.17,-23.11,-37.59,32.40,-15.59,-13.02,1.04,16.26,0.17,-3.25,6.06,9.03,-21.32,19.55,15.31,-9.16,-14.32,16.54,1.01,0.97,-8.72,-13.70,-1.30,-3.65,9.27,4.11
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,13.25,46.62,12.51,,,,-41.70,-39.69,-42.98,-48.84,-53.57,-59.47,0.70,41.00,587.02,652.58,211.01,210.41,6.26,40.95,1.63,-19.16,-38.72,-46.26,3.02,36.84,17.11,4.20,-6.54,-3.67,109.02,344.41,306.05,211.61,28.51,-49.70,-43.46,-42.53,-35.43,-28.06,-62.46
RMT_sy,,-32.92,-27.84,-30.92,,,,-37.38,-61.45,-49.52,-39.15,3.83,33.33,60.48,29.96,7.87,-4.94,-17.20,-14.81,-23.69,-29.23,-32.93,-40.28,-15.95,-8.57,10.61,16.79,9.98,-6.79,-2.54,-2.90,-20.26,-40.86,-38.04,-37.26,-46.00,10.37,19.05,15.72,26.77,21.67,-20.14
RMT_qq,,,,,-12.81,-7.88,-11.26,-18.20,-9.81,-12.91,-20.38,-25.75,-21.28,116.42,11.48,261.76,-13.77,-10.57,11.27,23.84,14.37,-35.51,-11.49,-6.13,0.31,23.62,17.57,-19.67,-10.75,10.87,21.17,74.31,89.77,1.30,-7.01,-28.11,-25.72,13.87,-5.47,-19.24,-17.25,-40.58
RMT_sq,,,,,37.23,-35.21,-1.31,-28.64,-15.52,-15.14,18.96,21.75,8.48,2.14,-3.66,1.06,-4.41,-11.03,-0.89,-9.47,-11.34,-15.69,-11.75,27.41,-3.55,2.00,-6.82,19.98,-18.25,6.64,-7.16,-1.47,-39.37,11.72,-5.99,-15.20,23.93,20.50,-8.62,-7.11,18.95,-20.90
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,-7.62,21.48,20.79,,,,-49.00,-46.73,-53.95,-59.43,-41.40,-54.69,-43.69,-17.73,-27.64,12.78,10.96,10.73,47.47,27.47,27.38,19.87,9.00,18.59,11.69,5.00,4.44,-7.60,1.34,10.10,13.50,23.63,13.63,-7.74,-6.77,-25.04,-13.77,2.36,-9.54,8.47,-23.71
RM_sy,,-20.84,-51.04,29.68,,,,-52.98,-66.55,-66.23,-43.46,-13.23,-2.78,31.26,57.21,2.76,50.32,10.56,-20.56,-25.00,-31.32,-26.11,-22.96,-9.08,-3.53,8.96,26.21,11.69,5.21,1.63,-31.29,-0.99,-0.84,7.36,49.16,-31.95,-21.06,-21.92,-26.17,-4.83,2.20,14.06
RM_qq,,,,,-8.65,-2.41,-13.36,-33.98,-4.57,-15.65,-23.66,-4.64,-26.22,4.84,11.52,-16.12,14.99,3.16,11.28,11.72,-0.61,3.08,4.72,1.58,8.14,-2.91,-1.55,1.04,-4.32,6.48,6.96,4.16,4.21,-2.13,-13.16,5.25,-16.21,12.59,3.09,-6.99,0.48,-20.82
RM_sq,,,,,-14.48,-16.06,-40.40,9.90,-39.16,-15.26,-0.20,68.65,-31.84,14.41,19.53,10.24,-0.29,-15.85,-14.11,4.08,-8.69,-9.47,-10.46,22.83,-3.12,2.26,3.72,8.70,-8.74,-1.22,-29.88,56.63,-8.60,6.93,-2.57,-28.54,6.03,5.76,-7.87,-7.88,13.87,18.02
COP,472000,,,359000,389000,396000,448000,721000,742000,883000,1182000,1150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_yy,,,,,,,,100.84,90.75,122.98,163.84,59.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sy,,,,,,,,61.82,-17.03,142.40,130.21,-43.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_qq,,,,,8.36,1.80,13.13,60.94,2.91,19.00,33.86,-2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COP_sq,,,,,56.76,-46.12,53.60,24.74,-19.62,57.40,45.87,-69.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP,367000,,,235000,251000,262000,324000,601000,627000,763000,1036000,920000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_yy,,,,,,,,155.74,149.80,191.22,219.75,53.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sy,,,,,,,,-36.84,3062.50,616.67,3427.27,645.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_qq,,,,,6.81,4.38,23.66,85.49,4.33,21.69,35.78,-11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSP_sq,,,,,-78.95,575.00,-59.26,9.09,954.17,52.96,100.52,-76.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
