,2007/Q4,2008/Q4,2009/Q4,2010/Q3,2010/Q4,2011/Q1,2011/Q2,2011/Q3,2011/Q4,2012/Q1,2012/Q2,2012/Q3,2012/Q4,2013/Q1,2013/Q2,2013/Q3,2013/Q4,2014/Q1,2014/Q2,2014/Q3,2014/Q4,2015/Q1,2015/Q2,2015/Q3,2015/Q4,2016/Q1,2016/Q2,2016/Q3,2016/Q4,2017/Q1,2017/Q2,2017/Q3
CRZ_yy,,-38.46,279.17,,-53.30,,,-73.95,-56.47,-23.21,28.12,64.52,62.16,32.56,46.34,7.84,-1.67,40.35,110.00,221.82,335.59,240.00,119.05,66.67,39.69,52.57,42.75,18.64,-3.06,-6.02,40.36,104.00
CRZ_sy,,-34.69,85.42,,-11.24,,,-63.95,-53.16,16.96,92.42,91.94,55.41,-8.40,-4.72,-15.97,-18.26,-46.67,-48.76,-36.00,23.40,-6.25,6.45,18.75,-4.31,80.00,69.70,50.00,69.37,12.04,8.93,13.16
CRZ_qq,,,,,-28.57,-34.12,-42.86,-3.12,19.35,16.22,-4.65,24.39,17.65,-5.00,5.26,-8.33,7.27,35.59,57.50,40.48,45.20,5.84,1.47,6.88,21.69,15.60,-5.06,-11.17,-0.57,12.07,41.79,29.11
CRZ_sq,,,,,-8.14,-29.11,-41.07,-6.06,19.35,77.03,-3.05,-6.30,-3.36,4.35,0.83,-17.36,-6.00,-31.91,-3.12,3.23,81.25,-48.28,10.00,15.15,46.05,-2.70,3.70,1.79,64.91,-35.64,0.83,5.74
RMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMO_yy,,-4.08,-51.43,,143.02,,,5.46,-25.21,-11.51,-16.13,-35.48,-38.52,-42.63,-40.37,-6.43,14.94,-1.74,-25.74,-50.74,-66.31,-48.12,-14.78,13.85,46.06,-3.38,-23.24,-20.35,-13.98,-8.22,-30.32,-54.18
RMO_sy,,30.98,-56.85,,31.17,,,-9.75,5.17,-6.41,-9.27,-18.53,-20.26,-14.48,-8.07,16.66,19.76,45.59,45.97,29.08,25.70,8.41,7.67,13.97,16.91,4.99,1.41,-6.81,-48.74,-4.86,-1.47,-4.12
RMO_qq,,,,,23.28,-13.36,-1.32,0.06,-12.57,2.51,-6.47,-23.03,-16.69,-4.34,-2.79,20.78,2.34,-18.22,-26.54,-19.87,-30.02,25.93,20.68,7.05,-10.22,-16.69,-4.12,11.07,-3.03,-11.12,-27.20,-26.96
RMO_sq,,,,,-15.25,10.95,-3.18,-0.88,-1.23,-1.27,-6.13,-11.00,-3.32,5.89,0.90,12.94,-0.75,28.72,1.17,-0.13,-3.35,11.02,0.48,5.71,-0.86,-0.31,-2.94,-2.86,-45.47,85.05,0.52,-5.47
RMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMT_yy,,55.15,-59.43,,82.64,,,-9.43,-23.68,-28.40,-36.39,-47.75,-55.06,-55.68,-54.87,-45.30,-20.90,-23.74,-39.86,-50.81,-68.13,-45.47,4.16,49.76,131.79,56.03,22.39,28.83,33.44,39.75,3.50,-35.84
RMT_sy,,-25.11,-52.89,,46.91,,,4.73,10.88,-11.62,-13.40,-25.43,-36.70,-48.47,-47.94,-41.25,-5.01,-0.63,1.51,-7.85,-17.49,-19.45,-13.75,-6.78,-7.55,0.62,4.09,12.73,15.57,21.29,18.02,8.92
RMT_qq,,,,,0.86,-8.72,-1.69,0.06,-15.00,-14.37,-12.66,-17.81,-26.90,-15.55,-11.06,-0.37,5.72,-18.58,-29.87,-18.51,-31.50,39.29,33.97,17.15,6.02,-6.24,5.09,23.32,9.81,-1.80,-22.17,-23.55
RMT_sq,,,,,-25.60,45.86,-8.83,5.86,-21.24,16.26,-10.67,-8.84,-33.14,-5.37,-9.75,2.88,8.10,-1.00,-7.80,-6.61,-3.20,-3.35,-1.28,0.94,-4.01,5.20,2.12,9.32,-1.60,10.42,-0.64,0.88
RM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RM_yy,,19.86,-55.01,,111.64,,,-2.10,-24.42,-20.96,-27.80,-42.35,-48.30,-50.74,-49.69,-33.05,-9.36,-16.68,-35.47,-50.80,-67.56,-46.36,-2.57,36.28,96.05,29.61,1.04,4.52,8.55,13.37,-15.65,-46.43
RM_sy,,-18.61,-43.95,,40.70,,,-11.13,8.92,-18.86,-20.17,-22.80,-29.89,-33.81,-29.24,-19.13,-3.35,4.84,6.10,-0.38,-7.32,-9.21,-5.73,-2.15,-3.44,1.76,2.71,3.23,-10.85,11.12,12.70,9.91
RM_qq,,,,,11.63,-11.00,-1.51,0.06,-13.83,-6.92,-10.03,-20.11,-22.72,-11.32,-8.11,6.30,4.63,-18.49,-28.83,-18.95,-31.01,34.80,29.27,13.36,-0.75,-10.89,0.78,17.27,3.07,-6.93,-25.02,-25.52
RM_sq,,,,,-22.95,33.23,-8.93,-4.94,-5.57,-0.75,-10.41,-8.07,-14.24,-6.29,-4.23,5.06,2.50,1.65,-3.08,-1.36,-4.64,-0.42,0.64,2.39,-5.90,4.94,1.58,2.91,-18.73,30.79,3.03,0.37
COP,119000,136000,261000,153000,109000,73000,47000,46000,74000,107000,126000,147000,177000,184000,205000,196000,200000,250000,343000,460000,663000,602000,558000,560000,642000,744000,729000,644000,652000,727000,999000,1310000
COP_yy,,14.29,91.91,,-58.24,,,-69.93,-32.11,46.58,168.09,219.57,139.19,71.96,62.70,33.33,12.99,35.87,67.32,134.69,231.50,140.80,62.68,21.74,-3.17,23.59,30.65,15.00,1.56,-2.28,37.04,103.42
COP_sy,,-36.40,77.63,,-19.26,,,-36.68,-22.02,33.72,44.71,44.51,31.76,0.43,-5.69,-10.13,-8.04,-25.54,-23.28,-14.55,5.83,-1.16,-4.49,-5.49,-15.60,8.82,8.82,5.23,31.52,1.62,4.32,14.36
COP_qq,,,,,-28.76,-33.03,-35.62,-2.13,60.87,44.59,17.76,16.67,20.41,3.95,11.41,-4.39,2.04,25.00,37.20,34.11,44.13,-9.20,-7.31,0.36,14.64,15.89,-2.02,-11.66,1.24,11.50,37.41,31.13
COP_sq,,,,,-15.83,-21.10,-1.16,-3.53,3.66,35.29,6.96,-3.66,-5.49,3.12,0.43,-8.19,-3.29,-16.50,3.49,2.25,19.78,-22.02,,1.18,6.98,0.54,,-2.16,33.70,-22.31,2.66,7.25
CSP,-34000,24000,-19000,1000,-27000,-38000,-23000,-24000,26000,53000,53000,52000,46000,27000,18000,1000,-20000,-54000,-105000,-164000,-395000,-381000,-444000,-456000,-487000,-666000,-790000,-728000,-749000,-825000,-1145000,-1646000
CSP_yy,,170.59,-179.17,,-42.11,,,-2500.00,196.30,239.47,330.43,316.67,76.92,-49.06,-66.04,-98.08,-143.48,-300.00,-683.33,-16500.00,-1875.00,-605.56,-322.86,-178.05,-23.29,-74.80,-77.93,-59.65,-53.80,-23.87,-44.94,-126.10
CSP_sy,,633.33,-425.00,,74.36,,,-620.00,230.00,480.77,310.53,247.22,-17.31,-58.59,-65.00,-90.57,-160.47,-295.12,-378.57,-2020.00,-380.77,-22.50,2.56,20.83,-44.00,-86.73,-138.16,-105.26,-18.89,46.45,60.22,53.21
CSP_qq,,,,,-2800.00,-40.74,39.47,-4.35,208.33,103.85,,-1.89,-11.54,-41.30,-33.33,-94.44,-2100.00,-170.00,-94.44,-56.19,-140.85,3.54,-16.54,-2.70,-6.80,-36.76,-18.62,7.85,-2.88,-10.15,-38.79,-43.76
CSP_sq,,,,,-700.00,35.00,-46.15,5.26,244.44,90.38,,-33.75,-18.87,-4.65,-31.71,-82.14,-620.00,-207.69,2.50,-23.08,-30.21,21.60,22.45,,-136.84,-1.67,1.09,13.81,-37.18,54.21,26.53,-1.39
